comments,comments_writer
"네! 저는 완전 강남역 러쉬에 던져둬도 거기서 완벽 적응하겠다는 이야기 들을정도로 찐E인데, 제 입장에서 남을 위해서 선물을 준비하고 다음에 뭐할지 이야기하는 거면 저는 그린라이트가 맞다고 생각해요 🙂 앗, 저는 첫인상에 이사람은 어떻겠구나 하고 판단하는 편이에요! 뭔가 첫인상이 좋으면 계속 그사람이 좋게보이더라고요 ㅎㅅㅎ",LATE ENFP
감사합니다 ㅎㅎㅎ 상대분이 E랑 I 반반인데 그 점 생각하면 더 좋게 봐도 되겠죠 ㅎㅎ,쵸록 ESFJ
"네 후자가 맞는 것 같아요, 슬픔을 알아줬으면 좋겠다 싶으면 철판깔고 나 힘들었어 하고 붙잡거든요.. 저는 가사를 보고 노래를 듣고 제가 마음에 드는 가사가 있으면 그 노래를 좋아하는 편이라서 아마 전남친분도 저랑 비슷하지않을까요?",LATE ENFP
"제 남자친구도 그래요 엔프피 ,,,핰",냠냠념념뇸
오해하시는 게 있는데 엔프피 애정표현 장인이라고 하지만 저희두... 부끄럽습니다ㅠㅠㅠ// 막 마음으로는 으아악 사랑해 귀여워 미쳤다 지구뿌셔 우주뿌셔!!! 그러지만 이걸 표현하면 상대방이 부담스러워하지않을까 혹시 많이 표현해서 이 뜻이 닳아버리진않을까 싶어서 아끼는 걸 거 에요! 저도 연애할때 그랬어요ㅋㅋㅋㅋㅋㅎ,LATE ENFP
"남자친구 일주일에 몇 번 보는게 적당하다고 생각하세요?
하루에도 여러번 보고 싶다는 생각이 들긴하지만 아무래도 컨디션을 생각하기도 해야하니,, ㅋㅎㅎ",암엥뿌삐
"저는 전남친이 ISTP라서 그런가 아니면 제가 좀 특이했던걸까 일주일에 한번, 아니면 이주에 한번 정도면 무난하다고 생각했었어요! 물론 매일매일 보고싶지만 현실적으로는 어려우니까 한번 만날때 오래보자는 마인드 였던것 같아요",LATE ENFP
왜 이렇게 귀여워요 당신들,헤이즌 INFJ
엔프피는 감정적으로 우울할때 혼자있고 싶어하면서도 또 외로워하기도 하는거같아요 맞나요? 이럴땐 어떻게 해주는게 좋을까요,인프제와잇프제그사이
저는 많이 믿는다고 속 얘기를 꺼내기 보다는 상황에 맞춰서 이야기 할 것 같은데요..? 오히려 너무 신뢰해도 말 못하는 경우가 있을 것 같네요 ex)부모님 속썩일까봐 말 못한다던지..,호오우
어느정도 신뢰하는 사람 한정.. 속얘기를 해요! 아니면 이런얘길 상대도 편하게 나한테 해준다면 하는편..,솜야
"그나마 내적으로 친밀하다고 생각하는 사이라면, 얘기할 수 있어요. 어중간한 사이라면 굳이?",INFP제냐4w5
아직은 호의정도요,포도 INFP
"호의에서 더 넘어가려면 어떻게 해야 좋을까요?
어쩌다보니 상대도 저에게 조금씩 호감이 가고 있다는 말까진 들었는데…",infp love
시간이 흐르면 자연스럽게 호감이 생겨요. 힘들때나 기쁠때나 계속 옆에 님이 계신다는걸 알려주면 호감이 녹아들듯 서서히 생깁니다.,포도 INFP
감사합니다,infp love
☺️,깁스너 infp
이렇게 느낀다고요? 헐..괜히 저도 감동..🥹,사공infp
악의없는말투 맞는듯요,라라랜드으
다 받습니다... 다 받아요... 뚝딱거리고 마음 없는 남사친이랑 단 둘이 데이트 삘 나는 거 절대 안 하는 거 인정이요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,엔프피 계란말잉
"맞졐ㅋㅋㅋㅋㅋ 진짜 굳~~~이 ^^,, ㅋㅎㅎㅎㅎ 상대가 먼저 말하면 몰라도 일단 먼저는 진짜 잘 안함,,",암엥뿌삐
엔프피도 밀당하나요?,NMN1nfp
"밀당 못해요 ,, ,, 흑흑 당기기만 돼요
숨기려고 해도 계속 튀어나와요
아 근데 이건 이미 좋아한다는 전제하에~ ㅎㅎ

아직 마음 안크거나 그러면 밀당 가능 ㅎㅎ",암엥뿌삐
맞져 ㅋㅋㅋㅋ 왤케 뚝딱거리고 무슨 말을 해야할지 모르겠는게 넘 힘들어요,암엥뿌삐
"제가 좋아하는 엔프피 여자분은 인간적 호감방식은 거의 없고(전화 하고싶다..) 이성적 호감방식은 엄청 많이 하고있는데(영화, 술, 연극) 저를 좋아하는거 같지가 않은데.... 이게 맞나요 😢",entpㅡf
그냥 잘해주는 오빠정도로만 생각하는걸로 느껴짐..,entpㅡf
움... 연락은 매일? 하고 계신가요? 이상형이라든지 연애 쪽 토크도 해보셨나용,암엥뿌삐
매일 까진 아니고 2일에 한번(그 사람이 밤마다 연락하는 어떤 남자 미친놈에게 시달려서 저까지 스트레스 주긴 싫어서)정도 하고 연애쪽 토크 이상형이나 그정도는 물어봤죠 :) 근데 딱 그정도인거 같아서 한 두달 더 노력해보고(잘해주고) 안되면 마음 접으려구요..ㅎ,entpㅡf
"흐음 그렇군요 그렇게 만나고 연락하신지 얼마나 되셨으려나요
썸이면 한 달 정도일 때가 고백하실 때긴 한데,, (엔프피는 보통 먼저 고백안해효)
근데 둘이 좀 설렘의 기류가 있나요 없으면 그냥 친한 오빠 동생 사이일 것 같네요",암엥뿌삐
썸이라 생각하고 싶지만 썸이 아닌것 같아서 기간은 생각 안해봤는데 이제 한달 되가긴 해요..ㅎ 진짜 마음 같아서는 엔프피 여성분 한명 붙잡고 썰 싹다 말해주고 상담 받고 싶은데..ㅋㅋㅋㅋ,entpㅡf
오~ 저한테 하셔도 대답 해줄 수 있긴 해용~,암엥뿌삐
저도 상담가능이요~!! 저도 엔팁상담 좀...ㅠㅠㅠ,EN엥푸삐FP
현 엔프피 애인 밀당 없이 직진이었어요 ㅋㅋ,도애 EXFJ
마쟈여 ㅋㅋㅋ 직진 제가 적은 구별법에 해당하시는 것 같나용?,암엥뿌삐
지나가던 엔프피.. 4번 핵공감해요 !! 특히 차쥐뿔 이영지님 몇몇 게스트 등장 할 때 뚝딱거리는 그 느낌 !!!!,지덤 엔프피제
"맞져 4번이 찐이에요 사실 1,2,3도 케바케로 가능하기도 함...
근데 그렇게 치면 그냥 엔프피 유죄인간.. ㅋㅋㅋㅋㅋㅋㅋㅋ",암엥뿌삐
ㅋㅋㅋㅋㅋ저는 이성적호감으로 적어주신것도 인간적호감으로도 충분히 가능한 부분들이라😅 곰곰히 생각해봤는데 이성적호감이면 리액션 ×100 느낌으로 하는 것 같아요ㅋㅋㅋㅋㅋㅋ 밥먹자는 말에도 리액션해줌ㅋㅋㅋㅋㅋ 이렇게보니 저도 헷갈리고 어려운 사람이었네요😆,엔픗피
"WOW ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그것까지 가능하시군요
아니 저도 적으면서도 수정을 얼마나 한지 ㅋㅋㅋㅋ 계속 생각해보면 예외 케이스들이 생각나더라구여 ㅋㅋㅋㅋㅋㅋ 넘 어려워여",암엥뿌삐
"오히려 맘 없으면 장난식으로 끼부리기 가능
맘 있으면 뚝딱이기 ㅜㅜ",ENFP 퇴준생
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜루여 나도 왜이러나 싶을 정도로 뚝뚝딱쓰
눈도 잘 못쳐다 봐요 부끄렁 ><",암엥뿌삐
"일단 막 가까운사이는 아닌데
선톡 자주오고 뭐 하고싶다 하는것도 많은데 놀면 둘이선 아니고 3,4명이서 같이놀아요 답장은 할말이 있는 내용이면 칼답으로 해주고 할말애매하면 안읽씹하고 그러네요
근데 카톡은 친절하게 잘해주는데 실제로 보면 약간 냉랭해요
그냥 딱 인간적호감이지요?",숭 ISFP
넹 딱 인간적 호감 같아용,암엥뿌삐
헐 저는 맘없는 남사친이랑 영화관 노래방 쌉가능,qwertyu
옮 그럼 이성적 호감에 저거 다 가능?!,암엥뿌삐
당연하쥬ㅋㅋㅋㅋㅋㅋㅋ,qwertyu
단둘이 술먹자고 먼저 한거면은 호감 있는건가요 엔프피 여자가요??,똑딱거리는 잇프피
사실 그거 하나만 보기 힘들긴한데 이성적 관심 정도는 있으니 하지 않을까요?,암엥뿌삐
뭔가 제가 호감이 있는줄은 아는 상태인것 같고 단둘이 있을때 뭔가 더 딱딱한 느낌이에요 웃음은 지어주기는 하는데 뚝딱거리는것과는 조금 다르다고나 할까 장난보다는 깊은이야기를 단 둘이 있을때 많이 나누는것 갈아요,똑딱거리는 잇프피
"흐음 제가 그런 상황이었을 때는 상대를 좋은, 괜찮은 사람으로 생각했을 때였어요",암엥뿌삐
저는 호감이 있는 상태이고 사내 같은 사무실이라 고민이 많네요 천천히 다가가는 중입니다,똑딱거리는 잇프피
상대가 나한테 호감이 있나? 했던 상황이나 말이 더 있나요? 우선 주말에나 사적 연락도 하시나요?,암엥뿌삐
사적 연락은 하지 않습니다 제가 시도 해본적이 없구요 퇴근하고 아주 가끔 술자리 단둘이 가지고 통화를 한적은 있습니다 최근에는 밖에서 풍경을 보며 단둘이 먹은 상황입니다 음.. 이야기는 주로 고민 같은거를 많이 이야기하는 것 같아요,똑딱거리는 잇프피
연애 왜 안하는지 생각 있는지 물어봐보세용 그리고 본인 첫인상 어땠는지도 물어보구용,암엥뿌삐
제가 좋아하는줄 알아도 그렇게 해볼까요????,똑딱거리는 잇프피
넹 무언가 지금과는 다른 행동을 취해야 결과가 달라질 듯 해요,암엥뿌삐
"어떻게 조심히 다가갈지
힌트좀 받을수 있을까요 엔프피는 자기가 좋아하는 사람이 아니면 안좋아한다고 하더라구요",똑딱거리는 잇프피
"ㅋㅋㅋㅋㅋ 사실 그게 맞긴 해요,,
으음 좋아하는걸 확실히 아는데도 그냥 있는거면 사실 포기하시는게 낫긴해요... ㅎㅎㅜ",암엥뿌삐
그렇군요 ㅎㅎㅎㅎㅎ 포기하는게 좋을까요.. 제가 또 연하라.. 조금은 더 다가가고 싶거든요,똑딱거리는 잇프피
"4번 너무 맞는 말이에요ㅠㅠ!!
전 뚝딱거려서 좋아하는 거 들키면 어떡하지! 했는데 오히려 주변사람들은 그냥 잘 챙겨주는 애인가 보다 하고 말더라구요ㅠㅠ!!
이상형은 대부분 그냥 궁금해서 묻는 것 같아요 이 사람은 어떤 사람을 좋아할까? 하는 궁금증에서부터 오는..",언로 ENFP
오호 근데 제 기준 궁금증이 1도 관심 없는 사람한테선 오지 않는 것 같아요 (아..ㅇㅏ닌가 ㅋㅎㅎㅎ,암엥뿌삐
"아녀 맞아여!!! 진짜 관김 있는 사람에게서만 궁금해지는,,,",언로 ENFP
엔프피 상대 분이 저한테 호감이 아예 없진 않은 것 같은데 너무 헷갈려요ㅠㅠ 대부분 다들 썸 최대 기간이 한 달이라고 하시던데 썸은 잘 모르겠고 연락한지는 한달 정도 됐는데 딱 호감. 관심까지만 있던 사람이 좋아한다고 말 하면 엔프피는 어떤가요..?,뿡빵 istp
얼른 표현하세효~!~!,암엥뿌삐
저 엣프피인줄 알았는데 다시 검사하니 2반이나 엔프피 나왔는데 진짜 엔프피가 맞나봐여 적어주신것들 진짜 넘나 다 공감!!,뷰리enfp
오 진짜요? ㅋㅎㅎㅎ 히히 공감 되신다니 뿌듯하네용,암엥뿌삐
"1. ~여기 맛있다는데 같이 가볼래~?
2. 오늘 그 옷 되게 잘 어울린다~
3. 이 노래들으니 너 생각났어 한번들어봐
4. 나 월급받은 기념으로 ㅇㅇ쏠게 ~~~
이런건어때요??!!",엣뿌제예요
오홍 일상적이면서 아주 좋군뇽ㅎㅎ 댓글 감사합니다!,유자차 INFP
"내가 머리 맑게 해주는 마사지 배웠는데 해줄까?
하면서 귀 마사지 해주면서 어때 시원해? 미소 날리기",열일하는ENTP
ㅋㅋㅋㅋ 옷 이뿌게 입기가 플러팅인 인프피가 요걸..?!,로링 ESFP
ㅋㅋㅋㅋ난이도 최상이지만 확실하긴 하겠네요🥲,유자차 INFP
일주일에 3번 이상 선톡하기 ㅎㅎㅎㅎㅎ,암엥뿌삐
선톡이 힘든 인프피에게 아주 필요한 부분이네요..ㅎ.ㅎ 댓글 감사합니다!,유자차 INFP
ㅋㅋㅋㅋ 그걸 알기에 한 말입니당 쿄쿄,암엥뿌삐
"전 ENFJ이지만 지금 영업직 종사중이구요 나름 그안에서 재미를찾으려고 노력하고 있습니다.
쓴이님이 정말 하는일이 너무너무너무 하기 싫으시면 아니라고 판단한것에 과감히 다른일에 도전하는것도
훗날 인생에 도움이 되실수 있습니다. 나중에 아 내가 왜 지금까지 이걸 버리지못하고 해왔을까 라고 후회할수도있고
그냥 참고 계속할걸 이라고 후회하실수도 있지만 정답은 본인 스스로에게 있어요 본인스스로에게 질문을 많이 던지시고 도전해보세요 ! 한번뿐인인생 싫은일만 하고살았다면 하고싶은 일도 하면서 살아보세요 없다고 하시는분들도 계시는데
찾아보세요 찾는과정이 인생이지 많은사람들이 인생에 정답을 갈구하지만 정답을 가지고 태어나는사람은 없어요
운이좋게 빨리 찾는사람이 있고 찾는걸 포기한사람이 있고... 늦게 찾는사람도있고 그런거죠.
적어도 저는 찾는걸 포기한사람이 되고 싶지는 않은사람이네요.",ENFJ94
"와.. 마지막 구절이 .. ! 👍
저도 과정이 결과못지 않게 중요하다고 생각하는 편이거든요 이ㄴ생은 어쩌면 과정이 길기 때문에 결과보다도 투자하는 시간이 기니깐 투자하는 기간이 되는 과정을 즐길 수 있는 게 더 중요할 수도 있지 않을까 생각하는 편이긴 해요

그냥 지나치지 않고
소신껏
답글 달아주셔서 너무너무 감사합니다
제가 아는 멋쟁이 ENFJ 친구랑 선배님이 생각나네요

감사합니다 진짜요
감사해요
고맙습니다 ❤️",미싱유IENFP
"제꿈은 다른사람들에게 도움이 될수있는 사람이에요.
이렇게 진정성이 느껴지는 감사의 한마디가 전 그무엇보다도 제일 좋습니다.
저도 감사합니다.",ENFJ94
2,이직희망
4용,여보인티제
"하려면 4까지 다 가능하긴 한데 굳이 싶어요(시간 아깝다고 느껴진달까)
정 외로워서 갈 사람 도저히 없다거나 같이 있으면 너무 재밌다고 느껴지는 사람이면 가능할 듯요",S가 좋은 잇티제쟈나
1,ieNTP 3w4
333,솔리더스 iNtP
4,아리오 INTP 8w7
2,깁스너 infp
4,l1stjj
4,잇프피융
"5 안그래도 가고싶었는데 누구든 상관없어요 ㅋㅋㅋㅋㅋ 나만 잘놀면됨
단, 놀이기구 못타는사람이면 사귀는사이여도 안갑니다",estpjp
2요,데구르르 intp 8w9
2요,사공infp
4,eeentp민트라떼
4,표몽 xSTP 7w8
"재미만 있으면 다 가능이요~
대신 진짜 진짜 같이 갈 절친이 없어서 고른다는 전제하...",eStj로니
전부 가능합니닷ㅋㅋㅋㅋㅋㅋ,탄산수 ENTP
"다요...
그냥 놀이공원에 같이 갈 사람이 있고 저랑 같이 놀아준다는 거에 더 의미를 두는 편인 것 같아요",언로 ENFP
3,잉푸피짝사랑중
"근데
같이 갈 사람 없으묜 ㄷ 가능할 것 같아여 누구랑 가는거에 의미두는 것보단 놀이공원을 가고싶다는 마음이 더 클 것 같아요",잉푸피짝사랑중
최악의 환경이겠네요,S가 좋은 잇티제쟈나
"아ㅠㅠ힘드시겠어요
전 저빼고 다 f라 힘든데 상황만보면 t만있는게 더 힘들거같아요",찐STJ
진짜 일요일부터 걱정되서 잠도 안올정도로 힘들어요 ㅠㅜㅜ 뭐라 하는게 아닌데 그냥 뭔가 다 혼나는 것 같고 괜히 눈치보고..ㅠㅜ 그래서 지난주 월요일 잠을 10분밖에 못자고 출근 했어요 ㅠㅜ,극극단적INFP
여떤점이 제일 힘드신데요?,구르미esfj
별 말 안하고 의견 나눌때도 그 말 한마디한마디가 괜히 자존감 낮아지게 하고 저를 혼내는게 아닌데도 그게 다 마음에 총알처럼 콕콕 박히고 뭔가 물어봤을때도 제가 의도했던 질문의 답이 아니라서 그냥 아주열심히 과거 기록 찾아보고..그냥 마주치는 모든게 다 그런 것 같아요. 같이 휴식시간에 사적인 대화를 해도 제가 괜히 말했다고 후회할 정도로 대화하는 방향이 너무 다른 것 같아요..,극극단적INFP
"근데 어떤점이 힘드세요???
전 예전까진 t만 득실거리는데서 일하다 여긴 f비율이 높아서 좀 힘들거든요...
보통fj랑은 좋은 편인데 fp가 많이 힘들어서요
T가 막말하는것 같은 느낌인건가요??
전 fp가 너무 눈치보게 한다는 느낌인데 그렇다는건 fp들이 느끼기에 말을 거칠게 한다고 느껴져서 일것도 같거든요.",INTP큐큐QQ
"그것도 많죠..ㅠㅠ 그분들은 그냥 우스겟소리로 내뱉은 말고 헙..하면서 마음이 너무 아플때도 있고,분명 제가 보고한 내용에 대해서 좋아하셨는데 답변 듣고나면 뭔가 잘못된 것 같고 자꾸자꾸 자신감 낮아지고 자존감은 이미 바닥으로 향해있어요.. 원래 제가 직업에 아주 프라이드를 느끼고 즐겁게 일했었는데 이런 경험치가 쌓이니까 회사 정문에서부터 갑갑하고 우울한게 너무 느껴져서 안그래도 말 많이 안하는편인데 더 안하게되더라구요..
출근 첫날부터 계약 만료를 꿈꿨어요....",극극단적INFP
"음... 힘내세요.
저도 T가 힘들때 많아요
저희 회사 잇티제는 다른 사람이 시스템에 입력한거 맨날 뒤져봐요
잇티제가 저희 매니저도 아니고 저희랑 특별히 감정이 안좋아서도 아니거든요
스토커도 아니고 당췌 이유를 모르겠지만..
이상한 사람 많아욤",INTP큐큐QQ
"인프피는 아니지만..
저도 저희팀내에서
저만 F... 찐F
팀뿐만아니라
저희회사특성상 T 비율이 엄청 많더라구요

인프피는 아니지만
제가버티는방법은
마음에서 놨어요.
일 얘기만하고.
일만 잘하면
터치하는거 없어요.
오히려 지금은 일만 하면 되니까
더 편하긴한데..
가끔 그래도 상처받을일은 있어요;

근데 T건뭐건간에
어느 회사를 가도 힘드니까
돈 조금더주니까 참자
라는 마음으로 버팁니다 😂",베링 ENFJ 2w1
"그래도 건강한 F이신가보군요 ㅠㅜ
저도 굉장히 제 직업을 사랑하고 즐겁게 일하던 사람이었는데 지금 가고싶은곳에서 필수로 채워야하는 경력사항때문에 단기라도 여기 들어왔어요..
전 직장에선 F들이 넘치는 곳이었어서 오히려 제가 다 해내고 보고 하고 일 잘하는 모습 보고 계약 연장도 했었고 항상 말 한마디한마디가 마음에 와닿았었는데,,
현 직장은 똑같이 일을 잘해도 돌아오는 말 한마디한마디가 마음에 상처가되서 오죽했으면 좀 친한 직원분들이 자기가 T여도 여기가 힘든데 제가 nfp니까 아주 고통스럽겠다고 인정하시더라구요...ㅠㅠ
계약 만료까지 3개월하고 보름이나 남았는데 출근 전날부터 맨날 잠도 못자니 이제는 토요일부터 걱정하고 있네요 ㅜㅜ",극극단적INFP
"저는 정년까지 있을꺼라ㅋㅋ
기한이 없어서 더 슬픕니다

저도 비슷해요ㅋㅋㅋ
회사내
저희팀이 악명높아서ㅋㅋ
그만두는사람도 많고
버텨도 일못하면
팀장님께서
다른부서로 발령내시거든요ㅋㅋ
살아남느라
매일이 전쟁입니다 😂

그래도 3개월 보름만 하시면
끝이니까 그 기간만 버티세요.!

긴시간인것같아도.
지나보면
후딱 지나가있을꺼예요.

끝이 있는 힘듦이시니
끝만바라보며
힘내시길 바래요.

그리고
힘든것도
지나고보면
경험이 되서
나중에
근무하시는데
도움이 될꺼예요.

이힘든시간속에서도
견디면서
배우고
이렇게버티면된다는
노하우를 얻으실꺼예요.

힘내세요!",베링 ENFJ 2w1
"넘 힘드실 것 같아요ㅠㅠ!!!!

특히 NF는 조화와 배려를 중요하게 생각하고, 창의적인 아이디어를 수용하는 곳을 선호하는데
그렇지 않을 때 많이 힘드시고
고민되실 것 같아요~~~

그래도 다음 단계를 위해
이 경력이 필요하고,
3년이 아니라 3개월 남짓의 시간이기에
조금만 더 힘내보시라고 추천드려요!!!🙏🏻

다음 직장은 꼭
행복하게 일할 수 있는 곳에 가시길 바라요",뭉베리 ENFJ
"자 따라해보세요 나는 기계다. 나는 부품이다. 나는 인력자원이지 인간이 아니다.
이거 열번쯤 소리내서 말하고 들어가면 괜찮아질 주문입니다.",열일하는ENTP
"저희 직장은 부서 특성상 T비율도 높고 작업자체도 T아니면 버티기 힘들어요.
저도 출근해서 마음으로 다잡는 주문입니다.
저희 팀 구성도 esfj intp entp estp entj infp 나머지는 모르겠고 특히 인프피가 맨날 하는 얘기가 자기는 그냥 신경 안쓴다고 이미 지나간거니까 넘어간다고 그랬어요.
같은 실수 반복해서 본인도 힘들어하거든요",열일하는ENTP
"저도 T부서의 F인데,, 그래도 다들 공감해주려고 노력 많이 해주셔서 ㅜㅜ ㅋㅋㅋㅋㅋㅋㅋ 감사하고 다행이에요",enfp콜롬버스
최고의 환경인거 같은데요... 일만 잘한다면 별생각 안해도 대우해주고 귀찮게 마음 이해 할 필요도 없고 업무만 잘하면 만사OK니까요. 감정 빼고 팩트로 얘기하니까 오히려 편하지 않나요? ㄷㄷㄷ,리톨 ISTJ A
"사회생활할땐 그래도 t가 일하기 편하지 않아요? 업무 외적인 이야기 안하고 필요한 내용만 요구하고 들어주고..
전 제 상사가 찐 f인데 t인척하는 ㅁㅊ년이어서 감당하기 힘들거든요",군고구마균
글 내용만 봐도 작성자분께서 얼마나 남모를 고충이 심한지를 알 것 같습니다 ㅠ 잠을 제대로 못잔다는 건 스트레스가 그만큼 심하게 쌓여있단거겠죠 ㅠ 위로합니다…. 꼭 잘 이겨내고 잘 됬음 좋겠어요! ㅠ,닷지 ISFtJ 3w4 spsx
"하ㅠㅠㅠㅠ 남일같지가 않아요ㅠㅠㅠㅠ
저도 뼛속부터 infp 같이 일하는 사수랑 상사 모두 극 st 유형이었는데 결국 정신병만 얻고 퇴사했지만 다음 직장은 훨씬 잘해낼 거라는 자신감은 생겼어요.
작성자님도 이 시기가 지나면 여기서 단련되었던 시간들로 더 쎄져서 다음직장에서 완전 다 뿌실수 있을거에요(?)",INFP의 상상
"저는 재밌는 책을 보던지 여행을 가던지 다른쪽으로 한눈을 팔아보네요.
뭔가 좀 산만해지면 생각이 나니 최대한 안날수 있는걸 찾아보세요",감씨과자
친구들 만나서 왕창 수다를 떨어볼까요?,나고야
"그것도 괜찮죠 ㅎㅎ
근데 그러고나면 또 한순간에 공허해질때가 있는데요.
여튼 그럴때 잘 견뎌보시다가 어느정도 맘 정리되면 그때는 다른분 만나보세요",감씨과자
다른사람이요? 다른사람을 만나는게 좋을까요,나고야
"아 그런 상황이 아니군요.
그러면 그냥 기분전환하시고 빨리 머리 비우는게 좋죠.
상대는 별 의미없는 행동일수 있으니깐 직접 물어볼게 아니면 그냥 흘려버리세요.",감씨과자
집안일 하면서 공부거리 영상으로 듣기요 ㅠ,bbbnn
음 초 집중 할수있는 취미를 하러가지요…,인프제는 귀여워
"잠시라도 한눈팔면 안 되는 어려운 일을 해보세요. 탁구나 제기차기 등의 스포츠, 리듬게임이나 슈팅게임 등의 게임, 빠듯한 제한시간 내에 수학문제 풀기나 영어단어 외우기, 길고 복잡한 곡을 한 번도 안 틀리고 악기로 연주하기 같은 거요. 마음챙김 명상을 꾸준히 해보시는 것도 좋겠고요",그물
생각 많아질 땐 아무 생각 안하고 행동하는 게 최고 같아요. 운동이 아무래도 그렇겠죠.,AuroraDust INTj
운동여!! 수영 추천이요!!!,조이 ENFP
,도깨ㅂINTP
"근데 누가 뭐라하던 잘 안돼요
저도 몸 움직이래서 러닝뛰는데 러닝뛰면서 숨차죽겠는데도 지나가면서 본 새들을보며 생명 자연 어쩌고에 대한 생각, 잡생각 안하려고 뛰는데 그 새를 보면서 생각을 하고있는 내자신을 자각하고 또 생각하고있네 하는 잡생각하고있더라고요..;;

저는 그래서 그나마 정리되는건 드라마나 영화보는건데
부작용은 드라마나 영화끝나면 그 드라마영화에대한 잡생각이 늘어나요..


저는 글렀습니다..",꼬로로기intj
전 잡생각이 난다면 책 읽어도 눈에 안들어오더라구요ㅠㅠ 제가 했던 방법은 무조건 친구들 약속 많이 잡고 정리되어 있는 짐들도 싹 다 꺼내서 신나는 노래 들으면서 다시 정리하고 관심있게 보던 새로운 운동도 시작했어요ㅋㅋㅋ,미니밍이
꺄ㅠㅠ 감사합니다. 이런 긍정적인 답변 기다렸던거 같아요 ㅠㅠ,델리쭈
엔프피 여성이지만 마음에 안드는데 여행가자고 절대 안할듯 합니다!!!,조이 ENFP
감사해요 ㅠㅠㅠ 덕분에 없던 용기가 생겨나써요 싸랑해 엥뿌삐 모두,다이쮸
쏨님 마지막 덕담에 눈물 날 뻔 했지모에요ㅠㅠ 진짜 따수운 사람들!!,다이쮸
아그렇군요 ㅋㅋㅋㅋㅎ 네 ㅎㅎ,시부야
타고난 기질은 잘 바뀌지 않죠 그러나 생각의 질을 긍정적이고 좋은방향으로 변화시킬수 있다고 생각해요,catt
