comments,comments_writer
네 ㅠㅠ 성의있는 댓글 감사해요 ㅎㅎㅎ 그러다 말겠죠...아님 연락을 차라리 하지ㅠㅠ,나비이
받아줄까? 고민오지게 했다가 안받아주겠거니 해서 그럴수도있어요ㅜㅜ,Witty한 ENFP이자 2w3
"잔소리때문에 헤어졌는데 엣팁, 어떤지요",코코이
저는 자유분방한데 상대는 엄청 잔소리 심하고 엄한 집안에서 자라서 그런지 저한테도 엄격하더라구요~ 근데 2년정도 지나니까 본인이 저보다 더 큰 실수 많이 하고 덤벙되서 이제는 잔소리 잘 안하는거 같아요~~ㅋㅋ,세연양
"집안일 잘 도와주나요? 스스로 하기도 하나요? 잔소리 얼마나 해요?
출근후 연락은 얼마나 하세요?",isfj냥
집안일은 요리와 설거지는 도와주는 편이에요~ 청소는 도와주지 않지만 반려동물 케어를 전담해주고 거의 더럽히지를 않아요. 세탁물도 잘 안 나오는거 같아요 ㅋㅋㅋ 연락은 저도 거의 용건만 간단히 주의긴 해요 서로 하루에 전화 2-3통 정도는 하는거 같아요 아침 점심 저녁 카톡은 서로 심심하거나 시간날 때 중간 중간 할 때도 있고 안할 때도 있어요.,세연양
저도 estp만나는 istp인데 infp랑 엣팁 잘 맞으세요?? 엣팁 직설적인 말에 상처 잘 안받으시나요 ?,istp사이isfp
처음에는 상처 정말 많이 받았어요. 예의 없어 보이기도 했구요. 근데 저는 성질 내고 이야기 할 에너지도 없고 일일히 애기하기도 귀찮아서 예의 없게 굴거나 말 너무 심하게 함부로 하거나 상식 밖의 행동을 해버리면 그냥 그 자리 피하고 집에 가버리거나 하루 이틀 잠수 타버렸어요 그럼 찾아오거나 연락오더라구요. 그때 이야기했어요 너의 이런 이런 행동을 어떡게 생각하냐고 그러면 미안하다고 사과하구요. 저도 감정적인 사람이라 그 당시에 애기하면 싸움이 크게 날거같아서 오히려 그렇게 행동했던게 도움이 되었던거 같아요.. (물론 진짜 막장까지 싸운 적도 두어번 있어요) 지금은 눈치가 워낙 빠른 ESTP라 저의 상상력을 알고 본인이 자극하지 않으려 스스로 조심해서 이야기하고 필터 거쳐서 행동하는거 느껴집니다 ㅎㅎ 저도 남편이 스트레스 받거나 예민할때는 부정적인 생각이 끝까지 안가게 하려고 감정 자제하구요~!,세연양
맞아요 ㅠㅠ 진짜 예의없고 거칠고.. 혹시 여자문제로 고생하신적은 없으세요??,istp사이isfp
처음에 한 6개월 정도 되었을때 오픈 채팅하다가 걸렸어요 죽일까 하다가 제가 상대인 척 하고 놀아줬어요 그리고 스샷 찍어서 보내고 몇번 놀리고 한번씩 스샷보내서 개 쪽 줬습니다. 그 뒤로는 안 하더라구요,세연양
헐 오픈채팅..ㅋㅋ 죄송한데 나이대가 어떻게 되세요? 제 남친이랑 저는 30대 중반인데 같이 살고있기는한데 아직 결혼 미정이라서 궁금하네요,istp사이isfp
저희도 동거 2년하고 결혼했어요. 남편은 40 저는 39살입니다~,세연양
결혼 전후 남편이 달라진게 있다면요?,근동이intp
위트있고 깔끔하고 인간관계 느낌이 가볍다(?) 생각 들었는데 지금은 가족이라는 바운더리 안에 제가 들어가서 굉장히 말도 조심히하고 소중하게 아껴주는 예전에 10번 화낼거 12번 화냈다면 지금은 10번중에 2번만 화내는 느낌이에요~,세연양
엣팁은 재회 잘 안할거 같은데 다시 연락오셨을때 뭐라고 하시던가요?ㅠ 후회나 미련이 없는 유형이라고 하던데 게시글보고 희망을 가져 봅니다!!,이ㅅ티제
처음에는 뜬금없는 걸 물어 보더라구요 그리고 마지막에는 저의 도움이 필요했을 때 전화가 왔어요. 한마디로 그냥 전화하는 스타일은 아니고 핑계가 필요한 부류라는 생각이 들었어요,세연양
헐 저희랑 똑같네요 ㅋㅋ 저희도 재회 몇번했는데 남친이 뜬금없는걸로 핑계대면서 자연스러운 척(?)연락하더라구요 ㅋㅋㅋㅋ,istp사이isfp
"TP시면 두분 취향이 비슷하신가요? 저희는 취향, 먹는 음식, 노는 코드 끝장나게 맞는 편이라서 남편이 항상 하는 말이 저랑 놀면 재밋다고해요 물론 저도 재밌구요 ㅋㅋ 다만 저는 에너지가 딸려서 길어야 2차안에 끝나고 남편은 4차 5차까지 가는 스탈이기는 한데... 제가 잘 달래서 집에 델고와서 맥주 마시면서 남편이 좋아하는 재밋는거 틀어줍니다 ㅋㅋ 전 옆에 누워서 핸폰하면서 쉬구요 ㅋㅋㅋ 확실히 비슷한 코드가 많으면 잘 될 확률이 높을거 같아요^^",세연양
"헐 저희도 그래요 ㅋㅋ 똑같애요 저희랑 ㅋㅋㅋㅋㅋㅋㅋㅋ 저희도 1년반 정도 돼가는데 세연님 부부처럼 결혼 골 했으면 좋겠네요,,, ㅠㅠ",istp사이isfp
항상약속있나요??방목을좋아하는스타일이라고하는데 어때요?,우주여행자
항상 바쁜 거 같긴 합니다 약속이 아니더라도 굉장히 부지런해서 남는 시간에는 꼭 무언가를 하려고 해요 그리고 제가 시간이 된다면 꼭 저와 놀고 싶어해요 제타입이 더 방목과 자유를 좋아하기 때문에 비교하기가 힘든 거 같아요 물론 그쪽도 구속을 싫어하는 거 같긴 하지만 제가 구속하는 스타일이 아니라 방목하는 스타일이에요ㅋㅋ 저도 구속 당하는 거 극혐이구요,세연양
ㅋㅋ 그럼 됐네요 저도방목형인데 다들풀어주면 고삐푸고놀아서 근데 시간날때는 여친과보내고싶어하면 방목해도 걱정없겠는,우주여행자
"저랑 반대네요.

제가 ENFP 여자친구가 ESTP인데..

너무 힘드네요ㅜㅜ

ESTP는 혼자 판단하고 결정내립니다.
제가 사랑하는 사람끼리 대화하거나 풀어볼 생각을 안했냐고 물으니, 현실적으로 봤을 때 풀릴 문제가 아니라서 자기가 결정 했다면서 일주일동안 생각할 시간을 갖자 하는데..
진짜 이 얘기듣고 이럴 거면 연애 왜 하냐고 했네요ㅠㅠ
무슨 통보하는 것도 아니고
연인사이랑 친구사이랑 선이 구별이 없네요ㅋㅋ",다림
자기 주관이 뚜렷한 유형이라 그럴거에요.. 자유를 가지고 본인 하고 싶은대로 해야 직성이 풀린다고 해야되나... 안 그러면 스트레스 받아하는거 같아요ㅜㅜ,SY INFP 4w5
어떻게 연락왔는데요?,엔프피녀자
이모티콘보내면서 갑자기 일상처럼 보냈어요….,istpppppppppppp
"혼자 정리하면서 마음의 변화가 있었나보네요
솔직하게 얘기해보세요 그동안 연락 없더니 갑자기 이모티콘보내고 아무렇지 않게 행동하는 거 난 불편하다구요",엔프피녀자
"무섭네요..
잠수타다가 아무일 없던듯 연락한다면 있던 정도 떨어질거같아요",긍정Enfj
,istpppppppppppp
회피형맞죠?,istpppppppppppp
회피형이라 잠수를 한거라면,Yellowintp
... 더보기,ISTP 복숭
가장 잔인한게 잠수이별인거 같아요..,나비이
회피형이에요 이기적이라 그래요 또 그럽니다 맘정리 하세여.. 피말라 죽어요,뿌린
전 마음 정리햇는데 오늘 또 톡 보내네요….,istpppppppppppp
헐 진짜 열 처받아요…….게시글 보니깐 엥뿌들은 이게 회피가 아니라고 말하시는데 전 회피같고 이런 사람이랑 더 못만날것 같아요….전 이제 맘 정리 다햇어요 여덕님은요???,istpppppppppppp
어디서 봐주나요??,곤듀곤쥬
이런건 어디서 보는거에욘!,인생로또한방기원
점신이란어플입니다,ENTP11ENFP
엥프피 졸귀,코코이
님이 상처받은게 아니라 잇팁이 상처받았다 말한다구요?ㅋㅋ 뭔가 제가 알고 있는 역할이랑 바뀐고 같은데요...,ISTP loopy
nf는 안맞는다고하던데욥..😔기빨리실듯..zzzz,엣팁ㅋ
잇티제도 엔프피랑 안맞는데 잇팁은 더 안맞을 듯요,S가 좋은 잇티제쟈나
"잇팁 전남친 5년 만났는데 ㅋㅋㅋ 제가 매번 사랑을 달라고 조르는 기분이라 지쳐서 헤어졌어요
안 맞는 것 같아요. 소개받는 분이 어떤 스타일인지는 모르겠지만 엔프피한테 잇팁은 충분히 매력 있는 성격이라고 생각하긴 해요",피핑 ENFP
"전형적인 엔프피여자 같아요
인스타 활발하고 사람 만나는거 좋아하고
첨보는 사람이랑 쉽게 친해지고

저는 완전 반대라
일주일에 1번 데이트하는 것도 부담쓰...",ISTP loopy
"엔프피랑 친해지면 텐션 뚝 떨어지거든요..? 만날 때 그런 점에서 힘드시지는 않을거에요
텐션 맞춰서 끌어올릴 필요도 없고 옆에서 그냥 박수만 쳐주시면 돼요
어차피 엔프피는 자기보다 조용하고 듬직하고 잔잔한 사람을 좋아하거든요.

엔프피 정신연령이 7세 아니면 90세라고 할정도로 사람들 만나고 텐션 올려야할때는 생각없어 보이는데,
대부분 신념도 깊고 생각도 많은 편이라 어른스러운 친구들 많아요..
오히려 저는 ST 친구들 만나면 진짜 단순하다 싶어서 이런 점에서 종종 대화가 안 통해요.
깊이 친해지면 NS차이때문에 대화가 안통하긴 해도 애같지는 않을거에요.

주 1회 데이트도 힘드시면 만나기 힘들고요 ㅠ 전남친은 주 2회로 평일 저녁, 주말 종일 데이트했는데
저한테는 그것도 부족했고.. 왜 주변 살면서 데이트를 시간 정해서 해야하나 싶었어요 ㅋㅋㅋㅋㅋ
잠깐이라도 보고 싶을 때 보자고 하고 싶은데 자기 시간 방해받는거 싫어하니까 그냥 안 건들이고 친구들이랑 놀면서
이 사람이 날 사랑하는게 맞는건가하는 생각을 내내 했어요
주 2회 나한테 시간 내주는 것 자체가 그 사람한테는 사랑이었는데 저랑 안 맞는거죠 뭐
잘 안 맞아요 잇팁이랑 엔프피 ㅋㅋㅋㅋㅋㅋㅋ",피핑 ENFP
"박수쳐줄순 있는데 자주 안만난다고 서운해하는건 감당안될거같네요...
연락도 연애하면서 많이 고쳐서 여친한테 카톡오면 칼답하고 늦게 답장해야하는 상황엔 미리 상황 말하고
돌아온다고 하긴하는데...매일보다시피하는 연애는 생각만해도 피곤하네요",ISTP loopy
"저는 전남친 만나면서 연락패턴은 ㅋㅋㅋ 어디가면 간다고만 말하고, 아침에 일어나서랑 자기전에만 연락하면 서로 신경 안쓸정도로 엄청 프리했어요. 출근해서도 퇴근 전까지 연락 안할때 많아서 하루에 3번정도 카톡 하고 말았는데.. 엔프피 할 일 많아서 자기 집중하고 있을 때는 잠수에요. 연락 안본다고 뭐라 할 일이 더 적을 듯.

그리고 바빠서 남자친구 매일 못봐요~~ 이제 소개받은 마당에 사귈지 안사귈지도 모르지만 사귀게 되면 잘 조정해서 만나세요. 사랑에 빠진 엔프피는 웬만한걸 다 남자친구한테 맞춘답니다. 대신 말만 예쁘게하시면 돼요. 그게 제일 어려우시겠지만 ㅎㅎ..

""매일 보는건 너무 피곤해서 안되겠어""X >> ""나도 매일 너 보고 싶은데 내가 체력적으로 피곤해서 집중을 잘 못하는 것 같으니까 평일엔 쉬고 주말동안 재밌고 알찬 시간 보내는게 더 좋다고 생각해. 널 사랑해서 만나는 시간동안 온전히 정신을 쏟고싶어. 00이가 하고싶은게 많고 친구들도 많으니까 너의 삶을 챙길 시간을 보장해주고 싶어"" 등등
진짜 말만 예쁘게하면 하자는거 다 합니다. 자주 서운해하긴 해요. 뭘 바라고 서운해하는건 아니고 그냥 감정기복임. 감당 안되면 안 만나시는게 서로에게 이로운..^^ 아직 소개도 안 받으셨는데 직접 만나보고 생각하세요.",피핑 ENFP
"엄청 장문으로 써주셔서 저도 장문으로 안 쓰면 서운해 하실 거 같은데
저희는 인터넷 인연이니까 제 스타일대로 할게요!

댓글 감사합니다 :)",ISTP loopy
"답글 안 달아도 안 서운한데요,, 머쓱하군뇨
전 제가 할말만 하면 되는 사람이랔ㅋㅋㅋㅋㅋㅋㅋㅋ
그치만 답글 감사해요. 좋은 분이고 잘 맞는 분이시길 응원합니다~",피핑 ENFP
와 진짜 피핑님 말하는거 넘나 공감돼요ㅠㅠㅠㅠㅋㅋㅋ,엔뿌뽀로링
엥뿌 생각 다 똑같당!!! 히히 감사해요~!,피핑 ENFP
저는 연락 빼고는 다 공감! 저는 연락 엄청 자주하고 중요시하는 것 같아요 ..ㅋㅋ 직무도 폰 하면서 해도 되는 거라 하루종일 폰 붙들고 사는듕ㅋㅋㅋ,엥뿌삐댕댕
전남친한테 맞춘거에요 저도 ㅋㅋㅋ ㅠ 처음에 연락문제로 좀 싸웠는데 저도 안 하고 사니까 편하더라구요. 어차피 전남친은 맨날 집에 있으니까 걱정할 것도 없고(?) 저는 친구들 만날때 연락 부담도 없고 편하길래 그 뒤로도 비슷하게 살아요 ㅋㅋㅋㅋㅋㅋㅋ,피핑 ENFP
"ㅋㅋㅋㅋㅋ저도 현재 인팁남이랑 썸타는데 ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋㅋ
진짜 잘 안나가요.. 자기계발/친구들 가끔만나 고기 먹는거 아니면 뭐 나가질 않으니 걱정 없고 ㅋㅋㅋㅋㅋㅋ",엥뿌삐댕댕
마쟈요 ㅋㅋㅋ 저도 남친 인프피인데 집에 놔두고 저는 맨날 나가있음 ㅋㅋㅋㅋㅋ 내향형 남친 좋아요 히히,피핑 ENFP
근데 데이트할때도 나가는거 힘들어하지 않나여?ㅋㅋㅋ 전 공방 같은데도 가고 체험 경험 하는 데이트 하고싶은데... 말만해도 피곤해하던뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,엥뿌삐댕댕
"실내 데이트가 짱이에요...
영화도보고 배달음식도 먹고 에어컨도 짱짱하고 스킨십도 맘대로 할수있고!",ISTP loopy
마자요 ㅋㅋㅋㅋ 구남친은 그랬어요. 거의 모텔이나 집데이트 한듯..? 근데 현남친은 집데이트 좋아하는데 나가자하면 그것도 잘 나가고 재밌어해요! 사바사같아요😂 저는 실내 실외 다 좋은데 하나만 하면 질려하는 편이라 이번주 집에서 놀면 다음주 나가야하는 성격,피핑 ENFP
정말 항상 실내에서 스킨십 배달음식 에어컨 넷플만 즐기다 옴요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,엥뿌삐댕댕
잇팁인데 엔프피 진짜 안 맞…큼,인생은 타이밍
감당되요? 벌써부터 기빨림 ㅋㅋ,ISTP로즈양
근데 왜 주1 보는거 힘들어용?궁금스 2주에한번봐요?,ei Ns Tf J
"전여친이랑은 장기연애 했는데
2주 1회 금토일 쭉 같이 있었어요
그게 좋더라구요 한 주말은 제 취미 생활하고
그 다음 주말은 통째로 여친이랑 같이 있으면
평일에는 퇴근하면 녹초라 사람 만날 힘이 없어요",ISTP loopy
"몇년 전 짧게 사귀었던 남자친구가 있는데 그 때는 mbti가 유행하지 않아서 몰랐지만
지금 추측해보면 ISTP가 아니었을까 싶어요

다정한 남자가 좋지만.. 그 땐 나쁜남자 스타일에 끌렸어요 (진짜로 나쁜남자 말고 쿨한 느낌이 드는 사람)
T계열 사람들이 그런 분위기를 가지고 있다고 생각해요
뭔가 물어봐도 자기 얘기를 잘 안 해주는데 가끔은 챙겨주는게
비밀스러워보여서 호기심을 자극했고 츤데레 고양이같아서 좋았어요 그리고 가끔 박력이 있어서 설렜어요

그 애는 절 보고 하루 종일 쫑알쫑알 얘기를 하는 게 꼭 참새같다고 했어요
귀엽다는건지 시끄럽다는건지.. ㅋㅋ
엔프피는 밖도 좋아하지만 사실 P성향이 강해 집순이라 집도 좋아해요.
그 애가 자주 만나는 건 피곤해해서 2주에 한 번씩 제가 보러갔어요.

그 애한테 아쉬웠던 점은 무슨 말을 해도 반응이 시큰둥하거나 단답을 자주 쓰고 짜증이라는 단어를 종종 썼고
답장도 느린 편에 2시간 정도 거리였는데 늘 저만 찾아갔던 게 아쉬웠던 것 같아요.
그러면서 놀이공원은 가자고 하고... 그냥 전 악세사리용 여친이었던 걸지도 몰라요 ㅋㅋ

너무 비밀스럽고, 연인인데 모텔에 있을 때 빼곤 늘 떨어져서 걷고, 여러모로 힘들어서 연애를 그만뒀는데
이런 생각이 들지 않도록 잇팁이 잘해줬다면 그래도 설레는 연애 아니었을까 싶네요 (잇팁은 어케 생각했는진 모르겠네요. 그냥 호기심이었던 것 같아요)",엔프피녀자
반대라 끌리긴 엄청 끌리고 설레고 너무 재밌는데 시간이 흐르고 서로가 편해졌을 때 서운함을 표현하고 갈등상황에서는 지옥이라 생각하심됩니당 끌림을 참고 결 비슷한 사람 만나야 연애할때도 좋은 듯 !,뿌린
잇팁 친구로는 그냥 쿨하게 잘 지낼수 있는데 연인으로서는 맞지 않는것 같아요 ㅠ_ㅠ,NingENFP
"님의 표현방식이 잘못됬다기보다 뭔가톡을 할말없게하시는거 아닐까요?
예:)나오늘맛집갔다왔어하고 엣팁여친이 사진을보냄
님: 오 맛있어보인다!!마니먹구와

이런상황이반복되면 할말이없을것같아요:) 저기오디야? 나랑도가자 등등 이런티키타카를 바라시는듯",엣팁ㅋ
저두 일케 대답할 거 같음 ㅋㅋㅋㅋ,제리 ENFP 3w2
2222저두,잇팁과엣팁사이
3333 그냥 좀.. 애정이 떨어진듯느껴져요..,ESTP지만 ISFJ와 함께
44,인생은 타이밍
리액션이아니라 질문을 바라는걸까요,ESTPS2
"예를 들어 예쁜숙소를 보여줬을때
와 진짜 이쁘다 뷰가 장난아니다 가아니라
여기는 얼마야? 이런곳은 어떻게 찾았어 뭐 이런..?",ESTPS2
질문을 원하는듯하네여,제리 ENFP 3w2
"질문해주는거좋아함
와이거진짜 잘어울린다! 어디서샀어? 이런식으로
본인생각 + 질문합치면될듯",ESTP베스튠
"뻔하죠....
저라면
얼마에 샀냐 ??
브랜드는 ??
코디는 어떻게 하면 괜찮겠구먼 ??
질문 2 리액션 1정도 짬뽕이면 무난하겠네🐉.😏",표몽 eSTP 7w8
"인프피는 안읽씹은 해도 읽씹은 안하는데 이상하네요....(안읽씹이 자랑은 아니지만)
근데 관심 없는 것 같진 않아요ㅜㅜ",인프퓌
안읽씹하다가 읽씹하더라구요!ㅠㅠ,iisfjjj
"밑에 댓글을 보니 제 생각에는 바빠서 답장을 까먹는 것 같아요!!
저도 너무 바쁘면 읽고 답장해야지 하고 까먹어요....ㅋㅋ대신 짬 내서 안 바쁠때~~이러이러해서 답장 못했어ㅜㅜ 이렇게 답장합니다
작성자님이 이거 기분 나쁘다고, 바쁘면 바쁘다고 말해달라고 했는데도 안고쳐지면....놓는것도 방법입니다ㅜㅜ",인프퓌
그렇게 얘기해봐야겠어요.. 감사해요 🙏🏻,iisfjjj
네! 지금 직업적으로 매우 힘든 상황이예요 매번 힘들다고 피곤하다고 합니다!,iisfjjj
관심이 있긴 하는 걸까요?,iisfjjj
"맞아요! 저도 이문제로 계속 고민중이예요,,,",iisfjjj
"저도 이게 알고싶어요 ㅋㅋㅋ 본인들이 그러는걸 알긴 아는데 고칠 생각은 전혀 없던데요 ㅎㅎㅎ 뭐하자는건지;
그리고 자기 얘기만 하고 다른 사람 얘기는 조금이라도 관심없으면 안읽어요. 누가 인프피 공감 잘한다고 했죠...? ㅋㅋㅋㅋㅋ",ENTJ캣
헐.. 맞아요! 약간 공감 능력이 떨어질 때가 있어요!,iisfjjj
생각보다 본인 위주로만 돌아가는 성격인데 대부분 인프피면 다 귀엽고 순하고 마냥 착한사람인줄 아는게 신기해요,잇엣프피
"맞아요 진짜 본인 위주로만 돌아가는 성격이예요,,,",iisfjjj
이런경우는 친해지고 썸이라해도 몇개월이라도 걸릴 수도 있겠네요?ㅠ,미세먼지j
아 4개월간 카톡 그렇게 선톡 해서 조금씩 열리고 있는데 와 좀 지치네요 ㅠ 그래도 여기서 여러사례 보니 ㅋㅋㅋㅋ 쉬운것만은 아닌가봐요 상대가 바쁘기도 해요(야근… 지금은 나름 챙겨주는 말투도 하는데 과연? 어떻게 될진 모르겠네요 ㅎㅎ,미세먼지j
이거 제 인프피도 이런거같아요 근데 그룹으로 주말에 주기적으로 봐서 ㅠ 과거 상처도 있는듯하고 이제 커리어도 중요한 시기고.. 이해는 하지만 저도 이러다 놓을수도요😇 근데 갑자기 하는것도 웃기네요 약속 있는데 ㅋㅋ 갑자기,미세먼지j
"흐잉,,, 저한테 서운해서 그런거같네요,, 저도 약속을 파토낸 적이 있었는데 그때 인프피가 엄청 서운해했었어요,, 그때 이후로 읽씹 사건이 일어나긴 했는데 저한테 서운해서 그럴수도 있겠네요,,,",iisfjjj
귀찮거나 할 말 없거나 카톡 하긴 귀찮은데 1 뜨는거 보기 싫어서 무지성 읽씹 있습니다.,언제나infp
"ㅠㅠㅠㅠ귀찮아서 그런가봐요,,,",iisfjjj
"저도 엔프피한테 똑같이 당해봤어요
안읽씹 읽씹 다 해놓고
뜬금없이 연락와요 ㅋㅋ
그냥 포기..ㅋㅋ",Mood
"ㅠㅠㅠㅠㅠㅠ저도 이젠 정말 지쳤어요,,,",iisfjjj
답잫 할말없게보내면 읽씹합니다..ㅎㅎ,meme
"맞아요,, 그것도 있는거같아요 근데 항상 제가 단답으로 답장을 보내도 답장을 해줬어가지구요,,, ㅠㅠ,,",iisfjjj
저는 솔직히 관심은 있으나 잘 되지 않아도 그만인 사람한테만 그렇게 대하는 것 같아요..단톡방에서 대화하는 것도 아니고 일대일이면 상대가 오해할거라는 것쯤은 머리가 있는 사람이라면 당연히 알거고 심지어 상대가 관심이 없는줄 알았다고 정확하게 말해준건데도 그런거라면 전 저렇게밖에 해석이 안되네여ㅜㅜㅜ물론 사람마다 다르겠지만요!!,슬픈INFP
전 좋아하는 사람 카톡 읽씹하는 경우는 정신 없는 상황이라면 일단 읽어놓고 나중에 성의 있게 답장할 수 있을 때 답장하는 경우 말고는 없어용 ㅠㅠ 할말 없게 해도 어떻게든 쥐어짜서 답장하구요!,뿌삐뿌삐잉
"사바사이지만
신뢰가 가장 중요!

1.어느정도 자기계발
2.겉과속일치
3.성실 책임감
4.발전하려 하는 사람
5.도덕적인 사람
6.넓은 마음 포용력
7.솔직하고 진솔한 사람! (중요)
8.기본적으로 엔프피는
대화를 중요시 하기 때문에 대화가 잘 통하는 사람..
9.말과 행동 같이 일치ㅋㅋㅋ

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
기준이 높은거 같기도..?😅

그대신 경제력,나이,국경 등등 안봐요ㅋㅋㅋ
좋으면 좋은거지라고 생각

가치관과 대화를 중요시 봄!",울보eNfP 7w8
"제일 먼저보는게 안정감이고 변하지않을 것 같은 성향이요
그리고 그다음은 다정다감하고 서로 교감잘되는거요",엔프피예요
"말 잘통하는 사람이요.
예의 잘지키고, 갑자기 급발진 하지 않는 사람이요.
미래에 대한 의지가 있고, 발전가능성(?)이 보이는사람이요.
상대가 말을하면 고치려는 노력이라도 하는 사람이요.

나이, 학적 다 상관없는 것 같은데 위에꺼가 완전 베이스로 깔린것같아요 누굴 볼때나.
끝~",ENFPXESFP혼합체
"저는 다정하고 배려심 있는 분들이 좋아요~!~
제 이야기 듣고 사소한거라도 기억해 주었다가
말해주는거 ! 그리고 자기 일에 대해서 자신있고
열중하는 모습이 보기 좋더라구요.
반대로 말이 험하거나 거친 분들의 모습은
좋아하지 않아요.",네민ENFP
