comments,comments_writer
안좋아해도 만나는데 존나심심하면 내시간을 조정하면서까지 만나지는 않아요,엔트로피estp
"ㅋㅋㅋㅋㅋ 위에 댓글들이 저를 대변해주는 기분이네요... 굳이 ?를 생각하면서 들어왔는데 ㅋㅋㅋㅋ
역시나 굳이 가 있네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",ESTP단밤a
"포장 안 하고
마음에도 읍는 🐴 안 하니까🐲~ 😏
특유의 투박한 매력이 있어🐲~ 😏
뭐랄까 ? '골동품', '고대 물품' 같은 느낌이랄까🐲?? 😏",표몽 eSTP 7w8
"옷가게에서 남자손님 단골만들려면 방치하고 무심하게 대해주면 된다는데
잇팁이 그런 무심한데 해줄건 다해주는 단걸옷가게 느낌이라 그런듯요",엣팁같은잇팁
맞아요! 딱 그거같아요 관섭안하고 자유롭게 ㅎㅎ,아롱초롱enfp
저도 잘 모르겠어요 왜 그러지? 난 부모님친구분들이나 형들 누나들이 좋아하던대...... 아가씨들말고 아이고 두야 ㅎㅎㅎ,고래ISTP
그니까요...ㅋㅋㅋㅋ신기해요,아롱초롱enfp
"몰겟슴
대충 담백하고 적당히 눈치있고 치고빠지기잘하고 공평하고 부담스럽지않게대하고
관심없고 대충 이정도생각나는데 인기라..",다보고있팁
박명수만 봐도 매력적인 유형이니까요,꼬북 INFX
222박명수개죠음..,인티인티
하 그러게요 왜 남자놈들이 그렇게 들러붙는지....너무 현타옵니다,신istp
제 회사동료가 그러더군요 보통사람이 관심이없으면 진짜 관심이없는데 넌 관심이없어보이는게 확실한데 잘 챙겨주는느낌을 받으니 이런사람은 뭘까 했는데 잇팁이였데요...,츤츤잇팁
딱 이거같아요..!ㅋㅋㅋㅋ,아롱초롱enfp
변함이없어서??,ISTP로즈양
그러든말든 남피해안주고 혼자 스스로 잘헤내ㅏ서 의지하고 눈치보지않죠 ㅎㅎ,잇팁과엣팁사이
말 한마디 없이 숨만쉬다 가고 싶을 때 있는데 이미 그러고 있는 누군가를 본 느낌,드메르
딱 친구로서만 좋은듯요 ㅋㅋㅋ,사이iNTJ A 5w6
맞아요 남사친들이 엄청 따르는느낌이랄까요 ㅎㅎ,Elina enfj
ㅋㅋㅋ상황이 되게 귀여운 거 같아요 다음엔 한 번 빤히 쳐다보면서 말해줘보세욬ㅋㅋ 당황하거나 도망가실지도 몰라요🤭,잇ㅅ팁
제가 겁이 많아서 ㅋㅋㅋ 제 대답에 잇팁님 표정이 어떻게 변화되는지 못보겠더라구요! 물론 평소에는 빤히 쳐다보며 서로 농담이며 장난이며 잘 칩니다! 혹 제 표현 하나에 잇팁님이 눈치채버리고 철벽 치실까봐 이 글 같은 경우엔 눈을 잘 못마주치겠어요 ㅋㅋㅋㅋㅋ,생각많은j
아잉 모야모야 달달한 냄새가 나는데 완전 청춘 로맨스영화 프롤로그 같아욬ㅋㅋㅋㅋㅋㅋㅋㅋ,열일하는ENTP
그런가요ㅠㅋㅋㅋㅋㅋ 완전 제 얘기좀 들어달라는 tmi 글인데 재밌게 봐주셔서 감사해요!! 저 나름대로 열심히 표현 하고 있습니다..!,생각많은j
다른 분들 도시락도 잇팁 위해서 만들어주셨다는거가 너무 공감되네여 ㅋㅋㅋㅋ 저도 예전에 이것저것 잇팁 덕분에 주변 지인들 잘 챙겨 줄 수 있었던 것 같아요. 조금씩 다가가시다보면 좋은 결과 있으실거같아요!! 화이팅💪🏻,태어날때부터잇프제
앜ㅋㅋㅋ 같은 프제시군요! ㅜ 공감해주셔서 감사해요 ㅎㅎ 열심히 해보겠습니당!,생각많은j
저는 이런거 너무 좋던데 없던 관심도 생기는 포인트라,츤츤잇팁
이 분은 제가 본인때문에 일부러 그랬다는건 모르실것 같어요 ㅋㅋ 물론 제가 점심에 유부김밥 먹었다 하니 자기도 유부 좋아하니까 유부초밥 사달라 농담하셔서 제가 이때다 싶어 만들어간거거든요 ㅎㅎ,생각많은j
"그전 잇팁 게시물 다 읽고왔는데 이정도면 둘이 밥한끼 하자고 해야할것 같은데요?
제가 군대다녀와서 20대중반에 알바할때 딱 그랬거든요, 지금 그때 그 사람과 지금 7년째 연애중이고 내년11월 결혼합니다.
저도 외식업쪽 알바였었어요.
잇팁이 다 그렇진 않지만 저는 어땠냐면요 성격이 평소엔 진짜 건들면 피곤하고 귀찮아하는 사람인데 일할땐 내가 좀더 힘들어도 되고 그래야만 맘이 편하고 내가 좋게본 사람은 한없이 챙겨주고 싶어지더라고요 거기에서 오는 행복이 좋았어요, 이 사람이 내 바운더리에 없는 사람이여도요. 내가 겪었을때 불편하고 힘들었던 부분들 안겪게 하고싶어서 더 나서서 챙겨줬고 지금 생각해보니 오지랖을 부렸네요 세상에,
남이 친해지자고 먼저 장난쳐올때 그냥 사회생활로 맞장구쳐주는거랑 내가 먼서 말걸고 장난치는거랑 다르다고 할까요
그러니 티 팍팍내셔서 좋은 발전 있었으면 좋겠네요",츤츤잇팁
헉 ㅜㅜㅜ그런가요?? 제가 좀 겁이 많아서 혹시나 밥먹자는 말에 제 맘을 조금 눈치채버린 후 달갑지 않다면 사이가 어색해질까봐 고민하던 중이었거든요..! ㅎㅎ 맘좀 크게 먹어야 하는데 쉽지 않네용 ㅜㅠ잇팁 분한테 이렇게 긴 답글로 경험에 빗대어 조언 받아본적 처음이에요 ㅜㅜ 너무너무 진심으로 감사합니다!! 🥰 혹 정말 빠른시일내로 약속 잡게되면 츤츤님 덕분일 것 같아요!!,생각많은j
"친구 언제 답장할지 정해둔적 없음
내킬때 함
이성인데도 내 관심 없는 이성이면 똑같음
근데 이성인데 관심 있으면 연락에 신경 씀",귀차는인간
톡에서 온도 차이 확실함,iiistpe
"친구 그냥 뭘해도 상관없음
이성 그냥 뭘해도 신경쓰임 ㅋㅋㅋㅋ",힘이istp
"연락 잘하려고 노력하구요
궁금한게 많아져요",귀차는인간
그렇군요,왜용 ENTJ
"연락 잘받으려고 노력하구요.
질문하면 대답 잘해줍니다.
성의을 보여요.
이정도는 당연한거 아닌가 싶은데 관심없는 상대면
시큰둥하고 머라고 해도 잘안들리고 코파고 귀팝니다.

즉 관심가는 사람만 보입니다",다보고있팁
오 관심이 있고 없고의 차이가 심한가보네요,왜용 ENTJ
0과 1의 차이.,다보고있팁
0 과 1의 차이라는 게 정답인 거 같아요 ㅋㅋㅋㅋ,작동방법
예 잇팁은 0과1의 컴퓨터신호지요.,다보고있팁
아하 ㅋㅋㅋㅋ 이해했습니다,왜용 ENTJ
22,iiistpe
선톡하고 원래는 단답수준인데 상대가 연락이오면 성의껏 카톡해줘요! 일상공유도 하구요,잇팁과엣팁사이
상대가 연락이 잠시 없는 사이에 본인이 계속 카톡을 보내두는 건 관심 뿐만이 아닌 호감인가요?,왜용 ENTJ
저는 호감있는 상대에게만 하고 나머지는 그냥 카톡도 몰아서 읽거나 하는 거 같아요,작동방법 ISTP
그쵸~~ 호감이죠! 추가 톡을 보내는거요,잇팁과엣팁사이
그렇군요,왜용 ENTJ
오호... 감사해요,왜용 ENTJ
관심만 있다면…대화안끊기게 하는정도?,ESSSSSSTP
먼저 말은 절대 안걸고 질문에 대답만 해줌,Istp수니
"성격유형을 떠나서 그냥 비슷한 분들이 만나신 것 같은걸요
그게 답답하시면 먼저 묵언의 고리를 끊고 대화를 해보심이...",댕구
헤어질 생각이면 바로 헤어지자고 말합니다 전화든 카톡으로..,ESTfP댯
그냥 화를 삭일 시간이 필요했고 그게 연락 전까지의 기간 아닐까요,엣취엣치엣팁
22,잇팁만나는 엔프제
헤어질생각 아니고 냉전기간이라 표현해야 맞을듯요. 엣팁은 시간지나면 다 풀리고 그 당시 열받던 감정을 까먹어서 그래요,estp스테이
"싸운건 싸운거고, 헤어지는건 헤어지는거라서 그런거 아닐까요?
전 싸워서 헤어진다고 생각 안해요. 식거나 질려서 헤어지는거지.
저 사람은 잇팁아니라 엣팁이지만 어느날 같은포인트에서 늘 화내던 사람이
화도 안내고 차분하게 식어 있으면 그때 헤어지는거 아닐까요",다보고있팁
상대가 질리면 헤어짐 결심해서 말해요 그렇다고 일주일이 지나 여보자기야~~ 는 ㅠㅠ,잇팁과엣팁사이
"미래가 안보일때
마음이 식었을때
헤어지자고 말합니다
싸운다=헤어진다는 아닙니다",최고의 ESTP
"행동이 예전 같지 않을 때, 나를 더 좋아한다고 생각하지 않을 때, 답답하게 질질 끌 때.. 오늘 전화해서 헤어질거면 헤어지자 하고 끝냈습니다..ㅎㅎ",마이웨이 EISTP
연락이 뜸해짐,ISTP번아웃
잠수,ISTP로즈양
ㅇㅇㅇ잠수,잇팁냠
넵 안읽씹!,isTTjp 5w6
상대가 또 보내도 계속 안읽씹??,잇팁만나는 엔프제
넴 계속 안 읽씹이요 그거 보면서 즐기는 편이라 안 보내는게 좋아요,isTTjp 5w6
아 그거보면서 즐겨요? ㅋㅋㅋㅋㅋㅋ 몰랐네,잇팁만나는 엔프제
이거 넘나 공감...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,올라리
읽씹이던 안읽씹이던 하고 연락 안함 끝,귀차는인간
"서로가 좋아하는게 확인되었으면
선만남 약속아닌가요???
저는 본문을 썸을 끝내고 그이상의 관계가 되고 싶다는걸로 읽었는데....
저는 제가 먼저 약속잡아서 만나고 잘 이어진 케이스라....
기다리지말고 직진하세요~~~",엣프제미니
내 할일함 = 잠수,다보고있팁
잠수요,잇팁과엣팁사이
서로 좋아하는걸 확인했으면 그냥 사귀는거아님?? 왜 잠수타는거임??? 확인 안되면 잠수 타긴하는데,고래ISTP
서로 좋아하는뎅... 왜 썸이 끝나유?,ISTP 복숭
그러니까요...? 위에 서로 좋아하는걸 확인 했는데도 썸을 끝낸대요...?,고래ISTP
확인안되면 잠수탄다는게 상대 마음이 계속 확인 안되면 잠수탄다는거죠?,우잉앙잉
그렇죠 난 계속 좋아한다고 하는데 상대방이 확신을 안주면 굳이 썸을 더탈 필요는 없죠 내 에너지를 더써야 할까 생각됩니다,고래ISTP
그렇긴 하죠 ㅜㅜ 잇팁은 현실적이고 이성적이라 그렇게 끝나면 나중에 생각나도 번복할 일 없겠죠..?,우잉앙잉
"일단 전 없습니다 한번 마음 고생했으면 족하다고 생각합니다 두번은 싫네요 절 또 그렇게 만들거 같거든요
저에게 확신을 주는 사람을 만날겁니다",고래ISTP
피해갈 수 있는 유형이 어디있겠어요 mbti일 뿐인데,iiistpe
저는 우울하다라는 생각이 든 적이 없는거 같아요 아 개빡쳐만 있을 뿐..,ESTfP댯
저도 우울은 없어요. 감정기복도 워낙 없어서.,eeeeestpppppppp
"우울증은 MBTI와 관계없이
누구에게나 찾아올 수 있는 것 같아요!!",뭉베리 ENFJ
건강했던 때로 돌아가고싶네요…,estp 8w7 xD
엄청 큰 사건 있었을때 우울증왔어요 근데 죽고싶거나 그정도까진 아니었고 상황 나아지니 금방 지나갔어요 ㅋㅋ 근데 잘까먹는 엣팁이지만 안잊혀지더라구요,estp스테이
저는 남편일때문에 타지로 이사오면서 우울증이 한번 오더라구요. 그리고 일때문에 공황도 한번 왔어요. 상담받도 약을 먹으니 기분은 나아졌지만... 같이 웃음도 없어지더라구요. 점점 약먹고 나아졌어요. 아파트 단지내에서 운영하는 에어로빅에 재미붙이면서 약도 끊었던 것 같아요. 내가 좋아하는 것에 집중해보세요!,ESTP지만 ISFJ와 함께
"저는 바닥치면 esfp되는듯요..
다시 estp된다음엔 우울한 기분 못느꼈어요",최고의 ESTP
요즘 생전 안느끼던 우울감이 들어서(워낙 단순해서 내 인생에 우울따위 없을 줄 알았는데) 가을타는건지 뭔지 심란했는데 확실히 새로운걸 배우고 모임 나가서 새로운 사람들 만나고 하는게 자극이 되니까 도움은 되는 것 같아요 혼자 방구석에 있기 절대절대 금지입니다ㅠ 한도끝도 없이 가라앉더라구요 러닝도 미친듯이 뛰면 후련해서 뭔가 효과 있었고 갬성충만한 노래는 살짝 멀리하고 있어요 근데 전 밖으로 티내진 않아서 다른 사람처럼 바뀌진 않았는데.. 모쪼록 잘 지나가셨길,자허블 ESTP
남자는 아니지만 내가 정말 많이 좋아했던사람,ESSSSSSTP
내가 잘못했거나 못해준게 많아서 후회가 남은 사람이요 윗분처럼 많이 좋아했어야 후회가남긴합니다,ESTP메로
"익숙함에 속아 그사람을 잃었을때요 !
그사람이 나에게 정말 잘해주고 나를 좋아하고있었구나를
이별통보받고 깨우쳤을때 잡았어요.
소잃고 외양간고친다고 하죠.",eeeeestpppppppp
외모가 내 이상형이어서 많이 좋아했고 다시 이런 사람 만나기 힘들것같은 아쉬움 있을때,최고의 ESTP
많이 삐진듯요;;;;,iiillllllliilinfj
삐지는 성격은 아니라서 더 당황스러워요 진심같은데 ㅜ,꾸룩
최대한 타협점이라고 찾아낸게 저거 같은데 삐져서 어거지쓰는걸로밖에는 안보이네요;;,iiillllllliilinfj
원래 저도 연락문제 내려놓고 잘지냇엇는데 왜 그랬는지 모르겠어요 카톡하지 말라는게 참 황당해서 저도 생각좀하고있어요 ㅜ 주말에 만나는데 만나서 물어보게요 나는 카톡안하고 사귀는게 말이 안된다고 말해보고 같이 타협점을 찾아보고 안됨 맘 접으려구요,꾸룩
"앍.......................헤어지고 싶지 않으시면 당분간은 참아주세요....
나중에 좀 풀리면 돌아올 거예요 ㅠ.ㅠㅠ.ㅠ.ㅠ",아리오 INTP
"근데 진짜 배려 없는 행동은 맞긴 해요. 참을 수 있으면 참으시고, 아닌 것 같으시면 헤어지세요...",아리오 INTP
"안차여서 다행ㅋㅋ저라면 깠어요
여기서 한번 더 급발진하면 팽이니까 당분간은 둬요",귀차는인간
사고흐름이 제대로된사람을 만나세요...,더네임istp
2222,eNTP쿵야
무슨뜻일까요 제 남친 행동이 별로란 뜻이죠?,꾸룩
"3333
화나는 거 인정 안맞는거 인정, 근데 대화로 풀던가 서로 노력해야지 통보식??
저라면 여기서 제가 정 떨어졌을 듯요",엥뿌삐댕댕
"네 카톡연락에 트러블생기니까 카톡을하질말자? 전화만하자? 이런 생각흐름도 이해가안되는데 통보를해?
본인만 편해지자는거잖아요
겁나게 애같고 이기적인거에요",더네임istp
같은 성향인데도 이해가 안가는 행동인가봐요 사실 저도 저렇게 통보해버리는게 황당해서 글쓴건데 제딴엔 남친 이해하려고 남친이 저랑 헤어지는건 싫고 저렇게 싸움요인을 차단하려하는구나라고 생각햇는데 님댓글보니 화도 나네요 ㅜ,꾸룩
"전글 보고왔는데 예상한 그대로네요
싸움요인을 차단하려는건 맞는데 의미가달라요 싸우지말고 평화롭자 가아니라질린거에요 이주제로 싸우는거에
이제슬 본모습나온것같은데 잘판단하시길",더네임istp
"헐..그냥 사고방식이 다른 걸 알고 있음에도 서운하고 당황스러울 것 같긴해요..
저렇게 말을 한게 최선이어서 그런건지, 마음이 뾰루퉁해서 그런건지 모르겠지만..
더이상 이야기하면 서로가 피곤할 것 같고..
참 그럴 것 같네요",겉바속촉 엔프피
남친 성향을 알아서 저게 최선이여서 말한거같아요 근데 너무 극단적이여서 황당해요 일단은 주말 만나기전까지는 카톡 안할거고 만나서 대화해볼생각이에요 카톡 안하고 관계유지는 나도 힘들거같다고 게다가 저희 장거리에요 휴,꾸룩
"원래 목마른사람이 먼저 우물 파는겁니다
서로가 달라서 대화로 해결이 안되면 님이 맞추시던지 포기하시던지 결정하셔야 할것같네여",라이이언ISTP
"나이가 몇살이신진 모르겠지만 삐진 티가 너무 나네요.
마음이 크지 않으시다면 헤어지시는게... 어떨까 싶네요",와우istp
같은 잇팁인데 그렇게 느껴지시나봐여 ㅜㅜ,꾸룩
저렇게 한동안 해보시면 안되나요? 남친 삐진거 보다는 나름의 해결방안이라고 생각하는거 같은데요ㅠ,B해Pistp
저도 남친 성향을 알아서 삐진거보단 저게 더이상 안싸우는 방법이라고 판단하고 말해준거같은데 내일 만날때 대화해보려구요..,꾸룩
화는 안 풀리고 극단적이지만 자기 딴에는 헤어짐을 배제하고 모색한 다른 방법 중 하나인 것 같은데요.,ISTP 5w6ㅇㅅㅇ
화는 아직 안풀린거로 보이나요? ㅜ 저도 그렇게 생각해여 저게 최선의 방법이라고 판단한거같은데 좀 고민이 되네요,꾸룩
일단은 없음 허전할거같아서 이러고 있는데 ㅜ 저도 모르겠네요 아,꾸룩
무슨 벌주는것도 아니고.. 당황스럽고 황당하네요,eNTP쿵야
저도 순간 벌주는건가하고 생각햇네요 ㅋㅋ,꾸룩
"연락관련 싸움으로 스트레스를 너무 받는데 헤어지고싶진 않으니 원인을 없애려는 방안을 제시한것으로 보입니다
저는 충분히 공감해요
실제 음성으로 대화하면 안싸웠을 일인데
카톡으로 하다 싸운경우가 되게많거든요
의도 왜곡해서 받아들여서...",신istp
