comments,comments_writer
이거 정답이네요!!,치킨좋아 ISFJ
"저도3,6번은 아니네요 저 애정표현 잘해요 ㅋㅋㅋ",ISTP연구
8번 무슨말이에여? 카톡답 안빠르단건가용??,두드린닷
"관심없을땐 느리고
감정있으면 빨라요",이너얌istp
감사해요!,두드린닷
"esfj 본인이 억울하다고 생각하면
엄청 따지는것 같아요ㅎㅎ
그러곤 뒷끝은 없는데
따지고들면 피곤하죠ㅠ",루랄라isfj
아닌 건 말하게되더라구요..,엣프제AAA
"ㅋㅋㅋ저도 그런적 많아서
근데 뭔가 친해야 막 줘요.
친한사이라는 증거인데..
앗.나 이거 있어~~!해보세요
알아들을듯요ㅎㅎ",김루랄라
"챙겨주는걸 좋아하긴해요!
근데 적당히가 중요한데..
아끼는사람이면 필요해보이는거 해주고싶더라구요",isfj 비숑이
본인이 안쓰는 걸 왜 타인에게 자꾸주는건.. 좀 아니라고 생각해요 ㅠ 타인에게 버린다는 표현처럼 쓰일 수도 있으니깐요. isfj마다 다 다를 것 같은데 모르는 사람이나 친하지 않는 사이라면 그럴 수도 있겠지만 가까운 사람에겐 보통 제가 정말 아끼는 거나 새걸로 사줍니다. 제가 대충 쓰다 만거나 안쓰는 걸 막 주진 않습니다.,닷지 ISFtJ 3w4 spsx
챙겨주고 싶어서요 단지 그것도 친해야만 가능하답니다! 저도 친구보면 막 챙겨줘요,잇프제a
"1. 일상에선 씀씀이가 적은편이지만, 가끔씩 지름신 올때가 있는데 그땐 평소보다 크게 씀. (의미있는 날 한정.)
2. 어떠한 목표치가 있다면 절약 정신이 더더욱 극대화됨.
3. 원한있는 관계가 아니라면 챙겨주는걸 좋아함. (깊은 관계라면 씀씀이가 조금 커짐.)
4. 내가 안쓰는 물건이 있을때 그냥 버리긴 아까우니 주위 사람들에게 쓸건지 먼저 물어봄.

대략 이정도가 되겠습니다.",하하하핫핫
"따로 이야기가 없으면.. 그렇게 물질적으로 챙겨주진 않습니다.. 다만, 행정적인 부분이나, 경험했던 부분계열은 고민을 같이 해주죠.. 그리고 저는 물질적인 부분 (물건) 보다는 먹는데에 더 소비를 많이해서 ㅋ 흠...",ISFJ 김도환
저요~ 지금까지 계속 엣프제로 살아왔는데 절친 엔팁과 자주 어울리면서 T성향이 강해진거 같아요 ㅋㅋㅋㅋ 검사 했는데 엣티제 나오더라고요 T/F 거의 반반 이긴 해요~,엣프제리
저요 ㅋㅋㅋ 사회생활 하다보니 감정적으로 반응하면 제 자신에게 손해일 때가 많아져서 그냥 무덤덤해지고 있는 거 같아요 그러다보니 65:35에서 5:5 됐어요,ESFTJ 띵동
저도여 얼마전에 했는데 T 나왔어요 사회생활+남친 INTJ 영향이 있는거같아요!,내아리
저랑 똑같네요 썸남은 esfj거든요 쌍방이라고 생각했는데 요즘 엣프제가 바빠지면서 관계에 진척이 없는 느낌이라..,intp 와코쨘
전 현타왔다가 이제 걍 그러려니 하고 제 할일 하고있어요 ㅋㅋㅋㅋㅋ 제가 뭐 어케 할 수 없는 일이니..,엥쀼삐잉
당장 사귀지는 않아도 이렇게 바쁜 나를 이해해줄 정도의 사람이면 여지는 있을것 같아요,ISFJ잇힝
그냥 저도 제 할일 하면서 별생각 없어지는거같아요 ㅋㅋㅋㅋㅋ 걍 주변에서 맴돌고있어야하나바요,엥쀼삐잉
너무 바쁜데 그럼에도 불구하고 사귀어본 적은 있어요. 그런데 사귀는 내내 상대방이 괜찮다고 했는데도 제가 상대방에게 너무 미안하고 그게 계속되다보니 부채감이 되어서 결국 헤어졌네요 ㅜㅜ…이 일 이후로 아예 연애할 겨를이 없으면 연애 시작안하긴해요,스페이서스 ISFJ
왠지 이분도 제게 맘이 있으시다면 이런 마음이실거같긴 해요 ㅋㅋㅋㅋ 아니면은 그냥 저를 덜 좋아하시는건가 싶긴 하지만요,엥쀼삐잉
"덜 좋아하면 저는 사실 그냥 연락도 슬슬 놔버려요 괜히 희망고문하는거같아서..연락이 그분이 하는 액션의 최선이라면, 맘은 똑같이 있는데 상황이 전혀 안돼서 그러는걸거에요 ㅠ 사실 여기서 그럴 여유가 없는데 상대쪽에서 더 적극적인 액션을 요구하면 저는 놔버립니다..아 이사람은 연애가 급하구나, 지금 나는 그걸 해줄수없는데..싶어서요 ㅠ 힘내세요",스페이서스 ISFJ
"그냥 틈틈히 답장하시긴 하는데 막 제 일상을 엄청 궁금해하시는 느낌은 아녜요 ㅋㅋㅋ 근데 워낙 말투가 쭉 이러셔서 이게 놔버리시는건지 아니면 걍 이분 성격이신지 잘 가늠은 안가는데.. 원래 이러신거같긴해요…ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

이주인가 전에 제가 속상한일 있는데 당신 목소리 들으면 기분 좋아질거같아소, 시간날때 전화해줄 수 잇냐니까 전화도 하시는거보면,, 이게 그분의 최선일까 싶기도 하네요 ㅋㅋㅋ",엥쀼삐잉
"와아 저도 상대 엣프제인디 똑같은 상황이네요 ㅋㅋㅋ

대사도 비슷",Intp 뇸
진짜 어려워요 잇엣프제 ㅎ,엥쀼삐잉
"엔티제라서 직구 날려드립니다
바빠서 연락을 잘 못할 것 같다는 통보를 하거나 관계를 진전시킬 생각이 없다는 것은 핑계라고 봅니다 정말 좋아한다면 아무리 바빠도 1달에 1~2번이라도 보려고 노력하겠죠.",Iamlucky
그러게요 ㅎㅎ 아직 제게 맘이 그만큼 없으신가봐용 ㅋㅋㅋ,엥쀼삐잉
"진짜 조으면 바빠도 틈내서 연락하고
바빠도 어떡해든 만날궁리합니다!",잇프제a
틈내서 연락은 하시는거같은데 만나주질 않으시네요 우하하,엥쀼삐잉
"님이 쓰신 말씀이 맞아요.. 전 그래요..

뭔가 마음의 여유가 있어야 대화도 하고 연락도 하고 그래야 관계도 진전이 되고 할텐데

내가 너무 바쁘거나 마음의 여유가 없을땐 상대방에게 그정도 관심을 쏟아주지 못해서 서운하게 하는 일이 많아질 것이기 때문에 그런 미안한 일을 만들면 안 되니까ㅠ 그런 상황 자체를 만들지 않는 거죠... 그 사람이 좋지만서도ㅠㅠㅠㅠ",혼자이고싶은ISFJ
처음에는 제입장에서 이해가 안가서 이사람 혹시 어장인가? 했는데.. 짝남은 성격상 어장을 하실 것 같진 않고 그냥 그런 상황을 안만드시는가봐요 ㅋㅋ 사실 좀 초반에 말씀하시긴 했어요 어느정도 자리잡고 연애하고싶다고..ㅎㅎ,엥쀼삐잉
저랑 반대 상황이네요ㅜ,곰린
어떤상황ㅇ새요?!!,엥쀼삐잉
"제가 남자고 상대가 여잔데
친한 지인한테 들었는데 여유가 없어서 계속 연락하면 어장관리하는거 같아서 스스로 마음을 접었다네요... 저한텐 친한 오빠동생사이로 지내자해서 저는 마음이 있어서 안될거같다고 말하고 두번 더 잡았는데 안잡혀서 그대로 끝났어요..",곰린
맞아요 좀 지켜보다 아닌사람은 그냥 인사친절히 사회적인 비즈니스적인 관계로써 대우하고 친하게 지내고싶은 사람한테 먼저 반갑게 인사하고 이것저것 챙겨주고 이것저것 물어보고 그러는 것 같아요,몸몽몽esfj
적당히 두기도하고 저도 작성자분하고 비슷한 것 같아요,엣프제AAA
나쁘게 헤어지신게 아니라면 축하요!,잇프제a
미련이 있다면 어떻게 티 내시나요?,iestj로 살아남기
차단한게 아니라면 연락해봅니다!,잇프제a
다 잊었다는 듯한 노래 가사인 노래 프뮤에 두고 그러진 않으시나요?,iestj로 살아남기
잇프제마다 다르겠지만 저는 미련있다면 보겠지? 보라고 미련 있는 가사만 골라 놓는편입니다..,잇프제a
"저는 j인데 상대방이 p인 것 알면 오히려 나의 계획으로 상대방이 빡빡하다고 느낄까봐, 진짜 흘러가는대로 살자! 다짐하고 나갈 때 있긴해요. 약간 일탈 느낌처럼요. 그리고 좋아/애정하는 상대방일수록 무얼하든, 어딜가든 그 사람이랑 같이 있는 것에 의의를 둬서 더 계획 안짤 때도 있어요.

그럼에도 여행이나 타지역 데이트 등계획이 필요할 땐 j처럼 행동할 것 같긴해요.",iioeioi
사람이나 환경에 따라 유동적으로 선택하는 느낌인 것 같아요.,고양이가세상을구함
"제가 딱 그랬었어요 20대 초반이나 연애 안할때 완전 게으른? 둔한? j였어서 내가 완전 기대가 되거나 로망이였던 일은 계획을 짜고 그것이 틀어지면 기분이 안 좋은데, 그외에 일상적이거나 간단한 데이트는 상대에게 맡기거나 흐르는대로, 그냥~ 여기 가보고 닫았으면 다른데 가지 뭐~ 이렇게요..ㅎ",isfj에옹
와 제가아는애랑 똑같아요. 다만 그 j는 일적인것만..j고 여행은 절대 j가 아니더라구요..,enfp덥덥
님 잇프제ㅠㅠ남친의 특징좀 알려쥬셍ㅅ유ㅠㅠㅠ,enfp덥덥
"전 잇프제 여자인데
남푠 int J 도 연애때 데이트 계획은 안짜더라구요 ;;
가족이 되면 여행코스 같은건 잘 짤거에요

보통,
데이트 주도권은 여자에게 양보해 주는거 아닐까요 ^^;;",무지개 젤리곰
와 제 썸남도 잇프제인데 식당 데이트장소 영화뭐볼건지 다 저한테 맡겨서 뭐지? 나한테 관심없나 했거든요....!!,소다 INFP
"저도 약속있을 때 계획 안 짜요 ㅠ... 제가 짠 계획 상대방이 안 좋아할 수도 있단 생각..? 제가 찾아서 좋다고 갔는데 별로면 ㅜ 괜히 미안해지는 ㅜ
그리고 미래 계획은 없어요. 그냥 현재 해야 할 일에 충실. 대신 하루 단위 계획이 있고, 모든 일에 마음 속으로 '이거 하고, 그 다음엔 이거' 생각하면서 행동해요 ㅎㅎ. 예를 들면 회사에서 '지금 탕비실 들렀다가 화장실 갔다 돌아오는 길에 ㅇㅇ님 자리 가서 물어보고 ㅇㅇ과 가서 요청하고 와야지!' 이런 식이에요. 저만 그런 걸 수도 ㅎㅎ",왜나는ISFJ
여행 코스 짜는건 어려워요 가만 있어도 고민 많고 생각도 많은데 짜야하면 윗분 말씀처럼 뭘 좋아할까?싫어하면 어떡하지? 이게 나으려나? 이게 맞나? 머리터진다할까요ㅎㅎ그래서 리드 당하는걸 조아하는편이예요 좋은말로하면 연인이 하고픈데로 거의 맞춰주죠 자기 의사는 중요치 않거든요..미래 같은 경우는 멀티가 안됩니다 ㅋㅋㅋㅋㅋㅋㅋ 한가지 시작했으면 끝나야하는데 미래까지 생각할 여유가 없다랄까요,잇프제a
Isfj가 배려가 강한성향이다보니까 계획다세우면 다 내가 하고싶은거고 님의 의견은 안들어간거니까 오히려 불편해요 차라리 즉흥적으로 하면서 님이 하고싶은걸 같이해주고 싶은 마음이 큰거같아여. 그리고 J하고 P를 구분할때 계획을 잘세우냐마냐보다 계획이 틀어졌을때 스트레스를 받으면 J. 계획이 틀어져도 타격없으면 P라네요,티모 베르너 ISFJ
"계획은 기본적인 틀만 짜는거에여.. 세부사항 잡잖아여? 그거 다 틀어집니다 ㅋㅋㅋㅋㅋㅋ 계획을 세세하게 잡으면 안됩니다... 가볍게 가는거면, 굳이 계획까지 안가도... 되지 않을까 싶은...",ISFJ 김도환
"홀,...... 왜 이러는걸까요. 본인도 제게 미안한게있따는걸 아는건가",enfp덥덥
저 잇프제여인데 자주 하는 말이예요..,isfj인데충동적
"자존감이 낮으신분 아니실까요?
저는 안그래요",ISFJ 잇프제16
버림받음에 대한 두려움이요,공항 안내로봇
사람한테 많이 데여서 그래요. 상처 받은게 있거나요 자기는 마음 오픈하고 만나곤 있지만 끝나버림 어쩔까하는 자기를 싫어하면 어쩌지 싶은 불안함이랄까요..,잇프제a
"어렸을 때 그런 걸로 상처를 많이 받았고, 그만큼 속 안에 상처가 많으신 분인 것 같네요",라세 inxp 9w1
제 남친도 그말했어요 잇프제임요,늘봄날enFp
사바사 이긴 한데 진짜 끝이라고 생각하고 끝냈으면 저는 후폭풍 안오더라구용,ISFJ 먹지도
참다참다 이미 마음 정리 끝내고 얘기하는 경우가 많아서 후폭풍이 없나봐요 워낙 또 신중한 분들이 많다보니..,잇프제 잇티제
"정리 전까지가 진짜 힘들고, 입밖으로 꺼내고나서 며칠 바쁘게 지나면 그냥 미련 없어지는 것 같아요",왜나는ISFJ
사바사에요 저는 연애마다 달랐어요..!,잇프제이제이
어쩔수없이 헤어진 경우 아니면 후폭풍 없었어여,개복치isfj
"사바사 아닐까요..
저는 참다참다 서운한걸 이야기 하고.. 개선되지 않으면 서서히 놓는것 같아요
그렇게 천천히 마음정리 하면서 지내다 이젠 정말 아니다 싶을때 헤어지자 얘기 하는것 같아요
그때는 후폭풍이고 뭐고없어여~
매달려도 안되는듯요",ISFJ잇힝
저는 연애에 매번 최선을 다하기 때문에 헤어지면 후폭풍 거의 없는편,isfjisfjisfj
"지금까지 후폭풍이 안온적은 없었어요
아무리 생각해도 이건 아닌다 싶은사람 딱 한명 그사람은 후폭풍 있어도 오기로 잊었던거 같아요
나머지는 제가 먼저 연락 했었어요 혹시나 싶어 나중에 후회 하느니 먼저 손내밀어 보자는 생각으로요",ISXJ Cho2
제가 어제 넘 속상해서 글쓴거 하나있는데 혹시 보고 의견주실 수 있나요?? 요약하자면 둘이 약속도잡고 소소하게 잘챙겨줘서 관심인가? 했는데 .. 제 나이나 엠비티아이 직장동료랑 이번주에 보기로 추진해보자더니 기억을 못하고있더라구요..;; 저는 사소한거 기억해주고 챙겨주면 좋아한대서 엄청 신경쓰구있는데!! 넘 서운했어요 🫠 기억못하는거랑 관심이랑 비례한지가 궁금해요,Mbtiissciencee
여럿이서 만나자 이런 약속들은 확실히 잡은것 아니면 그러려니 넘기는편인것같아요..! 그리고 마음이 있어도 표현을 못해서 상대방이 느꼈을때 좋아하는게or 관심있는게 맞나..?싶을정도로 헷갈린다고 하더라고요..ㅎㅎ 충분히 티낸다고 낸건데..알아차리기 어렵다고 하더라고요.. 기억못하는거랑 관심이랑은 다른것 같아요…!!!!,포하하항
그렇군요.. 답변 감사해요!! 생각정리가 많이 되었어요 ☺️,Mbtiissciencee
왜 연애 생각이 없던건가요? 헤어지고 힘드셨나요?,바람따라슝슝
아..네네…!ㅠㅠ 헤어지고 한동안 사람을 못믿겠어서 더욱 조심한..(?)부분이 있었던것같아요..ㅜㅜ,포하하항
헉 혹시 제 글들에 댓글 남겨쥬실 수 있을까요?!!🥹,엥쀼삐잉
넵…!!!ㅎㅎ,포하하항
"남자 isfj지만 저도 제가 사겼던 여자들 지금 생각해보면 제 이상형은 높은데
정말 아닌가용?",아이나 ISFJ
"막상 이상형이뭔데 물어보면 눈이높다,까다롭다 애기많이듣는편인데 막상 남자친구보면 아니거든욬ㅋㅋㅋㅋㅋ… 생각이랑 마음이랑 다르다는걸 느꼈습니닼ㅋ",포하하항
장거리 연애는 해보셨어요?,아이나 ISFJ
아니요…! 장거리는 안해봤는데 전남자친구가 너무바빴어서 자주 못만난적은 있어요..!,포하하항
"혹시 오픈챗 가능할가여
댓글 도배하기도 싫고",아이나 ISFJ
앗…오픈챗은 조금 ㄹ그렇네여ㅠㅠㅠㅠ,포하하항
상대방도 본인을 좋아하면 고백없이도 사귀고 있다고 생각할수 있나요???,iinsfj
어…음…고백없이 암묵적으로 생각할수는 있는데… 속으로 뭐지..?라고 생각할수 있을것 같아요 저는 확실히 하는게 좋아요!!,포하하항
"밤에 굿나잇 인사를 10개월간 빠지지 않고 했는데, 회사가 바빠지고 피곤해지면서 1주일에 두번은 퇴근때 인사하고 사라졌다가 아침에 잠들었다고 오더라구요 이게 진짜일까요? 퇴근7시 이후부터 아침까지.. 의심하지 않는게 이상한건지 잇프제는 그럴 수 있는지..",ESFJ넌내게로
아앗…너무피곤해서 그럴수는 있어요…!!! 저도 퇴근후 운동하고 10-12시에는 바로자는편이라.. 자주그런다면..! 한번쯤은 애기해보는게 좋을듯해요..!!,포하하항
자주는 아니고.. 바빠지고 피곤해지고 나서 그러네요.. ㅜㅜ 초반 사귈때 분위기랑 너무 달라서 저도 힘들다보니 헤어지자고 두번 얘기했어요 그랬더니 더 잘한다고 자기 마음 모르냐며 잡더라구요.. 일은 계속 바쁘고.. 변할 수 없을텐데.. 요즘 톡은 인사로봇이 된듯이 굿모닝 출근잘해요 점심 맛있게해요 퇴근해요 이게 반복이에요.. ㅜㅜ 어쩜 좋을까요,ESFJ넌내게로
아헉…그정도면..저라도…생각해볼만하네여ㅠㅠㅠㅠ 아무래도 회사생활에 취중을 더..(?)둔다고 해야하나…ㅜㅠㅠ 물론 일이 중요한건 나도 아는데ㅜㅜ마음이란게..ㅠㅠㅠ저도 전남친이 헤어진이유중에 하나가 그거라서 ㅠ충분히 이해갑니다ㅠㅠㅠㅠ,포하하항
잇프제가 잡는 건 예의인가요.. 정말 속을 모르겠는 잇프제 놓아주어야하나 힘이 드네요😔,ESFJ넌내게로
일도중요하고..연애도중요하고…ㅠㅠ하…ㅠㅠ저같으면 놓아줄꺼같아여…😭😭,포하하항
저도 제가 쓴 글 보시고 댓글 한번만 부탁드려도 될까요??ㅠㅠㅠㅠ,극극극 enfp
넵…!!ㅎㅎ,포하하항
"entj 겪어보신적 계신가요?? 직장 선후배나 사람 대 사람으로요! 있다면 어떤점이 맞고, 안맞았는지요ㅠ",istfpj라구
앗..주변에 거의다 sf라서ㅠㅠnt는 없는거같아요ㅠㅠㅠㅠㅠ 작년에 일하면서 겪은일이지만…! 결이…(?)다른사람인걸느꼈어요…!!,포하하항
많이 참아서 그래요… 조금씩 터트려야해요,entp가끔앞뒤만바뀜
으어어어...! 정색 안 하고 위트있게 할 말 잘 했음 좋겠네요 ㅠ.ㅠ ENTP분들 보면 참 부러워요,왜나는ISFJ
"엔팁도 잇프제의 예의가ㅜ부러워요 ㅋㅋㅋㅋ
모두 장단점이 있죠",entp가끔앞뒤만바뀜
헝 감사합니다...! ㅜ 진정이 되네요,왜나는ISFJ
"저도딱그런거같아요 .. ㅎㅎ 예민해지거나 하면 하나하나 맘에안드는데 그게 티가 나버려서 확 !!
발끈했다가 나중되어서 미안 하다고 ㅠ 하고 왜그랬지 후회많이해요 ㅠ",ISFJ 영히
토닥..ㅠㅜㅜㅜ 모든 상황에 의연해 지고 싶어요,왜나는ISFJ
잇프제 극 s인데 n이 더 가까우신거같아요 ㅋㅋ,프제잇
"전 n과 s 반반인 상태에요 ㅋㅋㅋ
i, f, j는 고정!",ISFJ 남자
완전 잇프제이신거 같아요 ㅋㅋ 인프제라는 근거 봐도 저거만으로 인프제 같진 않아서..ㅎㅎㅎㅎ,짱아야놀쟈
2222맞아요 n느낌이 별로 없어요,케이트intp
저도 비슷한데 잇프제만 5년째입니다ㅎㅎㅎ 그전엔 인프제이긴했어요~,isfj 비숑이
"찐n은 자기가 n인지 s인지 헷갈리는 경우가 적고 이 고민하시는 분들은 대부분 n의 특성에 대해 감을 잡기 어려워하시는.. s인 분들이 많아요. 적어주신부분을 보면 잇프제라는 근거가 훨씬 다양하고 구체적인데 반해 인프제라는 근거는 모호하고 희미하며, 인프제의 특성에 대한 이해도가 떨어져 보입니다. s 같으세요.
정식검사에서도 ns 점수가 같으면 s로 판단합니다.",INTJ 7w8 쏘스윗
"와 저랑 성격 진짜 비슷하신데
저도 원래 잇프제였는데 최근에 검사지 바뀌고 나서는 인프제 나오더라구요?! ns 비율 거의 비슷
근데 인프제는 아닌거 같아요.. 일단 s인 사람들이랑 있을때 훨씬 편해서ㅋㅋ",이쁘제
저는 소설이나 문학 철학 예술 선호하고 감수성 풍부쪽에 속하는데.. 극 S로 나오는거 보면..F의 영향이 은근 큰 것 같습니닼ㅋㅋ,잇푸티제댕
저 관심있는 사람 말두 잘 잊어버리는 편이긴해요 ㅠㅠ치매인가 생각도 들정도🥲,Isfj최공
정말요?… 전 제가 너무너무 기억을 잘하고 하려고 노력해서 정반대라 아니라고 단정짓고있는데.. 나이모르는건 너무한거아닌가ㅠㅠㅠ 아님 알고있는데 모른척 할때도 있으신가요?,Mbtiissciencee
"그건 별게인거 같아요…
저도 윗분 말씀처럼 관심 있어도 잘 까먹는편이예요",내안에잇프제
왜죠ㅠㅠㅠㅠ 상대방이 세세하게 기억하고 챙겨주는거 감동이라구해서 저도 엄청 기억하려고 노력했는데 제 정보는 잘모르는거보니 넘 서운😿,Mbtiissciencee
"글쎄요 이게 성향이랄지 몰겠지만 ㅎㅎ 멀티가 좀 안되는 편에 속합니다 이직 문제로 신경쓰고 있으셨다면 정신 없으실수 있어요. 눈만 뜨고 있어도 이생각 저생각 생각이 많은 타입이라 그런 세세함은 머릿속에 비집고 들어올틈이 없거나요. 

챙겨줌이란건 그런 챙겨줌 보다
예를들면 ""접때 이거 좋아한다했던거 같은데 생각나서 하나샀어"" 약간 이런 챙김과 신경써줌을 좋아해요",내안에잇프제
그렇구나.. 네 저 먹을거나 누가 간식사오면 꼭 먹으라구 챙겨주고는해요 항상 염두에 두고있다는걸 어필하려구..ㅎㅎㅠ 그럼 별개로 봐야하는걸까요? 그런 디테일 파악 안되도 마음유지가 잘되는가보네요.. 신기해요 차이점이 ㅎㅎ 알면알수록,Mbtiissciencee
그쵸ㅎㅎ뭐 싫어서 관심 없어서 기억 못하고 그런거 아닙니다 원래부터 생각이 많아요,내안에잇프제
그렇군요… 좀 서운한게 풀렸어요 감사해요 ㅎㅎ,Mbtiissciencee
저도 아예 그런거에 무지(?)한 편이에요.. 상대방 엄청 좋아하는데도.. 잘 기억못할때 많아여;;_;; 그래서 제가 엄청 사소한거 기억하면 올 왠일이야~? 약간 이런반응ㅎㅎ,엔뿌피요
헉 정말요ㅠㅠㅠ 저는 하루종일 생각하고 너무 기억해서 탈인데 반대니까 넘 서운했어요… 사바사인가 🥺,Mbtiissciencee
저도 잘 까먹어여.. 좋아하는 사람일인데듀 헷갈리고 까먹어여 그 외 관심 밖인 사람들은 더 심해여.. ㅠㅠ,개복치isfj
단둘이는 아니지만 같이 노래방가기루 한 것도 잊어버릴 수 있는건가요?! ㅠㅠ 둘이보기로했을때는 절대안까먹고 계속 날짜조율하고 그러던데ㅜ 또 이번엔 첨듣는거처럼해섴ㅋㅋㅋ어려워용 ㅠㅠ,Mbtiissciencee
저는 안적어두면 잊어버려서 약속이나 중요한건 꼭 메모해두긴 해요 안하면 99프로 생각 안나요 ㅜ,개복치isfj
그리거 상대방이 했던 얘기 다음에 들으면 처음 듣는거 같은데 상대방은 전에 말 해줬다거 할때가 많아여 저는 제가 뇌에 문제가 있나 했는데 다들 그렇다고 하니 안심되네여 ㅋㅋㅋ ㅠㅠ,개복치isfj
저도 좀 포용력을 길러야겠네요 정말 너무 서운해서 저혼자 김칫국 한사발 드링킹한거같았는데..ㅎㅎㅠ,Mbtiissciencee
"저도 잘 잊어 버리는 편이라@_@
친구들한테 상처 받지 말라고 합니다😂",ISFJ 잇프제16
다들 잘 잊어버린다고 하시네요.. ㅠㅠㅠㅠ 믿어봐야죠!! 그래놓고 눈치 엄청 보는거같아서 또 신경쓰임.. ㅠㅠ,Mbtiissciencee
와 저 이거 맨날 이래여ㅠㅠ그래서 혼자 자책해요 좀더 집중할걸....진짜 좋아하는 사람인데 이야기를 잘 들어주려다 보니 공감하고 맞장구쳐야 한다는 인식이 강해서 듣고 기억하는걸 못해요ㅠㅠ 슬퍼요,잇티제 연인 잇프제
아정말요??? 진짜 너무 문화충격이에요 상대방도 서운하다고 말한적 있어요? 정말 기본중에 기본이라 생각해서ㅜㅜ 그런듯 반복도 여러번 했는데 ;;;,Mbtiissciencee
남자친구가 맨날 또 까먹었지? 이래요ㅠㅠ표정에서 안들었네 안들었어~ 이게 보이니까 요즘은 좀 집중해서 들어볼려고 하면 제 대답이 영혼이 없게 들려요... 이게 왜 그런걸까요ㅠㅠ,잇티제 연인 잇프제
ㅠㅠ저 위에분이 공감하는데에 너무 집중해서 내용을 기억을 못하는거같다 하시던데 그런거 아닐까요?? 저는 결국 오늘 먼저 급약속으로 밥쏜다고 먹자고 하고 노래방까지 갓다 왔네요…ㅎ 금욜날 또 보기로하구 이정도면 그린라이트 맞는지 ㅎㅎ 아정말 또 속기싫어요ㅠㅜㅜ,Mbtiissciencee
저는 엄청 상세하게 기억하눈편이라 ㅠㅠ 근데 댓글보니 아닌가보네여,esfp구함
"진짜 제 관심사 아니면 몇번 들어도 까먹어요 ㅠㅠ
남자친구 얘기도 잘 까먹어요
나 언제언제 약속있어 라고 말해줘도 까먹고",isfj콩슌
이제 익숙해졌어요ㅠ 엄청 서운했는데 ㅋㅋㅋㅋ 이젠 아 그런가보다.. 함 ㅎㅎㅎㅎ,Mbtiissciencee
"마음이 따뜻해지고 있어요..........
저는 선뜻 그런일 있어도 못나설거같은데 특히 정차중이라 ..
넘 멋있으세요 ㅠㅠ",ISFJ 영히
"아.. ㅎㅎㅎ 칭찬 받자고 올린 글은 아닌데 ㅎㅎ 감사합니다
저 완전 소심쟁이인데, 한 번씩 불쑥 저도 모르는 용기가 툭 튀어나오더라구요
용기인지 오지랖인지ㅎㅎㅎ.ㅎ 해뜨니까 오지랖 같네요ㅎㅎㅠㅠ",istfpj라구
"마음이 따뜻하시네요 ㅎㅎ
너무 좋은 마음이죠~ 왜 이게 오지랖이에요 ㅎㅎ",잇프제잇걸
ㅎㅎ칭찬 감사합니다:) 착한 잇프제들ㅎㅎ,istfpj라구
세상은 아직 따뜻하군요....멋지십니다,잇푸티제댕
따뜻하구말구요..!!! ㅎㅎㅎ 칭찬 감사합니다:),istfpj라구
"저도 가끔 오지랖인가...싶을때 있지만...!
오지랖인들 어떠한가요!? 내 맘 편해지고~ 받는 사람도 기분 나쁠(?)일은 아니니까요 ㅎㅎ",후이히히ISFJ
"ㅋㅋㅋㅋ기분 나쁘지만? 않으셨음 좋겠네요ㅋㅋ 나좋자고 받는 사람 고려 안한 행동이라ㅎㅎㅠㅠ
댓글 감사합니다아:)",istfpj라구
