mbti,comments
ENFP,저는 전남친 만나면서 연락패턴은 어디가면 간다고만 말하고 아침에 일어나서랑 자기전에만 연락하면 서로 신경 안쓸정도로 엄청 프리했어요 출근해서도 퇴근 전까지 연락 안할때 많아서 하루에 3번정도 카톡 하고 말았는데 엔프피 할 일 많아서 자기 집중하고 있을 때는 잠수에요 연락 안본다고 뭐라 할 일이 더 적을 듯 그리고 바빠서 남자친구 매일 못봐요 이제 소개받은 마당에 사귈지 안사귈지도 모르지만 사귀게 되면 잘 조정해서 만나세요 사랑에 빠진 엔프피는 웬만한걸 다 남자친구한테 맞춘답니다 대신 말만 예쁘게하시면 돼요 그게 제일 어려우시겠지만 매일 보는건 너무 피곤해서 안되겠어X 나도 매일 너 보고 싶은데 내가 체력적으로 피곤해서 집중을 잘 못하는 것 같으니까 평일엔 쉬고 주말동안 재밌고 알찬 시간 보내는게 더 좋다고 생각해 널 사랑해서 만나는 시간동안 온전히 정신을 쏟고싶어 00이가 하고싶은게 많고 친구들도 많으니까 너의 삶을 챙길 시간을 보장해주고 싶어 등등 진짜 말만 예쁘게하면 하자는거 다 합니다 자주 서운해하긴 해요 뭘 바라고 서운해하는건 아니고 그냥 감정기복임 감당 안되면 안 만나시는게 서로에게 이로운 아직 소개도 안 받으셨는데 직접 만나보고 생각하세요
ISTP,엄청 장문으로 써주셔서 저도 장문으로 안 쓰면 서운해 하실 거 같은데 저희는 인터넷 인연이니까 제 스타일대로 할게요 댓글 감사합니다 
ENFP,답글 안 달아도 안 서운한데요 머쓱하군뇨 전 제가 할말만 하면 되는 사람이랔 그치만 답글 감사해요 좋은 분이고 잘 맞는 분이시길 응원합니다
ENFP,엥뿌 생각 다 똑같당 히히 감사해요
ENFP,전남친한테 맞춘거에요 저도 처음에 연락문제로 좀 싸웠는데 저도 안 하고 사니까 편하더라구요 어차피 전남친은 맨날 집에 있으니까 걱정할 것도 없고 저는 친구들 만날때 연락 부담도 없고 편하길래 그 뒤로도 비슷하게 살아요 
ENFP,마쟈요 저도 남친 인프피인데 집에 놔두고 저는 맨날 나가있음 내향형 남친 좋아요 히히
ISTP,실내 데이트가 짱이에요 영화도보고 배달음식도 먹고 에어컨도 짱짱하고 스킨십도 맘대로 할수있고
ENFP,마자요 구남친은 그랬어요 거의 모텔이나 집데이트 한듯 근데 현남친은 집데이트 좋아하는데 나가자하면 그것도 잘 나가고 재밌어해요 사바사같아요 저는 실내 실외 다 좋은데 하나만 하면 질려하는 편이라 이번주 집에서 놀면 다음주 나가야하는 성격
ISTP,감당되요 벌써부터 기빨림 
ISTP,전여친이랑은 장기연애 했는데 2주 1회 금토일 쭉 같이 있었어요 그게 좋더라구요 한 주말은 제 취미 생활하고 그 다음 주말은 통째로 여친이랑 같이 있으면 평일에는 퇴근하면 녹초라 사람 만날 힘이 없어요
ENFP,저두 일케 대답할 거 같음 
ESTP,3333 그냥 좀 애정이 떨어진듯느껴져요
ENFP,질문을 원하는듯하네여
ESTP,질문해주는거좋아함 와이거진짜 잘어울린다 어디서샀어 이런식으로 본인생각 질문합치면될듯
ENTJ,저도 이게 알고싶어요 본인들이 그러는걸 알긴 아는데 고칠 생각은 전혀 없던데요 뭐하자는건지 그리고 자기 얘기만 하고 다른 사람 얘기는 조금이라도 관심없으면 안읽어요 누가 인프피 공감 잘한다고 했죠 
INFP,저는 솔직히 관심은 있으나 잘 되지 않아도 그만인 사람한테만 그렇게 대하는 것 같아요단톡방에서 대화하는 것도 아니고 일대일이면 상대가 오해할거라는 것쯤은 머리가 있는 사람이라면 당연히 알거고 심지어 상대가 관심이 없는줄 알았다고 정확하게 말해준건데도 그런거라면 전 저렇게밖에 해석이 안되네여물론 사람마다 다르겠지만요
ENFP,저는 다정하고 배려심 있는 분들이 좋아요 제 이야기 듣고 사소한거라도 기억해 주었다가 말해주는거 그리고 자기 일에 대해서 자신있고 열중하는 모습이 보기 좋더라구요 반대로 말이 험하거나 거친 분들의 모습은 좋아하지 않아요
ENFP,내 취향에 맞게 생기면 호감도 상승 나 좋아하는 사람내가 좋아하는 사람 적극성 있는 사람 다가와주면 땡큐 배울점 있는 성숙한 사람 티키타카 잘 되는 사람 감정기복 없는 사람
INTP,잉저는 극내향인데 남사친이랑도 찍어요
ISTP,2222222222저도요 그냥 옆에이쑤니까 같이 찍는고임용
INFP,상대방이 이상한 오해 하지 않게 조심해서 행동하려고 노력하면 금방 극복가능해요 상대방의 입장으로 저를 보는거죠 저도 어릴때 좋아하는 얘한테 못되게 굴어서 자기싫어하는줄알았대요 이런 부분들 때문에 정말 좋아하는 사람이랑 연애하기 쉽지않은 것같아요 좋아하는 마음을 조금 진정시키면서 대해봐요 심호흡하면서 
INFP, 호감이없었으면 잔소리 안했을거에요 놀리고싶으니까 장난치시는것 같아요 그런 말들에 실망하시지 말구 아 그런가 노력해볼게 라던지 똑같이 장난 쳐봐요 그럼 그사람이 어떤 맘인지 좀 눈에 보이지않을까 싶어요 제가 볼땐 너랑 친해지고싶어 라고생각하며 한 행동같아요 그 이상 일수도 있구요
ISFP,잘 터지는데요
ENFP,선톡안하먄 먼저 하세용 반응이 있으면 신나서 밀당 못하고 직진할거에요
INTJ,이친구가 오늘 인사발령 나거든요 어제도 새벽까지 공부하고 신경쓸게 많은 날이에요 전 제 연락이 이친구에게 방해될까 조심스럽거든요
ENFP,헉 카톡 남겨놓는게 방해까진 아닐거에요 설령 바빠서 연락 늦게보더라도 기분 좋을것같아요
INTJ,뭐라고 카톡 보내는게 좋을까요 오후 6시 출근이었어서 8시 다 되어가는 이시점에 출근잘했어 는 아닌것같고
INTJ,이런 제 행동이 이 친구를 더 혼란스럽게 하는건 아닐까 힘들게 하는건 아닐까 하는 생각까지 들어요 저 저번에 본인이 호감을 표시하면서 절 당겼는데 제가 당겨오지 않아 의기소침해진것 같았거든요
ENFP,인사발령 잘 나왔냐 일주일간 고생했다 주말 잘 보내라 이정도만 해도 괜찮을것같아요 관심 있으신거죠 한번 당겨주세요
INTJ,참 사람 헷갈리게 하네요
INTJ,고백을 유도하는 행동은 아니겠죠
INTJ,인티제는 연락을하고만난다는것자체가 플러팅 이란말 깊이 공감요 어제 새벽에 어찌저찌 통화가 됐어요 그 친구는 아침 6시까지 계속 컴앞에서 일하구요 통화하다가 제가 잠이 들었는데 전화 안 끊고 일하면서 계속 듣고 있었더라구요 중간에 화장실 갈 때도 자리에 폰두고 잠깐 화장실좀다녀올게 하면서 전화 안 끊고 새벽 5시쯤에 동료가 출근하는 바람에 끊었어요 저라면 상대가 졸거나 자면 그냥 편하게자라고 끊어버리는데 엔프피 아직 저한테 호감 있는거 맞죠 아직도 헷갈려하는 상태이려나요
ESTJ,완전 비슷한 상황 겪어서 티지만 공감되네요 그러다 점점 텀 길어지고 선톡 더이상 안오고 연락안하는 시간 길어져서 저는 이럴거몀 연락 그만하자하고 끊어냈어요 
INTJ,진짜 거짓말안하고 1주일에 5일을 통화하고 그통화가 매번 23시간이거든요 그런데 꼭 한번씩 저렇게 아무연락이 없다니까요 일부러저러는것같은 
ESTJ,먼저 연락하면 아무일 없다는듯이 또 연락하고 그러다 읽씹도 점점 늘어나요 속을 알수가 없어요 혼자 감정기복이 심해서 그런건지 뭔생각인지 그래서 전 포기 했어요 
INTJ,결국 제가 선톡했는데 아무렇지않게 답톡하네요 휴 화날라그래요
ESTJ,그게 빈도가 늘어나게되면 상대는 알아서 선톡해줄거라고 당연시 여기더라구요
INTJ,헉 확인하고픈 마음이요 오메나 오늘도 선톡을 안했더랬어요 결국 또 제가 선톡 전화는 또 잘 받아줍디다요 모르겠다 저 속을
INFP,전 제가 좋아하는 사람이면 스몰토크 좋아하고 이어가려고 노력해요 근데 상대방이 할말없게 하거나 시큰둥하다싶으면 대화 마무리 지을려고 하구요 공통사 같은게 있으시면 공감을 섞은 질문으로 일상대화해보세요 예를들면 아해야하는데 아직 이것밖에 못했어 넌 다해가어디까지했어 이런거나 통해서 하고있고 까지했어 이러면 헐 거기좋아나도 알아봐야겠다하고 좀 알아본뒤에 이거이렇게하면되 이런식으로 질문해주면 편하더라구요 그러다가 편해지면 내감정도 질문하지 않아도 말하게 되고 내가 연락했을때 상대방이 칼답이나 답장텀이 빠르다 싶으면 더 자신감생겨서 연락하는 것같아요 개인적인부분이라서 참고만 해주시면 감사하겠습니당
ISTP,아뇨 평생의 짝이 될 수도 있는데 연락 넣어보세요
INFP,인프피랑 기 싸움 하나요
INFP,나쁘다는 표현 은연중에 분명 티 냈을꺼구요 머 때문에 기분 나쁜지는 스스로 알아먀 하는거구 그걸 해결 못하면 무한 반복이라는걸 알고 있어서 그런거겠죠
INFP,인프피는 더 심하게 공감 할껄요 가까웠으면 좋겠다구요
INFP,힘들고 보고 싶은데 못 보잖아요
INFP,언예 안 한지 오래 되어서 이제 연예 상담은 패쓰 할께요
INFP,언예 안 한지 오래 되어서 이제 연예 상담은 패쓰 할께요
ENFJ,이성 ENFJ 어떤가요
ENFJ, 맞아요 약간 고장나는 스타일 지금은 아주 그냥 둘이 사귀겠더라구요
ENTJ,저 유형은 아니지만 유형이 뭐든간에 그냥 처음 세번째 약속을 멋대로 깼을때 손절하셨어야 할 타입인데요
INFP,아 그냥 만나지 마세요 처음에는 좀 찝찝해도 맞는 사람이랑 만나면서 삽시다 글쓴이가 저랑 비슷한거 같아서 안타까워요 전 그래서 안맞는 사람이랑 손절하고 지금 잘 살고 있어요
ISFP,저도 그랬어요 그런데 크게 의미 두지 않고 꾸준하게 연락 먼저 해보기도 하고 기다리기도 하니 또 다시 돌아와서 연락 잘 해주고 하더라구요
INFJ,몸이아프면 그럴수있어요 맘대로 다안되고 우울해져요 건강한신체에 건강한 정신이 깃든다잖아요 하던건 잠시 멈추고 우선은 건강회복만 생각하세요 다릉 고민 너무 하지마시구
INFP,intp랑 성형이 맞나요
ESTP,인프피끼리 잘 맞지 않을까여 
INTP,저랑은 안맞아요
ENTP,엔팁이용
ENFJ,그렇다고 하더라구요 연락 진짜 단순히 약속잡는 수단이래요
ENFP,사바사에요 전 다 자르고 미안하다고 하면 뭐가 미안한지 부연설명을 듣고싶어해요
INTP,그 때를 조심하셔요 그 모습에 오해생겨 인프피를 떠나는 사람들이 생길 수도 있어요 인프피는 그게 아닌데 상대는 선을 넘는다 생각해서
INTP,겁줘서 미안요 인프피가 장난치면 씨게치는 거 봐서 그런가봐요
ENFJ,옴마야 요 근래 남자친구가 저를 밥먹듯이 놀리는데 그게 바운더리였군요 또 하나 배우고 갑니다큐
INFJ,오 진짜 보통 침대에 누워있네여 
INFJ,아앗안돼여 일어나보세여 
INFP,집에서 누워있읍니다3
INFJ,이분들이 이래서 내가 인프피 구경도 못했구나
INFP,목표나 오늘의 할일 있을 경우에나 일어나서 움직여요
ENFJ, 엔프제인 저는 혼영 하러왔습니다 플래시 즐감
INFJ,엔프제도 두명밖에 못봤는데 엔프제는 그래도 밖에 잘 돌아다니네여 영화 재밌게 보세용
INFJ,옆에가서 말걸면 도망가실건가여
INFJ,앗막 말걸고 귀찮게하고싶은데여
INFP,집에 누워있습 대신 꼭 나가야할일이 생기면 그날 해야할 모든일들을 해치우고 와요 친구도 그때 만나고 그 후 에너지 충전위해 일주일 다시 누워있기 
INFP,이쁘게 꾸미고만나기 연락 빨리해주기 대화 잘들어주기 많이웃기
ENFP,님 글 몇개 봤는데요 뭐때문에 싸웠는지 서운해했는지에 따라 다르겠지만 자존심을 건드리셨다면 일이 크다고 봐요 저는 그냥 이런저런 일 다 넘기고 참아주고 잊어 넘길 수 있지만 제 자존심 건드린 일에는 무서울만큼 냉정해지거든요 님 글 몇개전부터 보면 남자분 식어가는 게 보인다고 해야 할까요 지금 하는 짓 이별로 가는 수순인 것 같기도 해요 혼자서 스텝 밟고 있는 거라면 님이 연락을 자주 하시던 안하시던 별 의미 없을거예요
ENFP,이건 그냥 의식의 흐름이라 호인지 불인지 가늠할 수 있는 포인트가 없어 보이는데요
ENFP,연락 잘 안된다 말수가 줄었다 돈 칼같이 반반쓴다 동굴로 들어간다 이런 거 저는 제가 애정도가 떨어졌을때 하는 짓이거든요 사람마다 차이는 있겠지만 연애한지 기간 좀 되고 안정기에 접어들었다면 연락빈도 예전보다 적어지고 말수도 적어질 수는 있지만 적어진 만큼 올라간 안정감이나 편안함을 상대도 느끼게끔 행동한다고 보거든요 근데 지금 글로 봤을때는 연애한지 얼마 안되신 것 같은데 연애 초반에 벌써 연락이 줄었다 어려운 일일 것 같아요 엔프피는 내면에 뭐가 있을까 생각해보고 찾아볼 필요 없이 그냥 보여지는 게 정답인 사람들이라서 님이 느끼시는 그대로가 정답일 것 같아요
ENFP,그럴 것 같은거지 엠비티아이 같아도 사람은 다 다르잖아요 그 분은 저랑 다를수도 있죠 진짜 끝이라고 해도 후회나 미련 안남게 님 하고 싶은대로 다 해보세요 또 모르잖아요 힘내세요
INFP,어장 관심있음 칼답
INFP,어장인지 찔러보는 건지 모르겠지만 관심 있으시면 바코드님도 적극적으로 나아가보셔요 관심 없는데 저러지는 않을듯해요
INTJ,안읽씹이 얼마전도에요 몇시간 며칠
ENFJ,그럼 선톡을 기다리지도 않는건가요 연락중인 대상을 망각하는건가요
ENFJ,허허씁쓸하고 어렵네요
ENFJ,얼마나 만나셨어요 그럼 평소에 연락은 포기해야되네요
ISFP,저도 저런 부분에서 긴가민가 하게 되더라구요 저런 패턴이라도 2달 이상 매일 연락하는건 관심이 있다고 볼 수 있는거겠네용
INFP,1인프피도 선톡해요 만나는사이라면 일어났어요잘자고있어요 정도 2관심있으면 답장을 빨리해주려고 노력하는편이에요 근데 뭔가 질문형 카톡이면 바로답장안하고 생각고민하다 이사람이 내가 이렇게 대답하면 이렇게생각하겠다 그뒤에 뭐라고해야지 거기까지 생각하고 보내는느낌 그래도 하루를 넘기진않아요 답장 바로하기 힘든 질문이면 나중에 한번더 생각하고 보내는 3맞아요 관심없으면 답장 이틀에한번 해줄까말까해요 그답장도 거의 단답식으로 하는거같아요 관심없는데 저한테 말거는거 자체가 전 스트레스거든요 
ENFJ, 20분으로 답답하시면 거의 핸드폰을 꺼놓으셔야 할걸요
ENFJ, 그러쿤요
ENFJ, 그러게요 억지로 이어가기보다는 딱 용건만하는 스타일 인가봐요
ISTP,제가 아는 인프피는 선톡도 잘하고 답장텀도 짧아요
INFP,저 간호사로 일하고 있어요 공부는 생물에 흥미가 있어서 나름 재밌게 했는데 졸업후 대학병원 취직하고 많이 힘들어서 몇달만에 퇴사했어요 부서가 긴장감있고 응급상황이 많은 곳이었어서 저랑 맞지 않았고 그에 대한 스트레스로 불안증상이 좀 있었거든요 지금은 중증도가 덜한 곳에서 일하고 있는데 만족합니다 간호라는 일 자체는 환자를 위하고 소통하고 치료되면 뿌듯하고 Infp랑 잘맞는 직업인것 같아요 저는 영업직이나 경쟁하는 일은 절대 안맞고 대신 사회생활중 안맞는 상사가 있거나 응급상황이 많은 부서는 힘듭니다 사실 대학병원에서는 어디든 응급이 일어나지 않은 곳은 없어요 그래서 안힘들진않을거에요
INFP,네 추상적인 생각이라서 동조 하면서 리액션 호응 
ENFJ,태양과 지구 달과 지구 밤새도록 연락하자는건가요 저는 인프피 이해가 안되는거같아욬큰일이네요
INFP,관심없으면 다음날 대답해요
INFP,부담스러우면 둘러둘러서라도 거절할거예요 근데 그게 아니구 만나려고 한다면 괜찮은거니까 답장을 보고 판단하시면 될 것 같아요
INFP,엔팁쿠님 매력 그대로 보여주세용 저도 엔팁 만나본 적 있는데 돌직구유머에 바아로 넘어갔었거든요 상대 잉뿌삐 너무 배려만 하려고 하지 마시도 엔팁쿠님의 매력 고스란히 뿜뿜 보여주고 오시면 그 이후는 이제 상대방 몫이지만 아마 넘어갈거예요 갠적으로 엔팁 너무 매력적이라
ENFP,호감보다 호기심 아니였을까요 로망을 가지고 있던 분이니 궁금하다 흥미롭다 이런 마음으로 만났는데 생각보다 흥미로운 분이 아니였어서 무조건적으로 또 만나야지 가 아니게 되었나봐요 저라면 내일 이민갈 거 아닌 이상 만나보고 싶을 만큼 좋은 사람이면 뒤 나중 생각안하고 만날 것 같아요
ESTP,제 남자친구는 인프피 중에서 건강한 인프피에 속하는지라 막 엄청 예민하진 않아유 가끔 이제 혼자만의 땅굴을 파기 시작하는데 그럴 땐 그냥 ENFP 로 변신해서 좀 부등부등 해주다가 그래도 우울해 하는 거 같으면 혼자만의 시간을 주고 놔둬요 그러면 인프피 혼자 영화나 책이나 아니면 우울한 노래 좀 듣다가 동굴에서 나옵니다 그러면 이제 애정표현 공격으로 들어가유
ESFP,왁 ENFP로 변신 부등부등 완점 공감 
ESTP,전 항상 그러는 걸유 그래서 남친이 저보고 T 인 거 잘 모르겠대용
ESTP,아프다 하면 많이 아파 어쩌다가 먼저 나오고 그 다음에 병원을 물어봅니당 병원의 유무는 엄청 중요하니까요
ESTP,전 제가 너무 플러팅을 많이 쳐서 썸붕이 났었어요 썸붕나고 한 한달정도 서로 연락을 아예 안 했어유애인도 아니고 썸인데 뭐 제가 썸붕이고 뭐고 별로 막 신경쓰는 타입도 아닌지라 그냥 연락이 안 오납다 하고솔직히 다른 사람이랑 썸타구 있었음 근데 지금 남친이 술만 먹으면 진짜 전화가 오는 거예요 술주정이 전화라 그래서 솔직히 제가 욕 엄청 했거등여 술 처먹고 전화 그만해라 진짜 죽이기 전에 이러면서 저도 그 착한 인프피가 제 카톡 읽씹할 정도로 말투가 엄청 엄청 사나웠어유 이게 미운정이라도 드는 건지 처음에는 진짜 싫은 썸붕난 남자였는데 점점 제 맘 속에서 귀여운 남자로 변하더라구여그래서 처음에는 뭐 아 이렇게 대화하던 걸 점점 말투를 예쁘게 바꿨어유 티는 그닥 안 나게 응 오쪼라구 머 이런 식으로유 그러다 나중에는 웅 마자 머 이렇게 그리고 제가 플러팅을 치다 도망간 전적이 있기 때문에 칼답만 엄청하구 말투 좀 많이 예쁘게 하기만 했는데 아무래도 제가 썸붕나고 친구였을 때 사나운 말투 전적 때문인지 남자친구가 딱 봐도 제가 본인을 좋아하는 게 티가 났나봐유 전 인프피인 남자친구가 먼저 플러팅을 시작해서 썸탈 때도 데이트도 종종했구 그래서 썸붕나고 반년 뒤에 썸을 탔거 2 달 정도 뒤에 남자친구가 먼저 고백해서 사귀게 됐습당
ESTP,인프피가 평소에 관심이 있었던 물건을 선물해 주는 건 어떨까용
ESTP,넹 맞아유 인프피라는 사람 자체를 알고 사귀기 전까지 걸린 시간은 총 9 개월 정도
INFP,싫고 재미 없으면 나오지도 않아요 인프피 생각보다 실리주의 입니다
ENFP,그냥 저를 보는것 같네요
INTJ,저도 나이를 좀 먹었어요 살면서 엔프피 첨봤어요 전
ENFP,그냥 평범한것 같은데 이게 이상하게 느껴 지시는 건가요
INTJ,인티제는 저런 친절을 베풀지 않으니 헷갈리는거에요 좋아하는사람한테만 그러니까요
ENFP,저는 지금까지 살아오면서 늘 여사친들에게 저렇게 대했습니다
INTJ,와 대박 진짜 놀랍다 인티제는 맘없는사람한테는 절대안해요 와 놀랍다 엔프피
ENFP,저는 엔프피라 그런지 늘 친구들이 많았구요 남녀 성비가 늘 남자 반 여자 반 일정했습니다 남녀차별 없이 모두에게 잘해 주었어요
INTJ,진짜신기해요 엔프피 
ENFP,어려워 하실거 하나도 없어요 계속 만나시면서 플러팅이 들어오는지만 보시면 되요
INTJ,플러팅이 기준이 인티제와 다르니 전 계속 혼돈속에 있겠군요
INTJ,와 다행이에요
INTJ,말하기전까지는 아무것도 아닌걸로
INTJ,와 돌직구
ENFP,나도 저러긴 하지만 그래도 호감은 있어보이는데유
INTJ,오마이갓
ENFP,모든 사람한테 그러긴 하지만호감 있는 사람한테 관심과 애정을 저리 쏟지 않쥬89프로 확신
INTJ,제가 주말에 지인과 데이트를 하고 그 썰을 막 풀었는데 갑자기 혹시 만난 사람이 남자야 아 그냥 그냥 촉이 그래서 라고 말하는것도 별 의미 없는거에요 전 엔프피남이 저말할때 어 성별을 말했어야했나 하는 생각을 했는데 전화끊고서 느낌이 쎄했더랬어요
ENFP,그럼 말해요 신경쓰여 라고 호감 맞는거 같은디 
INTJ,아 물어봐야되는군요 휴 전 괜히 쏘주나 마십니다
ENFP,술먹고 물어봐유 술힘 빌려성
INTJ,와 취햇는데 아이고 죽겠네요
ENFP,같이 마셔요
INTJ,아닙니다 저는 다른 모임이요 근데 선톡은 왜 대체 안하는거에요 먼저하자니 자존심 겁나게 상하는데요
ENFP,아 선톡 안하는 건 좀 헷갈리긴 한다전 무조건 관심있는 사람한테 선톡인데 그래도 먼저 선톡 해보세옹 선톡한다고 애가 나한테 관심있나 생각은 안할거여요
INTJ,아 존심 상하는데 근데 술 먹고 하는건 쫌 그루츄
ENFP,oo아 무행 나는 지금 술먹는뎅
INTJ,몰라요 시키는대로 했어요 전 도망갈래요
INTJ,저 맥주한캔이 치사량인데 소주한병 마셨어요 선톡했는데 이시끼가 안 읽어요 이자식이 진짜 나중에 읽음 어 0 0이 술마셨어엉 이렇게 톡오던지 전화하겠죠 읽기나 빨리해라 자이자식아
ENFP,으린이 enfp는 잠잘 수도 읽씹은 안할 듯이제 그만 먹어유
INTJ,저기요 제가 뭐하냐고 물어봤는데 뭐했다고 대답은 안하고 자꾸 취했냐집에들어갔냐 묻길래 너왜내가묻는말에 대답안하냐고물으니까 선톡안한거묻는건가 그래요 이시키 일부러선톡안한거져 저지금밀당에서 진거져 아짜증나여
INTJ,제주삶님 덕에 엔프피남이 제게 가지는 감정이 뭔지 확실히 알았어요 감사해요 선톡하길잘했어요
ENFP,뭐였나요 그 감정이
INTJ,엔프피남이 회사에서 부서이동 희망한다고 서류 써서 제출해야되는게 있어서 제딴에는 배려 한다고 연락을 안 하고 기다렸던거거든 그런데 서류 제출한걸 아는데도 선톡이 없어서 저 혼자 생각이 많았더랬어요 이것에 대해 이야기를 나눴는데 이렇게 카톡이 오더라구요 배려 안 해도 되는데 너랑 연락하는거 좋은데 계속 연락 안 오나 핸드폰 봤지 그래서 저는 그냥 뭐하냐고 톡하면 되잖아 나는 너 그거 쓰라고 배려해준건데 괜히 내가 또 전화하면 새벽까지 잠 못자고 전화하느라 시간 뺏기니까 라고 했거든요 그랬더니 대답이 배려해준거 고마워 알지 근데 난 너랑 연락하는게 더 좋단 말이었어 라고 답톡 하더라구요 이후에 통화를 하게 됐는데요 결론은 엔프피남이 일부러 선톡 안 한거는 맞아요 연락할까 말까 계속 고민했대요 이유는 제가 선 긋는 느낌이 들어서 조심스러웠대요 자기는 상대한테 부담주는거 정말 싫어하기 때문에 먼저 선톡하는거 자체로 제가 부담을 느낄 것 같았다네요 자기는 자길 잘 알아서 지금 이 상태로 가다간 자기 마음이 계속 우상향 할건데 그런 마음을 부담스러워하는 상대에게 계속 연락하는게 맞나 고민했대요 머릿속이 복잡해서 어떻게 해야할지를 모르겠어서 그랬다고 한 이틀 지나서 뜬금없이 뭐하고 있어라고 물어보려 했다네요
ENFP,가즈아 선 긋는 것 같다 생각이 들었다 생각하니열린 마음으로 좀 더 적극적으로 갑쉬다
INTJ,제가 멀티프로필을 쓰는데요 어떻게 된건지는 모르겠지만 제 카톡플필 바뀐걸 봤나봐요 사진 뭐야라고 묻길래 저는 어뭐지 그 사진이 왜 너한테 보여 라고 하니까 안 보여야 되는거야 선 그어지는 느낌이라 기분이 좋지 않네 라고 답이 와요 오마이갓 엔프피 원래 이렇게 센서티브 해요
ENFP,어어엉엄청 예민해유 멀티 프로필 목록에 넣으실 의향 있으세요
INTJ,업무 때문에 멀티프로필을 쓰고 있는건데요 음 어떻게 해야하나요
ENFP,아마 상황 설명하신 후 enfp에게 개인프로필 보여주게 해줄까요 라고 물어보는 순간 서운했던거 다 풀릴껄요 물론 물어보는 것으로 끝나는게 아니라 실제로 개인 프로필 보여지게 하는 순간 풀림 글쓴이님이 곤란하시면 서로 사진 공유해유 
INTJ,인티제가 생각하는 그 이상으로 센서티브한 남자사람이라 제가 너무 혼란스럽다가도 하하 제주삶님 댓글 읽고 있음 또 이렇게 생각 그 이상으로 단순한게 엔프피인가 싶고 그래요 아이고 환장하겠네요 진짜 
ENFP,Enfp는 애같아요 단순히 말해서A한테는 뽀로로 사탕으로 주고 B한테는 그냥 사탕을 주었을 때 B가 일반 사탕 줬다고 삐지는 상황이에요 그냥 오구오구 서운했졍 뽀로로 사탕이랑 비슷한거 줄게혹은 뽀로로 사탕이랑 같으넉 줄게 하면 됨요
INTJ,엔프피를 이해하는데 큰도움이 됐어요 진짜 감사해요
ENFP,사귀면 말씀좀 해주세용
