mbti,comments
INTJ,안사랑스러운 엔팁분들은 모이면 안되나요
ENTP,안 사랑스러우면 엔팁이 아닙니다
INTJ,과연 그렇군요
INTP,문제해결을 잘하는 편이에요
ENFP,엔프피인줄 알고 왔더니 안되겠네요 
INTP,아놬
ENTP,미쳐 얼른 바꿔야지
ISTP,사랑스러운 잇팁도 끼고싶읍니다 
ENTP,오신 김에 아무 거나 댓글 한 말씀
ISTP,잇팁 츤데레 개매력적임미다 간택 당하신분들 축하드려여
INTJ,가장 좋아하는 유형이 엔팁인팁이라 그냥 끼어들고 싶어서 왔습니다
ENTP,오신 김에 아무 거나 댓글 한 말씀
INTP,편견 별로 없는 편이고 그냥저냥 삽니다
INTP,넘 무 조 앙
INTP,순수결정체 크하하
INFP,잉뿌삐는 못 오나용
ENTP,사람들의 호감을 쉽게 얻는다 뭘하든 10점 만점에 78점 정도는 받을수있다 맛집 잘찾음 요리 잘함 비율 좋음 수요가 있는 외모를 가졌음 밥 잘사줌 어디든 어떤 상황이든 적응 빨리함 궁지에 몰렸을 때 두뇌풀가동 해서 탈출 잘 함 단점 궁지에 잘 몰림 그럴수도 있지를 잘해줍니다 
INFJ,잘 보았습니다 글적어주신거를 토대로 엔팁분들 글을 봐봐야겠네요
ENTP,제글도 그런가효 의식의 흐름대로 적는것같은데
ENTP,구구절절 맞는말씀 서로 타협할 가치와 의지가 없는 사람은 연락강요 공감강요 가르치려고듦 무논리 감정호소 등등 대부분 이런 요소들 때문에 엔팁이 나가 떨어지든 그사람이 나가 떨어지든 둘중 하나가 되는것 같아요 
ENTP,ENTP 추진력 정말 자주듣고요 혼자 해외여행 고딩때부터 했고 발표 정말 잘하고 전공도 아닌데 연극도 했고 총대도 맞아요 근데 전 불확실성을 싫어하고 전형적인 삶의 안정감을 좋아해서 진로는 그렇지 못하네요
INTP,저는 안정적인게 재미가 없어서 자꾸 변화를 주려는 거 같아요 근데 역시 추진력은 entp의 특징인가보네요
INTP,에니어그램이 어케되세여 저도 일이 진행이 안되고 답답하면 총대맵니다 긍데 오래유지는 뮷함 항상 새로운거 좋아해서 도전 많이하고 안쳐다보기도 하고 흥미가 금방 사라질때도있아용
INTP,제 애니어를 잘 모르겠어요 검사하는 사이트마다 다르게 나오더라구요 보통 1 4 5 높게 떠요 어떤 자칭 애니어전문가 분께서는 절 7번 같다고 하셨는데 그것도 모르겠고요 유독 애니어가 딱 맞는게 없네요
ENTP,잘하는거 같은데 전 사업하는데 사업이 체질이긴해요
INTP,오 사업 체질이라니 부럽네요 저는 사업 잠깐 발 댔다가 에너지 딸려서 그만 뒀거든요
ENTP,저도 비슷해요 혼밥도 잘하고 혼자 잘놀고 외로움도 안타고 발표 할거 있으면 딱딱 할말 정해서 하고 특히 조별 과제할때 말씀하신것처럼 어쩌다보면 제가 리더되서 이끌어가는데 답답한거 못견뎌 하는 편이에요 그런데 여행은 워낙 사건사고가 많고 불확실성이 많아서 혼자가는걸 선호하진 않는것 같아요 진로나 전공도 하고싶은 꿈이 확실해서 확확 바꾸지는 않는거 같은데그럼에도 이것저것 찝적대는 성격은 맞는것 같아요 대학때 교직이수 했으나 지금은 그쪽으로 안갔어요
INTP,entp분들이 그런 점이 많이 있으신가보네요 근데 불확실성을 기피하시는건 약간 의외인거 같아요 저는 entp 분들이라면 저보다 더 변화무쌍하고 불도저 같은 삶을 살고 계시지 않나 생각했거든요
ENTP,확실히 변화무쌍하기는 해요특히 제 입맛에 안맞으면 바로 뱉어버리고 관둬버리고 아주 난리 변덕 부르스라 어릴때랑 20대 초반에는 정말 힘들었어요 저 스스로도 이런 성격이 좋긴 한데 넘 피곤하다 해야하나근데 나이먹으면서 나 자신에 대한 고찰 시간을 갖고 나니 조금 괜찮아졌어요 새로운걸 도전하는걸 좋아해서 뭐든 새로운거를 외치고 온갖 다양한 세계음식을 먹는것도 좋아하는 편이지만 제가 진짜 엄청 아픈적이 있었는데 그뒤로는 조금 뭔가 불확실한 상황이나 제가 통제불가능한 상황일때 혼자 있으면 확실히 힘들더라구요 그런 점에서 경계하는 차원에서 다른건 다 괜찮은데 여행만큼은 제가 감당못할 상황이 일어나는게 싫어서 특히 해외여행일 경우는 혼자 어딜 간다는건 별로 안좋아하는거 같아요
INTP,저 저질체력에 몸치에요 생체 에너지는 누구보다 낮은 편이라고 생각합니다 오 사이비종교 저는 본거지까지 따라가보진 않고 일부러 낚인적은 있어요 본거지 들어가는건 무섭 
INTP,그게 저도 궁금해서 글을 올린 것입니다 대체 어디서 나오는 에너지일까요
INTP,가능한 요인들이 상당히 많네여 허허
INTP,와 감동입니다 진짜 정성스러운 댓글 추천 기능이 있었으면 하네요 말씀하신 부분들이 전체적으로 다 맞는 말 같고 링크 너무 감사합니다 저런 조합이 가능한지는 처음 알게됐는데 전 확실한 외성내향이네요 크으 깨달음을 얻어갑니다
INTP,
INTP,의외로 답답한거 싫어해서 총대매는 거 잘하는 intp분들이 많으시군요 이게 내향형이 리더 역할 하면 외향형분들은 의외라는 반응이더라고요 혹시 개방성이 높은 편인거 같으세요 편견 없는 편이시고 외국 문화나 언어 그 외 새로운 거 배우는데 관심 많으신지
INTP,IE 비율은 어떻게 되세여
INTP,생각보다 e가 높진 않으시네요 혹시 P가 높으신가요
INTP,저도 사실 말보단 글이 훨씬 좋습니다 글로 전해야 온전히 더 정확하게 전할 수 있는 거 같아서요 혼자서 스노쿨링은 안 무서우신가요 전 물 무서워하는데 혼자서 스노쿨링이라니 상상만해도 무섭네요 추진력은 의외로 xntp 모두 있는가봅니다
INTP,오호 P가 높아서 그런걸까요 상당히 설득력이 있네요 그러하다면 머리로만 생각하고 행동으로 안옮긴다는 intp 설명 글에는 공감 못하는 intp 분들도 꽤 계실것 같단 생각이
INTP,남이 시키면 미루신다닝 자기 사업을 하셔야겠는데요
INTP,저도 그래요 하지만 제 생각과 의견을 말로 표현하는 것이 너무 어려워서 피하려고 하는 편이에요
INTP,전 본가가 엄한 편이라 성인 되자마자 독립하긴 했습니다 학생때라서 더 그랬겠지만 통화는 정말 하기 싫어했어요 
INTP,바뀐다는 게 초반같은 달달함이 줄어든다는 뜻일까요 연애에 골인하신다면 그대로일 거예요 변했다는 생각이 드신다면 그건 인팁이 정말 변한 게 맞기 때문에 썸붕나거나 연애를 하더라도 오래 못 갈 확률이 높습니다
INTP,대화 잘 통하고 편한 건 기본인 거 같아요 예전에는 사랑을 정말 로맨틱하고 예술적인 거라고 생각했는데 요즘은 글쎄요 나 스스로 하기도 귀찮거나 힘든 일을 선뜻 나서서 해주는 거 아닐까요 새우껍질 까주기 같은 거 혹은 포기하는 것
INTP,인팁이 자랑스럽습니까
INTP,인팁이라서 자랑스럽다는 생각은 해본 적 없지만 제 존재 자체는 매우 자랑스럽게 여깁니다
INTP,
ESFJ,이상형 궁금해요
INTP,웃음코드가 잘 맞되 경박스럽지 않고 하나의 주제가 아닌 마인드맵처럼 뻗어나가는 대화를 할 수 있는 사람 배울점이 많고단순히 학력 같은 걸 보는 건 아니에요 전 다양한 분야에서 지식을 쌓고 싶은 열망이 강해서 새로운 것들을 주입해줄 수 있는 사람을 좋아합니다 서로 가진 것들을 자랑하는 게 아니라 나눌 수 있는 사람을 좋아하는 것 같아요 단순한 쾌락에만 그치지 않고 서로를 팽창하게 만들어주는 관계를 지향합니다
ESFJ,너무 인팁스러운 답변이라 흥미로워요 저런거 쓰실 때 그냥 막힘없이 써지시나요 엣프제인 저는 저런 답변 쓰려면 10분은 붙잡고 있어야할듯
INTP,이상형에 대해서는 종종 생각했어서 그냥 술술 적힌 것 같아요 
ESFJ,대부분의 nt분들은 표현력이 진짜 풍부하신거 같아요 저는 좀 단순하게 겉핥기 식으로 적는 경우가 많은데 저런 거 보면 멋있어요 좋은 하루 되세요
INTP,
INTP,확실하게 티가 나는 거라면 당연히 이유가 있을텐데 단무지님께서 아무리 생각해도 뭔지 모르겠다 싶으시면 그냥 흥미가 다 떨어졌을 수도 있어요 썸타는 관계이신가요
INTP,먼저 말하는 성격은 아니라 만약 정말 뭔가 문제가 있었고 사과할 내용이라면 조심히 물어보셔도 될 듯 해요 
INTJ,꼭 인팁뿐만이 아니고 P들 마지막 톡에 대답 없는거 넘 흔한 일인 듯 한데 돌려말하시면 못알아들으니 내가 굿나잇인사하면 너도 해줘 이런식으로 얘기해주시면 또 시키는대로 해요
INTJ,아아 아니에여 그게 아니고 같이 인사해주던게 노력한 거였을 확률이 높아요 자기 모습으로 돌아가는 거 같아 보입니다 끝까지 답장하는 게 원래 자기의 행동양식이 아닐 거예여 좋아하니까 좋으니까 힘냈던 게 이제 관계가 편안해지면 조금 힘을 빼게 되면서 원래 모습으로 돌아가는 거라고 생각해요 그렇다고 덜 좋아하는 게 아니라 그냥 긴장이 좀 덜 되는 거라고 보시면 돼요 근데 이게 너무 힘드시면 연애하시기 힘들거 같아여 얘기하면 고치긴 할건데 하히루으님이 하나하나 잘 알려주셔야 돼요 돌려말하면 못알아듣는 애기라고 생각하시고 말해주시면 상대방분이 노력하실 거구 그러지 않는다면 그만큼의 애정이 없는거겠죠 근데 어떻게 이것도 몰라 라고만 생각하시면 본인 맘만 상할 뿐이에요 사고회로나 행동양식 어느 하나 비슷한 게 없는 두 유형이 만났으니 이 사람은 이렇게 다르구나 하고 본인의 마음이나 바라는 것들을 솔직하게 얘기해주실 자신이 없으시면 알아서 잘 하는 사람을 만나셔야 할 거 같아요
ENTP,아 그게 사람마다 다르구나 인팁이가 일어나서 인사 밥먹는거 출근 자기전에 인사 그런 간단한 인사말은 절대 중요하니까 까먹으면 죽인다고 했는데 안하는 사람도 있구나
ENTP,마지막 말을 그냥 상대방에게 하시면 될 거 같아요 사람마다 기준이 다를 수 있습니다 그런 연락이 기본적인 거라고 생각하지 않는 사람한테 챙김 받고 싶으면 얘기를 해보는 게 좋죠 기본이니 배려니 하면서 해줘야 할 걸 안 한다고 생각하고 있으면 불편한 감정만 생깁니다 기왕이면 따지지 마시고 내가 연애에서 원하는 건 이런 거다 그러니 니가 좀 신경 써줬으면 좋겠다 와 같은 태도로 부드럽게 요구하시면 좋을 거 같습니다 성향이 많이 다른 연애에서 잘 풀어가는 핵심은 존중입니다 존중하라고 했다고 다른 걸 다 받아주란 게 아닙니다 생각이 다를 수 있음을 인정하되 불편한 부분은 의논하고 맞춰가시면 돼요
ENTP,드메르님이 내사람바운더리에 들여놓는이라고 생각하시는 분들은 다 개성이 강하네요 뭔가 특출난 구석이 하나씩 있는 느낌 그럼 이렇게 바운더리에 들어온 사람에게는 물질적으로는 어디까지 해주실수 있다고 생각하시는 편인지도 궁금해요
ENTP,제가 말한건 담보대출돈 빌려준다 이런 의미가 아니라 정말 문자 그대로 물질적인것을 말씀드린거였어요 하지만 드메르님께서 이런 의미로 받아들이셨다면 충분히 지금처럼 말씀하실수 있을것 같다고 생각해요 다른 관점에서 자세하게 의견 말씀해주셔서 감사합니다
ENTP,피오님은 저랑 비슷하시군요 
ENTP,공감해요 아직까지 돈문제로 저한테 찾아온 친구나 지인은 한명도 없지만 혼자 가정해봤을때 저렇게 생각하면 내가 상대방을 어떻게 생각하고 있는지 다시한번 돌아볼수 있게되서 좋은거 같아요
ENTP,피곤하게 안함이부분이 진짜 공감가요 연락문제로 징징 거리는 사람들은 너무 힘듭니다
ENTP,같이 있을때 전혀 불편함이 느껴지지 않을 때 즐겁고 내사람이라는 생각이 들더라구요 제가 가진것의 5까지 해줄수있을거라 생각해요
ENTP,저도요 즐거우면 일단 호감인것 같아요 인간적인 호감이 생기면 점점 깊어지고 더 잘해주고 싶은 마음이 들어요
ENTP,눈치보지 않아도 된는것 저한테는 그사람 기분비위 맞추지 않아도 되는것 이라서 너무너무 공감갑니다
ENTP,계산 안하고 만나면 반갑고 즐겁고 나를 인정해주고 이해해주는 사람
ENTP,저랑 비슷해요 계산적이지 않고 기브앤테이크 되는 사람 너무 중요하죠
ENTP,그들의 결정에 지지를 보내고 응원해주신 다는 말씀이 참 좋네요 저도 옆에서 보면 너무 남일처럼 느껴질지 모르나 자기 인생이고 자기가 책임져야 하는데 옆에서 돈한푼 안보태 주면서 감놔라 배놔라 하는것보다 그사람이 하고 싶은걸 응원해주는게 좋다고 생각해요 
ENTP,엔팁 답게 답변이 시원시원하셔서 너무 공감갑니다
ENTP,오 맞아요 저도 가식적이고 내숭떨고 뭔가너무 오픈하지 않는 사람은 친해지기 힘들더라고요겉핥기 식으로 대하게 되서 자연스럽게 멀어지는것 같아요 그리고 바운더리 사람이 늘어나면 그만큼 관심도 분산되서 제가 신경을 덜쓰는것 같아요 도드님 말씀 넘 공감됩니다
ENTP,근데도 공감가는 부분이 있어서 너무 좋았어요 우리 유형은 다르지만 공통점이 있네요
ISFP,제 남친 엔팁은 사람 안믿는다고 하더라구요 어느정도 선이 있고 그 바운더리에 들어오는 사람은 없대요 여자친구입장에선 아무리 잘해줘도 이런 소리 들으니 참 서운한 부분
ENTP,근데 그건 저도 그래요 사람 안믿어요 음친구지인 제 바운더리에 들어온 사람들이 내사람 딱지를 붙이고 있어도 이사람들이 나에게 가식위선 떨지 않는 모습을 보여줬기 때문에 의리를 다하겠다 이런 의미지 이 사람들 자체를 무조건 믿어 이런 무한 신뢰는 불가능해요 제가 사랑하는 남편도 우리 남편은 절대 바람필 사람이 아니야 라고 맹신하지 못하는것 같아요 이거는 사랑하는걸 떠나서 인간이란 존재가 얼마나 가볍고 쉽게 변할수 있는지를 경계하는 자세 때문인것 같아요 그렇게 믿는 순간 판단력이 흐려지거든요 서운하실수 있는데 이런 차원에서 생각해주시면 조금 나으실거에요
ENTP,사람은 절대적으로 안 믿긴 하는데요 단 둘이 술 먹을 정도 되면 그래도 어느정도 대화는 통한다고 생각하는데 요즘엔 그것도 쉽지 않아서 그냥 아무도 안 믿기로 했습니다 바운더리를 다 정해놔서 먼저 연락하는 사람은 한정적이네요
ENTP,의뭉스럽지 않고 속이 투명하고 솔직한 사람이면 애정이 가는 것 같아요 그리고 서로 신뢰와 애정이 있는 관계라는 생각이 들면 내 사람이라고 생각합니다 저는 내 사람한테는 진짜 다 퍼주려고 하는 것 같아요
ENTP,진짜 맘에 안드는면도 봐주게 되는지 못참겠는지의 차이인것 같아요 꼰대나 편견많은 가식적인 피해의식심한 스타일은 아웃
ENFJ,인프피 같은 인팁이더라구요 긴답변 감사합니다
ENFJ,
ENFJ,설레기두 설레지만 별명 부르기로 했는데 그래야 편해지지라고 해서 편해지지 싶더라구요
ENTP,일단 카톡으로 대화하면서 흥미를 확 끄는게 좋을거같아요 저 같은 경우는 평소에 연락오는 친구들이 많아서 그 중에 흥미유발하는 내용만 대답하고 별로면 그냥 읽씹해요 거기에서 이제 매일 흥미유발하는 대화를 이어가면서 자주 만나다가 호감 얻고 사이 발전해나간 다음 고백하는게 좋아보입니당
ENTP,글 읽어봤는데 처음에는 인프제 작성자분한테 사람 괜찮고 장난 잘 받아줘서 인간적인 호감을 느꼈던것 같아요 그래서 시간 지나면서 점점 더 친해진것 같구요 그런데 어느순간부터 작성자님이 자기를 데려다주고 궁금해하고 그러는 부분들에서 자신을 여자로 느끼고 있구나 눈치를 챈것 같습니다 그래서 은근히 거리두기 시전하고 있는것 같아요 만약 이게 아니라면 다른 엔팁분 말씀처럼 친구라고 생각해서 작성자님한테 선 연락을 안하는것 같아요 저정도로 빠르게 가까워지려면 엔팁 여자분이 질문을 많이 하셨을텐데 그 대화속에서 인프제님에 대한 파악을 완전히 끝내신 상태일거에요 엔팁은 친구들한테 자주 연락하는 편은 아니거든요 저도 인프제 남사친이 저를 좋아했다가 지금은 친구로 지내고 있어서 말씀 드려봅니다
INFJ,직진 제발 하지마세요 그마음아는데 하고나서 분명히 후회하실거 같아여아시잖아요 이도저도 안되는거 이관계마저 어색해지는 그거 나중을 생각해주세요
INFJ,그러시면 소개팅 아직은 잡지 말고 상대분꼐 실례이니까 엔팁님께 소개팅 나가는걸 자연스럽게 인지 시켜보세요 연락도 줄이시고요 반응이 어떻게든 있으면 가능성이 있는거고 없으면 가능성이 없을거 같아요 소개팅 잡으시고 잘 해보시는게 좋지않을까해여 같은 인프제지만 안타까워서 남겨요
INFJ,아 무슨 말씀인지 알 것 같아요 제 생각보다 더 관계를 길게 봐야할지도 모르겠네요
INFJ,그런가요 돌직구라 잘 할 수 있을지는 모르겠지만 더 적극적으로 해봐야겠네요
INTP,생긴게 역겨운게 아니라 다행이라 해야하나
INTP,으린 절대 육체파는 안됨
INTP,그러거나 말거나 인팁에게서 인간미를 느낄 수 없는 이유는 바로 당신이 인간미를 보여줄 만한 가치도 자격도 없는 사람이라고 인팁들이 판단했기 때문이지
INTP,아 웃기네 맞는 말이긴 한데 굳이 저런사람한테 어필따위 하고싶지 않음
INTP,저분이 찐따라서 찐따같은 인팁들만 본거 같은데요 bts 석진도 intp
ESTP,그질문이 이상하긴한데 원래 소개팅 끝나고 예의상이라도 잘 들어갔냐고 물어보지 않나유 intp은 원래 안물어보나유
ESTP,똑같은 질문 드립니다 그질문이 이상하긴한데 원래 소개팅 끝나고 예의상이라도 잘 들어갔냐고 물어보지 않나유 intp은 원래 안물어보나유
ESTP,와 mbti는 진짜 신기하네요 그럼 저도 일단 연락하지 말까요 이 다음 스텝이 막막하네요
ESTP,만나서 쇼부 봐야겠네요 만났을때 토요일날 보기로 하긴했어요 그자리에서
ENTP,차단 삭제 블락
ENTP,마음남은건데 경험상 결국 헤어집니다 그걸 알아서 바로차단요
ISTP,윗분 말대로 대화해봤자 핑계만 될거 같네요 진짜 벽에대고 나만 떠드는 느낌 작성자님만 괴로워요 
ISTP,인스타 올린거 작성자님도 뻔히 알텐데 안읽씹이라니
INTP,음어제 글 봤는데요 아직 만나신지 얼마 안되기도 하셨는데최근 연락도 그렇고 상대분이 마음이 좀 뜬 거 아닌가 싶기도 한데 아무리 인팁이 연락에 취약하고 그렇다지만 그래도 저는 연인한테 24시간 연락 두절은 하지 않거든요 특히 sns 스토리나 게시물은 올리면서요 물론 윗댓님 말씀하신 것처럼 아프면 잘 연락 안 하긴 해요 근데 그래도 걱정할 거 아니까 나중에라도 좀 컨디션 괜찮아지면 연락하는편이라 하염없이 기다릴 순 없으니 내일까지만 기다려보고 그래도 연락 없으면 하고 싶은 말 깔끔하게 적어 보내고 마음의 평화 찾으시는 거 추천 생각 있음 연락하겠죠
ENTP,성실하고예의 바르고순하고착하고갈등 별로 안좋아하고남 배려할줄 알고유교보이융통성없음고지식함 이정도요 그런데 전반적으로 사람은 참 괜찮지만 이성적 끌림이 안느껴져요 어르신들이 결혼하기 좋은 배우자감이라고 하시는건 인정하는데 야성적이지 않아서남자답지 않아서 그런게 아니라 사고 방식 자체 갈등 해결 방식이 엔팁이랑 완전히 다르고 안맞아서 호감을 느끼기 어려워요 재미 없다고 느껴지구요 그리고 전부터 작성자님이 이런 글과 비슷한 내용을 주기적으로 많이 올리시는걸 쭉 지켜봤는데조심스럽게 말씀드리자면 이런 부분도 엔팁인 제가 보기에는 다소 자존감이 많이 떨어져 보이는것도 있는것 같아요 남의 시선을 너무 많이 의식하시고 눈치 보시는것 같고 그때문에 남들에게 자신의 약점들을 미리 오픈해서 아니에요 이정도면 충분히 괜찮아요라는 말을 듣고 싶어하시는 답정너 같은 느낌도 드는편이에요 작성자님이 엔팁의 시각에 대해서 정말 궁금해하시는것 같아 제 개인적인 의견을 댓글로 말씀드려본것이고 제 의견이 엔팁 모두를 대표하는것은 아니니 참고만 해주셨으면 좋겠습니다
INTJ,푸라닭 김미바삭 드셔보셨나요 저는 그게 먹어보고 싶어서 제가 먹고 싶은 치킨에 투표했습니다
ENTP,대화 될 때 보내세요
ENTP,그 사람 상황에 따라 다를 거 같아요 저는 답 못하는 상황이었는데 썸남이 어디 가면 무슨 본인 인스타 갱신하듯이 사진이랑 영상이랑 잔뜩 쌓아놔서 성가시게 느꼈던 기억이 있네요 나중에 읽으라고 그랬다는데 업무 마치고 긴장 좀 풀고 싶은 상황에서 그걸 다 확인하고 하나하나 반응해야 되는 피로도가 조금 보내놓으시고 상대가 대화에 참여하거든 더 보내시는 게 좋을 거 같아요
ENTP,사진 좋죠 미리 보내셔도 되는데 아직 연락도 뜸하고 엄청 친하지 않다면 A 여기 분위기 진짜 좋은 것 같아 entp 왜 어떤데 A 사진 이런 식이 제일 재밌긴 해요 
INFJ,전남친이 entp였는데 상처받는거 거의 못봤네요 제 기준엔 상처받을일도 전혀 타격이 없더라구요 상처를 받기보단 화가나는 스타일
ENTP,가 좋아하는 사람들 한정으론 상처 받아요 엔팁도 사람인걸요 더군다나 엔팁이 먼저 대시 했다면서요 먼저 이성적으로 좋은 마음 가지고 다가갔는데 거칠게 대하면 누구라도 상처겠죠
INTJ,결과상 INTP가 나오셨군요
ENTP,저는 여자엔팁 이지만 기혼자고 저 말을 들었을때 어떤 감정인지 기억나서 도움 되실까봐 댓글 남깁니다 일단 저와 결혼까지 생각한다는건 저를 배우자로써 진지하게 고민해준 다는 느낌이라 나쁘지 않을것 같긴 해요 근데 그 말을 해준 상대방을 제가 결혼 상대로 생각하지 않고 있었다면 조금 부담스러울것 같습니다 반대로 엄청 사랑하는 연인이고 충분히 이해받고 있다고 느끼고 가치관도 잘 맞는 상대방이 저런 말을 했다고 했을때는 기쁠것 같지만 선뜻 그래결혼하자라고 하지는 못할것 같아요 좀더 상대방이 생각하는 이상적인 결혼생활에 대해서 질문을 많이 던지고 얘와 결혼해도 괜찮을지 구체적으로 그려보는 시간을 가질것 같습니다 사랑한다고 결혼 이거는 엔팁한테는 무조건 성립되기는 힘든 조건인것 같습니다
INFJ,맞춰가기 약간 버겁다는 의미같아요 부정의 의미겠죠 한계를 느낀다는더이상의 노력도 힘에 부친다는
INFJ,댓글보니 작성자님께 맞추라고한 상황이네요 이사람을 바꿔가면서 만나는게 과연 맞을까하는 회의감같은게 드나보네요
INTJ,아 같은 int로서 저는 사람을 바꿔가며 만나는 관계가 과연 지속가능한 관계인가 하는 생각을 했었어요 사람은 근본적으로 안 바뀐다고 믿거든요 구래서 저 말이 좀 이해가 돼요 특히 상대방이 저때문에 자기를 바꿔가는게 느껴지면 미안해서 더 생각이 될 거 같아요 그렇다고 해서 헤어지고 싶다는 말이 아닌것도 맞아요 그냥 미안함에 든 생각에 나온 말 같은데 누굴 만나든 어느정도는 맞추어가는 배려를 받기도 하고 돌려주기도 해야 관계가 유지된다는걸 언젠가는 깨달을 만큼 현명한 분이길 바랍니다
ENTP,저는 인팁이 좀 식은 것처럼 느껴집니다 지금 다른 할 게 더 중요하고 관계에 별로 신경 못 쓸 것 같다고 자기 딴엔 선 그은 건데 괜찮다고 하니까 그렇게 맞춰가면서까지 관계를 이어나가야 할까 이렇게 읽히네요
INTP,저는 그래서 결혼식 패스했어요 너무 불필요하고 진정성 없는 의식이라고 생각되어서요 주인공되고 싶은 맘 1도 없고 어릴 때부터 웨딩 동경 이런거 1도 없었어가지고 다행히도 양가 부모님들 다 쿨하게 ok 하심요
INTP,드레스는 웨딩촬영 하면서 실컷 입으면 되여 
INTP,네 식만 패스
ISTJ,저도 결혼식을 하게 된다면 간소하게 하객분들 편의 위주로 할거에요 결혼식 끌려다니면서 난 얘 공주놀이에 시간 쓰고 돈 쓰고 시녀 병풍 하러 온건가란 생각이 종종 들기에
