mbti,comments
INFJ,왠지 그런 느낌 맞는거같아요 할말 우다다다 빨리 답해주고 사라지기
ISTJ,남의 이야기 같지 않아 제가 다 슬프네요 상황이 연애에서 정말 중요한거 같아요 잘 이겨내시길 바랄게요
ISTJ,아니에요 충분히 배려하신거 같아요 인연이라면 다시 닿을거에요 잘 추스르시길요
INTJ,전 흥미로만 도전하진 않고 필요한건지 성공할 수 있는건지 어느정도 투자를 해야하는지 재보는거 같아요 투자대비 효율이나 적성안맞는다 싶으면 포기합니다
INTJ,22 저도 그렇습니다
INTJ,가벼운 취미생활은 바로 도전 꾸준히 해야하는 거면 어느 정도 완벽하게 준비하고 계획 짠 뒤 도전
INTJ,도전의 가치를 정말 높게 평가하는데요 하지만 시간과 자원은 한정적이기에 가치있고 필요한 도전만 하고 유리 멘탈인지라 감당 가능한 선에서만 도전합니다 조건이 이래저래 복잡해서 로 나누긴 어려울 것 같아요
INTJ,일단 싫어하는 스타일을 걸러내고 난 다음에 찾는 것이 맞는 듯 합니다
ENTP,어디가 좋으신가요
INTJ,저요 눈물이 많아서요
INTJ,2222
INTJ,전 전혀요
INTJ,int 모두 70이상이였어요
ENFP,인티제도 눈물이 있어요 제 인티제 근데 저한테만큼은 극 F였어요 공감능력도 너무 뛰어나고 세심하고 따뜻하고
ENTJ,2222 제 친구 intj인데 isfp랑 몇년째 연애하고 있긴 하네요
ENTJ,맞아요 그리고 잇프피가 s 중에서 그나마 n에 가깝대요 istj 잘맞는건 같은 itj라 그런거 같구요
ENTJ,노잼인거는 공감이요
INTJ,하지마심시오
INTJ,네이버
INTJ,저는 ISTP 만나고 있습니다 제가 F로 만들어 버리긴 했습니다만 저는 잘 맞습니다
INTJ,불건강은 힘들 것 같아요 제 잇팁도 이직문제 때문에 힘들어하지만 나름 공감과 해결방법을 항상 던져주고 있답니다 미래에대한 이야기를 항상 같이 이야기해서 그런지 둘다 극 T 였지만 잇팁은 F가 반반으로 나오고 저도 많이 늘었답니다 서로 신기해서 잘 맞아요 
INTJ,전 결혼은 s랑 n 차이는 상관 없을 것 같고 tj는 절대 지켜 주의라 근데 길게 보면 큰 가치관이 다를 수도 경제관 자녀 교육관 등등에서 숲을 못 보고 나무만 본다던가
INTJ,안맞아요
INTJ,별생각없을듯요 바쁘거나 귀찮거나
INTJ,못할건 없을거같긴합니다 
INFJ,헐인티제라서 가능한 이유는 뭐에요
INTJ,인티제는 가능 이성이 모든 욕구 위에 있는 느낌 절제할 필요가 없는 욕구 외에
INTJ,쉐어하우스 아닌가요 불가능할건 뭐죠
INTJ,기본적으로는 멜로디요 물론 너무 이상한 가사인 노래는 애초에 제외 저라면 별 생각이나 심리없고 그냥 순전히 노래 자체가 좋아서
INTJ,저는 무조건 멜로디요 가사는 너무 숭하지만 않으면 딱히 신경은 안 쓰는데 프로필에는 정상적인 걸 올립니다 저라면 그냥 노래 자체가 좋아서
INTJ,저도 둘 중에는 멜로디요 가사에 너무 많은 의미 담는 거 구리다고 생각해서 그냥 노래 없는 음악이 젤 좋아요 연주곡
INTJ,처음에는 리듬과 멜로디를 듣지만 두번 째부터는 가사를 같이 들어요 가사가 멜로디에 찰떡같이 붙는게 있거든요 그럴 때 오오오 이렇게 감탄하면서 들어요
INTJ,그렇지는 않아요 프로필뮤직은 거의 제가 좋아하는 가수껄로만 하는데 그 노래들 중에서도 멜로디와 가사 다 좋은 노래들만 해요 저는 가사가 좋아야 오래듣는 것 같아요
INTJ,멜로디 우선이고 가사도 좋으면 더 좋아하게되긴 합니다 가사 없어도 상관없어요 오히려 해석의 자유가 늘어나서 좋기도 합니다
INTJ,무조건 멜로디요 가사는 아예 관심이 없는데 대체로 가사 없는걸 듣긴 해요 근데 메탈은 뭣도 모르고 가사 안보고 즐겨듣고 공유하다가 나중에 가사보고 식겁하기도 해요 메탈 장르 특성상 가사 거시기한게 많아서
INTJ,멜로디요
INTJ,목소리와 노래 할 때 모습이요 마이클 잭슨을 좋아하고 박효신을 좋아하며 윤상을 좋아합니다
INTJ,전 그때그때 다릅니다 기분좋거나 아무일없는 일상이면 멜로디 생각이 많고 그럴땐 가사요
INTJ,저도 멜로디가 먼저인거 같아요
ENTJ,자기 사업에 집중이 가장 필요한 시간이라 여자친구에게 애정이 커도 거기에 쏟을 에너지가 없을텐데 옆에서 힘들어하거나 원하는게 많아지면 차라리 보내주는게 낫다고 생각할 거 같아요 꽤 힘드실 듯 
INTJ,지친것과 미련과 후회가 느껴져요
ENTJ,근데 노래방가서 불렀어요
ENTJ,한곡 부르고 나왔어요
ENTJ,근데 가사 상관 없이 눈물 나올거 같다는거 자체가 이미 미련아닌가용 행복했을때 듣던 노래가 이별노래든 뭐든 그 사람이랑 함께한 추억이 있는 노래인데다가 여튼 그냥 미련이나 후회는 무조건 있을거같아요 잡고 싶으면 잡는것도 뭐
INTJ,닉네임의 영어와 숫자는 무슨 의미인가요
INFJ,Frt19417님의 주기능에 대한 개인적인 생각을 말씀해주실 수 있나요
INFJ,맞아요 이리로 갔다 저리로 갔다 하는 스토리텔링 방식은 그렇게 좋아하진 않습니다 그런 건 Ne 쪽인 것 같기도 해요
INFJ,저도 이게 왜 사과로 불리게 됐을까 이 생각하지 아이폰 같은 건 생각 안 하는 것 같아요
INFJ,그 이유는요
INFJ,제 경우에는 NiTi가 3차기능 루프이며 고쳐야 할 점이라고 생각하시는 분도 많은 것 같더라고요
INFJ,Ni는 오래전부터 나타났던 것 같고 Ti는 그렇게 오래되진 않은 것 같은데 Fe Te 둘 모두와 거리가 멀어요 부기능 대신 3차기능이 부기능의 발달 단계에 올라온 걸까요
INFJ,네 제가 아직 만 11세이니 어느 정도 시간을 둔 다음 다시 질문 드릴 수도 있을 것 같습니다
INTJ,서정적인 것을 좋아 하시나요
INTJ,관심이 없으시다면 그 이유가 따로 있을까요
INTJ,인티제 관심없는 사람에게 절대 절대 먼저 연락 안하죠 연락 관심 그냥 일반적인 부부들 연락하는 정도라 생각하시는게 좋아요 연락에 집착하실 필요 없습니다
INTJ,아 개똥벌레님 너무 웃겨요 엠헬에 INTJ와의 연락문제로 고통받는 분들 한 트럭인데 편하시다는 분이라니 역시 짚신도 제 짝은 다 있다고
INTJ,상황이 어려워지면서 책임지기 어려워지면 포기하는 걸 많이 보아왔긴합니다
INTJ,잘 정리 하셨어요 어리석은 사람이네요 저도 어릴때 100일 기준으로 항상 늘 저런 병같은게 걸리던데 경험이 쌓이다 보니 극복되더라고요 상대방 남자분이 다양한 연애경험이 많이 없어서 그럴수도 있습니다 특히나 금전적인 문제가 있다라면 더이상 경제적인 투자가치가 없다라고 본인이 판단하고 혼자서 동굴속으로 들어갔을 가능성이 커보입니다 인티제는 이런 속마음을 잘 내보이지 않기 떄문에 마치 잠수이별 처럼 보일때가 있는데 남자분이 책임감이 아직 부족하거나 사람을 판단할수 있는 경험이 부족해서 그런거니 좋은경험 헀다 생각하시고 털어버리세요
ISFJ,저도 딱똑같이 당했네요
INFJ,그렇군요 똑똑한 두뇌로 가끔 뱉는 농담도 취향저격이었습니다 intj 와 intp 과 대화할때가 가장 좋더라구요 대화의 깊이와 사고의 창의성지식을 뿜어내는걸 듣고 있으면 행복합니당 
INTJ,윗분에 동감합니다 저도 긍정적인 감정표현을 주로 하는 환경에서 자라서 그런지 매사에 부정적인 사람과 오래있기 힘들더라구요
INFJ,저는 반대 환경에서 자라났지만 스스로 극복하려고 매번 노력해서 일까요 이 댓글내용을 읽고 나니 부정적인 사람을 특히나 싫어했던 제가 더 이해가 되네요 감사합니다 
INFJ,맞아요 저도 최악의 변수를 생각하고 그 상황이 오더라도 놀라지 않으려 대비하는 편이예요 그러지 않으면 극심한 스트레스가 오니까요 예민함이 바로 예리함이 되는거라 좋기도 하더라구요 그렇지만 인생에서 무엇이든 버릴거 하나 없다고 생각하는편이라 그 결말이 좋던 나쁘던 도전하는 삶을 사랑하는 저에게는 반대의견이 지치게 만든거 같습니다
INTJ,인티제 자존심이 강하다보니 옆에서 속상했겠다 상처받았겠다 신경쓰이겠다 같은 말하면 더 기분상하고 더 화내는 경향이 좀 있습니다 그래서 괜히 벌집 안 건드리는게 좋고 그저 정말 말 들었을 때 인티제가 맞다고 느낄 경우에만 무조건적인 동의 동조는 저 사람들이 잘못했네 와 억울하네 넌 잘못없는데 상황이 억까하네 정도로 상황 이해만 해주시면 충분합니다 그냥 맛있는거 먹여도 되구요
INTJ,중요한 사람들이 아니라면 캬아악퉤하고 손절하는데 신경쓰인다는 걸 보니 소중한 친구들인 것 같네요 그럴 때 속상하겠다 상처받았겠다같은 마음을 지레짐작하는 위로는 도움이 되진 않고요 상황을 들어보시고 그 친구들이 오해할 만한 포인트를 짚어주시는 것도 좋고 이런 방향으로 네 억울함을 푸는 건 어떠겠냐라고 말해보시는 건 어떨까 싶어요 알아서 할게라고 남친이 선 그으면 재수없는 놈 떡하나 더 준다고 그냥 맛난거나 먹여주셔도 되고요
INTJ,해결책을 같이 고민하시면 될 듯 합니다 같이 고민하는 모습을 보여주는 것이 위로가 될 수도 있겠네요
INTJ,사실 알아서 할거라서 무슨 말이 위로가 안되요 오히려 짜증을 보탤수도 있어요 그냥 들어주신걸로 백점이에요 웬만함 누구한테 말 안할텐데 따뜻한 여친이신가봐요
INTJ,과몰입해서 걱정하시면 나중에는 말안합니다
INTJ,같이 욕해주세요 
INTJ,저 entj남 만났었
INTJ,와 어떠셨는지 전 엔티제들을 직장상사로만 봤어서 잘 안맞던데 제가 약간의 터치나 참견도 싫어하는 편이라
INTJ,왜 헤어지셨어요
INTJ,연락이 저보다 심하다는 거 무슨 말인지 알 것 같아요 저보다 심한 사람 진짜 처음 봤어요 저도 예민 까탈은 또 의외네요 감사합니다
INTP,어디세요 
INTP,물리적인 지역이요 생각나는대로 남긴 질문인데 많은 의문을 드렸군요
INTP,온라인이면 어떤 커뮤니티 하세용 제가 글 너무 슉 읽었나봐용 현생 주변에 있다는걸로 이해했네뇽 
INTJ,일잘러 인증 탕탕
ENTJ,tj 끼리가 편하거든요 세상 심플 담백하고 편함 이 회사에 꽤 오래다니는 중인데 친한 사람들 모아보니까 죄다 tj 예요 
ENTJ,제가 회사 사람들하고 거의 사적인 대화 안 하는편인데 딱 친해진 두명이 나중에 알고보니 ISTJ랑 ENTJ더라고요 엔티제는 일 잘하는 사람을 딱 알아보는 재주가 있죠 저도 ISTJ 한번 보고 회사로 스카우트 했어요
INTP,저도 찐친이 잇티제인데 편해요 말도 잘통하구 s 랑 n의 차이점이 잇티제랑 있으면 유독 재밌어져요
ENTP,222 근무태만 맞습니다 돈 받고 일하는 신성한 직장에서 뭐하는 짓이래요 더도말고 덜도말고 딱 돈 받은 만큼만 일하는게 미덕이건만
INTP,인티제중에 일떠넘기고 놀러다니는 사람 못봤는데 이상한 사람이네요 보통 밥값은 해야 한다고 생각하거든요 그냥 이상한 사람이니 윗선에 말하세요 그만두고 싶다고 하면 그러라고 하면 됩니다
INTJ,잉 인티제 맞나요 자기 객관화 실패한 무언가 아닌가 그냥 손절하고 근무 시간에 책 보지 말라고 하세요
INTP,222222222
INTJ,음 그럼 그만둬도 상관없는 일 당장 그만두게 윗선에다 얘기하셔야겠네요
INTJ,행동과 언행이 백프로 진심입니다 있는 그대로 해석하시면 됩니다
ENTP,발전 가능성이 더는 안보여서는 아닐까요 현실적으로
ENTJ,그런 걸까요
ENFJ,이성적으로 미래가 그려지지 않고 불안하다보니 마음이 남아있어도 선뜻 행동하기 어려워하는 것 아닐까요
ENTJ,그럴 수도 있겠네요
ENTJ,그런 거 같아요 아무래도
ENTJ,음 그냥 툭 터놓고 말하면 둘 중 하나긴 해요 1 상대에게 여러 실망을 한 뒤에 정이 떨어졌음 2 상대에게 여러 실망을 한 뒤에 좋아하는 마음은 약간 약해졌지만 상처 받기 싫어서 자기방어 on 둘 중 하나일 겁니다 저는 둘 중 뭔지 잘 모르겠네요
ENTJ,
INTJ,차단이 풀엇다 다시 됐다 하는건 그 때마다 생각이 났기 때문입니다 다시 만날 생각이 잇건 없건 간에 그때의 좋았었던 게 생각이 나면 풀기도 햇다가 다시 맘속으로 끊어야겟다고 생각하면 다시 차단했다가 하고 있는 것이겟죠
ENTJ,그정도로 우유부단하면 ENFJ ISFP 인듯 한번돌아서면 끝인 사람들은 그렇게까지 생각조차않으므로 미련이 남아서 그러면 회포한번 진하게 풀어보세요 뭔가 상당히 아쉬운듯하네요
ENTJ,하하 단순히 생각하시고공통으로 좋아하는 음식 권하시며 경치구경 함 가자고 자신있게 말해보세욧 인생은 단한번 즐겁게 좋은시간 조금씩 쌓아가는게 자신을 위해서도 우선이니까요 
INTJ,좋았던 기억으로 다시 차단을 풀었지만 직관을 동원해서 미래를 그려보면 이미 결말이 눈에 보여서 다시 차단을 하는 것 같습니다 미래의 결말과 과거의 좋았던 추억이 공존하면서 힘들어하는 듯 하네요 결국 시간이 지나면 어떻게든 답이 도출될 듯 합니다
INTJ,연락해도 괜찮을 가능성이 있다고 봅니다 완전 마음이 떴다면 차단을 풀지도 않았을 겁니다 만일 재회한다면 떠나게 된 이유가 사라졌다는 신호가 있어야 할 듯 합니다
INTJ,고민하지 마시고 연락해보세요 거절 당하면 다른 이성을 찾으면 되는 거죠 뭐
ENTJ,훔 ISFJ를 좋아하는 엔티제라 엔티제는 힘든 얘기 우울한 얘기는 업무 효율에 방해되서 잘 안 할걸요 아마도 F가 있으신분 같으네요
ENTJ,음 자신도 우울하다 그런 오픈은 같은 ISFJ나 ISFP INFJ나 ISTJ같은 소음인들 같은데요 섬세하신 분들 잘 어울리는 섬세 커플이 될 수 있을 듯요 배려심도 좋으시니 만나면 하나씩 물어보세요 잘 맞을 듯 합니다 응원해요
ENTJ,엔티제가 해야할 일 다 하고 하고싶은 1차원적인거 다 해야해서 제일 잘 못하는게 건강관리 운동이 그 범주에 들어가면 다행이지만 일이 우선이고 다른게 우선이면 먹고 자고 싸고 이게 후순위로 밀려요
INTP,전 나가기 귀찮아서 배달의민족으로 아이스크림 주문 
ENTJ,부정을 못하겠네여 저도 좀 그런편인 거 같은데 남친 분이 스트레스 풀려고 게임을 하는 거라면 그냥 두심이 좋을 거 같네여 스트레스 때메 뭔가 잘 안된다 생각하면 그걸 우선적으로 풀고 다시 일을 하러 가겠다는 생각을 할 수도 있을 거 같아요 저는 일 하다가 갑자기 아 뭐가 땡긴다 이런 생각이 강하게 들면 나갑니다 나가서 사온담에 다시 함 종특인가요
ENTJ,저도 더운거추운거 배고픈거 등등 못참아요 종특이었다니
ENTJ,참고 못 참고는 인내심의 차이라 MBTI랑은 좀 연관성을 밝히기 복잡하겠죠 다만 진정한 인티제는 이거다내가 먹고 살길이라면 경쟁심에 불타서 게임이 먼저이기 힘들어요 게임이 먼저다라는 자체가 공부에는 관심 덜하고 쾌락 추구형인 ISFP나 INTP 일 가능성 많죠 그래도 밤까지 세울정도면 ENTP일 가능성은 더더 높네요 J가 있으면 잠자는 시간도 계획에 넣었겠죠 먹는거 못 참는건 잠 안자서 식욕이 올라간 걸 수도 암튼 이만요
ENTJ,방전 0 에 공감 
ESTJ,아 저는 저 상황이 되면 주눅 눈치로 인해 진지하게 나가거든요 그럼 본인이 알고 다른 주제로 돌리던지 가볍게 나가던데 또 저런 상황이 벌어진다면 짱님처럼 해봐야겠어요 답변해주셔서 감사합니다 행복한 하루 보내세요
ENTJ,반대로 저 말들만 반복 안하면 차가워지지 않겠죵 개인마다 빡침 포인트가 달라서 그른거 같아여
ESTJ,네 맞는 말씀이신 것 같아요 답변 감사합니다 행복한 하루 보내세요
ENTJ,윗글보니 엔티제들이 참을성이없는듯요밥먹는시간 예민합니다
ENTJ,본인이 눈치를 그런거에 보신다면 ISFJ나 INFJ 이신듯요 상대방은 그런거에 민감하다면 밥에 예민하고 똑같은 반복 싫어하는 ESTP ISFP 가능성 높네요 똑같은거를 유난히 시러한다네요 ENTJ는 대놓고 그냥 당장 밥부터 먹자며 이미 이동중일거라서 싸늘해질 겨를도 없죠 이미 식당으로 향하고 계실겁니다 
ENTJ,급 돌변과 싸늘은 ISTJ ESTJ도 어마무시해서 그 둘일 가능성도 높아보이지만 똑같은 얘기는 예의차려 들어주죠 그리도 차분한데 똑같은 얘기라고 못들어준다면 INTJ일 가능성도 무지 높네요
INTJ,아12시전에 잘자라고 인사를 마쳤는데 1시반까지 혼자 떠드시는 이유가 뭐에요
INTJ,조금 더 솔직해도 될까요 말이 많아서 부담되고 답답한거 보다 인사 끝내고 잔다는데 그러거나 말거나 상대방 무시하고 혼자 독백하는게 이해가 안되요 내일 대화하면 되죠
INTJ,인푸피님 맘상하신거 아니죠 예쁘게 말못해서 죄송해요
ISFJ,지나가던 잇프제 사진보는 순간 읽지도않고 답답하다 느껴서 댓글쓰러왔어요
ISFJ,6개의 카톡과 저 장문이라 좋은 의도이긴하나 기빨려요 흑
ISFJ,괜찮아요 제 지인 인프피도 카톡 보낼때마다 나눠서 10개씩 보내고 하던걸요 기분나쁘게는 생각안할거에요 
ENTJ,이것만 가지고는 잘 모르겠어요 근데 이분이 일욕심 있으면 사내연애 꺼릴 수 있어요
ENTJ,스토리 좋아요는 별 의미 없어요 그런데 님이 썼던 문구를 본인스토리에 올리는건 두가지 의미 같아요 1 정말 의미가 좋아서 2 좋아하지만 겉으로 표현못해서
ENTJ,이런 사소한 것들도 다 의미부여를 하신다는 거가 일단 신기합니다글만 봐서는 잘 모르겠네요그냥 사람이 괜찮다고 생각해서 하는 호의 일수도 있고 딱히 의미있는 행동들이라고는 생각이 잘 안들어서
ENTJ,22 이렇게 모든 언행에 다 의미부여를 하신다는 부분이 신기해요 관심은 일단 글쓴님이 있으신것 같은데요 이 글만으로는 모르겠어요 일단 호감인건 맞는데 이 호감이 이성적 감정까지 가는 호감인지는 아직 모르겠음 좀더 보시는것도 지금은 썸 단계라고 가정하더라도 사귀고싶다 생각들면 바로 직진할거예요 이 남자분이 찐엔티제가 맞다면요
ENTJ,뭔가 강력한게 없네요
INTJ,별 상관 없습니다
INTJ,관찰연구쳐다보기 이론과 가설 정립성격파악 그 후 확인 실험만남과대화
INTJ,관찰하고 연구하고 몰래 지켜봐요
ENTJ,엔티제인데 호감 있으면 작성하신 것 처럼 됩니다
ESTJ,인정입니다 
ENFP,엠비탸이를 떠나서 믿음 신뢰는 바탕에 깔고가야하는 것 아닌가요
INTJ,이거 맞습니다 이 정도는 되야 찐사랑
INTJ,이게 맞는듯
INTJ,몰랐던 미지의 영역인데 알게되면 깊은 내면의 성장을 가져다 주는 나보다 소중한 나를 만나게 되는것 인생의 0순위가 존재할 수 있구나 싶은것 가슴 벅찬 설렘을 경험할 수 있는 인생에 몆번 안오는 기회
INTJ,상대가 크게 변하지 않는한 저는 꽤 오래가는 편입니다 물론 연애초보다는 줄지만 설렘이나 좋아하는 감정자체는 10년이상도 가능
INTJ,상황때문이면 돌아올 수 있을것 같아요 아직 사귀기전이니까 사귀게되면 그때부터는 또 새로운 사랑이 시작될수 있을것 같구요
INTJ,붙잡아 주시면 올거에요 
INTJ,진짜 대단해보여서 한말같아요
INTJ,말 그대로요
INTJ,번역기 여러가지 일이 있어서 힘들지않았어 다른사람 같으면 울거나 좌절하거나 티를 냈을텐데 너는 내색하지 않고 텐션 유지하는게 기특하고 위로해주고 싶다 그러나 위로하는 말은 나도 못하니 좋아보인다는 말로 칭찬할게 많이 힘들면 티내도 될텐데 뜬금없이 꺼냈다는건 그동안 이 말을 어떻게 꺼낼지 계속 망설이다가 지금 하는것임 결론은 칭찬과 위로 인티제가 칭찬과 위로를 한다는것은 소중한 사람이라는 뜻
INTJ,아 그렇다면 나는 텐션 떨어지는데 넌 잘 버티던데 대단하고 부럽다 나를 좀 위로해주렴 이런 느낌이네요 자기 힘들다는 얘기 감정 얘기 남들한테 잘 안하는 편입니다
INTJ,넹넹 힘든얘기나 감정표현을 인티제가 먼저 꺼냈다면 믿을만한 사람이고 마음을 나누고 싶은 사람입니다 그리고 매일 통화한다는 자체가 최소 썸단계 이상임
INTJ,공부고 뭐고 관심없는 사람이랑 통화자체가 싫어요 호감이 있으니 같이 공부도 하고 싶지요 평생 혼자해온 공부인데 뭘 통화까지 하며 하겠습닉까 공부만 목적이면 사적인 통화 절대 안할거고요 데이트는 안하나요 
INTP,인티제 눈에는 대부분의 사람이 감정기복이 심해보여서 그 사이에 감정기복 적고 평온한 사람을 보면 사막에 오아시스 발견한 느낌으로 좋습니다썸이면 화이팅
INTJ,오래 지켜봤는 정말 좋아보였나봐요 애정이 느껴지네요 왜 그렇게 생각했냐고 물어보면 신나서 설명할지도 몰라여
ENTP,솔직히 태어나서 한 사람한테 이렇게까지 많이 배려라는 단어를 써 본적이 없습니다 저에대한 배려를 안한다고 제INTJ에게 수없이 말을 했는데 이런건 안고쳐지나봐요
ENTP,저도 예전에는 다투고나면 너무 맘이 아프고 그랬는데 오늘은 속상하고 그런것도 있지만 좀 뭐랄까 맘이 오히려 차분해지고 진짜 이기적인 인간이구나 하는 생각이 드네요
ENTP,전 글까지 보고와주셨네요 감사합니다 네 좋아하는 마음이 있으니 쉽게 놓아지지 않는게 사실이긴해요 제가 다 끌어안지 않으면 늘 이렇게 다툼이 있을 것도 보이구요 제 친구도 그러더라구요 제 INTJ 연애만하지 결혼은 아닌것 같다구요 근데 제가 연애따로 결혼따로 그게 안되더라구요 진짜 배려라는 말을 이렇게까지 한 사람한테 많이 써 본 기억이 없습니다 제가 제 INTJ를 많이 사랑하긴 하지만 저보다 더 소중하진 않으니까 저도 진짜 진지하게 고려를 해보고 결정해야 겠습니다 진심어린 조언 다시 한 번 감사드립니다 울보님
ENTP,스카이 님 댓글 읽으니 마치 제 상황을 다 아시는 분 같아서 깜짝 놀랐습니다 저희는 기본적으로 결혼을 전제로 만나는 사이인데 제가 그런생각을 지속적으로 하게됩니다 내가 이 사람의 이 단점을 다 안고 살 수 있을까 하구요 물론 저도 단점이 있고 모든 사람이 완벽하지 않지만 내가 이 모든걸 끌어안고 살 수 있을까 하는 생각을 해요 결혼하신 분들 얘기 들어보면 연애랑 결혼은 진짜 비교가 안되고 부딪힐 일이 수도 없이 많다구요 네 저는 제 INTJ한테 바로 말 안해요 한동안 지켜보다가 내가 바르게 행동하면 보고 배우겠지 하는게 있어서 꾸준히 지켜보다 얘길하는데 말을 해도 안고쳐지니 현타가 온다고 해야할까요 오늘 제가 다투고도 맘이 아픈것보다 이성적으로 이게 맞나 하는 생각이 드는게 스카이님 말씀 해주신 부분 이예요 내가 어떻게되든 내가 무슨 생각을하든 자기 알바 아니라고 하니까 나 같으면 나한테 소중하고 귀한 사람한테 화가 난다고 저렇게 말하지는 않을 것 같은데 하는 생각이 들었습니다 저는 제 INTJ를 너무 귀하게 여기는데 항상 제가 운전을하거든요 오늘도 집에 오는길에 보조석에 앉은 제 INTJ가 에어컨 바람 싫어하는거 아니까저는 더위를 너무 많이 타요 차에 타자마자 쿨링시트 켜주고 라디오 음악소리 너무 큰지 어떤지 물어봐서 본인 편한대로 해주고 저는 사랑하는 사람한테 이런 사소한 배려가 필요하다고 생각하는데 그러고 돌아와서 들은말이 짜증나네였네요
ENTP,스카이님 댓글을 몇번이나 읽게됩니다 눈물이 왈칵 나네요 정말 스카이님도 제 맘을 알아주시는데 제 INTJ는 왜 모를까요 어디선가에서 본 적이 있는 것 같은데 말씀처럼 만나야 할 이유와 만나지 말아야 할 이유를 종이에 쭉 써내려가 보라고 했던 말이 기억이 납니다 이 사람이 내 인생에 마지막 사람이다 생각하고 살았는데 그런 어리석은 생각 지우고 진짜 만나야 할 이유와 아닌이유를 냉정하게 적어내려가 보겠습니다 그 누구보다 중요하고 소중한 사람이 나라는 걸 잊지않도록 망각하지 않도록 중심을 잘 잡아야겠습니다 정말 진심으로 감사드립니다 스카이 님
