mbti,text
ENFP,인팁이랑 친해지는중인데 제가 귀찮거나 할까요
ENFJ,여자 인팁과 썸
ENTJ,ENTP 남이 노빠꾸 직진해서 사귀는데
INTP,ENTP 직진은 어떻게 하나요
ENTP,결혼한 엔팁 질문 받습니다
ENTP,기버 기질이 부족한 거 같아요
ENTP,가치관차이가 큰 친구랑 대화할때 싸우기싫어서 그냥 넘기게되네요
ESFJ,인팁 너무 귀여워요
ISTJ,INTP 남친 다정하게 말로 표현하는게 부족한데
ENTP,NTP와 확신
ISFP,인팁 썸인지 호감인지 어장인지 참 견 좀
ENTP,ENTP이 바라는 이상형
INTP,읽다가 공감한 인팁 관련글짤
INFP,어느 착한 인팁
ENTP,ENTP는 한국과 일본중 어디에 더 잘 융화될가요
ENTP,ENTP 원동력은 바로 바로
ENTP,한번씩 인간관계 다 끊고싶어요
ENTP,돈 쓸 때 즐거워
ENTP,엔팁인데
ENTP,ENFJ 남편이 보는 ENTP 아내 feat말 많음 주의
INFP,entp 이야기 들어주세요
ESFJ,ESFJ남me INTP녀 썸중에 느낀점 장문주의
INTP,MBTI 정확하게 아는 방법
ENTP,엔팁며느리 vs isfj 시어머니 어떨거같아요
INFJ,인팁의 이성친구
ENTP,인팁분들은
ISTJ,엔팁 동료에게 심쿵당한 썰
ENTP,인팁분들 도와주세요
ENTP,엔팁님들 웃지 말아야 할 상황에서 갑자기 웃음 터진 적 있나요
ISTP,ISTP가 본 mbti 2편 INTP
ENFP,INTP 특히 Ti유저들 말할 때 장황하나요
ENFP,인팁이랑 연애 시작했어요
ENFP,인팁 전남친 안읽씹의 심리가 궁금합니다
INFJ,인팁남에게 먼저 호감표현
INTP,엔팁이 군침싹 표정으로
ENFJ,인팁 여자분들 원래 선톡 잘 하시나요
ENTP,저는 절대 I가 될수 없다는걸 새삼 느끼네요
ESFP,intp 남자분들은 연애 텀이 짧으신가요
INTP,정떨어지는 순간
INFP,인팁 남자친구에게 갑작스런 선물
INTP,저는 챌린저스나 스터디 같은 거 만들어서 뭐랄까 할 수 밖에 없는 환경을 만드려고 노력하는데 본성이랑 안맞아서 좀 힘드네요 지금은 취준생이라 몇 시까지 독서실 가기 영양제 먹기 일주일에 몇 시간 공부하기 요런 거나 약간 충동적으로 중독적인 것도 많이하는 편이라 인스타 유튜브 30분 이하 보기 이런 것도 하고 있네요 하루 계획짜서 실천하는 앱도 써봤는데 지속하는 게 쉽지 않아요 그럼에도 불구하고 생활 자체가 늘어지는 느낌 무기력함은 심한 느낌이에요 특히 할 일 미루기 방 대청소 지금 마음만 먹고 6개월 이상 안하는 중 이런 습관 어떻게 보완하는지 궁금해요 특히 동족인 INTP 분
ESFJ, 인팁은 진짜 단순해서 좋아요 이상한 포인트에서 고집 센데 저런건 또 고집도 안 부림 그냥 입력값대로 출력
ENTP,사실 글에다가 장황하게 생각이나 정리해 적다 보니 답답할 때도 있어요 아마도 같은 엔팁이나 인팁 정도 되야만 받아줄 만한 뻘소리도 하고 싶고요 얼마나 스스로가 마음에 들고 자랑스러운지 떠벌이고도 싶고요 무거운 이야기는 다 집어치우고 하루종일 히히덕거리고도 싶어요 오늘 어린이날에 회사 행사가 겹쳐서 하루종일 거의 놀고 있는데 할 일이 없는 건 아니예요 근데 한 시간 정도면 처리할 수 있는 일 같아서 맘 편히 놀고 있습니다 무슨 일이 닥치든 다 해결할 수 있을 것 같은 느낌이 충만할 때 엔팁이라 행복합니다 인팁엔팁 들어오라는 글을 인프피엔프피 게시판에 잘못 올려도 마냥 행복합니다
ENTP,심심해서 들어온 분들 댓글로 본인 장점 적고 가세요 장점을 적기 싫으면 TMI 적고 가셔도 됩니다 TMI도 싫으면 뻘소리 적고 가셔도 됩니다 그것도 싫으면 돼지꿈의 흉을 보고 가세요
INTP,20대초부터해서 용감하다추진력있다는 소리를 은근 자주 들었는데요 그리고 차분진지한 성격이라 매번 깜짝 놀라는 반응과 의외라는 말도 들어요 어떤 신념이나 하고싶은게 있으면 바로 해야되는 편이라 주로 이런 상황에서 들은 거 같아요 혼자 어디든 잘 돌아다님 ex 장기간 해외여행 해외 콘서트페스티벌 완전히 다른 분야로 전공직종 변경 사람들 앞에 나서는 일ex 공연 발표 시위을 그닥 안무서워함 낯선 사람한테 말 거는거 잘함 모임에서 리더 역할 많이함답답한걸 싫어해서 어쩌다보면 총대매고 있음 다양한 일들을 거리낌없이 도전함 여느 내향형의 이미지와 달리 용감하다추진력있다 소리를 자주 듣는 거 같은데 사실 겁도 많고 사람 친밀해지는거 무서워하거든요 에너지도 적은 편이고 정식이든 약식이든 검사하면 항상 INTP 뜨고 제 생각에도 저는 인팁 그 자체인데요 근데 하고 싶은 게 강하거나 답답한게 있으면 재는 거 없이 실행하는 거 같아요 이런 부분은 생각만 많고 행동으로는 안 옮긴다는 INTP 설명하고는 안 맞는 부분이라 어떤 요인 때문일지 궁금합니다 또 1 다른 INTP분들도 이런 경향이 있으신지 궁금하고 2 제가 E가 좀 높은 편인데 혹시 이런 면모가 e가 높은 intp 혹은 entp분들에게서 자주 보이는 부분일지도 궁금하네요 mbti잘 아시는 분들 intp분들 많으신 것 같아 질문 한번 올려봅니다 
INTP,아무거나 다 환영
ISTP,보고 빵터졌네요 새로운 사람 앞에서 기빨려서 집에 가고 싶어하는 모습 보면서 어찌나 공감 되던지 
ENTP, 저는 사랑하는 사람말고 친구나 지인들 중 내사람 이라고 생각되는 사람들의 명확한 기준이 있는데요 그사람만의 배울점 장점들 특히 제 바운더리에 들어온 사람들 중 에서 가장 코어에 위치한 사람들 같은 경우에는 그 사람이 물질적 도움이 필요할때 ex돈 빌려줘 이런거 말구요 돈을 돌려 받을 생각 안하고 빌려줄수 있을것 같단 생각을 합니다 적게는 10만원 제가 벌이가 풍족할 경우에는 최대 100만원 까지도요 개인적으로 시간과 돈을 중요시 하는 편이라 저는 이런식으로 기준을 두고 내사람을 판별하는데 저와 다른 엔팁분들은 어떤식으로 내사람 기준을 정하시는지 문득 궁금해져서요 질문 1 다들 어떤 기준으로 내사람이라고 생각하시나요 바운더리에 들여놓는 기준 2 또 그사람에게 최대 얼만큼 해주실수 있나요 
INFJ,인팁 후배랑 더 가까워지고 싶은 사람입니다 저는 대학생이고 상대는 저보다 어리고 연애를 한 번도 안 해본 친구입니다 저는 인티제 인프제 왔다갔다 하는데 제 엠비티아이가 크게 중요할 것 같지는 않고 저에 대한 첫인상은 나쁘지 않았다고 확신합니다 왜냐면 질문 폭탄에 tmi 남발하고 외적인 칭찬까지 막 해준 친구거든요 사실 제가 반했던게 제 눈을 계속 쳐다보면서 쫑알대는데 너무 귀엽더라구요 눈이 예쁜 친구입니다 물론 그러고 학교에서는 아는척도 안 하더라구요 저도 잘 못해서 그냥 살았습니다 그러다가 어느 모임자리에서 제가 상대 근처 자리로 옮겼는데 정확하게 저 알지 않으세요 때 만나서 얘기했었는데 이런 식으로 저한테 말을 걸더라구요 그 이후는 제가 좀 뚝딱였으니 넘어가고 암튼 그렇게 아는 사이가 됐습니다 그렇게 지내다가 제가 어떤 계기로 말도 걸고 연락도 좀 했구요 그러다가 이 친구가 좀 부담스러웠는지 까먹은건지 안 읽더라구요 그게 이틀 갔는데 내용도 별거 아니었지만 그래도 저한테 관심 없다는 생각이 들어서 마음을 접으려 했습니다 학교에서도 딱히 말을 안걸고 못 보는건지 못 하는건지 인사하기도 힘든 친구입니다 그렇게 지내다가 최근에 어떤 계기로 제가 말을 걸었는데 원래처럼 저한테 말도 잘하고 농담도 하더라구요 그래서 아 진짜 그냥 자연스래 끊긴거구나 내가 싫다거나 그런건 아니었구나 생각을 하고 좋았습니다 지금은 제가 막 좋고 그런게 아니어서 오히려 편하게 연락에 텀도 두고 굳이 귀찮게 질문하지 않고 적당히 관심사 겹치는거 공유나 하고 농담이나 하면서 편하게 연락하고 있고 만나도 전보다 덜 긴장하게 되고 좋습니다 그런데 제가 호감이 없는게 아니기 때문에 마냥 이렇게 지내고 싶지는 않은게 사실입니다 그래서 조금씩 가까워져 보고 저도 상대에 대해 더 알고 얘도 저에 대해 더 알게 만들고 싶어요 현재 상황은 아예 대화가 끊긴 상황에서는 제가 꺼내고 아닌 상황에서는 이 친구가 대답을 늦게라도 하면서 꾸준히 이어가고 이전 연락이랑 다르게 질문이나 선톡도 종종 합니다 본인 뭐하는지 꾸준히 찍어 보내고 부탁한 적 없어요 관심사에 대해서 말할 때는 엄청난 수다쟁이입니다 최근에는 제 걱정도 해주고 응원도 해주더라구요 이런적 처음이었습니다 특히 툭툭 던지듯이 좋은 말 해주는데 마음이 찡한게 기분이 좋았습니다 암튼 그래서 이렇게 이 속도로 천천히 더 친해지고 싶은데 사람이 연락만 해서는 가까워지기 힘들다는 걸 요새 몸소 느끼고 있거든요 그렇다고 약속을 잡으려니 이전에 한 번 거절당한 적도 있고 딱히 핑곗거리가 없어서 망설여지네요 원래 이런 친구라고 보기에는 이전에도 몰랐던 다른 모습들을 보여줘서 마음을 좀 열었구나 싶긴 한데 인팁은 본인이 좋으면 먼저 막 뭐 하자고 하고 말도 건댔는데 그건 아니기도 하고 연애 경험이 없고 주변에 남자도 없는 사람이라서 본인이 어쩌고 싶은지 제가 왜 연락하고 관심가지는지 이유도 못 깨달은게 아닌가 싶기도 하네요 그래서 제가 어떻게 가까워지면 좋을까 너무 고민이 됩니다 계속 이렇게 연락하고 학교에서 인사 정도 하고 지내면서 거리감을 줄여 나가는게 맞을까요 연락 할 때 관심사도 겹치고 유머코드도 맞아서 저한테 재밌다고 자주 말해주고 저도 이 친구가 툭툭 하는 말이 너무 웃깁니다 요즘 거의 INTJ로 나오는 제 성향 변화도 한 몫 하는지 이 친구랑 연락할 때 조급하거나 텀에 딱히 신경쓰지 않게 되더라구요 그래서 연락하는게 심적으로 힘들지는 않습니다 이 전에 할 때는 많이 기다렸거든요 그러고보니 요즘은 길어도 1시간 이내에는 답해주고 나 이모티콘 남발이 아닌 대화다운 대화를 많이 하고 있네요 두서가 없었는데 사실 고민 얘기하면서 제 마음도 정리해보고 싶었습니다 잘 지내고 싶고 오래보고 싶지만 동시에 더 가까워지고 싶기도 한 사람이라 조심스럽게 생각하게 되네요 인팁 님들이나 인팁을 잘 아시는 분들은 어떻게 생각하시는지가 궁금하네요 이 친구가 저를 어떻게 보는 것 같은지 어떻게 친해지면 좋을지 가능성이 있긴 한건지 꼭 소중한 의견 남겨주시면 감사하겠습니다 너무 고민이에요 
ENFJ,저는 개인적으로 편함을 가지려는 것보다 설렘을 추구하는 편인데 인팁 분들은 어떠신가요 호감 있는 사람에게 다가갈 때 먼저 가까워지고 편해지려고 하시면서 호감 있는 걸 그대로 표현하시나요 아니면 그냥 밀당 하며 말 그대로 어중간한 썸을 타시는 편이신가요 표현이 애매모호한데 그냥 썸 어케 타시나요
INFJ,httpscafenavercommbticafe862723 저번에 글 올리고 이틀정도 연락 안 하니까 먼저 선톡이 왔어요 그 뒤로 연락하다가 인팁 짝남한테 연애할 생각 있는지 슬쩍 물어보니까 싫지는 않은데 굳이 할 생각은 없다고 하더라고요 인팁이 이렇게 말하는 건 연애할 생각이 없다는 건가요 상대가 너무 좋은데 여기서 그만두고 접을지 더 적극적으로 해야할지 모르겠네요
ESTP,소개팅을 여러 번 해봤는데 이렇게 솔직한 분한 40분 얘기하다가 할말이 떨어졌다고 말하실 정도 은 처음인데 저 마음에 든다고 대놓고 말하시긴 하셨거든요 근데 원래 이렇게 카톡이랑 갭이 있나요 첫만남이라 제가 이 분 집근처로 갔는데 대화마치고 1시간 10분 정도 뒤에 집 도착했어요 예의상이라도 집에 잘 들어가셨나요 잘 도착했냐는 카톡이 와있을줄 알았는데 없었고 제가 먼저 선톡했습니다 저는 방금 집도착했다고 쉬고 계시냐고 물어봤는데 답이 왔구요 딱히할말도 없고 해서애프터는 다음주 토요일에 보기로 했어요 그 자리에서 잡아서 네 푹 쉬시고 내일 출근 화이팅하세요 보냈더니 네넹 라고 답장오셨네요 이 다음 스텝을 어찌해야될지 모르겠네요 인팁여자분들 도움좀 
ISFJ, 잇프제가 보는 엔팁 이미지는 자신감 넘침 창의적 터프한 성격 E중에서 I 논리적인 사고 나만 좋으면 돼 마인드 집단 반항적보수적인거 극혐함 재치 있고 말재주 좋음 딱 이게 떠올라요 반대 유형 최고 최악 투표해서 그런지 제 반대 유형은 절 어떻게 보는지 궁금해져서여 
INFJ,안녕하세요 저는 infj이구요 12주에 한 번씩 함께 시간을 보내고 있는 인팁이 있어요 저희는 이런 사이입니다 친구로 알던 사이였는데 몇 년 흐르고 우연한 계기로 다시 만나 요즘 자주 보고 있어요 취미가 통해서 앞으로 같이 하고 싶은 일이 많아요 실천하지 않았지만 다음엔 이거하자 저거하자 계획도 많이 세워 둔 상태입니다 티키타카하다가 인팁 쪽에서 제안하기도 하고 제 쪽에서 제안하기도 하고 같이 할 일 리스트가 계속 만들어지고 있어요 인팁과 저는 서로에게 스토리 좋아요도 꾸준히 눌러주구요 각자 일상을 잘 살고 각자가 행복하고 건강하기를 바라고 만날 땐 즐거운 그런 사이예요 서로 사귀자는 말은 안 했구요 근데 연애 시작도 안 했는데 느껴지는 이 안정감 뭘까요 저는 이 인팁에 점점 스며들어서 불타는 사랑까진 아니어도 은은한 사랑을 느끼고 있고 좀 더 가까워지고 싶어요 초반엔 고백하고 싶은 마음이 엄청 컸는데 지금은 뭔가 그냥 이대로도 좋다 그냥 흘러가는 느낌 참 저도 수동적이죠 제 마음은 정확히 아는데 그걸 표현을 못하겠어요 근데 왜 인팁은 선톡을 전혀 안 할까요 약속 전 이따 보자 말고는 거의 안 합니다 제가 선톡을 보내면 대화가 잘 이어지구요 저는 가끔 할말있으면 툭툭 보내거든요 저도 개인시간 중요한 사람인데 그래도 전 얘가 자기쪽에서 먼저 일상톡을 보내주면 좋겠어요 제가 생각하기엔 인팁이 선톡 안 하는 이유는 1 서로가 서로에게 분명하게 이성적 호감을 가지는데 관계의 다양성때문에 친구로도 충분히 이럴 수 있다 나에게 본인이 이성적 호감 가진 걸 굳이 드러내고 싶지 않아한다 그러니까 마음표현을 조심스럽게 생각하고 있다 2 친구로만 생각한다 근데 글쎄요 그렇다기엔 대화가 정말 깊고 만나면 막차시간 전까지 함께 있어요 3 일상 연락 안 하고 만나는 걸로만 충분하다고 느낀다 적다보니 저는 쌍방으로 확실히 연인으로 좋아한다는 사실을 스스로 확인하고 싶은 것 같네요 제가 고백을 어서 하는게 답일까요 
INTP,저는 디카페인 커피만 먹어도 심계항진이 오고 오후 2시 일반 커피 한 모금으로 새벽 2시에 간신히 잠이 드는 카페인 가성비가 넘치는 몸 하루 6시간만 자도 웬만하면 안 졸려서 일상이 no커피입니다 그런데 몇주전 거의 밤을 새야할 일이 생겨서 디카페인 섭취 요러분 디카페인도 카페인이 미량 있습니다 제 몸으로 테스트해봤습니다 중간에 너무 피곤해 한시간이라도 눈 좀 붙일랬더니 내 몸 어떤 장기가 쿵쾅쿵쾅 난리가 남 카페인도 길항제가 있을까 하는 번뜩이는 생각이 스쳐지나가 카페인 길항제 바로 검색 테아닌이란 것을 발견 즉시 구매 다음날 커피를 마실때 같이 먹으니 기분과 정신은 차분해지는데 커피의 각성효과만 나타남 오오오 그 후로 잊고 있었다가 어제 신경질 나는 힘든 일을 끝마치고 입맛도 없어서 저녁 7시에 한알 먹었는데 잠이 와서 침대에 누웠다가 이제 일어나서 글을 쓰고 있습니다 매우매우매우 개운하군요 오래잔건 몸이 피곤했던 탓도 있을겁니다 저는 영양제를 여러종류 챙겨먹는 편이라 효과 부작용 등을 꼼꼼히 체크하는 스타일이지만 약사는 아니니 약질문은 지양부탁드려요 효과는 진리의 사바사입니다 
ENFP,본인이 생각이 좀 많아지나요 어제 같이 놀다가 헤어지고 각자 집 갔는데 하트 이모티콘을 3분 텀으로 엄청 보내놨었다가 또 오늘 연락하니 미지근하네요 어디서 봤는데 내가 얘를 좋아하는 이유에 대해서 다시 생각 하고 그게 뭐 맞으면 합리화를 하면서 어쩌구 했던거 같은데 지금 그 기간인걸까욬 카톡 답장 없었던 적이 없는데 없네요 지금
ENFP,안지 한달 정도 됐고 매번 친구들 껴서 놀았었는데 요즘 뭔가 저한테 호감을 보이눈거 같아서 한번만 봐주세요 1 술자리 무조건 내 옆에 앉음 2 걸음 빠른 사람인데 어디 갈때 항상 내 옆에만 있음 3 카톡 칼답에 할말 계속 이어나감물음표는 없음 4 귀엽다 예쁘다는 말 자주 5 뭐 묻었었는데 물티슈로 직접 지워줌 6 카톡 안올땐 또 아예 안옴 7 둘이 놀잔 말은 내가 먼저 꺼냄 8 논다고 하면 누구랑 노는지 계속 물어봄 9 그러면서 소개 받으라고 자기 지인 사진 보여줌 뭔가요
ENTP,주변에 가까운 엔팁 지인이 있는 사람이라면 아마 만약에 로 시작하는 질문을 받아본 적이 있을 거다 정말 가까운 사람이라면 그런 질문 공세에 시달리고 있거나 함께 즐기고 있을지도 모르겠다 주로 S 특히 SJ 유형에게 있어 이런 가정법에 근거한 질문은 보통 무의미하게 받아들여진다 일어나지도 않은 상황에 대해 답을 내리는 게 현실적으로 어떤 의미가 있는 것일까 엔팁에게 있어 이 질문은 몇 가지 의미를 갖는다 물론 어떤 엔팁은 이보다 많은 의미를 부여할 수도 있다 1 단순한 여흥 2 순수한 궁금증 해소 3 상대방에 대한 정보 획득 1번이야 엔팁을 비롯한 특히 NP 유형들에게나 여흥이 되는 경우가 많아 정말로 별 의미가 없을 수 있다 2번 역시 엔팁을 비롯한 특히 NT 유형들에게나 여흥이 되는 경우가 많아 마찬가지로 의미가 없을 수 있다 3번이 중요한데 엔팁은 질문에 대한 답을 통해 상대방을 파악하기도 한다 질문 자체는 1 2번의 의미로 무심코 떠올렸어도 결과적으로는 답변이 정보의 형태로 저장되고 판단에 활용될 수 있는 것이다 엔팁 만약 평생 치킨만 먹고 살아야 한다면 살 수 있을 것 같아 엔프피 당연하지 내가 치킨을 얼마나 좋아하는데 엔팁 만약 나랑 치킨 중 하나만 선택해야 한다면 엔프피 당연히 치킨이지 내가 치킨을 얼마나 좋아하는데 엔팁 우리 헤어지자 때로는 단순한 질문보다 이런 질문을 통해 더 많은 정보를 알 수 있는 경우도 있다 쉽게 답하기 어려운 고민이 좀 필요한 질문이라면 더욱 좋다 답변뿐 아니라 답변하기 전후의 모습의 변화 등을 통해서도 제법 많은 것을 알 수 있으니까 물론 대개는 1 2번의 의미를 갖는다
ENTP,제목곧내용 공부만시작하면 다른 새로운사업아이디어가 떠오르는 엔팁인 제자신에게 잘맞는 공부법이 있을까요
INTP,E가 진짜 압도적으로 많은것 같아요 제가 헛소리하고 개소리하면 그냥 같이 헛소리하고 웃고 개소리로 알아들으면 되는데 내게 그렇게 해주는 친구가 유일한 E 바깥에서 개드립쳐도 외향형들이 젤 잘 웃어줌 사바사겠지만 선비처럼 굴면 팍식인데 찰지게 받아주면 얼마나 기분이 조은뎅 프사 얼굴로 해놨는데 화질 구린걸로 해놔서 프사 예수님 사진 화질 이렇게 카톡했을 때 전화해서 배꼽빠지게 웃어주는 친구 넘나 소중해 전화통화하는데 개가 계속 짖어서 무의식 중에 개소리가 심하네 했는데 푸하하 숨넘어가게 웃는 친구 나한테 지금 개소리라고 하는거야 나 지금 진지한 얘기하잖아 하는게 아니라 걍 유쾌하게 받아주는 친구 근데 이건 E냐 I냐가 아니고 그냥 코드죠
ENTP,엔팁이 너무 좋네요 왜그런지모르겠지만 그냥 존재만으로도 멋지고 간지작살나고 개쩔고혼자서 다하네요 그냥 하나란녀석
ENFJ,제 스타일이셔서 먼저 연락드렸는데 고등학교 시절 선배 답 텀 빠르면 12분 젤 늦는 게 30분 정도 지금 다른 곳에 계셔서 11월 12주에나 뵐 수 있을 것 같은데 대화 흐름 끊길까 봐 조마조마 해요 인팁은 가벼운 대화는 별로 안 좋아한다고 하더라고요 다들 그러신가요 딥한 대화로 어떻게 이주를 버틸까요 3일 꽉 채워서 대화했어요 금사빠라 벌써 결혼까지 생각함 진짜 잘 되고 싶은데 팁 좀 주세요 인프피분들도 괜찮아요
ENTP,1 카톡 2 전화 3 만나서 그리고 어떤 표현을 해야 좋아하시나요
ENFP,엔팁 남사친이 있는데 두루두루 모여서 자주 놀거든요 술자리 하고 집 가면 꼭 걔한테만 집 들어갔는지 확인 전화 오고 다른 사람들이랑 술자리 하고 있으면 누구랑 노냐고 물어보고 카톡 등등 읽씹하거나 안읽씹하면 실망이라고 왜 읽씹하냐고 그러다가도 제가 당황하면 농담이라고 그러는데 이게 농담인가요 아님 진짜 마음이 있어서 질투 실망 하는걸까요 
INTP,개매력적 너무 웃기고 너무 귀여움 미친 존재감 내 주변 99 무한 FJ U0001f979
ISFJ,보통 엔팁들 보면 남자들 볼때 아무리 외모 평판이 그저 그렇거나 그거보단 나은 정도여도그니깐 인기남은 아닌 사람 자기 마음에 들면 끝인가요 보통 엔팁들은 즉흥파 기질이 있어 패션도 트랜드 말고 자기 감성으로 입는 사람이 매우 많더라고요 그런게 남자나 다른 거에도 적용되나요 
ENTP,글 읽다가 엔팁분들이 선호하시는 약속 잡는 시간대가 궁금해서요 1주일 이상 전 23일 전 당일 더 디테일한 상황을 설정하자면 약속 소요시간 46시간정도 장소 대중교통으로 1시간이내 Eg 강남에서 신촌가야하는 정도 금요일 퇴근이후나 주말
ISTP,인팁 남성분들은 썸이 길어지면 넘 루즈하다 느껴지고 마음도 식는 편인가요 연락하는 상대방이 대학생인데 요즘 좀 바빠서 종강 후인 12월에 보자고 해요 그런데 그 때까지 주구장창 연락만 해도 괜찮을지 모르겠어요 전 상관 없는데 상대방이 넘 루즈하다 느낄 수 있으니 더 빨리 보자는 식으로 말을 했거든요 근데 상대방은 바쁜게 다 끝난 후에 여유있게 자주 보자고 하네요 바빠서 그런건지 연락만 오래 해서 좀 지루하다 느껴서 그런건진 모르겠지만 연락 빈도수와 애정표현도 좀 줄은 것 같은데 근데 또 통화하면 나중에 이거하자 저거하자 하면서 표현 잘 해주고 어렵네요 12월 중순 쯤까지 연락만 하면서 서로 마음 유지를 잘 할 수 있을까요
