mbti,comments
INTJ,"저도 그게 너무 마음 아팠어요... A4용지 세 장이 넘는 편지로 구구절절 그때 내가 너무 아팠고, 내 아픔에 매몰되어서 너에게 얼마나 상처가 될지 알면서도 내가 죽을 것 같아서 그랬다고 미안하다고 설명했지만, 시간을 갖자는 말을 마지막으로 사이가 스러졌거든요. (이후 1년쯤 지나 제 결혼식때문에 연락을 주고 받고, 결혼식에 옴)

제 목숨같이 여기던 친구였어요. 부담이 될까봐 한번도 그렇게 말한 적은 없지만. 서로 힘든 시절 지날 때 대신 울어주고 어깨를 빌려주던, 친자매보다 더 친한 사이였는데, 제 손으로 끊어낸 모양이 되어버렸네요..ㅎㅎ"
ISTJ,넘 슬프지만 ㅠㅠ 스윗님도 어떤 나쁜 의도가 아니라 본인이 너무 힘들어 살려고 하신 행동이니ㅠㅠ 인연이 아니었나봐요..... 저도 그런 친구 있었다가 시간이 좀 지나고 다시 화해해 다시 친하게 지냈지만 절대 예전 같지 않네요. 사람 인연이란게 그런가봐요
INTJ,"그냥 스쳐지나갈 수도 있는 상관없는 사람의 댓글을 구구절절 읽고 공감해주시고 따뜻하게 대답해주셔서 정말 감사합니다, 시토님:) 쓸쓸한 마음에 온기가 전해졌어요. 즐거운 저녁 보내세요!"
ISTJ,스윗님두요🩷
ENTP,잇티제 너무 귀여워요...진짜 와랄랄라하고 싶은 매력이 있어요. 츤츤 거리면서 챙길거 다챙겨주고 똑똑하고 차분하고 생활력강하고❤️제기준 최고에요.
ISTJ,"아악..... 저도 여자 동생들한테 둘러싸여 귀여움을 잔뜩 받은 집단이 있었는데 은근 좋더라구요 E의 귀염둥이가 되는것,,"
ENTP,시토님은 여기서 댓글로만 봐도 귀여우신데 실제로는 더 귀염폭발 하실거 같아요ㅋㅋ 게다가 유머센스도 있으셔서 더 E들이 좋아하지 않을까 싶습니다. 일단 저는 시토님 너무 좋거든요ㅋㅋ😚
ISTJ,앗 역시 플러팅 장인 엔팁.... ㅋㅋㅋㅋㅋㅋ 저 지금 헤벌쭉하고 있다구요 책임지세여!!!!
ENTP,제대로 들어갔나요?! 판사님 저는 사실만 말했을뿐입니다.😉👍💕
ISTJ,어우 노드님 주변 내향인 여성분들의 심장에 애도를....여자깨나 울리실 팔자십니다ㅋㅋㅋㅋㅋㅋ
ISTJ,저도...esfj의 간택을 받아......여기까지...
ENTP,케헤헥 파티에 데려가주마ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INFP,도대체 어떤 일을 겪으신 건가요..??
INFP,모루겠어요 하도 주변에서 너는 T같다 그래서 아니다 나는 F다 라고 고집했는데 해보니 티가 나오네요^^;
INFP,부러워서요ㅋㅋㅋ
INFP,인프피가 싫은신가보네요 ㅎㅎ 전 아무생각이 없는데ㅎㅎ 하도 주변에서 에프아닌것 같다 넌 티다 그래서 해봤어요
INFP,나자신인데 그래도 싫다고 하는건 좀 그렇고ㅋ 가끔 불편할때가 있긴 하죠
INFP,아하 그럴수도 있겠네요 ㅎㅎ 암튼 제가 약간 현실주의더라고요 ㅎㅎㅎㅎ그래서 저렇게 나온것 같습니다
INTJ,"5w6이 나오셨으나,1w9,3w4 또한 충분히 고려해볼만합니다"
ISTP,디스도 티키타카 맞아야 하는거쥬~~ㅋㅋㅋㅋㅋㅋ
ESFP,ㅋㅋㅋㅋ 잘맞는건가여 ㅋㅋㅋ 😃👏🏻
ISTP,ㅋㅋㅋ서로 재미있어할거같은데여~
ESFP,😍 예잉 ~
ISTP,근데 엠비티아이 배제하고 사귀는 사이도 아닌데 그렇게 싸우면 아 벌써 안맞네 할거같아요
ENTP,아마 엔팁빼고 그럴걸요 ㅎㅎ ; ;;
ISTJ,남자는 아니지만 피곤하고 싸울일 자체를 안만들듯 생각만해도 에너지 후달림 특히나 나이들수록 정리하게되죠 열정도 없어지고
ISTJ,전 연애할 때도 싸우면 마음이 조금씩 식더라고요ᅲᅲ
INFP,"어디서 봤는데
엣티제랑 인팁이랑 엠벼 궁합이 좋다던데
그걸까요"
ENTP,드럽게 책임감없네
ENTP,ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 속 시원합니다
ISTP,방구 뀐 놈이 성내는거고 적반하장도 유분수죠 개노답
ENTP,다 핑계 맞겠죵?
ISTP,"전 인스타 안하는데 sns에 차단 기능이 없을리가… 본문 글로만 보면 가스라이팅으로 님 이상한 사람 만드네요
서운한거 얘기했다고 3일동안 읽씹하는게 비정상이죠"
ENTP,어장충 ㅋㅌㅌㅋㅋ
ENTP,그쵸 !
ENTP,"적반하장이네요
나잇값 하란소리 들으니 좀 뜨끔한듯요
찌질한데 버리세요
엔팁 자존심 지키시죠 ㅋㅋ"
ENTP,에이 떠나가는 사람 잡지 않습니다 단지 이유가 너무 궁금했어요 ㅋㅋㅋㅋ
ENTJ,"저는 제가 빡세게 관리하는 편인데 살좀쪄라, 밥좀 제발 많이 먹어라 하던데요.. 근데 옷 단속은 너무 심함"
ISTJ,이전글 보니까 남자분이 선톡도 거의 없고 물어본것만 답하는 느낌이라 어장느낌은 전혀 아니던데 급 진한 스킨쉽이라니….. 놈팽이가 잠시 외로웠나? 얼굴 잘생긴 사람들은 얼굴값 하는 경우가 꽤 있져 ㅎㅎ
ISTJ,(험한욕 심한욕)
ISTJ,"퇴사 전에도 갠톡햇었나요?
퇴사전엔 안하다가 퇴사 후에 한거라면 호감이요!"
ESTJ,저 정도면 호감 있는거 진짜에요
INFJ,"그만큼 마음 상하게하기 싫어서 아닐까요
제남친도 화를 안내요 저라면 화냈을거같은게 몇번 있었는데 매번 조곤조곤 설명해줘요 최근에는 ""딴사람이면 이렇게 설명도 안한다.그냥 버겁다하고 헤어지자하지""하던데 그게 애정 아닐까싶어요"
INFJ,근데 잇티제가 왠만한 불만은 고쳐주던데..도저히 고칠수없는 부분 아닐까요?
ISTJ,남친이 원인제공 한거라… 아무말 못하는거 아닐까요?
ISTJ,"별 난리를 쳐도 가만있어요

이 부분이 좀… 걸리네요
저도 연애하면서 싸울일이 거의 없다보니
감정기복 심한 모습을 보거나
싸우게되면 늘 정이 떨어지더라구요…
마음의 크기가 확 줄어요

몇번 싫은 행동을 말했는데 안 바뀌면
또 저러네? 얘랑은 안되겠다 싶어서
서서히 마음정리합니다ㅜㅜ

물론 그 과정에서 싸울 필요도 못느끼구요
잇티제 잔소리가 없어진단게 좋은게 아니라..😭"
ISTJ,말해봤자 안 달라지니까 그런거죠 뭐 ㅎㅎㅎ 오히려 안싸우면 더 좋은거 아닌가요????
ISTP,인정합니다 싸워서 얘가 회피할 때마다 앱 하나씩 정리하고 있어요
ISTP,"맞아요 처음부터 말햇어야 했는데 처음엔 저도 괜찮은가 싶다가 점점 곱씹다보니 기분 나빠서 입 다 물었던 거 같아요
역지사지는 제가 나도 똑같이 해볼까 하니까 똑같이 해보래요
진지하게 대화하고 싶은데 그냥 너무 안 싸워본 티나고 말하는 방식이 그냥 잼민이 같네요
조언 감사합니다!!"
ISTP,"ㅋㅋㅋㅋㅋㅋㅋ 티나나용 ㅎㅎ,, ㅋㅋㅋㅋㅋㅋㅋㅋ 부끄럽네여 댓 감사합니당"
ISTP,맞아요 기분 상하면 그때 그때 말하는 연습을 해야겟어여 감사합니다
ISTP,맞아요 저도 이해돼요 근데 그렇게 못 말했던 게 그 시간에 게임하자고 정한 게 아니고 남자친구가 하는 시간에 제가 들어가서 같이 하자고 하다보니 어느순간 암묵적으로 같이 하는거거든요 사실 본인 개인 시간이고 정한 것도 아닌데 내 권리를 주장하는 게 맞나.. 하고 생각했던 거 같아요 ..
ENFP,혹시 무슨게임 하시나요!?
ISTP,오버워치요 ㅎㅎㅎ
ENFP,디코얘기도 하시고 해서 그런거 같았어요 >< 저두 옵치하는데
ENFP,"근데 저는 만약에 남친이 매일매일 A,A 거리면 그자체로 진짜 빡칠거 같아요"
ENFP,"그리고 제 남친 istj인데 istj는 저 상황에서 여자친구가 기분나쁠거라는걸 모르지 않을거 같아요 ,, 다 알고 저러는거같아,,!!!!"
ISTP,"알 거예요 제가 그만해 라고 했으면 그만했을 거 같긴 해여 근데 ,, 안 그랬으니까 걍 A를 떠나서 다같이 게임하는 게 재밌어서 하고 싶었던듯요 ㅠ"
ENFP,마자요 제생각엔 좀 그 A란분이 분위기를 좋게 만들어주거나 다같이 게임하는데 도움이 되는 사람이라서 그랬을것 같아요 근데 또 겉바속바님이 기분이 나쁠수도있다는걸 알고있으니까 A를 좋게 생각하게 할려고 계속 A이야기를 했을수도 있을것 같아요
ISTP,그랬을 수도 있겠네요 감사해여
ISTP,"일단 A가 게임하다가 본인 마음에 들고 어느정도 게임 잘하는 사람들을 하나 둘씩 친추해서 모아놓은 방이에요 결국 다 서로 모르는 사이인데 A를 중심으로 모인거죠
A가 게임을 잘하진 않고요 아무래도 잘하는 사람들만 모아놨으니까 많이 이기고 그래서 남자친구가 재밌어하는 거 같아요 ! 성격은 A지만 남자친구한테는 B인 거 같아요
솔직히 어떤 마음인지 이해가요 저도 재밌었고 나쁜 의도 아닌 거 알고요 근데 그냥 질투가 날 뿐,,,,,,,,,,,, 🥲 그럼 그냥 제가 질투를 줄이는 게 맞나요?"
ENTJ,"남자친구한테 의사표현을 확실히 해보세요. 이유를 설명 안하면 그냥 꿍해있는 걸로밖에 보이지않을 수도 있어요. 생각보다 말을 해야지만 알아요.
글 내용을 보자면 남자친구 말대로 남친분이 '잘못'을 한 건 없으니까요. 센스가 부족한 거지"
INTJ,그렇군요 참고삼아 적어둔건데 ㅎㅎ 다른 분들 얘기 참고해볼게요!!
INTJ,둘이 무슨 관계인지가 중요할것 같아요
INTJ,남친의 남동생이에요! 한 3년 보고 지낸 사이라 친한데 이제야 속사정을 알게 됐어요
INTJ,알바 오늘 첫출근인데 주6~7일 하루 11시간 일한대서 걱정이에요 흑흑 (알아서 잘 하겠지 싶긴 한데...)
INTJ,넘 무리하지 않도록 챙겨줘야겠어요 ㅎㅎ
INTJ,"사실 저도 트라우마랑 공황장애가 있어서 상담 받으려고 많이 알아봤었는데 예산 부족하다며 안된다고 했거든요 ㅠㅠ 저랑 잇티제에게도 기회가 왔으면 좋겠는데,,"
INTP,"저도 약간 비슷한데 잇티제가 저한테 오해를 했더라고요
제가 아는 잇티제는 엄청 다가왔는데
제가 말을 다 씹었다고 하더라고요 기억도 안나고 구런적도 없는거같운데.. 암툰 만나서 푸니까 더 다가오는 느낌이긴한데
님이 그 분과 잘 지내고 싶다면 다가가시고 아니다싶으면 그냥 이대로 유지하는거도 나쁘진않을거같아요"
INTP,+ 근데 확실히 좀 뒤끝 있던 느낌이였던게 저랑 오해된 부분을 남한테 말하더라고요 제 앞에서 장난식이깅 했다만
ENFJ,제 상황이랑 너무 비슷해요! 상대남 istj 저는 enfj에요.
ESTJ,"몬가 순둥해보이는데 똑똑한 반전매력?... 😌 너무 어렵나용 ㅋㅋㅋ

그냥 어떤표현이든 듬뿍해주고 리액션 혜자스러운거 조와해요..."
ESTJ,반전 매력! 귀여움 <> 섹시 이런거요
ISTJ,"음.. 저는 인스타 잘 모르는데요. 가끔 들어가서 사람들 새로운거 올라오면 그냥 눌러서 봅니다. 궁금해서 보는거 아니고 그냥 시간때우기 용으로 보는편이에요.

재회 의사가 없다고 말로 했다면 그게 맞는걸거에요.
그러나 엔쀼티제님이 잔잔한 호수에 작은 돌멩이를 던져주셨으니, 언젠가 그게 마음에 일렁이는 날이 오게되면 연락이 올지도 모르죠.

그 전까지 굳이 신경쓰실 필욘 없으실것 같아요."
ESTJ,덜 친해서 그런듯 합니다
ISTJ,"썸= 매일 연락 아닐까요? 썸때조차 그렇지 않다면 연애때는 어떨런지..
저는 읽씹, 질문 없음은 관심 없을 때 합니다."
ENFJ,"만났을 때 폭탄 질문을 받았었는데 카톡상에서도 처음엔 선톡, 질문 많이 해줬어요. 최근에도 시간 될 땐 질문하는데 바쁠 땐 톡텀이 길고 대신 주기는 일정하게는 대답해줘요. 그 루틴이 너무 정확해서 여쭤봤어요."
ISTJ,그건 직종따라 다르지 않을까 싶기도 하네요. 그럴수 밖에 없는 환경이면..? 아니라면 주기를 정하진 않습니다
ENFJ,아. 그럴 수 있겠네요! 정말 감사합니다.
INFJ,"istj 남친은 연락 텀 완전 일정해요.. 좋으면서 답답해 죽겠는 ㅠ....
(좋은 이유는 뭐하고 있는지 예측이 되기 때문이에요)
일할 때 연락을 못하는 직종이라 더 그런 것 같기는 해요.
출근, 점심, 쉬는시간, 퇴근시간에 맞춰서 연락옵니다. 텀도 꽤 느리고요..
여전히 연락에 답답함을 느끼고 있는 중입니다...
시시콜콜한 얘기가 잘 안돼요 늘 자기할 거 하느라 바쁜 느낌이에요"
ENFJ,"처음엠 istj 남자분이 적극적으로 다가왔는데 제가 좋아함에도 상대방분이 제가 밀어내는 걸로 오해하고 연락이 멈췄다 3개월만에 다시 연락하고 있어요. 사귈 때 어떻게 사귀게 되셨는지 여쭤봐도 될까요? 스며들라 해서 조심히 다가가는데 톡답이 느려지니까 너무 힘드네요. 이게 맞나 싶고. 바운더리 튕겨 나간 것도 같아요. 아 그리고 생전 사진은 보낸적이 없는데 출장지 풍경 사진 하나 보냈는데 대신 단어 없이 사진만 보냈어요. 이걸 긍정적으로 봐야하는지 부정적으로 봐야하는지 여쭤요. 제가 Enfj라, istj는 저에게 너무 어려워요."
ENTP,바쁘거나 일 중 아닐까요
ESTJ,"언뜻보이는 내용이 딱히 답장할 말이 없거나, 바쁘면 안하거나 못하는 듯합니다~"
ESTJ,말이 이어지게 보냈는데도 일부러 안읽씹하는 경우는 연락하기 싫어서요 그대로 며칠동안 냅두고 나중에 삭제..ㅋㅋㅠ
ISFJ,약간 시골할머니같은 말이긴한데 남자는 국밥처럼 뜨뜻한 사람을 만나야 여자가 행복한거같아요. 따뜻한 사람에게서 따뜻한 사랑을 느꼈다가 싸우고나면 온탕 냉탕 담금질되고 인생 살기도 한결 수월하더라고요.
ISFJ,좋은분이시네요... 그걸 알아보신 쓴이님두 다정하신거같아요. 글이 따듯해요ㅎㅎ
ESFP,"말을 정말 예쁘게 하시네요 뷰러워요 🥹
잘읽고갑니당!"
ESTJ,"1 남친이 잘생겼을때만 티냈어요
2 네 눈치는 빠르지만 원하는대로 행동해주지는 않아요 그래서 눈치 없어보임
3 아예 노관심이었고 내스타일도 아닌 사람이라면 오히려 더 거리를 둡니다
4 나쁘지 않아요 자존감 높은 마음이 건강한 사람이라면 어떤 유형이던지 상관 없어요
5 그정도는 부담스럽지 않습니다
6 질문이요
7 너무 저돌적이다 싶게 적극적인건 부담스러워요 제가 먼저 다가가서 리드하는게 편합니다 난 툭던젔는데 홀라당 넘어오면 매력없다고 느낍니다ㅠ
8 너무 방방 떠있는사람은 별로 안좋아해요"
INFJ,그런가요 너무 아끼긴해요 근데 저도 사람이라 서운할땐 또 서운해서...이젠 잇티제에게 설레임 떨림보단 챙겨주고 싶은 맘이 자꾸 생깁니다 잇티제는 많이 의지하는 타입이 아니다보니 더 안쓰러워지는 마음이예요 착한 잇티제에게 싸움걸어서 죄책감 드는 밤입니다ㅠㅠ따뜻한밤 되세요!!^^
INFJ,"대화 나누면서 서로를 좀더 잘 이해할수 있는데
잇티제는 현실적으로 달라지는거 없는데 뭐하러 그러나 하나봐요
힘든부분이 100이면 꾹꾹 눌러담아서 10만 느끼려고 하는데
얘기를 함으로써 100을 다 느끼게된다고요..
그 얘기 들으니 잇티제는 민감하면서도 뭔가 인프제보다 더 섬세한거 같기도하더라구요.
듣고보니 이해도 되면서 얘기 안하면
사실 상대는 모르는 부분이라 제마음도 이해간다고 하네요.
제 불만에 그래도 좋게 설명해주고 저를 이해시켜주니
조금은 잇티제를 더 알게된것 같아요.
순리대로 가자고 흘러가는대로 가자 다 지나갈거다 라고 해주는 잇티제는
역시 찐어른같기도 합니다.
얼마나 삶이 힘들었고 그걸 버티려고 했는지 실감되기도하고요.
제 남친이 닷지님과도 참 비슷한것 같고
대부분 잇티제 남자분들이 좀 비슷한 느낌이기도합니다^^"
ISTJ,"내가 힘든 상황을 굳이 남에게 털어놔서 힘든사람이 두사람이 될 필요는 없잖아요.
심지어 내가 사랑하는 사람이 나를 걱정하며 힘들어 하는 모습을 더더욱 보기 싫을것 같아요.

나의 힘듦을 굳이 함께하자며.. ""함께하지 않는것은 서운해!"" 라고 토라지면 그 토라짐을 풀어주기 위해서
또 하나의 마음의 무게를 지게 되더라구요.

힘든데 더 힘들게.. 한다 랄까요?ㅜㅜ

만일 내 상황을 이야기해서 해결이 된다면 이야기 할것이지만 그 해결책은 스스로 해결해야 할 문제라고 인식했다면 굳이 남에게 이야기 하지 않는것 같아요.

힘든 상황이 끝나고, 스스로 해결하고 나서, 무용담처럼 ""그때 당시에 이렇게 해결하고 지금의 내가 되었다!!"" 정도로 훌훌 털어버리듯 이야기 할때 그렇게 뿌듯하더라구요.

말보다는 행동. 만일 잇티제 애인분께서 말보다는 행동이 따스한 분이시라면, 말로써 칭찬해주시면 어떨까요?
말을 통해 느껴지는 행복감을 배우고 따라하지 않을까요?"
INFJ,"사실 행동으로 사랑을 느끼고있던 부분이라 저도 많은 부분을 감내하고 있었는데요
이번에 만났을때 그런 마음이 안느껴져서 저도 한계에 닿은거예요.
그래서 얘기했더니 표현안하고 있었지만 많이 힘들다고 그러네요.
표현해주면 제가 알텐데 아무렇지않은척 웃기도하고해서
어느정도 괜찮아졌다고 생각했나봐요.
대화를 나누고 제맘은 한결 나아졌어요.
대화 중간에는 잇티제가 저의 불만에 버겁고 서운하다고 했지만요..
처음으로 서운하다고 했어서 맘에 걸리긴 하지만 저는 잘했다고 생각이 듭니다.
시간이 많은것을 해결해주기도 하겠죠 조금더 이해할수 있게 된것같아요.
칭찬도 할게요 잇티제는 제가 살면서 본 남자 중 가장 선한 사람같아요."
ISTJ,"두분이 대화를 통해 마음이 편해지셨다니 정말 다행이네요^^
예쁜사랑 이어나가시길 바랄게용ㅎ"
INFJ,감사합니다 잇티제분들 너무 따뜻하세요^^♡
ISTJ,엄.... 그것보단 방방 뛰고 치대는 스타일인줄 알았는데 알고보니 차분하고 똑 부러져 보이는 스타일이라면 더 멋있을것 같기도 합니다.
ISTJ,앜ㅋㅋㅋㅋ 어머님 완전 저희 아빠랑 판박이신데 k아빠 특인줄 알았는데 잇티제 특인가보내요...
ESFP,ㅋㅋㅋㅋ왠지 잇티제 특인것같아여 ㅋㅋ
ESFP,👉🏻👈🏻 뭔가 표현이 없다는 글이 많은거 같아서 적어봤어요 ㅎㅎㅎ🤣
ESFP,마자영 ㅠㅠ 근데 엄무니가 말로 표현까지 해주시면 감동받고 울거같아요 ㅠ ㅠ
ESFP,아ㅋㅋㅋㅋ 저동생이 잇프제인데 제가 감정형이라 그런지.. 저 울고있을때 저보고 누나가 울면 지켜보는 동생입장에서는 마음이 너무 아프다 누나가 행복했으면 좋겠다고 함서 울려고하는거에요.. 진짜 심장을 어루만져주는 거 같아서감동받아서 울었어요 ㅋㅋㅋㅋㅋ ㅠㅠ
ESFP,ㅋㅋㅋㅋㅋ 구러네여 저 언니는 istp이구 아빠가 esfp이실것 같구 제가 ie반반이긴해요ㅋㅋ잇티제쟈냐님 가족분들이 화목하게 지내시니 울일이 없으신게 아닐가여 !!!😍 생각해보니제가 눈물이 많네욬ㅋㅋ
ESTJ,"흠.. 애매하네요.. 안나가면 가까워 질 수가 없고, 나가면 불편해하고
처음부터 셋이서 만나는게 아니라 둘이 만나서 놀게하고 중간쯤 합류해서 좋은 인상 빡! 심어주기가 나을 것 같아요."
ISTP,엣티제 님도 자기 바운더리안에 드는 사람을 편하게 생각하시나욤?
ESTJ,"당연하죠! 바운더리 외 사람은 전혀 관심 없습니다. 그래서 일단 첫번째는 각인 시키기, 두번째는 상대방 반응보면서 티내기, 세번째는 반응에 따라서 직진할지 멈출지 결정 해보세요! 첫만남엔 어느정도 불편한건 당연한거고 관심이 있으시다면 지금 포기하기엔 너무 빨라요.."
ESFP,음..지금 너무 저돌적인뎅 조금 시간 지나고 좀더 친해진 다음에 다가가야할것 같은데용ㅎ
ESTP,댓글 감사드려요!! 겨울이님 말씀처럼 잘 됐으면 좋겠네요ㅠㅠ 응원감사합니당😉
ESTP,오옹 답변 감사드려요!! 참고할게용☺️
ISTJ,"(한번만 더 만나보고) “만날까”?
이 의미로 읽힙니다 저는!"
ESTP,저도 그렇게 읽었는데 많이..신중한가봐요 ㅎㅎ
ISTJ,"확신 없는데 냅다 내지를순 없응게요... 돌다리도 두들겨 보고 건너야죠...!
물론 오이씨님은 첨벙첨벙 물을 헤치고 건너신 뒤 돌다리가... 있었어..? 에이 뭐 건넜으면 됐지 하시는 편이시겠지맘...암튼 그렇습니다ㅋㅋㅋ"
ESTP,넵 잇티제로 말씀해주셔서 감사합니당 잔잔하게 기다려보려구요!
ESTP,아하..되게 까다롭군요..새로운걸 알아갑니다ㅎㅎ
INFJ,그냥 가지말란 의미 아닐까요?
ESFP,"그냥 가지말라고만 했으면 그런가보다 했을텐데 제가 가면 윽 이게 뭐야 이러면서 제가 닫혀있는 사람이라 안좋아할거라고 그러던데 닫혀있다, 보수적이라는 단어가 긍정적인 단어는 아니라고 생각해서요 ㅜㅠ"
ESTJ,"흠... 엣티제 별루 안보수적입니당 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 내사람은 아니었으면 하는...? 이상형에 대한 로망, 바램 같은건 있긴 하지만... 타투있든말든... 뭐 클럽을 가봤든 말든... 그래서 정확하게는 보수적이냐 아니냐 보다 편견이 있냐 없냐 인데... 전 편견이 없는 사람 같아요. 제주변 엣티제들도 편견 진짜 없음..ㅋㅋㅋㅋ 근데 규칙 규율이 본인들만의 선이 있는 유형이라 딱딱하다고 생각하고 사람들이 그래서 엄청 보수적일거다라고 생각하는데 보수적임과, 편견없음은 또 다른 문제라 ㅎㅎ

전 할건 하지만 노는 것도 새로운거 도전하는거 액티비티 다 너무너무 좋아요!! 이런것들 하고 살려고 저의 안전기반 같은 직장을 성실히 잘 다니는 것...

근데 쓴이한테 말한건 별의미 없는 것 같아요 ㅋㅋㅋ 꽉막힌 건 좀 과대해석이고... 그냥 이런 유흥문화 안좋아할 것 같아서 재밌게 못즐길 수 도 있다 이거아녜요?"
ESFP,로니님은 여자분이신가요? 엣티제 여성분들은 대체로 활동적이고 보수적이진 않더라고요! 근데 남성분들은 대체로 보수적이었던거 같아서요 ㅋㅋ
ESTJ,"네넹 여자예요 ㅎㅎ 저 주변 남엣티제들도 딱히 보수적임? 과는 거리가 멀더라구요. 그냥 본인들만의 선이 있지... 뭐 일을 너무 열심히해서 밖에서 놀고 다니겠어? 이런 이미지들이긴 한데...ㅋ ㅋㅋㅋㅋ 그것은 회사에서 보여질 뿐 ㅠㅠ 놀고 싶은 마음 그득하지만 또 현실적이기도 해서 현실과 타협하는 엣티제들이 많긴하더라구요.

일단 결론은! 좀 확대해석 하신 것 같아요. 딱히 의미 부여안하셔도 될 것 같고 저 발언 하나로 나한테 관심이 있냐 없냐를 판별할건 솔직히 아닌 것 같아요!"
ESFP,앗 ㅋㅋㅋ 네 알겠습니다 ㅋㅋㅋ 좋은 의견 감사해요
