mbti,comments
ENTP,"저도 아이낳고 아이에게만 집중한다고 제 신랑이 엄청 서운해했어요. 아이에게 꽂히다보니 더욱더 쏠림 현상도 일어나고요.. 아이가 한 두살정도 되고 어린이집 슬슬 보내니 대화도 하게되는 여유가 생기더라고요. 어느 유형이나 다 이런 어려움이 있는것 같아요.
가끔 둘다 연차내고 아이는 어린이집 보내고 데이트해요. 그럼 좀 낫더라고요."
ESTP,ㅋㅋㅋㅋ이건 저도 좀 공감 요즘은 이야기해 보려고 노력중
INTJ,아 바로 티가 나나요..?
INTJ,여기서 더 기다려보는게 맞는걸까요?
ISTP,솔직히 저는 한번 고백공격 했던 친구면 불편해서 절대 다시 친구 못하거나 친해지더라도 호감으로 헷갈릴만한 언행은 절대 안할것 같은데(이상형 안말하거나 그친구랑 반대로 말하기 등) 글쓴님이 쓰신걸 보면 헷갈릴만한것 같아서..조심스레 가능성이 있지 않나 싶습니다🤔
INTJ,꾸님 말씀처럼 한번 아니면 쭉아니라는 말때문에 참 망설여지고 어렵네요 ㅋㅋㅜ
INTJ,가만히 있는게 낫다는거죠?
ESTP,잘맞았던 이성 mbti는 뭔가용 ?
ISTJ,"저런놈이랑 결혼했다 생각하면 어후.... 울고불고 빌며 돌아와도 절대절대 받아주시면 안돼용,,"
ENFP,완전체이신 분이네요ㅋㅋ 다 걸려놓고 당당한 걸 보니 정말 찔리는 게 하나도 없는가 봅니다. 잘 하셨어요. 만나지 마세요. 너무 괜찮은 사람 널렸어요. 시간 아깝습니다 ㅜㅜ
ENTP,트레쉬네요 저라면 이거 보면 헤어지는거다 듣고 면전에 바로 욕박았을 것 같아요 이제라도 실체 알게되어 너무 다행이에요!!!
ISFP,"잇팁들 다 하나같이 너처럼 맘에 든여자 없엇고 결혼 마음먹은거 처음이다 라고 생각하나봐요 ㅋㅋㅋㅋ

진정한 진국인 남자는 여친 있으면 앞에서도 연락안하고 뒤에서도 연락 안합니당!

폰보면 헤어지는거다 이말 팩트로 이미 헤어질 생각을 조금이나마 했던건데 이때다 싶어서 미끼 무는것으로 밖에 안보여요 ㅠㅠ"
INFJ,잇팁은 자기가 좋아하는 사람에겐 눈썰미 좋고 기억력도 좋더라구요! 미세하게 바뀐 것도 다 알아보더군요!! 신기했어요 ㅋㅋ
ESTP,사교적이고 신선하다?
ESTP,나랑놀자!
ESTP,좋아하는 사람이 들이대면 상관없어요
ESTP,(내 맘에 들고) 적극적인 사람 / 부담스럽다는건 별 생각 없는데 들이댄다 이러는김>
ESTP,잇프제조아
ESTP,사적인 연락이 아닌 응원 같은 디엠이라서.... 그냥 최소한의 예의...랄까요
ESTP,넹ㅋㅋㅋ그러신분들이 한 두 명이 아닐테니 그냥 팬으로 남아계셔용
ESTP,ㅋㅋㅋㄱㄱㅋ ㅋㅋ엣팁을 따로 만난적은 없는데 그냥 웃으면서 서로 디스할거같네요ㅋㅋㅋㄱ
ESTP,너무 귀찮은데 퇴근시켜주세요
ESTP,ㅋㅋㅋㅋ어쩌라고 할듯요
ESTP,이분 여자에욬ㅋㅁㅋㅋ
ISTP,이러다 역학 카페도 가입하게 생겼네요 ㅋㅋㅋ
INTP,헉 깜짝 놀랐어요…제 호적메이트도 esfj인데 병신일주입니다.
ISTP,그러게요 저도 병화사주 읽고 E겠구나 했는데..ㅋㅋㅋ 전 외향+내성인 잇팁이예요 ㅎㅎ
INTJ,저도 정화일간입니다 ㅋㅋㅋ 정유일주인데 intj네요
ISTP,오 저는 정축일주더라구용 ㅋㅋ
ISTP,저랑 하나 다르시네요 신기해요 ㅋㅋㅋ
ISTP,제 배우자는 잇프피인데 경신일주고 제 동생도 잇프피인데 정축일주예요 ㅎㅎ
ISTP,저 그냥 https://www.asiae.co.kr/fortune/index.htm 여기서 해봤어요 ㅋㅋㅋ
ISTP,"말로는 별로 와닿지않아요 몸보신음식 같이 먹고, 영양제 오다주웠다 하시면 좋아합니다 ㅎㅎㅎ"
INTJ,초콜릿같은거 택배로 자주 날려주는데 더 해달라는걸까요?ㅋㅋ큐ㅠㅠ
INTJ,자주 사주는데.. 더 사달라는건지..ㅋㅋ
INTJ,좀비 걸어다니네ㅋㅋ 같은 장난 가끔치는데 괜찮은가영?
INTJ,앗ㅋㅋ 운동같이 하자걸수도 있겠네영ㅋㅋ잇팁 컨디션 봐서 물어봐볼게용!
INTJ,"그래서 궁금해서 물어보면
아냐ㅋㅋ
이러구 말아요..ㅠ"
INTJ,그런가영? 요즘 F처럼 돌려말하길래 무슨 뜻이 있나 했어요
ISTP,오..아니요
ISTP,저는 가사를 안봐요.. 99퍼 멜로디입니다ㅋㅋㅋㅋㅋㅋ1퍼는 정말 꽂힌 노래만 가사정독해봅니다
ESTP,저도 반반 나오는데 전 봐요.... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISTP,그냥 뭐 있나보고 끌리면? 궁금하면? 들어보긴 하는데 가사 찾아보고 이입해보거나 하진 않아요
ISTP,빨리 봐주세요 현기증나요
ISTP,보이스톡까지 했는데.. 뭐 잘못 눌렀다쳐도.. 빨리 봐주세요
ISTP,실수로 누른거 아닌거같아요 저정도면
ISTP,아아 왜 물음표만 보내셨어요.. 저라도 답장안할거같아요ㅜ
ISTP,오우씨 저라면 전화겁니다
INTP,아 궁금해 언른 ? 만 보내보세여ㅕㅕ
INTP,읽씹
INTP,"본문 보고 예상은 했네요ㅋ

아마 그 분은 등에 식은땀 좀 흘렸을 거에요.

프로필 눌렀다가 실수로 보이스톡이 걸렸는데
이게 취소 반응이 느려요.

그래서 취소 되었다가 바로 또 보톡이 눌린거죠.....;;"
INTP,"제가 맨정신에 잘 못 눌렀거든요.
모르는 사람한테.
그래서 취소 연타했는데
취소되었다가 또 걸려서 핵당황 했었죠.

이런 경우도 있을거에요."
INTP,"제 생각은요.
전화하려면 전화를 했겠죠?"
ISTP,댓글 계속 새로고침중이에요 큭
INTP,"어떻게 사는지 그냥 궁금해서 프사 보려고 프로필을 눌렀고
그 상태에서 실수로 보이스톡이 눌렸고
당황해서 취소 연타했더니
취소되고 바로 보이스톡이 또 걸린 상황.

시차없이 연달아 보톡/취소/보톡/취소면 이게 맞을거에요.
술을 진짜 마셨는지는 모르지만 당황해서 술 핑계를 댄 것일 수도 있구요"
ISTP,저도 긍정님 말씀처럼 이런 생각이긴 해요. 온도님은 연락을 기다리신거 같은데.. 연락 안 올거같아요
ISTP,"성향은 성향일 뿐입니다. 다들 각자의 입장과 생각이 다르구요. 선택은 온도님이 하시는거지만, 온도님은 다시 만나고 싶으신거죠? 성향은 성향일 뿐이지만 일부러 떠볼려고 술먹고 잘못눌렀다 그러진 않을거같아요. 굳이? 이제와서? 물론 어떻게사나 궁금했겠죠 시간이 2년이나 흘렀는데요. 그동안 연락을 간간히 하셨는진 모르겠지만, 안했다는 가정하에 제 입장에선 이기적이긴해도 궁금하니까, 생각나서 전화했다 생각해요. 뭐 이성적인 마음이야 없을 확률이 매우 매우 높지만, 실수로 굳이 프로필 눌러가며 보톡해가며 그러진 않을거라 생각됩니다. 물론 이건 저도 잇팁이라 제 생각을 말씀드린거에요. 잇팁도 다 다르니까요. 근데 난 나름 궁금하기도하고 그래 술도 먹었겠다 전화했고 안받았고 근데 ? 하나오고 그러면 아 괜히했구나 싶어서 미안하단말밖에 할게없어요. 그러곤 연락안합니다 저라면요."
INTP,"네이버 댓글 시스템은
수정하면 수정한 시간으로 변경됩니다.

댓글 순서와 시간순서가 일치하면 나중에 수정한 건 아니에요"
ENFP,아 물음표 적으셨어요? 안하시는게 좋은데 ㅜㅜ 괜히 사람맘 심란하게 만드는 분이네여 그분 ㅠ
ESTP,"그런걸 올린거면 저였다면 기다리는거같아요,,"
ESTP,먼저 연락해보는거 추천드립니다!!!! 저는! 글쓴이님이 그래야 후회가없어용
ESTP,하... 음 그냥하지마세요 다시생각해보니 님꼐서 다시연락하면뭔가 자기가바라는대로 됐다고 생각할거같아요!ㅠㅠ
ESTP,절대절대!!!!! 하지마세요 !!
ISTP,전 진짜 편했어요 날 보는거 같아서
ISTP,내 남자버전이네 싶게 비슷하고 재밌고 편해요! 그 와중에 다른 부분들이 신기하거 재밌구요 싫어하는거 비슷하고 서로 개인시간 잘 내버려두고 크게 간섭 안하고 그 와중에 시간 나면 잘 쪼개서 만나구 애정표현 잘 하고 합니당
ISTP,"제가 지금 그런데, 충분한 사랑을 상대방에게 다 못줘서 안잊혀지네요"
ISTP,"네 상대방도 잇팁이였고, 제가 많이 부족했던것 같아요. 헤어지자고 하더라구요."
ISTP,ㅎㅎ프제님도 못잊고 계신가봐요?
ISTP,잇팁도 사람인지라 좋았던 감정들은 못잊어요. 그냥 무던히 살아갈뿐.. 헤어질때 울기까지 했다니ㅜㅜ 많이 좋아했나봐요 전남친분도
ISTP,"전 일단 무난한 연애, 받기만 한 연애, 주기만 한 연애, 편한 연애 다 해봤는데
일단 다 별 생각없긴 하고 잊혀지긴 했지만 주기만 한 연애랑 편하고 저랑 잘 맞았던 사람이 가끔 생각나긴 해요 아무래도 주기만 했던 건 사랑을 아무리 많이 줬어도 제가 그 친구를 너무 좋아했어서 더 그런 거 같아요 !
연애기간은 전부 1년 이상이었습니다"
ISTP,감정이 소진된 게 아니었는데 그저 너무 마음이 지치다보니 상대방과 서로 이해하지 못해서 놓게된 관계요.
ISTJ,"만났을 때 물어보지도 않았는데 자기는 좀 오래보는 편이다, 상대가 더 좋아해주는 연애만 해봤다, 상대가 자길 좋아하면 마음이 열리고 관심이 생긴다 이런 얘기 했어서 걍 귓등으로 들었거든요 특히 남자는 꽂히면 엠비티아이 불문 직진이던데 ㅋㅋㅋ

저도 그냥 이성적 텐션 즐기면서 카톡친구로 놀았는데 점점 루즈해지고 제가 신경 쓰는걸 느끼자마자 더 큰일 나기 전에 그냥 정리해야겠다는 생각이 드네요"
ISTJ,제 감을 믿기로 하고 이성적으로 판단했어요 감사합니다 텀에 신경 쓸 때보다 조금은 후련하네요! 저는 늘 감정을 앞세웠을 때 결과가 안 좋았어서..ㅎㅎ 이러다 회피형 성향이 더 짙어지는게 아닌가 싶어요 ㅜ 방어기제만 두터워지구
ISTJ,첫만남 때도 휴무일 언제라고 던져놓고 약속 안 잡길래 냅뒀더니 언제보냐는 말만 늘어놓다 결국 자기가 잡긴 했거든요 ㅋㅋㅋ 만나고 나서도 자주보자더니 ㅎ 역시 행동을 믿는게 맞는거 같아서 어제 굿나잇 마무리톡 이후에 제가 읽씹 후 선톡 안했더니 연락 없네요 씹히는 거 보단 낫다고 생각해서 끝낼거면 내가 끝내야지라는 생각에 이성적으로 행동했는데 체면은 지킨거 맞겠죠?ㅋㅋㅋㅋㅋㅋ
ESTP,"ㅋㅋㅋㅋㅋㅋ아마 연락도 지 하고 싶은대로 하는 엣팁들이라.. 또 저러다가 불쑥 나타난다에.. 1표..ㅠ.. 근데 저는 저 굳이 읽씹한 사람한테 다시 보내지는 않는거 같아요..흠...ㅠㅠㅠ 맞아요 잘 하셨어요ㅠㅠ 글고 자꾸 매달리는거 처럼 보이면 런 각 잡아요 ㅠ,, 차라리 손에 잡힐듯 말듯 내맘대로 안되는 사람이 더 끌리는 인간들,,,"
ISTJ,"할 말 없게 했을 때 읽씹했어야 했는데 딱 마무리 톡에 읽씹해서 연락이 안 올 것 같지만...ㅎㅋㅋㅋ 엣팁 입장에서 전 날엔 플러팅 날리더니 갑자기 다음날 읽씹하면 어떤 기분이 드시나요? 좀 제 행동이 웃기기도 한 것 같아서,, 이게 더 알쏭달쏭한 쪽인지 뭐 아웃오브안중이려나요 ㅋㅋㅋ 매달린 적은 없는 거 같아서 다행이네요 휴"
ESTP,"ㅋㅋㅋㅋㅋ전날 플러팅 날리다가 읽씹하면.. ㅋㅋㅋㅋㅋ 저는 음.. 솔직하게 말씀드리면.. 역시 사람은 오래봐야해~ 이정도..? 그 사람 마음이 별로 안 컸구나? 싶어요 그냥,, 딱히 큰 의미부여는 없고..? 마음이 그정도였나보네~ 어쩔 수 없지머~ 맞아요 매달리거나 집착의 기미가 1%라도 보이는 순간 정 마이너스 875982748374 시작"
ISTJ,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걔도 자기는 오래보는 편이라고 말하고 상대가 더 좋아해주는 연애 했다고 해서 그 말 듣자마자 음.. 재고 따진 다음 갑질한다는거구나 느껴졌거든요 그리고 이게 남여 성별 차이도 좀 있는거 같아요ㅠㅠ 남자들은 생각 없이 자기가 좋으면 노빠꾸 직진! 이게 강한거 같아서,, 나이대도 차라리 20후~30대면 모를까 완전 20초반인데 더 물불 안가리고 올인하지 않을까 싶어서요 ㅎㅎ 3주 연락한거면 긴 편 아니냐구요..!! 알던 사이가 아닌데 ㅎㅎ,,, 그리고 아직 난 너한테 꽂히지 않았어 이걸 은연중에 드러내서 음 나도 너가 그렇게까지 노력할만한 상대는 아닌거 같다는 생각에 더 직진할 여력은 있었지만 자존심 때문에 후퇴했네요ㅠㅠ"
ESTP,"헉 ㅋㅋㅋㅋ 저는 30대 여자인데, 아마 엣/엔팁이 제일 여자남자 같은 엠벼면 성향 비슷할걸요? 저는 제가 좋음 갖다박아요! 돈도 쓰고 제가 차로 데리러가고 데려다주고 ㅋㅋㅋ 만나자하고 좋아한다 하고 ㅋㅋㅋㅋㅋ 오구구 우쭈쭈 귀엽다 이쁘다 잘했어요 다 해주거든요 ㅋㅋㅋㅋㅋ 근데 전 오래보는게 갑질이라기 보다.. 음 겉과속이 다른지 같은지 저 마음이 진짜인지 오래가는지 그런걸 보는거라 ㅋㅋㅋㅋㅋㅠㅠ 20대 초반이시구나.. 그러면 스키틀 말씀이 좀 더 신빙성이 있어요 아마 자기가 덜 좋아하는 연애만 해봐서 저 습관이 남은거 같아요 ㅋㅋ 으 꼴볼견이야! 저런거 즐기는 사람은 직진 안해도 돼요.. 어차피 갑질하려 들걸요;; 오죽함 엣팁 이미지가 ㅠㅠㅠ 그럴까요...ㅠㅠ"
ISTJ,"저는 성격이 급해서 만남은 빨라도 마음의 문은 늦게 열리는 편인데 그래서 사람을 오래 보면서 파악하는 건 절대 나쁘게 생각 안하거든요! 근데 물어보지도 않았는데 자기 연애타입이랑 전연애를 저런식으로 얘기하는게.. 감당 가능하면 만나라는 식의 선전포고 처럼 느껴졌달까요 ㅋㅋㅋㅋㅋㅋ 조금의 확신과 진심만 느껴졌어도 더 직진할 의향은 있었지만 제 판단이 맞았네요! 여태 재고 따지거나 눈치 보는 f남자들만 만나보다가 저렇게 자신감 넘치는 t남자 중 화끈하다는 엣팁을 만나보니 매력있더라구요,,ㅎㅎㅎ 더 꿰여서 마음고생할까 방어하며 회피하게됐지만요"
ISTJ,3주동안 연락 못본다에서 이미 끝이라고 봅니다.. 상대방에 대한 존중이 1도 없네요
ISTP,비추합니다 3주 동안 연락 못하는데 왜 인스타는 올린건지???????? 연락 못할 수 있는데 그냥 상황이 납득이 안 가요 이때다 싶고 기분나빠서 덜컥 헤어진 거 같네요 분명 후회할 거고 다시 돌아와도 받아주지 마세요 님한테 사랑주고 받을 사람 아직 아닌 것 같아요 시간 아깝게 만나주지 마세요 슬프겠지만 냉정하게 감정 정리하는 걸 추천합니다
ISTP,"그냥 3주동안 아무생각없이 자유롭고싶었나보죠.. (상대를 그만큼은 안좋아하는...)
자유시간 갖고싶어서 말했고 오케이 해줬는데 나한텐 연락 못하면서 개사진을 올려~!!! 하면 싫을거같아요
그냥 상대가 조금 부담스럽고 버겁다 느껴서 자유롭고 싶었을수도있어요"
ESTP,근데 엣팁 행동뿐 아니라 모구님 반응도 한 번 다시 보심이...
ENTP,친하다고 생각하는게 제 착각은 아닌건가봐요 ㅎㅎㅎㅎ
ISTP,"전 3,2,1 >4 요 4는 친한 거라고 보기엔 조금 애매합니다"
ISTJ,"저 요즘 힘들어요 ㅋㅋㅋ 고슴도치 같은데 그 가시가 아프지 않은
뭔가 늘 해결되지 못함을 끌어안고 가요"
INTJ,저도 잇팁이 선인장인줄 알았는데 알고보니 제가 선인장이었더라구요.. 잇팁이 맞춰주고 있었단 사실을 깨닫는 순간 불안했었던 모든게 다 평온해졌었던 기억이 있네요..ㅎ
ESTP,전 아주 작고 소중한 내향형 인간입니다 낄낄
ESTP,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오늘 할 일은 끝났는데 앞으로 할 일이 보여 못쉬겠네요
ESTP,ㅋㅋㅋㅋㅋ납치범 기다립니다..
ESTP,야근? 선생님 말이 심하시네요
ESTP,"전 예체능쪽이라,, 친구 엣팁 보면 승부욕이 있어서 친구누구보다 더 잘해야지 싶어서 팽팽 놀다가 벼락치기 살벌하던데요 점수는 늘 잘나왔어요 좀 더 크면 본인이 알아서 잘 할거에요 아직은 어려서 집중력이 안그래도 낮은 엣팁이라 ㅋㅋㅋ 지켜봐주심이ㅠㅠ"
ESTP,"그쵸 영수는 계곡 끌고 가야하는거라,, 저도 영수만 보내거든요 ㅠㅠ 엣팁은 본인이 승부욕이 생기고 욕심이 생겨야 하는거 같아요"
ESTP,벼락치기기본이고... 잘했을때 보상을제시해주세요 그리고 맹모삼천지교느낌으로 잘하는친구들사이에던져놓으면 승부욕생겨서알아서합니다
ESTP,순위나 점수달성시 아이패드사줌 같은 보상이제시되면 하다가 안되겠으면학원보내달라고라도 할걸요?ㅎ 저도 어릴때 엄니가 학원보낸다길래 저 시험지 백지내는거보고싶으면 그러세요 하다가 제가필요성느끼고서는 알아서했어요
ESTP,저도 벼락치기고 그냥 본인이 흥미가 생겨야 합니다. 본인이 흥미 없으면 아무리 옆에서 뭐라해도 절대로 하지 않아요. 그래서 저희 엄마는 잔소리 전혀 안하셨고 하고 싶다는거 다 해주셨어요. 그러다보니 알아서 밥먹고 살길 찾아 헤맸네요 ㅎㅎ
ESTP,맞아요! 저는 누가 끌어주고 그런것보단 제가 주가되서 뭘하든 하는걸 좋아해서 아직 어리니까 믿고 기다려주세요! 화이팅하세요
ESTP,"전 승부욕이 있어서 공부 잘했어요 ㅋㅋㅋ 진짜 재미없는건 빠른 포기했구요 ,,
관심있는거면 진짜 잘할수있어요. 대신 벼락치기..왕..
그리고 오히려 막 이거해 저거해 하는거보단 제 자신이 좋아하는걸 찾아서 해야 더 잘했어요"
ESTP,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ관심있는 과목, 좋아하는 선생님 과목만 주구장창 했었습죠
얼마나 그랬으면 친구들이 롤링페이퍼에 좋아하는 과목만 너무 열심히 하지 말고 다른 과목도 좀 하라면서"
ESTP,"전 예체능쪽이라,, 친구 엣팁 보면 승부욕이 있어서 친구누구보다 더 잘해야지 싶어서 팽팽 놀다가 벼락치기 살벌하던데요 점수는 늘 잘나왔어요 좀 더 크면 본인이 알아서 잘 할거에요 아직은 어려서 집중력이 안그래도 낮은 엣팁이라 ㅋㅋㅋ 지켜봐주심이ㅠㅠ"
ESTP,"그쵸 영수는 계곡 끌고 가야하는거라,, 저도 영수만 보내거든요 ㅠㅠ 엣팁은 본인이 승부욕이 생기고 욕심이 생겨야 하는거 같아요"
ESTP,벼락치기기본이고... 잘했을때 보상을제시해주세요 그리고 맹모삼천지교느낌으로 잘하는친구들사이에던져놓으면 승부욕생겨서알아서합니다
ESTP,순위나 점수달성시 아이패드사줌 같은 보상이제시되면 하다가 안되겠으면학원보내달라고라도 할걸요?ㅎ 저도 어릴때 엄니가 학원보낸다길래 저 시험지 백지내는거보고싶으면 그러세요 하다가 제가필요성느끼고서는 알아서했어요
ESTP,저도 벼락치기고 그냥 본인이 흥미가 생겨야 합니다. 본인이 흥미 없으면 아무리 옆에서 뭐라해도 절대로 하지 않아요. 그래서 저희 엄마는 잔소리 전혀 안하셨고 하고 싶다는거 다 해주셨어요. 그러다보니 알아서 밥먹고 살길 찾아 헤맸네요 ㅎㅎ
ESTP,맞아요! 저는 누가 끌어주고 그런것보단 제가 주가되서 뭘하든 하는걸 좋아해서 아직 어리니까 믿고 기다려주세요! 화이팅하세요
ESTP,"전 승부욕이 있어서 공부 잘했어요 ㅋㅋㅋ 진짜 재미없는건 빠른 포기했구요 ,,
관심있는거면 진짜 잘할수있어요. 대신 벼락치기..왕..
그리고 오히려 막 이거해 저거해 하는거보단 제 자신이 좋아하는걸 찾아서 해야 더 잘했어요"
ESTP,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ관심있는 과목, 좋아하는 선생님 과목만 주구장창 했었습죠
얼마나 그랬으면 친구들이 롤링페이퍼에 좋아하는 과목만 너무 열심히 하지 말고 다른 과목도 좀 하라면서"
ESTP,전 S가 가장 강한거 같아요!
INFJ,"엣팁(은 아니지만 엣팁 같은 인프제)인데 INFJ에서 I, J가 가장 약해요!"
ESTP,전 P 요 ㅋㅋㅋㅋㅋ너무너무너무 세요!
ESTP,"E 95
S 70
T 60
P 50 거의 반반"
ESTP,그냥 궁금하기도.... ㅋㅋㅋㅋ 궁금이 관심이기도 하죠^^
ESTP,단지 궁금일지도ㅋㅋㅋ
ESTP,에이ㅋㅋㅋㅋ근데 전 관심있어서 연락하는게 태반입니다
ESTP,꺄륵☆ㅋㅋㄱㄱㅋㄱㄱㄱㄱㄱㄱㄱㄲㅋㅋ이것 또한 엣팁의 진심이랄까
ESTP,아니요 전 안궁금해요 ㅋ
ISTJ,아직 안 끊어봐서 이걸 답장할까 읽씹할까 고민중이었어요
ISTJ,맨날 뭐하냐는 말만 해요 질문형 대화는..ㅋㅋㅋ 제가 한거에 답은 하면서도 자기 할말만 하거나 다른 질문은 안하구요 ㅎ..
ISTJ,"지금 딱 연락한지 3주 넘었는데 한 번 만났었거든요 시간이 안 맞아서,, 직전 주 주말 이후로 갑자기 달라진 느낌이 들어요 ㅋㅋㅋ 원래는 음 카톡 끝내자는건가? 싶어서 제가 씹을만한 카톡으로 보내도 먼저 일 끝났다 뭐하냐 이런식으로 안 끊기면서 연락 왔거든요ㅋㅋㅋㅋㅋㅋ 만나고 식은건지 주말에 유흥 즐기면서 저한테 흥미 떨어진건지 모르겠네요"
ISTJ,"그쵸,,ㅎ 서로 일상보고식 카톡은 저도 노잼이라 이럴거면 연락 안 하는 타입이긴 한데 여기서 흥미를 끌어낼만한 카톡을 던져보는게 나을까요 아님 퇴근 했는지 물어보는게 나을까요? 좀 티키타카 되는 상황에서 저 헤어스타일 바꾸려고 물어볼까 하던 찰나에 저러니까 김 팍 새네요 ㅋㅋㅋㅋㅋㅋ
본인은 여태 자기를 좋아해주는 연애만 했었다고 밑밥 깔아놓은게 뭔가 재수없기도하고ㅋㅋㅋㅋㅋㅋㅜ"
ISTJ,어리기도 하고 자연스럽게 만났기 보단 헌팅..?같이 만난 사이라서 더 그런가봐요 아오 그냥 씹어버릴까 싶네요ㅋㅋㅋㅋㅋㅋ
ISTJ,"자기를 먼저 좋아해주면 자기도 관심이 가고 호감이 생긴다는데 솔직히 이건 너무 수동적인 태도라 듣기 좋진 않았거든요 뭐 자긴 손발 놓고 떠먹여주는거만 골라서 재고 받아먹겠다는건가 싶어서 ㅋㅋㅋㅋㅋ 못 먹어도 고. 해볼지 진지한 만남 생각은 어차피 안 하고 있었으니 놓아버릴지 고민인데 읽씹 쪽으로 마음이 굳혀지네요 ㅎㅎ,,"
ISTJ,저도 그런 주의이긴 한데 애초에 저런 성향이 저도 재수없게 느껴지면서 유흥을 너~~~무 좋아하고 유흥 즐기는 동안은 연락 두절되니까 거기서 딱 확인이 되긴 했어요 뭐 사귀는 사이는 아니지만 연락하는 사람한테 호감이 있으면 그정도 예의나 선은 지켰을 거 같거든요 ㅎㅎ
ENTP,그런 것 같아요...! 나는 착한 사람이고 싶으니까 네가 씹어줘~ (당한 적 있습니다)
ISTJ,엣팁도 회피성향이 있긴 하군요ㅜㅎㅎㅎ
ENTP,그건 모르겠는데 평판에 민감한 거 같아요!
