mbti,comments
INFP,"동감합니다
욕도 써보니 재밌고 속이 시원해 지는게
습관 안되게 조심해야 겠더라구요"
ISFJ,저도 그래용! 그런 사람들이 세상에 많아야 긍정적인 에너지를 서로 공유하기도 하고요 :)
ISFJ,잇프제 그래도 좋게 봐주시니까 제가 감사하네요 🥰
INFJ,그렇군요ㅎㅎ전 고민상담한건데...너무 얘기를 많이들어줘서..혹시나햇어용
INFJ,혹시 나이대가 궁금한데 알 수 있을까요...?
ENTJ,"부정적)
ENTJ: 왜? / 뭐할래? / 뭐 먹을래? / 넌 어때? / (대충 생각, 의견을 물음)
-ISFJ: ('솔직하게 대답하면 싸우게 될지도 몰라', '의견이 다르다는 걸 굳이 확인사살 당하고 싶지 않아', '대답하면 또 왜? 하는 거 아냐? 여기서 끝내고 싶어') 그냥 / 몰라 /
('배려하고 싶어 확답을 못하겠다') 글쎄 /
('내가 먹고 싶은 게 있기는 하지만, 내가 먼저 고르면 너가 먹고 싶은 거 먹지 못하게 될까봐', '배려해줬는데 나도 배려해줘야징') 너가 원하는 거
-ENTJ: (폭발)

ISFJ: (원하는 답을 듣기 위해 빙빙 둘러 말함)
-ENTJ: (원하는 답이 뭔지 앎. 근데 해주면 계속 이렇게 빙빙 둘러 말할 거 같아 속이 답답해짐 + 원하는 건 똑바로 말하고 쟁취하길 바람. 강하게 키우고픔 => 모르쇠)
-ISFJ: (뚁땅)

ENTJ: (상대가 원하든 원하지 않든 채찍질 겁나 한다)
-ISFJ: (기가 죽거나 폭발)


긍정적)
ISFJ: 나 이런 일 해보고 싶어
-ENTJ: (관련 정보 다 찾아준다. 더 친하면 상대 페이스에 맞춰 코치까지 해준다)

ISFJ: (숨쉬듯 뱉는 자연스러운 애교 + 배려)
-ENTJ: (사람이 되어감)"
ISFJ,잇프제를 정확히 아시네요 ㅎㅎㅋㅋㅋㅋㅋㅋ 완전 공감가요 엔티제한테는 최대한 의견 표현하도록 해야겠네용ㅋㅋㅋㅋ
INTJ,222
INTJ,"압생트님처럼 저도 분별 못해서 나중에 상처받아요
고집쟁이님처럼 한번에 가식을 알아볼수 있으면 좋겠네요"
INFP,"가식이 모지 전 잘모르겠어요
음흉한 사람 아니면
그냥 그런갑다 싶어요
매번 진심일순 없으니까요

가식을 과하게 떨면 무서운데
그거 아니면 전 그냥
자동자판기 리액션인가 싶고 별생각이 없어요"
INFP,"예를 들면 무서운건 이런쪽

굳이 지가 하겠다고 해놓고
자긴 그냥 한말인데
센스가 없다고 뒤에서 욕하는
사람들 무섭더라구요

이런 타입 아니면 전 오히려
잔잔바리 사회 리액션은
오히려 이사회가 돌아가는데
유익하다고 봐요

사람들이 전부 남눈치 전혀 안보면
사회 돌아가는게 껄끄러울것 같아요"
ENFP,그렇게 갑자기 돌아가신 거면 친구분이 경황이 많이 없으실 거에요. 그냥 자리 지켜주시는 것만으로도 정말 큰 위로가 될 겁니다. 보이는 곳에 내 친구가 있다는 게 또 느낌이 다르거든요.
ISTP,"요새 장례식장 지원 다 잘되어 있어서, 딱히 챙겨줄건 없을텐데, 여자분이시라 발인도 참석 안하실거 같고요.
혹시라도 가실거면 일회용품 같은거 필요한지 친구분께 물어보세요. 일회용품 이것도 다 돈이라서요"
INFP,"개인적으로isfj,esfj 마음 알기 굉장히 어렵고 마음열기 어려운 타입인것 같습니다 ㅜㅜ"
ESFJ,표현 확실히 해주셨는데 반응 미적지근 한거면 음.. 아닌 것 같아요 ㅠ
ISFJ,좀 빨리 보는 경향 있는듯용...ㅋㅎㅋㅎㅋㅎㅋ
ISFJ,저도 빨리보는 경향이 있긴해요!
ISFJ,"잇프제 남잔데 잇프제 남자들보면 스스로 비슷한 구석이 많다 보시나요?

그리고 잇프제 여자도 같은 mbti를 가진 남자들 처럼 낯가리고 부끄럼 많이 타는 편인가여?"
ISFJ,"개인적으로 비슷한 면도 있지만 꽤 많이 다르다고 느낍니다! 아는 남자분이 isfj인데 저보다 훨씬 낯가리고 안전한 길을 추구하고 그러더라구요ㅋㅋㅋ 같은 mbti여도 이렇게 다를수도 있구나 싶었어요
좀 낯가리는 편인데 그래도 상대가 낯을 안가리면 말은 잘 하는 편입니다 부끄럼은 티 안날수도 있지만 많이 타는 것 같아용"
INFJ,1w9라...T같다는 말 종종 들으시나요?
ISFJ,정말정말 많이 들었어요ㅋㅋㅋㅋㅋㅋ 저 스스로도 나 T인거 아닌가 생각하기도 하구요
ISTJ,원래좀 어떤 생각하는지 가늠이 안잡히는 스타일인가요?
ISFJ,음.. 누구 앞이냐에 따라서 다른거 같아요 보통은 제 얘기는 잘 안하는 편이라ㅏ 별로 안친하거나 썸 타는 사이거나 그러면 그렇게 느낄수도 있을 것 같아요
ISFJ,저는 주로 저 심심할때 선톡 많이해요ㅎㅎ... 혼자만의 시간을 갖거나 취미생활 즐기고 싶을땐 선톡 잘 안하긴 합니다 아직 초반이라면 뭐라보낼지 부끄러워서 그런걸수도 있어요!
ISFJ,걱정해주는 말을 하나도 안했나요??
ISFJ,어.. 저는 웬만하면 먼저 걱정하는말 몇번 해주는 편이라.. 흠.... 바쁠때는 잘 못해줄 것 같긴한데 카톡으로 아예 안하는건 좀 문제가 있는 거 같아요 ㅠㅠㅠ
INFP,질투심이 있는편인가요? 혼자서 질투심을 느꼈을때 티 안내고 마음을 살짝 정리하는 경우도 있나요?
ISFJ,"질투심 많아요!! 하지만 쿨한 척 하려고 노력합니다,,, 사귀지 않았을때 상대가 질투나는 행동(이성 친구를 많이 만난다거나) 많이 하면 마음 정리하는 경우도 있어요"
ISTJ,친하면 말 많아요
ISFJ,친한사람한테만 말 많아요 ㅋㅋ
INFJ,"저도 제 주변 친한 지인들 남2 여2 잇프제인 분이 있는데 ㅎㅎ
평소에는 말이 없으신데 저랑 있음 말이 엄청 많아요~~~수다쟁이들ㅎㅎ"
ISFJ,아니요 계속 하시면 됩니다 ㅋㅋㅋ 잇프제 좋아도 표현 잘 못해요.. 부끄러워서 ㅋㅋㅋ 표현 해주다 안해주면 왜그러지? 생각하게 됩니다
ISFJ,네 많이 해주시면 됩니다 ㅋㅋㅋ 그걸로 안정감 느끼고 사랑받는다고 느껴요 ㅋㅋㅋㅋ!!!!
ISTJ,워후~~!!!!👏👏👏👏 와 생일선물 들고나오라는거 미쳐따 드라마 같아요 대받
ISTP,대사 뭐야 장난아니네여 축하드려요!
ISFJ,앗ㅠ 좋아하는 유형이라니 위로가됩니다ㅠ
ISFJ,"신입이라 괜찮다..라는 생각을 해 본적이 없네용... ""부서 by 부서"" 이게 중요하다고 보구여.. 업무 적응이 키라고 보입니다...시간이 해결해 줄 수도 있지만, ""공정이나 부서 안 맞으면 시간이 고통이 되는 답 안나오는 경우""도 있습니다 (적응이 안 됨..)"
ESFJ,할 순 있는데 굳이 안할 것 같아여~! 내 표현방식이지만 받아들이는 상대는 오해할 수 있으니깡
ESFJ,전 친한지인/동생한테는 하는편입니다
INFJ,"근데 하는행동 나를 좋아하고
남들도 다그렇게 엮는데 혼자만뚝딱인가
몰겟네요 A형엣프제에요"
ISTP,진짜 꿀잼이에요
ISTJ,강아지에 급 공감능력 급상승하는거 진짜 넘웃겻어옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISFJ,연락잘되면 괜찮아욥
ISFJ,좀 더 자세히 알려주시면 좋을 것 같아요! 상황을 모르니 어느 부분에서 부담스러웠을지 알 수가 없네용
ISFJ,카페 앱 없어도 쪽지 되나용?
ISFJ,좀 더 자세히 알려주시면 좋을 것 같아요! 상황을 모르니 어느 부분에서 부담스러웠을지 알 수가 없네용
ISFJ,카페 앱 없어도 쪽지 되나용?
ISFJ,"넵! 잇프제분들은 1번, 9번, 2번 많이들 나오는 거 같아용"
INTJ,7하고 8w7도 극소수 존재할거같긴합니다. 아직 못봐서 문제지..
INTP,가장 길게 연애한 기간이랑 짧게 연애한 기간 궁금해요!
ENTP,제가 어제 읽씹했는데 대화 잘하다가 걍 쉬고 싶어서 읽씹함... 상대방분이 어떻게 느끼셨을까요?
ENTP,그러면 썸도 아닌 그런 사이에도 원래 잘자를 하시나요...? 전 너무 어색해요!ㅠ
ENTP,그만 카톡하고 싶을 땐 뭐라고 하세요..??
ISFP,왜 기본적인 연락조차도 관심이 없나요
ENTP,엌ㅋㅋ 9번 뭔가 하고 올려봤네요ㅋㅋㅋ
INTJ,19번은 ESFJ두요.
ENTP,오오 그렇군요ㅎㅎ
ENFP,"10번은 F의 성향으로 봐야할까요?
저도 그런편이라 ㅎ"
ENTP,T보다는 F에 좀 더 가까운 특징인 것 같기는 합니다!
ESFJ,전 엣프제지만 9 11 13 ㄹㅇ... 잔소리도 친한사람한테만 해요
ENTP,엌ㅋㅋ 제 잇프제도 잔소리는 친한 사람에게만ㅋㅋㅋ
ENTP,옆에서 지켜보니까 그렇더라고요ㅋㅋㅋ 저한테 제일 까칠합니다ㅋㅋㅋ
ISFJ,우와 관찰력 장난 아니시네여ㅋㅋ9번빼고 다맞아요...내사람한테만 엄하고 잔소리 심해요ㅜㅜ남한텐 완전 관대ㅋㅋㅋ
ISFJ,헐 ㅜㅜ 저도 그래요 ㅋㅋㅋ
ISTP,"음 그래도 극혐이라는 말은 자제해주세요
그사람 욕먹으라고 올린건 아니라서"
ISTP,"아무리 친하고 가까운 사이여도
저렇게는 안한다는 뜻인가요"
ISTP,"그렇군요
이사람은
남한테는 보수적이고 냉소적인데
가까운 사람들한테 사랑한다는 말 자주하고
일 집 집순이고 8시 반 되면 자는 사람이라
어장 할 사람은 없는거 같고
저한테는 그걸 처음 한말이라
심장이 뛰어서 잠이 안오더라고요
잇프제마다 다른가보네요"
ISFJ,전 2번이요! 1번 넘 투박해용
ISFJ,그렇군요 ㅎㅎ
INFP,1번 2번은 자신 있는데 ㅠㅠ 3번.. 후.. 노력해볼게요..
ISFJ,아항! 답변 감사합니다 얘가 성격도 시원시원하고 디게 좋은 앤데 이런점들 때문에 제가 좀 지쳐서... 한번 해보겠습니다 감사합니다!!
INFP,"저라면 1번부터 아웃이요
신뢰 안가는 자에게 제 뒷통수를
보여줄순 없으니까요

2번 말바꾸는것도 별로예요
전 한번 정해진거 그냥 쭉 하는걸
좋아해서 자꾸 번복되면
스트레스가 되더라구요"
ISFJ,"저도 특별한 사정이 생기지 않는 한 번복을 잘 안하려고 합니다...
신뢰는 기본이죠..."
INFP,거리둔 후에 마음이 좀 더 편해지셨나용?
ISFJ,안만나니깐 좀 낫긴 하더라구요... 연락와도 텀 두고 답장하는 편이에요
ISFJ,"저도 그 애가 응원해주는 건 좋았는데 굳이 시험 끝난 당일에 잘봤냐고 하거나 하는 건 좀 아니라고 생각해서요...
성향은 누가 맞고 누가 틀린 게 없긴 하죠... 안 맞는게 당연한 거고요... 성향에 대해서는 그애랑 얘기를 해볼 생각입니다...! 좋은 말씀 감사합니다!!"
INTP,진짜 최고 ㅋㅋ ㅠㅠ 이상형
INFJ,S는 N이 될 수 없을 거 같은데 ㅎㅎㅎㅎ 잇티제 일 거 같음
INFJ,인프제 호감
ISTJ,중복 안됩니까..?
ISFJ,이건 중복 되는게 나았겠네요 ㅋㅋㅋㅋ
ISFJ,오... 혹시 대화할 필요성이 있는 문제에 대한 예시 몇가지 알려주 실수 있나요?
ISTJ,"연인 관계에서 “갈등이 있는 부분”, “안 맞아서 맞춰가야 하는 부분”에 대한 거요. 제일 대화가 필요한 부분인데 제일 대화 안 하려 드는 주제 ㅠ"
ISFJ,아하... 진짜 생각치도 못했는데 한대 맞은 기분이에요... 감사합니다 이런건 두고두고 봐두면 정말 도움되는 이야기인데 덕분에 하나 배운거 같아요 ㅎㅎ
INFP,무슨 생각을 하는지 모르겠어요
ISFJ,"역시 내가 선택한 정답지가 맞았군,,"
ISFJ,"음... 사바사 이긴한데, 저는 사무실에서 제가 막내여서 그런지 팀원분들이 간식을 계속 주시거든요...
그런데 정작 저는 다이어트 하고 있어서 당이나 간식 자주먹는거 같으면 거절하긴해요.
그런데 필요없어도 주신다고 해서 부담을 가진적은 없는거 같아요 ㅎㅎ"
ISFJ,"애니를 보던가, 노래방을 가던가, 밖에서 시장구경이나 버스 타면서 경치구경도 하구.. 별거 없습니다... 장보러 갈 때도 있구여..."
ISFJ,"와 신기해요ㅋㅋ다들 진짜똑같네요ㅋㅋ
저는 최근 스쿼시 배우기시작했는데 지인한테 끌려갔었지요;적응못하다가 한5-6개월되서 눈에 익은사람들 생기니 거기서 운동하고 스트레스 풀어요!ㅎ
그전에는 애니보고 웹툰정주행, 막장드라마 정주행등등 한거번에 몰두해서 세상단절(?)하거나
집에서 노래틀고 노래부르거나 합니다!ㅎ"
INTP,원래 헌신적이에요. 저 ESFJ 남친 만나는동안 진짜 행복했어요ㅠㅠ 충분히 사랑받는 느낌이 이런 거구나 제대로 알게 해 줌.. 제가 쓴 글 봐보시길... 3년 넘게 만나면서 한 번도 마음 변했다고 느껴진 적 없었어요. 헤어지던 순간까지도... 제 이해심 부족으로 헤어졌지만ㅠ
ENTP,"아버지가 ESFJ인데 싫은 것도 맞춰요.
억지로 하는 게 아니라 사람들에게 헌신하고 그걸 인정받는 게 삶의 목표인 거 같은 분입니다. 전 이해하기 어려웠어요. 늘 아버지가 가면 쓰고 사는 거 같이 보여서 답답함이 있었는데 어느 순간 그게 아버지의 본질인 걸 깨달았죠. 그러니 헌신하게 두세요. 다만 보상이 필수입니다. 노력한 만큼의 보상심리가 따라오는 경향이 있으니 받기만 하시면 안 되고 받은 것의 반이라도 돌려주셔야 합니다. 고맙다 사랑한다 너가 최고다 입에 달고 사시고 물질은 어느 정도 물질로 갚으시는 게 낫습니다. 그럼 만족할 겁니다."
INTP,"구구절절 공감! ㅋㅋㅋ 타인의 행복 = 내 행복인 사람이고, 자기가 한 노력을 알아봐주고 표현해주면 신나서 계속 강아지처럼 꼬리 흔들고 잘 해줄 거예요 ㅋㅋ"
ESFJ,"엣프제는 밀당 모르고 확신생김 노빡구쥬...?!!
늘 행복하세연..🫶🏻"
ESFP,진심 노빠꾸라 표현 진짜 미쳐돕니다ㅜㅜ
ESFJ,저는 여친이 저보고 비글같데요 ㅋㅋㅋ...;
ESFP,비글?? 오ㅑ요? ㅋㅋ
ESFJ,"맨날 좋다고 꼬리흔들고
사고뭉치라 닮았다네요 ㅎㅎㅎㅎㅎㅎㅎ"
ESFP,ㅋㅋㅋㅋ하 그냥 강아지는 맞는 것 같아요 너무 앵김
ESFP,자상이 넘쳐 흘러요 진짜 ㅋㅋㅋㅋㅋ
ENTP,당연히 피울 수 있죠
INFJ,"다행인건지 아닌건지..ㅋㅋ
답변 감사드려요^^"
ENTP,ㅎㅎㅎㅎㅎ 제 전 남친 isfj였는데 다른 여자랑 새벽 늦게까지 단 둘이서 술먹고 얼마 안 있어서 저랑 깨졌답니다. 아마 mbti보단 그런건 인성에 더 가까운거 아닐까요?
INFJ,사바사가 맞나봐요... ㅎㅎ
INFJ,"살금살금 조심조심 시작해서
넘으면 확 !!!!!!!!!"
INFJ,그쵸? 안그랬던 사람도 상황에따라 달라질 수 있으니..
INFJ,"그쵸? 혹시나 싶어서....
답변 감사드려요^^"
ENTP,"제 isfj 전남친 저랑 사귀면서 다른 여자랑 썸타다가 환승했어요
바람은 유형 문제가 아니라 사바사인것 같아요"
INFJ,"오...나쁜기억 상기시켜드려 죄송합니다 ㅠㅠ
역시 사바사 !!"
ENTP,"오 전혀 죄송해하실 필요 없어요ㅎㅎ
그냥 사바사인 문제인것 같다는 말씀을 드리고 싶었을 뿐!"
ISFJ,내년 4월 10일이에요! 아직도 멀었어요 ㅠㅠ
ISFJ,아! 네 ㅋㅋㅋㅋㅋㅋㅋ
ISTJ,헐 군인이시구나 응애ㅠㅠ 올리시는 글 보면 군생활 체질은 아닐거 같은데 어떻게 괜찮으신지요
ISFJ,군대는 그런거 없어여 ㅜㅜ 자기 정체성을 찾으려고 하면 안되는 곳이죠 ㅎㅎ
ISTJ,ㅋㅋㅋㅋ 괴롭힘은 안당하시죠ㅠㅠ...? 아 요즘 군대는 다르려나요 라떼는 뽀짝한 남자는 그냥 좟밥취급이라 고생좀 했는데ㅜㅜ 아 잇프제님이 좟밥이란거 절대절대절대 아닙니다!!!!!!!!!!! 저때 그랬다구여!!
INFJ,
ISFJ,2010년대 초중반 까진 군대 부조리가 심했는데 요즘에 폭행이나 집단 따돌림 같은거 하면 군 내부 징계를 넘어서 형사처벌로도 갈 수가 있어 하면 그냥 안되요.
ISTJ,예 맞아요 제가 바로 그때... 사람입니다ㅋㅋㅋㅋㅋ 그렇군요 다행이에요!!! 부상 없이 안전하게 전역하시길...
ISFJ,예! 감사합니다!! 🥺
ISFJ,안읽씹은 못본척 한거고 읽씹은 대놓고 무시하는 느낌이라고 생각해여 ㅎㅎ
INFJ,'저'는 남자님께 어떤 사람이었는지 궁금합니다!
ISFJ,"굉장히 인프제 여자의 정석이라고 느껴져요.

에니어 4번에 인프제 특유의 분위기가 물씬 풍길것만 같아요!"
INFJ,에니어 7번 + 화를 못 참고 급발진하는 성격을 숨기고 최대한 인프제 느낌에 Fe도 살짝 얹어서 활동하는 건데.... 감사합니다(?)!
ISFJ,편한 이성 특징 있으신가욥
ISFJ,"갠적으로 E×FJ 이성이 편한 느낌이 드는 감이 있는데 솔직히 여자를 여자가 아닌 이성으로 보면 숨막히는건 비슷하죠!

특히 저같은 모쏠은 더더욱..."
ISFJ,봤는데 엔프피랑 비슷하면서 좀 더 내향적이고 차분한 분위기가 있더라고요!
ISFJ,"조금 그런 면은 있죠! 아무래도 이성이면...

전 그런거에 개방적인 스타일이 아니라 그런것도 있고요!"
ISFJ,잇프제가 그렇게까지 말했으면 그래도 허락해주는 느낌이네요!
ISFJ,이성적 호감인지는 약간 애매하지만 잇프제 분이 그래도 좋게 보시는것 같아요!
ESFJ,"엣프제 이성으로 어떤가요?
친해지고픈 잇프제분이있으신데 엠비티아이를 안 믿는다했거든요 그러다가 제꺼물어봐서 말하니 하나만 다르네 라고하셔서..연락은 스몰톡식으로 계속 하는데 이걸 유지하면 될지 ㅠㅠ"
ISFJ,"엣프제는 잇프제에 비해 더 외향적이고 친밀감 있는것 같아요.
(E, I 차이)

잇프제가 연애에 신중한 성격인 만큼 너무 성급하게 하지 않는것두 중요할거 같네요 ㅎㅎ"
ESFJ,성급하다는건 어떤 부분에서 일지 간단히 알 수 있을까용?!
ISFJ,너무 연애 진도 빨리나가는거욥
ISFJ,인싸가 되고 싶은 아싸?ㅋㅋㅋ
ISFJ,I사이에서는 누구보다 인싸이고 E사이에서는 아싸인 느낌?ㅋㅋ
ISFJ,E사이에서 기가 빨리 빠집니다 ㅋㅋㅋㅋㅋ
ENFJ,"사소한거 기억하는것에서 친구랑 호감남이랑 뭐가 다른게 하는게 있을까요?
패시브가 기억을 너무 잘하던데..."
ISFJ,"친구랑 호감남이랑 다르지 않을 것 같아요~ ㅋㅋㅋ
기억력이 좋아요~ 특히 사소한 것은 잘 기억합니다~~
친구도 호감남도~~ 관심가는 모든 부분이라면 기억 잘하고
관심이 가지 않은 것은 기억이 없어요 ㅋㅋㅋ"
ENFJ,아하 ㅎㅎ 호감이 있으시다는 희망을 가져봐야겠어요
ENFJ,항상 그분이 저한테 질문 위주로 하고 사적인 얘기는 거의 안 해서 긴가민가 했는데 ㅎㅎ. 의견 감사합니당!
ENFJ,이성적 호감이라니 조금 더 들이대보겠습니당!!
ESTJ,1년동안.... 꾸준하셨어여?
ISFJ,"비슷한 내향인끼리 연애는 어때요?
좀 잔잔하거나 오디오 많이 비어있지 않아요?"
ISFJ,"제기준 인간적인 호감 또는 그 이상 같아요
처음엔 놀아달라 했을때 마침 심심했거나 거절하기 어려워서 그랬을 수 있을거 같고,
현재는 호감일때 하는 행동 같아요
Sns에 하는 행동까지는 판단하기 어려운데
호감이 없으면 굳이 현실에서 돈 시간 쓰지 않고 여지주려고 안해요"
ESFJ,"상대가 이성이든 동성이든 관심없으면 선톡(특히 개인톡) 거의 안 해요! 진짜 친하다고 느끼거나 관심있을때만..?

다만 상대쪽에서 먼저 연락이 오면 읽씹하진 않고 어느정도 이어나가긴 해요"
ESFJ,"음 상대가 먼저 선톡한 경우에는 관심 없어도 대화 이어나가긴 하는데 그게 2일을 넘기진 않는 것 같고 답장 시간도 좀 느려요!

마지막 말은 상대가 기다릴까봐 보내는 경향이 커서 별 의미는 없을 것 같아요!

진짜 찐친이라고 생각한거 아니면 이성일경우 어느정도 관심 있을 때 보내는 편인데 (뭐해? 이런거나..) 글쓴이분이 상대분 관심이 있다면 다음번에 먼저 선톡해봐더 좋을 것 같습니다 ㅎㅎ 저는 나를 좋아하는 사람이 표현을 많이 하면 처음엔 관심 없다가도 나중에 관심가지고 사귀기도 했어요!"
ENFP,빈말 잘해여 제 남친임
ISTJ,와오... ISFJ가 저정도면 진짜 혼신의 힘을 다해 노력 중이신거 아닌가요...? 관심 있으시면 연락도 먼저 하시고 액션을 같이 조금씩 취해주시면 좋을 것 같아요! 선톡도 진짜 어렵고 1:1 은 정말 어지간해선 더더욱 어려운 분들이 잇프제 분들이신 걸로 알고 있어요
ISTJ,상대가 저렇게까지 해주시는데 더이상의 확신이 필요한거면... 상대쪽에서는 좀 지칠수도 있어요.... 지금 상대방 분 상황이 제 상황이랑 많이 비슷하기도 해서 눈물이... ㅇ0ㅇ 같이 당겨달란 말이에여....
ISTJ,주말에 상대가 사는 곳까지 가서 시간 같이 보내자고 먼저 연락하는거면....... ㅇ0ㅇ 저같으면 당장....!!
