mbti,comments
INFP,저도 estj 남친이랑 만나고 있는데 말씀하시는 내용에 공감하면서 봤어요 ㅎㅎ 그런데 중간에 한 번 헤어지신 이유가 궁금한데 알 수 있을까요??
ENFP,"제 엣티제는 오히려 처음에 무뚝뚝하다가 지금은 애교랑 애정표현 엄청나요..! 제가 하다보니까 느는 것 같아요 쿼카님도 더 표현하다보면 배우시지 않을까요 ㅎㅎ
서운한 건 공감하는 게 본인이 싫어하는 부분 (남사친, 술자리 문제) 아니면 타유형 남자들보다 진짜 안 서운해하는듯 .. 신기해요"
ESTJ,"연인에게 서운한거 있죠!
내맘 몰라줄때 근데 f라면 알아줘서 서운한게 없을수도 있어요
글고 말로는 표현을 진짜 안해요..
말보단 행동으로 하는편이라
애정쵸현도 행동으로 한다고 보면되요
잘해주고 챙겨주고 도와주고 그런행동이요!"
ESTJ,"덤벙거리면 좀 답답한면ㅇㅣ 잇지만 그런건 관찮아요ㅋㅋㅋ챙겨주면 되니까
근데 ""아 이건좀 아니잖아..이거까진 못맞쳐줘 이건 너가고쳐"" 싶은걸 안고치면 정떨...이죠
누구나 다하는 기본적인 것들! 그런거요ㅋㅋㅋ
장난치는건 한번해봤는데 반응이 귀엽다던지 재밋어서 계속하는것일걸요"
INTP,??향수를 왜...ㅋㅋㅋㅋㅋㅋㅋㅋ향수무엇...??
ISTJ,"저도 이성적 호감은 질문과 연락이고 연인이 된후에는 주고싶은걸 다 줘요. 다만 선은 있음. 어제는 집앞에 있는 꽃 몇개 꺾어서 꽃집가서 꽃다발 만들어서 줬어요. 기념일이라 준거 아니고 그냥 그 분홍색 꽃을 봤는데, 주고싶어서 그랬죠. 마음가는대로 행동하거든요.

그리고 연인 사이 아닌데 준거면 그냥 물어보세요. 물어보면 답해주거든요 ㅋㅋㅋㅋㅋ"
ISTJ,"그렇긴한데, 너무 오래 끌진 말아주세요. 혼자 잘못된 상상으로 체념하는 경우도 종종 있어서요. 확신을 주셔야되요. 그러니까 가장 좋은 방법은 돌직구로 물어보는 방법이죠."
ISTJ,"전 인간적 호감일때도 선물 주는데요! 워낙 관찰을 잘하는 타입이다보니 그사람 취향선물을 줄때도 많구요! 감사함만큼 가격대 있는거 드리구요
저는 오히려 진짜 좋아할때는 작고 소듕한 선물을 줄 때가 많아용 초콜렛이라던가 부담가질까봐 더 조심하는거 같아요"
INTP,ㄹㅇ ㅋㅋ 동감이요
ENTJ,"맞아요. 관심상대라도 무논리는 못참아요 ㅋ
정말 무논리 지속되면 관심 식음.. 그렇게 되면 무논리로 떠들거나 말거나 노관심..(안듣기)"
ENTJ,"질문이 많다? 무조건입니다
관심없으면 왜 질문해요"
ENTJ,계획을 짜기 위한 정보수집이라고 생각하시면 되요 ㅋㅋㅋㅋ
ESTP,3번 진짜 동의요
ENTJ,헉 저도 엔티제 인데 다 맞아욬ㅋㅋ
ISTJ,좀비바이러스가 세상을 지배하는 스토리를 끝까지 들어주고 있는걸 보면...
ENTP,연속질문 공감입니다 ㅎㅎㅎ 그 사람에 대해 더 알고 싶어서 계속 물어보게 됩니다
INTJ,무논리면 있던 관심도 떨....
ENTJ,미치겠다ㅋㅋㅋㅋㅋ처음부터 끝까지 싹 다 저네요
ISTJ,천천히 당겨보세요
ENFJ,어떤식으로 하는게 좋을까요..???
ISTJ,서서히 알아간다는 마인드로 접근해보세요. 취미 같은거요. 처음부터 tmi 남발하고 너무 적극적이면 속으로 싫어할거에요. 신뢰를 느낄 수 있게 하는게 중요합니다.
ENFJ,헉 그렇군요ㅠㅠㅠ… 감사합니다!!! 🥹🙏🎀
ESTJ,제가 좋아하는 중이라서 괜히 거절하긴 미안하니까 내일을 얘기했나싶기도 하고... 그냥 동생인가 싶고 ㅜ 어렵네요
ESTJ,본인은 아무때나 괜찮다고 연락와서 만나기로 했어요!! 근데 휴가라서 호의인지 호감인지 애매모호해요
ESTJ,일단 제가 먼저 만나자고 하고 아프다고 해서 약이랑 죽 사서 가져다주긴했었거든요...ㅎㅎ 지인들 술자리에서 2-3번정도 보긴했었고 따로는 잠깐 1번 만났었어요!연락은 계속하고 있고 편한 동생일수도 있겠죠 ㅎㅎ 확 호감가게 하는 방법이 없을까요?
INTP,"그래도 좋으신거예여? 좋은사람아니에여
저래도될만하니까 저렇게 말하는거같구 그래도 될 만한 상대만 만났든가.. 그간 살아온 인생이 험난했나싶어여"
INFP,남자든여자든 mbti 고 나발이고 지입에서 자기좋아하지마라 하는말 나오는 것들은 좋은것들이아님
ENTP,"엣티제라서 그런 게 아니라 그 사람이 그냥 그런 거 같은 게..
딱 저 나이 때에 엣티제 만났었는데 일상 보고는 제가 성가실 정도로 해댔고 표현 역시 완전 직진이었어요. 이런 건 케바케의 영역이 아닐까요. 마음이 애매하던가 진중하게 연애할 자신이 없던가."
ENFP,읽씹하고 내일 일어나서 보낼 수도 있어요!
ENFJ,헉 그런가요!.. 감사합니당
ISTJ,저라면 잘자 라던지 좋은꿈꿔 라든지 나도 잘려고 잘자~ 라든지 했을거 같네요. 읽씹이면 보고 뭐라 보내야될지 말지 고민하다 잠든거 같은데요?
ISTJ,"자러가나보다~ 그렇구나 일거예요
관심 있으면 잘자라고 인사했을 듯요"
ISFJ,저는 잇티제는 아니지만 잇티제사람과 교제중이에용~ 사람마다 다 같을 순 없지만 저의 잇티제의 경우 썸단계에서도 선톡도 잘하고 자연스럽게 어디가자 약속을 잡았었어요. 지금도 비슷해요. 글을보니 선톡이나 만남조율을 보니 남자분이 적극적이지 않은것들과 만나긴 하지만 연락텀도 길고 한거보니... 현재는 조그마한 호기심 정도로만 보여요. 아직은.. 잇티제는 본인이 좋아서 막 움직여야 될거같은데 그게 아닌것 같아요ㅠ 잇티제도 사람이라 잘해보고 싶은사람에게는 돌진 잘하는거 같아요...
ISFJ,그쵸ㅠㅠㅠ 저도 만나면 느껴지는게..저한테 반했다 좋다 이런느낌보단..따로 만나는 사람 없고..나쁘지 않으니 그냥 만나나 보자 이런 느낌같애서요ㅠㅠㅠㅠ 흑흑 이걸 근데 발전시킬수있을까 싶네용 ㅠㅠ
ISFJ,잇티제남들은 본인이 좋아야 적극적이게 되는거 같아서... 음.. 전 쑤우님이 지금도 충분히 잘하고계셔서 더 멀 하는것도 아닌거같아요. 장거리라 하셔서 잘못본다 하셔가지공..2-3개월 내에 별다른 진전 없으면 포기하셔야할거 같아요.. 저 같은경우는 멀지는 않았는데 한달정도 썸기간 같고 고백받았어요..우선은 좀 지켜봐보세용. 너무 이남자분한테 올인마시고
ISFJ,진심어린 조언 감사드려용🥹🥹 저도 뭔가 현타오지만...이러다 안되면 인연 아니라 생각하구 그냥 만나면 최선 다하구 나머지 시간엔 제 할일 열심히해야겠어용 깊게 생각않구 ㅎㅎㅎ
ISTJ,"적당히 궁금하고 알아가고싶은 그런 상태인 것 같아요! 잇티제도 좋으면 직진하고 효율 비효율 안따지고 만나러가요. 몇달째인지는 모르겠지만, 인연이면 만나고 아님 말고의 마음가짐으로 대하시는게 좋을 것 같아요"
ISFJ,그쵸! 제 직감도 반했다 직진이다 이런느낌은 아니고 그냥 호감 더알아보자 정도인거같아요..! ㅎㅎㅎ 저도 제감정에 최선을 다하되 그쪽 감정은 그쪽거라고 생각해야겠어요 ㅎㅎㅎ감사합니다!!
ESTJ,전화나 번호교환은 따로 안해서...
ESTJ,본인이 살게있다고 같이 간거라서...ㅎㅎ 다음약속은 제가 일단 잡았고 지인들이랑 같이 만나는걸 물어봤어요!
ISTJ,100호감이용
ESTJ,어느 부분이요?
ESTJ,여기서 제가 어떻게 하면 관계가 조금 더 진전될 수 있을까요??
ESTJ,일단 수요일에 만나기로 했는데 밤에 야경보고 카페가기로 했어서 조금 진전되면 좋을 거 같아요!!
ESTJ,예시를 여쭤보려고 했는데 친절하게 답변까지 남겨주셔서 감사해요 ㅎㅎ 어제 얘기했을때는 다른 지역으로 전근갈 수 도 있어서 걱정하더라고요... 만약 가면 절 보러 오라던지 내가 보러가서 놀면 되지! 이런 얘기도 부담스럽지 않을까요?? 그리고 그 얘기도 하더라고요 모임에서 음주를 많이 하니까 본인은 감당못할 정도로 먹는 거 싫다고...
ESTJ,그냥 예의상으로 연락해주는 게 아닐까라는 생각이 들어서 너무 어려운 거 같아요 둘이 만난건 죽 사다줄때 한 1분이랑 어제 백화점에서 뭐 산다고 해서 같이 갔다가 카페간게 전부라서요...ㅜ
ESTJ,모임에서 만난 사람이에요! 개인적인 분이에요~ 그냥 본인이 혼자 뭘 사러가기가 싫어서 같이 가자고 했나라는 생각도 들고 괜히 들이댔다가 부담스러워할까봐 조금 눈치보여요! 근데 갑자기 뭐하냐고 같이 ab랑 보는데 같이 보자고 해서 조금 기분이 좋긴했어요 ㅎㅎ
ESTJ,갑자기 들이대면 부담스러울 수 있으니까 조금씩 스며들어야겠네요!!!
ESTJ,ㅜㅜ 너무 어려워요 가족들이랑 어디 간걸로 아는데 중간중간 연락해줘서 혼자 막 설레고 그런답니다 ㅋㅋㅋ예의상인가 싶기도 하고 사람마음 얻는게 진짜 힘들어요!
ISTJ,"저도 호감에 한표겁니당
잇티제로서 죽이나 약 사다주는건 호감일때 나오는 행동입니당😁"
ESTJ,제가 사다준거에요...약이랑 죽
ISTJ,아 그러네요🥲 음 죽이랑 약 사다주신 거 보고 자기 좋아하나? 생각은 분명 했을거 같구 너도 올래? 이렇게 떠보는거로 봐서 호감보다는 호의수준에 있지 않을까 싶어요 근데 딱 호의는 아니구 호의에서 호감으로 넘어갈 수도 있는 상태?로 보입니다
ESTJ,네 크게 의미부여는 안하려구요!!발전하고싶으니까 도움을 주세요!!
ISTJ,오글거리는 거 싫어해서 돌려서 애정표현 하시는 것 같아요 ㅋㅋ
ENTP,초딩 인정..😇
INFJ,저 엣팁이랑 잘 맞는 인프제!
ENFP,저도 친구론 상관없으나 연애는 확실히 i 남자들이 좋더라구요 돌아보면 전부 i 였어요
ENFP,"그런 댓글을 본 적 있어요
‘넘실대는 내가 마음껏 넘실댈 수 있도록 잡아주는 사람’
그게 연인으로서의 i 같아요 저는!"
ENFP,저두요 저는 잇티제 잇프제 인티제하고 잘맞더라도요 ㅋㅋ
ESTJ,전에 애인얘기는 노상관. 하지만 날 만나는중에 다른 남자는 질투남(을 넘어 스트레스 받을지도). 전 애인은 그냥 말그대로 전 애인이라 관심없음
ISTJ,"그냥 사람마다 다른거 아닐까요?...

저는 ISTJ / 여친은 i 와 e 중간 STJ

저는 그냥 여친이 뭐하는지 밥은 먹었는지 가 궁금해서 먼저 선톡하기도 하고 여친이 먼저 선톡해주기도 해요. 그리고 그냥 보고싶으면 연락해서 지금볼래? 해서 만나기도 하구요... 보통은 서로 좋아하거나 그러면 자연스럽게 만나자거나 연락을 하죠. 근데 물론 사람마다 달라서 어떤 사람은 그게 아닌사람도 있는걸로 알고 있어요. 그러니 좀더 좋아하는 쪽이 인내해야죠....

결론 연락텀이랑 횟수가 좋아하는 마음에 비례하는 경우도 있지만,
아닌경우도 있으므로 딱 정리할순 없다고 생각합니다.

가장 좋은방법은 잇티제한테 돌직구로 말하는것
""내가 연락문제로 너랑 관계가 좋은건지 나쁜건지 모르겠다. 나는 주중 언제언제 몇시정도에 통화라도 하고 싶다. 너도 나를 좋아한다면 먼저 연락해줘"" 뭐 이런식으로 얘기를 해보는게 더 낫다라고 생각하네요. 잇티제 특성상 얘기들어보고 고려해서 개선 할수 있는 부분이니까요. 그냥 마음속으로 하 사귀는데 왜 연락없지? 얘가 날 좋아하는건가? 하고 생각해버리면 좋지 않아요. 그냥 물어보는게 제일 좋아보입니다. 저도 여친이랑 아직 싸우질 않아서 혹시라도 마음에 상처받거나 힘든게 있으면 서로 어렵겠지만 꼭 말해주기로 약속했거든요. 그냥 stj들은 전부 그런건 아니겠지만 단순하고 눈치가 없어서 돌직구로 얘기해주는게 오히려 서로에게 편합니다."
ISTJ,"저 가끔 6시간만에 답해요. 바빠서..
사랑이 식은건 아니고 제 본성이 드러나는거고..

대신 다른 방면으로 제가 남친한테 많이 잘해줘요. F 연구도 엄청 많이하구요"
ISTJ,잇티제는 연락으로 판단하기보다는 만났을때 어떤지가 중요한 것 같아요
INFJ,2222
ISTJ,잇티제가 그럴수있나요…? ㅋㅋㅋ
ENTP,"어..제 촉이 말해주는데요. 그 사람 새로 들어오는 여자에게 공통적으로 저럴거 같아요.
개수작 맞습니다. 진짜 맘에 들면 저런식의 접근 안해요. 딱봐도 메뉴얼대로 접근하는 수작질 같은데용..쎄함"
ISTJ,개수작 222
ENFP,답장텀은 호감이랑 비례하지 않나봐요 😅😅
ENFP,그렇군요 감사합니다~
ENFP,사실 썸붕났다가 다시연락하는데 잇티제가 먼저 만나자고 했어요!
ISTJ,"답장텀은 별로 상관없는것 같아요. 만났을때 하는 행동에서 판가름 날것 같아요.

저는 남친한테 6시간 이후에 보낸적도 가끔 있어요"
ENFP,6시간이요..?? 만나선 장난도엄청치고 질문폭탄 던져요 기자회견 마냥 ㅋㅋㅋ
ISTJ,"그럼 백퍼 호감이죠ㅎㅎ

네. 제가 운동하고 씻기만해도 최소 3시간 반인데.. 고양이도 2마리 키우고 있고 집안일 장난아니라서..
+ 낮잠한번 자면 뭐 그렇게 걸리더라구요..

그걸 빨리 끝내야 제가 쉬기 때문에 늦게 답장할때도 많아요. 남친도 바쁘기도 하구요

질문폭탄이나 자기 정보 TMI한다면 백포 호감이요! 저는 질문보다는 tmi (보고서처럼..) 많이 하는 스탈이에요."
ENFP,오오 자기 정보는 거의말안하고 제꺼만 캐내요.. ㅋㅋㅋㅋ근데 궁금한게 잇티제는 멀티태스킹이 안되나요? 씻으러가는 중간이나 씻고나와서나 저는 할거같은데..!.!!!!
ISTJ,"전 멀티 안돼요..
그리고 멍도 되게 잘때리는데

남들은 이게 무슨 생각하거나 심각한일 있듯이 보더라구요..

강조하지만 그냥 암생각 없는거에요..

그리고 첫만남때 엔프피 남친한테 좀 충격먹었는데

제가 밥먹을때도 집중해서 먹는편이구 말을 잘 안하는데, 재미없다고 느껴졌었대요. 전 엄청 좋았는데ㅋㅋㅋㅋㅋ..

그리고 본인은 대화 이어가려고 노력하는데 왜 너는 노력을 안하냐. 이런식으로 말한적도 있었는데

제 입장에선, 왜 굳이 맘에도 없는 말을 해야하는지.. 그리고 침묵이 되게 편하다..

본인은 침묵이 불편해서 계속 말거는건데 왜 그걸 제가 노력안한다고 말하는건지.. 아무튼 제가 많이 맞춰주고 공감해주려고 노력중이에요 ㅠ"
ENFP,"헉 그러고보니 엔프피 남자라고 써있네요 저랑 반대세요!! ㅋㅋㅋ
와 근데 저도 첨에 잇티제 재미없다고 느꼈어요 근데 집을 안가고 저랑 5시간 넘게 있길래 왜 할말이 없는데 집에 안가려하지? 혹시 재밌나? 했거든요 ㅋㅋㅋ 침묵한채로 저만 뚫어져라 쳐다보는데 저는 침묵이 너무 불편해서 쓸데없는 tmi 남발했어요 ㅋㅋㅋ
멍때릴땐 카톡해야지 연락해야지 이런 생각은 안드세요?"
ISTJ,"네 전혀요.

아 그 멍때리는게 혼자 있을땐 안때리는것 같아요. 항상 뭘 하고 있어요.

대신 누군가와 있을 때 멍때리는데,

예를 들면) 커피나 식사할때 그 맛에 자연스레 집중이 돼서 음미하다가 멍때리는 식이 돼요

그리고 제 대화가 원초적?인것 같아요. 깔끔하고 단답형식?

밥먹으면) 음 맛있다. 어 이거 탄다. 이게 더 맛있다

이런 생각밖에 없어요 ㅠ"
ENFP,"맞아요 단답… 그래서 만날때 멍때리고 단답하고 카톡에서도 단답하니까 나한테 관심이 없나? 싶은…

엔프피랑 사귀면서 서로가 외계인 같으실것 같아요"
ISTJ,"네 초반에는 그래서 남친이 저한테
“ 너 우리가 맞는것 같애?” 라고 물어보길래 제가

“ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니”

하면서 그냥 서로 다른 관점을 얘기하구 좀 맞춰주니 이제는 그런갑다해요ㅋㅋ

첨에는 제가 표현 없다가

지금은 제가 사랑한다고 많이 하는 편이네요ㅋㅋ"
ENFP,오 그래도 성공적인 사례네요ㅠㅠ 혹시 사귀기까진 엔프피남친이 노력많이하셨나요? 저는 여잔데도 제가 주도하는 느낌
ISTJ,"네 노력 많이 하고 주도하고… 사귀고 나중에 하는 말이

많이 참았대요. 자기가 절 좋아해서 많이 맞춰준 것도 있었고..

언제 한번 저한테 짜증낸적 있었고 저도 거기에 대해 말하니까

자기는 정말 많이 맞춰주고 배려도 많이 해주는데, 자기가 뭐라고 하는건 정말 참다 참다가 말하는거라고

하더라구요ㅎㅎ

그래도 저도 많이 노력해서 도서관가서 공감. 위로 책 읽고.. 엔프피에 관한건 유투브로 다 봤어요.

여기서도 엔프피 다 검색해서 습득하려고 노력했구

지금은 톡으로는 제가 표현 엄청 많이하고

만나면 여전히 남친이 엄청 잘해주긴 해요. 공주처럼 대접해주고.. 딱 달라붙어서 안떨어져요.. 길에서도 스킨십 장난아니고..

원숭이처럼 제 몸에 붙어있는.."
ENFP,"참는거 공감이요 ㅋㅋㅋ 엔프피가 잇티제 만나려면 사리 나올때까지 참고참고 인내해야되는거같아요…

그래도 그렇게 노력하신거 넘 감동인데요?! 원숭이처럼 몸에붙어있는거 ㅠㅠ 진짜 좋아해서그런거에요.."
ISTJ,"저 그래서 말 한마디 한마디에 눈치보고 ㅠ 맨날 괜찮아? 물어보고

이제 좀 (제 생각이지만) F화가 돼서 공감을 잘 해준다고 생각하는데..

대신에 전 스몰톡 못하고 묵직한 표현들은 잘해요.

나 뽀뽀하고 싶어
나 안고싶어
사랑해

이런거나 행동이나 특히 물질적인거 잘해요. 선물같은거..

남친이 부담스러움을 잘타서 자제하고 있는데

전 원래 장미 꽃다발 사다주고.. 제가 남자처럼 돈까스 다 잘라서 주고.. 문 열어주고.. 길가다 뭐 있음 사줄까? 이러고..

이번 생일에도 자제했지만.. 선물 주지 말라고 해서 케익은 7만원짜리 자체제작하구, 호텔 뷔페 밥사줬어요"
ENFP,"제작 케잌 진짜 좋아요~~~~!!!!!! 꽃다발도 좋아요ㅠㅠ 근데 진짜 많이맞춰주시네욬ㅋㅋㅋㅋㅋㅋㅋ 공감하려는 노력이라도 하는게 어딥니까!!!!

부럽네용 저도 꽁냥꽁냥 얼른 하고싶은데 잇티제 앞으로 갈길이 천리길이에요🥲 전화하는것도 별로 안좋아하는것같구"
ISTJ,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저한테도 똑같은 말 하더라구요

톡하다가 제가 전화할래? 하니까

전화 안좋아하는 줄 알았다고..

그래서 그 전까지 저한테 톡만 했더라구요..

제 남친은 자꾸 제 생각을 자기가 지어내요.

너가 ~ 할까봐
아니 ~게 하면 너가 ~해서 ~하니까

항상 이렇게 앞서가 있는데

아니! 왜! 도대체. 내 생각을 오빠가 맘대로 해석하고 과장하냐고 ㅠ

내가 A라면 A인거구 거기서 끝이야! 이랬죠.

그래서 그 쉬운 전화도.. 그냥 물어보면 되지 저 배려한다고 모든걸 참고 있었더라구요 ㅠㅠ하..


저 케익은..
남친이 컴터 디자이너쪽인데, 자기가 만든 영상에서 제가 한 장면을 캡쳐해서 케잌제작 맡긴거였어요.

어떻게 이런생각을 했대ㅠ 하고 엄청 좋아했어요ㅋㅋ"
ISTJ,"전화 안좋아하는거 남자쪽에서 그런거에요?

저는 하루종일 카톡하는게 좀 그래서. 차라리 전화 길게 하고 폰 안하는게 좋더라구요ㅎㅎ"
ENFP,"생각 지어내는거 공감이요… 왜냐면 부연설명을 안해주면 엔프피는 몰라요.. 말을 있는그대로 받아들이지 않습니다 왜냐구요? 본인이 빈말 많이하거든요..

전화는 그냥 폰 무음이라 못볼때가 많다그래서 그 이후로 시도도 안해요ㅜㅜ 싫어할까 무섭기도하고…

Istj가 저런 케잌이라니 진짜 최선의 사랑과 노력이네요

저 전화 갈기고싶은거 지금 엄청 참구있어요.."
ISTJ,"아 그렇군요 빈말ㅋㅋㅋㅋㅋㅋㅋ 뇌에 입력완료..

그리고

그냥 폰 무음이라 못볼때가 많다
= 그냥 폰 무음이라 못볼때가 많다
=> 전화 싫다(X)

전화 안좋아하면 안좋아한다고 얘기할거에요ㅋㅋ…

전화 갈겨도 될것 같은데.. ㅋㅋㅋㅋㅋㅋㅋ 전 방금 남친한테 뽀뽀하고 싶다고 하니 키스해달라는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ……

한번 갈겨보시고 반응을 보시는게…"
ENFP,"이 예시도 ㅋㅋㅋㅋ 전형적인 관점 차이같아요 제가 예고 없이 걸어도 되냐했을때 저렇게 말했거든요 근데 저렇게 말하면 엔프피는 빙빙 돌려 거절하는거랔ㅋㅋㅋㅋ

두번 걸어봤는데 한번 받았고 한번 안받았어서 걸기 무섭네요ㅜㅜ 상대가 먼저 건적이 없으니.. 엔프피는 늘 뜨겁습니다 애정표현으로 못이기는듯 ㅋㅋㅋ"
ENFP,그렇군요 감사합니다~~~~
ISTJ,"연락해봐도 괜찮아요.
근데 지금은 연락할 타이밍이 아니라는것 같고

본인이 바쁜께 끝나면 쓰니님한테 다시 연락올수도 있을것 같아요"
ISTJ,"전 좀 생각이 다른데, 할얘기는 해보고 이유가 뭔지 들어본뒤에 뭔가를 하셔도 될거 같은데요."
ISTJ,본인만 알겠지만 이미 체념단계면 연락을 끊었을지도요... 그냥 작성자님 힘들고 어려운 연애 하지마시고 있다보면 선 꼭맞는분 찾으리라 생각해요. 저도 지금 여친이 딱 평생에 서로 맞는것 같은 사람이거든요. 서로 그렇게 생각하고 있구요.
INFJ,"네ㅠ연애를 하는건지 지인인 건지 막 이젠 헷갈리기까지 하네요
이걸 말로 푸는것도 자신이 없고 겁이 나네요"
INFJ,두렵지만 이 관계가 저한테 득보다 실이 많다싶으면 결정해야겠죠 잠도 잘 못자고 이걸 왜 하고있나 살짝 자괴감까지 드네요ㅜ
INFJ,감사합니다 뭔가 용기가 나네요^^
INFJ,그쵸 첨엔 남친이 질문봇이었을정도인데 먼저 대쉬하기도했고요. 이젠 질문보단 본인 어릴때얘기 일얘기 친구얘기뿐이네요...ㅜ
INFJ,대화하면 성의껏 말해주긴해요 항상. 근데 사실은 맘이 멀어졌다고할까봐 그게 겁나는데 자꾸 부정적인 생각을 갖고있는게 제가 힘들어서 말할까싶네요
INFJ,"사실 저는 참다가이지만 남친입장에선 또 불만?할수도 있을거같아요
제가 가지는 불만에 잘 설명하고 개선하려고 노력하는건 보이는데 그게 왜?하는 느낌은 있거든요
행동에 대한 얘긴 할거지만 우리가 사귀는 사이가 맞는지 헷갈린다 오빠의 애정이 안느껴진다 이런 얘기는 너무 공격적일까요?"
INFJ,네 감사합니다
INFJ,굿나잇톡은 시켜서 하긴해요ㅜ일할때 연락 잘안하는데 오늘은 제가 연락없으니 밥먹으러간다고 전화가 오네요..할수있는데 안하는거ㅜ
ISTJ,"저는 istj 여친 e와 i 중간인 stj
둘다 T여도 서로 표현하려고 노력하고 언제 몇시에 시간되서 만날지는 제가 주로 얘기하고 그러거든요. 사귀고나서는 거의 2일에 한번 혹은 하루한번씩 보고 있어요.

그런부분이 답답하신거면 돌직구로 대화해주세요."
