mbti,comments
ISFJ,"제가 잇프제 24살인데(잇프제 치곤 연령이 낮은 편) 확실한건 그 주에 잇프제가 바쁘단거에요.

다음 주에 약속 잡아서 잇프제 마음 꼭 사로잡길 바라요! 😊"
INFJ,바쁜건 정말 확실한 것 같아요 ㅋㅋㅋ 감사합니다!!
ISFJ,호감없으면 ~~이래서 바쁘다 구체적으로 얘기 안해요ㅋㅋㅋㅋ 다음주에 약속 잡아보세용
INFJ,용기가 좀 생기네요~! 감사해요 도전해 보겠습니다^^
INFJ,네네!! 감사감사합니다~!!
INFJ,네 좀 나이차가 있습니다..! 그래서 더 망설여지는 것도 있어요ㅠ
INFJ,딱 10살입니다..! 이성적 호감은 현재로선 저도 기대하진 않고요 만나보고 이야기 나눠보면서 그런 흐름으로 이어질 수 있을지를 살펴보고 싶어요~ 근데 또 연락하면 너무 만남에 집착하는 모양새일까 싶어서 여쭤보았습니다!
INFJ,네 다른분들 댓글도 참고해보니 아무래도 그렇게 하는 게 제일 자연스러울 것 같아요!! 현명한 조언 감사드립니다^^
ISTP,유형상관없이 관리하면 좋지않을까요ㅋㅋ
ISFJ,저는 여자지만... 자기관리의 개념보다는 건강관리의 개념에서 바라 보는거 같아요ㅋㅋㅋ 걱정인형이라 그런가 살 찌면 건강에 안좋으니 살 빼라 라는 잔소리를 하게 되더라고요. 살찐게 보기 싫은게 아니라 건강이 걱정 돼서...
ISTP,"말 거친건 안좋죠, 상대를 위해서 한번 생각하고 말하는 필터링을 항상 장착하고 있어서 저도 배려는 항상 중요한 미덕중 하나라고 생각하네요😞
저랑 그냥 다른 생각을 가진 사람은 적으로 만들 필요없이 서서히 거리를 둬야해여~"
ISFJ,"그게 어렵지만 저도 노력하고는 있어요.

도덕의 틀과 융통성의 범위(즉 눈치)를 잘지키는 사회인이 되고 싶어요."
ISTP,화이팅이에요!
INTP,"착한사람보다는 여린사람이여
자기 스스로 착하다고 생각하는 사람치고 별로 착한 사람 못봤어요.."
INFP,222222
ISFJ,"근데 죄송한데 이 글은 제가 착하다고 주장하는 글이 아니에요.

전 단지 집단에 있어 예의라는 틀을 지키는게 왜 중요한지에 대해 적은것 뿐이에여"
ISTP,"착한사람이 피본다는 1번 문구에 써있는 글에 대한 생각을 쓰신게 아닐까요!

댓글이라는게 여러사람들의 다양한 생각을 공유하고 남길 수 있는 공간이니까여 하핫.."
ISFJ,"저기서 얘기하는 착한 사람은 자기가 착하다고 주장하는 그런 사람을 얘기하는게 아닙니다.

집단의 틀 안깨고 남에게 예의 잘 갖추고 융통성 있게 사회생활 잘하고 있는 다수를 얘기하는거에요."
ISTP,저도 글 읽었어요! 댓글 쓰신분은 착한사람에 대한 자기생각을 그냥 댓글로 쓰신거 아닐까요
ISTP,"전 작성자분의 글과 모순된 댓글이 자가당착 같아서 제 일도 아닌데 대댓글 남기게 된것 같네여. 
“제가 너무 착하다고 주장했나요?”라는 식으로 상대방을 배려해서 말하는것도 아니고 “저 착하다고 한 글 아니에요”라고 하면 대댓 쓰신분들이랑 싸움뿐이 더 되나요?
댓글 남기신 분들이 잇프제님을 비하할 의도로 쓴 댓글이라는게 명확하지도 않은것 같거든여. 그냥 글을 잘못 해석하셨을수도 있다고 생각이 들어서 그랬어요^.7 ;;그럼 전 이만."
INTP,"본인에게 착하지 않다고 말한 것이 아니고 1번 문항에 대한 제 생각을 그냥 말한겁니다.
여린 사람 혹은 집단에 잘 적응하는 사람이었다면 글쿤 했을거 같아요.
착한사람이라는 기준이 너무 모호하다고 느껴서 댓글 남기게 되었습니다.
제 생각을 얘기한게 공격으로 느껴지시고 불편하셨다면 죄송하고 글쓴이님께 한 개인적인 말으로 받아들이지 않으셔도 됩니다.
이 댓글에 찬반입장이 계속 달리게 되면 싸움으로 번지게 되니 답변하실 게 있으면 쪽지로 부탁드립니다."
ISFJ,"저도 서로님의 댓글을 잘못 이해하고 적은 점 사과드립니다.

처음에 봤을때 주제와 관련이 없어서 무슨 의도로 적으셨는지 저도 이해를 잘 못했던것 같아여!

제 댓글이 너무 날카로웠다면 죄송합니다.
저도 댓글 의도를 잘못 이해했어요."
INTP,넴! 좋은 하루 되세용!
INFP,"말은 이쁘게 하는게 좋은건 맞는것 같아요 상황따라 다르겠지만
기본적으로 팩트라고 봄"
ISFJ,"어찌보면 기본인데 그 기본마저 안된 사람도 꽤 있더라고요.

말 끝마다 ""씨×"" 붙이거나 명령투로 기분 나쁘게 얘기하는 사람이 없는것 같아도 있거든요!"
INFP,"동감합니다
욕도 써보니 재밌고 속이 시원해 지는게
습관 안되게 조심해야 겠더라구요"
ISFJ,저도 그래용! 그런 사람들이 세상에 많아야 긍정적인 에너지를 서로 공유하기도 하고요 :)
ISFJ,잇프제 그래도 좋게 봐주시니까 제가 감사하네요 🥰
INFJ,그렇군요ㅎㅎ전 고민상담한건데...너무 얘기를 많이들어줘서..혹시나햇어용
INFJ,혹시 나이대가 궁금한데 알 수 있을까요...?
ENTJ,"부정적)
ENTJ: 왜? / 뭐할래? / 뭐 먹을래? / 넌 어때? / (대충 생각, 의견을 물음)
-ISFJ: ('솔직하게 대답하면 싸우게 될지도 몰라', '의견이 다르다는 걸 굳이 확인사살 당하고 싶지 않아', '대답하면 또 왜? 하는 거 아냐? 여기서 끝내고 싶어') 그냥 / 몰라 /
('배려하고 싶어 확답을 못하겠다') 글쎄 /
('내가 먹고 싶은 게 있기는 하지만, 내가 먼저 고르면 너가 먹고 싶은 거 먹지 못하게 될까봐', '배려해줬는데 나도 배려해줘야징') 너가 원하는 거
-ENTJ: (폭발)

ISFJ: (원하는 답을 듣기 위해 빙빙 둘러 말함)
-ENTJ: (원하는 답이 뭔지 앎. 근데 해주면 계속 이렇게 빙빙 둘러 말할 거 같아 속이 답답해짐 + 원하는 건 똑바로 말하고 쟁취하길 바람. 강하게 키우고픔 => 모르쇠)
-ISFJ: (뚁땅)

ENTJ: (상대가 원하든 원하지 않든 채찍질 겁나 한다)
-ISFJ: (기가 죽거나 폭발)


긍정적)
ISFJ: 나 이런 일 해보고 싶어
-ENTJ: (관련 정보 다 찾아준다. 더 친하면 상대 페이스에 맞춰 코치까지 해준다)

ISFJ: (숨쉬듯 뱉는 자연스러운 애교 + 배려)
-ENTJ: (사람이 되어감)"
ISFJ,잇프제를 정확히 아시네요 ㅎㅎㅋㅋㅋㅋㅋㅋ 완전 공감가요 엔티제한테는 최대한 의견 표현하도록 해야겠네용ㅋㅋㅋㅋ
ISFP,"너무 부담스럽게 느껴질까요,, 잇프제에대한 제 감정이 너무 깊어지기 전에 오픈하려고했는데.. 부담으로 다가갈수도 있겠군요ㅠ ,, 진짜 여기서도 잇프제분 천사.. 감사합니다₍o̴̶̷᷄﹏o̴̶̷̥᷅₎"
ISFP,"너무 감사해요!!..생각정리가 깔끔하게 되었어요! 제가 자기중심적인 사람이라, 제생각만 하고 부담주려했네요⭐️ 시간이 좀더 지난후에 좀더 확신이 들 때 말을 하는게, 그사람을 위해 낫겠어요..!! 이번여행은 즐기다만 오겠습니닷ㅎㅎ 진짜 감사해요"
ISFP,진심으로 생각 나눠주셔서 감사합니다!!
ISFP,"앗,,, 무섭네요,,그시기,,, 벌써 걱정이에요... ㅠ고마워할수도있겠지만,, 부담도 될것같고,, 일단은 저만의 속마음으로 담아둬야겠어요! 답글 감사합니다!!"
ISFJ,20대 중후반에 2600 모으셨으면 적은 금액이 아닌데요??!ㅎㅎ 아직 한달 밖에 안됐으면 금전적인 부분 전부 오픈하는 건 이른 것 같아요! 천천히 오픈 하시는 게 좋을 것 같아요.
INTP,가식인지조차 분별 못하는 사람들이 아주 많습니다
INTJ,222
INTJ,"압생트님처럼 저도 분별 못해서 나중에 상처받아요
고집쟁이님처럼 한번에 가식을 알아볼수 있으면 좋겠네요"
INFP,"가식이 모지 전 잘모르겠어요
음흉한 사람 아니면
그냥 그런갑다 싶어요
매번 진심일순 없으니까요

가식을 과하게 떨면 무서운데
그거 아니면 전 그냥
자동자판기 리액션인가 싶고 별생각이 없어요"
INFP,"예를 들면 무서운건 이런쪽

굳이 지가 하겠다고 해놓고
자긴 그냥 한말인데
센스가 없다고 뒤에서 욕하는
사람들 무섭더라구요

이런 타입 아니면 전 오히려
잔잔바리 사회 리액션은
오히려 이사회가 돌아가는데
유익하다고 봐요

사람들이 전부 남눈치 전혀 안보면
사회 돌아가는게 껄끄러울것 같아요"
ENFP,그렇게 갑자기 돌아가신 거면 친구분이 경황이 많이 없으실 거에요. 그냥 자리 지켜주시는 것만으로도 정말 큰 위로가 될 겁니다. 보이는 곳에 내 친구가 있다는 게 또 느낌이 다르거든요.
ISTP,"요새 장례식장 지원 다 잘되어 있어서, 딱히 챙겨줄건 없을텐데, 여자분이시라 발인도 참석 안하실거 같고요.
혹시라도 가실거면 일회용품 같은거 필요한지 친구분께 물어보세요. 일회용품 이것도 다 돈이라서요"
ISTP,일단 곁에 계셔주는거만으로 친구분은 너무 고마워하실겁니다. 글쓴이님 같은 분을 친구로 두셔서 친구분이 참 부럽네요
INFP,"개인적으로isfj,esfj 마음 알기 굉장히 어렵고 마음열기 어려운 타입인것 같습니다 ㅜㅜ"
ESFJ,표현 확실히 해주셨는데 반응 미적지근 한거면 음.. 아닌 것 같아요 ㅠ
ISFJ,약간ㅋㅋㅋ 조건반사같은건가봐요 강아지처럼 바로 달려가서 확인하게되는 ㅠ
ISFJ,"전 알림뜬거를 빨리 없애려는건 없는데 시간날때 보고 궁금한게 있음 꼭 물어보고 답을 얻어야돼요ㅋㅋ
열람기록이 걸리는 사람껀 아예 보지도 않고 궁금해하지 않아요"
ISFJ,좀 빨리 보는 경향 있는듯용...ㅋㅎㅋㅎㅋㅎㅋ
ISFJ,저도 빨리보는 경향이 있긴해요!
ISFJ,"모든걸 알고 싶어하는 잇프제 ,,ㅎㅎㅎㅎㅎ"
ISFJ,"잇프제 남잔데 잇프제 남자들보면 스스로 비슷한 구석이 많다 보시나요?

그리고 잇프제 여자도 같은 mbti를 가진 남자들 처럼 낯가리고 부끄럼 많이 타는 편인가여?"
ISFJ,"개인적으로 비슷한 면도 있지만 꽤 많이 다르다고 느낍니다! 아는 남자분이 isfj인데 저보다 훨씬 낯가리고 안전한 길을 추구하고 그러더라구요ㅋㅋㅋ 같은 mbti여도 이렇게 다를수도 있구나 싶었어요
좀 낯가리는 편인데 그래도 상대가 낯을 안가리면 말은 잘 하는 편입니다 부끄럼은 티 안날수도 있지만 많이 타는 것 같아용"
INFJ,1w9라...T같다는 말 종종 들으시나요?
ISFJ,정말정말 많이 들었어요ㅋㅋㅋㅋㅋㅋ 저 스스로도 나 T인거 아닌가 생각하기도 하구요
ISTJ,원래좀 어떤 생각하는지 가늠이 안잡히는 스타일인가요?
ISFJ,음.. 누구 앞이냐에 따라서 다른거 같아요 보통은 제 얘기는 잘 안하는 편이라ㅏ 별로 안친하거나 썸 타는 사이거나 그러면 그렇게 느낄수도 있을 것 같아요
ISFP,잇프제 남자친구가 선톡을 진짜 안 하는데 귀찮아서 그런건가용? 아님 상대방이 먼저 보내는게 편해서?
ISFJ,저는 주로 저 심심할때 선톡 많이해요ㅎㅎ... 혼자만의 시간을 갖거나 취미생활 즐기고 싶을땐 선톡 잘 안하긴 합니다 아직 초반이라면 뭐라보낼지 부끄러워서 그런걸수도 있어요!
ISFP,200일 정도 됐는데 분명 스킨쉽도 먼저 하고 그러거든요..? 근데 제가 아플 때 톡을 안 보내요 걱정이라도 해주면 좋을텐데.. 혹시 이것도 부끄럽거나 뭐라 보낼지 몰라서 그런 걸까요?
ISFJ,걱정해주는 말을 하나도 안했나요??
ISFP,만나면 해주는데 안 만났을 때 톡은 절대 안 보내요
ISFJ,어.. 저는 웬만하면 먼저 걱정하는말 몇번 해주는 편이라.. 흠.... 바쁠때는 잘 못해줄 것 같긴한데 카톡으로 아예 안하는건 좀 문제가 있는 거 같아요 ㅠㅠㅠ
ISFP,앗...ㅠㅠㅠ
INFP,질투심이 있는편인가요? 혼자서 질투심을 느꼈을때 티 안내고 마음을 살짝 정리하는 경우도 있나요?
ISFJ,"질투심 많아요!! 하지만 쿨한 척 하려고 노력합니다,,, 사귀지 않았을때 상대가 질투나는 행동(이성 친구를 많이 만난다거나) 많이 하면 마음 정리하는 경우도 있어요"
ISTJ,친하면 말 많아요
ISFJ,진짜 많아요ㅋㅋ
ISFJ,친한사람한테만 말 많아요 ㅋㅋ
ISFJ,친한 사람들한텐 제발 그만 좀 말하라는 말 되게 많이 들어요.
INFJ,"저도 제 주변 친한 지인들 남2 여2 잇프제인 분이 있는데 ㅎㅎ
평소에는 말이 없으신데 저랑 있음 말이 엄청 많아요~~~수다쟁이들ㅎㅎ"
ISFJ,아니요 계속 하시면 됩니다 ㅋㅋㅋ 잇프제 좋아도 표현 잘 못해요.. 부끄러워서 ㅋㅋㅋ 표현 해주다 안해주면 왜그러지? 생각하게 됩니다
ISFP,앗ㅋㅋㅋㅋ부끄러운걸까요 🫢 더 귀요워해줘야겠네요..
ISFJ,네 많이 해주시면 됩니다 ㅋㅋㅋ 그걸로 안정감 느끼고 사랑받는다고 느껴요 ㅋㅋㅋㅋ!!!!
ISFP,앗ㅋㅋㅋㅋ감사해뇨..부담 팍팍 사랑 해줘야겠네용?!
ISFP,"쑥스러워서 표현 못하는거 아닐까요?

속마음: 우헤헤 좋다 우히히

이럴지도 ㅋㅋㅋㅋㅋ"
ISFP,"ㅋㅋㅋㅋㅋ아 그러면 너무 귀여울것같은데 ㅠㅠ 후우,, 알려주셔서 감사합니다"
ISFJ,"저도 잇프피 여성분이랑 사귀고 있는 잇프제입니다.
이미 사귀고 있는 상태라면
적극적으로 해 주는 게 좋아요.
거기서 안정감을 크게 느끼게 되더라구요."
ISFP,"앗!!! 저랑 같군요,,?!,,,제가 말도 능구렁이처럼 해서 ㅠ 부담느끼는것도 같은데 괜찮을까용"
ISFP,"ㅋㅋㅋㅋㅋㅋㅋᱍᱍᱍᱍᱍᱍᱍᱍᱍ아 속으론 이런맘일수도 있겠네욬ㅋㅋㅋ 그런말은 한것같아요,, 속에있는 것보단 표현을 못한다 하도라구용"
ISFP,"진짜 ㅋㅋㅋㅋ사랑스러움이 맞나봐요 귀염둥이 사랑둥이 재간둥이,. 둥이는 온갖 ...!! ㅎ 조언 감사합니다!!....❤️"
ISTP,오우 ㅋㅋㅋㅋㅋ 축하해영
ISTJ,워후~~!!!!👏👏👏👏 와 생일선물 들고나오라는거 미쳐따 드라마 같아요 대받
ISTP,대사 뭐야 장난아니네여 축하드려요!
ISFJ,앗ㅠ 좋아하는 유형이라니 위로가됩니다ㅠ
ISFJ,"신입이라 괜찮다..라는 생각을 해 본적이 없네용... ""부서 by 부서"" 이게 중요하다고 보구여.. 업무 적응이 키라고 보입니다...시간이 해결해 줄 수도 있지만, ""공정이나 부서 안 맞으면 시간이 고통이 되는 답 안나오는 경우""도 있습니다 (적응이 안 됨..)"
ISFJ,"저도 신입때 조그만 실수여도 되게 많이 자책하고 했는데요,, 신입인데 내가 책임지지 못할만한 크기에 일을 주지도 않을거고, 모든 실수해도 수습할 방법은 있다 이런식으로 생각하면서 넘기려고 하고
한번 실수했던거는 안하도록 메모하고 했던것 같아요..ㅎㅎ 처음이라 실수는 할수 있다는걸 다들 이해하실거고, 열심히 하다보면 모르시는것 같아도 알고계시더라구요
시간이 약이라고 하는게 저도 처음엔 잘 이해는 안되었지만 시간이 지나니 달라지긴 해요 ㅎ 그러니 지금 너무 많은 자책은 하지 마시고
주말에는 일과 떨어져볼수있는 시간과 즐거운시간들을 많이 가지셨으면 좋겠어요! 그러면 조금 힘이 되더라구요 화이팅입니다!!^^"
ISFJ,"저 신입 때 생각나서 괴롭네요. 눈물........................................
저는 그냥 무조건 착한 사람 포지션 하자 라고 마음 먹었던거 같아요. 욕 해도 착한 사람 욕은 못 하니까......"
ESTJ,저는 진짜 허물없이 친한 이성친구한텐 장난식으로 저렇게 가능해용 ㅋㅋ
ESFJ,할 순 있는데 굳이 안할 것 같아여~! 내 표현방식이지만 받아들이는 상대는 오해할 수 있으니깡
ESFJ,전 친한지인/동생한테는 하는편입니다
ISFJ,좋아하면 철벽안칠거에요
INFJ,"근데 하는행동 나를 좋아하고
남들도 다그렇게 엮는데 혼자만뚝딱인가
몰겟네요 A형엣프제에요"
ISFP,생산성 없는 사람 예를들어 설명해주실 수 있울까용? !
ISTP,진짜 꿀잼이에요
ISTJ,강아지에 급 공감능력 급상승하는거 진짜 넘웃겻어옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ESFJ,장거리면 연락이 진짜 중요한데... 연락만 상대방이 잘해주고 신뢰 잘주면 괜찮을 거 같아요!
ISFJ,연락잘되면 괜찮아욥
ISFJ,좀 더 자세히 알려주시면 좋을 것 같아요! 상황을 모르니 어느 부분에서 부담스러웠을지 알 수가 없네용
ISFJ,카페 앱 없어도 쪽지 되나용?
INFJ,그냥 기다려주면 됩니다 몰아세우지 말고 마냥 기다려 주고 이해해주고 존중해주면..
ISFJ,이미 부담을 느끼고 있는 상황이면 .. 약간 거리를 두는게 좋을 것 같네용 기다려주기 .. 부담스러운 상황인데 더 다가가면 진짜 잇프제는 도망갈 수도 ㅠㅠㅋㅋㅋㅋㅋ
ISFJ,"넹.. 호감의 정도에 따라 당연히 다른거겠지만, 이미 작성자분이 보기에도 부담스러워하는 느낌이면 매우 부정적 ..ㅠㅠ .. 
기다려주라는건 아주 조심조심 야금야금 꼬시라는(?) 의미였고, 잘해보고 싶은 생각이시면 연락은 계속 이어가셔야 할거예요..! 
부담을 느낀 잇프제는 연락이 끊긴 상태에서는 나중에 부담이 줄거나 없어졌다고 해서 먼저 연락하거나 그럴 일은 99.9999퍼 없다고 보기 때문에^^;;;"
ISFJ,참고로 저는 제가 좋아하는 사람한테서 고백 받았는데도 너무 직진이었어서 거부감을 느꼈던 적이 있었어요ㅠㅠ;;ㅋㅋㅋ 제가 정답이라곤 절대 할 수 없지만 잇프제를 꼬시려면 .. 정말 그사람도 모르게 스며드는게 중요하고 .. 배려있게(?) 다가가야 하는거 같아요..! 속도를 맞춰서..랄까용? 부담 절대 노.. 배려+센스 .. 도움되시길 바라요 진짜루!
ISFJ,"ㅎㅎㅎ음 .. 사실 정보가 많이 없어서 제 답이 도움이 될지 ㅜㅜ 모르겠네용 ..
일단 전 은근슬쩍 챙겨주고 도와주고 이런거에 감동을 많이 느끼는데 정말 그냥 고맙다고만 생각하다가도 갑자기 설레는 경우가 있거든요? “이런거까지 해준다고?” 싶은 그런.. 경우에 진짜 갑자기 뜬금으로 심쿵합니다 ㅎㅎ 사소한거 기억해주고 챙겨주고 .. 

근데 사실 부담을 느낀 상황이면 작성자분이 많이 내려놓고 친구로라도 지내자 라는 마음가짐으로 먼저 풀어가셔야 할 것 같아요 그렇게 친한 친구인척(?) 만들어놓고 그때부터 다시 ..ㅎㅎ꼬시는거죵..! 잇프제는 정말 급하게 어떻게 해보려고 하면 역효과 날 가능성이 매우 높아서 답답하시겠지만 정말 놓치고 싶지 않다면 오히려 많이.. 내려놓고 .. 하시는게ㅜㅜㅎㅎ"
ISFJ,ㅠㅠ고것은 .. 안하시는게 좋을 것 같아요 ㅠㅠ..그런거 하지 마시구 그냥 완전 .. 친구까지만..! 그냥 마주치면 반갑게 인사 정도만 ..ㅎㅎㅎㅎㅎ일단은 생겨버린 부담을 줄여 없애는게 관건이니 절대 절대 절대 다가가는 건 하지마세요..!
ISFJ,"음 얼굴 볼 기회가 없다는게 뭔말일까요..?ㅜㅜㅎㅎ 직장이거나 학교면 그래도 얼굴은 보실텐뎅..! 

따로 둘이 보자곤 하시면 안되구, 둘이 공통된 인맥이 있어서 다같이 보는 자리가 있으면 그럴 때밖에 못보겠죠ㅠㅠ ..? 근데 혹시나 만약에 그런 자리조차 .. 작성자님이 부담스러워서 잇프제가 안나오는 경우까지 간다면 그건 .. 제기준 그냥 끝이라고 보기 때문에 .. 그땐 그냥 마음을 접으시는게 .. 좋을 것 같구용 ㅠㅠ

근데 지금 제가 말씀드리는건 아주 장기적인 .. 것들이란걸 아셔야해용..^_ㅠ ㅎ 혹시 오래 끄는걸 싫어하거나 힘들어하시면 그냥 ….. 후회없이 고백해버리구 쿨하게 잊으세요!!!!!! 딴 사람 만나면 되져!!!!!ㅠㅡㅠ

그리구 거리를 두라고 자꾸 말씀드리는건.. 잇프제들이 은근 청개구리라 나한테 관심 있다 해놓고 마음 접은 티 내거나 그러면 오히려 그때부터 관심 생겨서 눈길 주고 그러기 때문입니다^^…. 근데 또 밀당은 싫어하니까 잇프제가 호감 생겨서 눈길 줄 때 님도 아직 좋아하고 계시다면 또 엄청나게 표현해줘야함 ㅠㅜㅋㅋㅋㅋㅋㅋ 
어우 .. 제가 쓰고도 잇프제 참 어렵고 노답이네여!!!!"
ISFJ,ㅎㅎㅎ네넹
ISFJ,답장 드렸어요 💗
ISFJ,답장 드렸어요 :) 홧팅
