mbti,comments
ENFJ,222222
ISFP,"음만 계속 듣게돼요

가사가 잘 들리는순간 매력이 없어지더라구요
가사 알듯말듯 들릴듯 말듯 흥얼거릴때가 제일 좋음"
ISFJ,멜로디
ISFP,"저도 멜로디 먼저 듣습니다

들어보고 괜찮으면 찾아듣고 하죠"
ISFP,멜로디가 좋아야되요 저는 발라드 알레르기 있어서 가사 없는 EDM을 더 좋아해요
ESFP,저는 남들이 뭐라 평가하든 제가 직접 겪은거 아니면 이렇다저렇다 결론 내리지 않아요. 사람 관계에는 상성이 있어서 남한테는 손절 칠 사람이어도 나에게는 귀인일 수 있다. 생각합니다
ENFJ,"짱친 되고싶은 ESFP 친구가 있는데 그 친구가 완전
인싸에요 대체로 다 그런건가요? ENFJ인 제가 친하게 지내기에 괜찮은가요? 친구는 동성이에요"
ESFP,남자는 엠비티아이떠나서 스킨쉽 싫어하는 사람 없을껄요🤭
ESTP,Esfp가 찬거면 절대 재회할생각 안하나요?
ESTP,헤어진지 2달됐고 다른이성없는듯해요!
ESFP,재회 자주... ㅎㅎ
ESTP,앗...ESFP본인이 찬 경우에도요...?
ESFP,네. 제가 끝냈어도 정성스럽게 잡으면 재회하기도 하네요
ENTJ,엠비티아이가 다르거나 불건강이었을 수도 있어요~
ESFP,"같은 엠비티아이여도 본인의 기질, 자라온 환경, 경험치에 따라 천차만별입니다. 그리고 가장 중요한거... 상대방한테 얼마나 애틋한가에 따라 너어무 차이나죠ㅎㅎ"
ISFJ,"차단하고, 연락하지 마세요,,,
나쁘네요ㅡ.ㅡ"
INTJ,의도적으로 보여요. 끌려다니지 마세요.
ESFP,내가 원할 때 언제든 가질수있는건 소중해지지 않죠
ISTP,제주위 엣프피 표본 자체가 적긴 하지만 그중에서도 남자엣프피 한명뿐이에요ㅋㅋㅋ
ISFP,크로스핏이나 축구하는곳에 많을듯 왠지
ESTJ,엣프피 사람많고 노는곳에 많아요 ㅋㅋㅋ
ISFP,저는 즉흥적인 ES_P유형이 더 좋아요ㅋㅋ
INTJ,아하 네 ㅋㅋ 평소 매우 부지런한 사람보면 어떤생각드세요?
ISFP,보면 아무생각은 없는데 갈등있으면 오지랖에 불만 많을꺼 같아요 그래서 안끌려요…
INTJ,비호감은 아니군요 다행이네요
ISFJ,저는 너무 좋아요! 대신 나한테 게으르다고 훈계하거나 하먄 안됨
ISFJ,"잇프피 남자친구,,, 피곤해도 약속 까먹지 않던데요,,,
그래도 만나는 사람인데... 너무 무관심 이신듯요;;;
만약 본인이 잘 까먹는다 싶으면 달력 일정에
입력하는 노력 이라도 해야 하는게 사랑 이라고
생각해요;;; 남자친구분과 대화를 해보세요"
ISTP,"근데 기록하는 습관이 없으면 그럴수도 있고 저도 오늘 저녁에 약속있는거 캘린더에 적어놓고도 아침에 다시 폰 보다가 깨달았는걸료,,,
한강가자라고 말한거 자체를 까먹는게 아니면 일주일에 약속이 차있고 어느날 뭘 해야하는 계획이 세워진 삶을 사는게 안 익숙해서 그럴지도 몰라요 카톡 캘린더 등에 같이 등록하거나해서 딱 약속날! 이라고 정해놔보는건 어떨까요"
ISFP,이건 mbti나 관심있고 없고를 떠나서 걍 무례한거 아닌가요 ㅋㅋㅋ 한두번 뭐 까먹을수도 있다지만 자주 하는거면 걍 예의가 없는거죠 이거를 뭐 사는거 바빠서 깜빡할 수 있다 그런 특성이라 자주 깜빡할 수 있다 특정짓는 분들이 이상한거 같아요 저는
ISFP,"카톡말투가 실제말투는 아닌데
그부분으로 계속 고민하고 계시네요"
ISFP,"톡으로 판결 짓는건 좀...........

말투는 만나서 드껴보심이 좋을거 같습니다"
ISFP,"옷입고 치장하는게 자존감에도 영향이있어요
집에서 입던옷 입고 슬리퍼 끌고 외출하는것 보다
화장하고 예쁘게 입고 나가면 기분이 다르잖아요
운동도 하시고 건강한 만남 이네요^^"
ISFJ,"남자친구는 연락에 집착은 안하는데,,,
요런걸로 표현 해요@.@
화장도 과한건 아니니 그나마
다행인듯 합니다ㅎ.ㅎ
연애는 건강하게 하는게 좋은거 같아요^^"
ISFJ,"보통은 여자들이 화장 지우고
편하게 있을 시간이고,
땀에 얼굴 빨갛게 되었는데...
민망 했습니다😧
평소엔,, 영상통화 잘 안하는데,
제가 인사 안드린 분들 만날 땐
꼭 영상통화 걸어서 부끄러워요ㅜㅜ
저랑 술먹을 때 남자친구가 엄마께도
영상통화 걸어서 인사 시키구요🙄
잘 안하는 사람이 하는거면,,,
많이 좋아하는건가요👉👈
그랬으면 좋겠습니다,
워낙 표현이 없는 사람이어서요🫣"
ISFJ,"저는 친한 친구들과도 영상통화는
안하거든요 부끄러워서ㅋㅋ
근데,,, 인사도 안드린 분들과
영상통화라니😅
진짜 공원에 어디 구멍 있으면
숨고 싶었어요🤭
표현은 원래 못한데요ㅋㅋ"
ISFJ,"ㅋㅋ 의사 따위 안물어 봐요😂
본인 마음을 저렇게 표현 하는구나 라고
생각해도 되려나요ㅎㅎ
싫으면 지인이든, 친구들이든 굳이
인사 시키려고 하지 않을 테니까요😅"
ISFJ,"평소엔 무뚝뚝인데,,, 왜 술만 먹음
어디에서 용기가 나오는건지 모르겠어요🤭
말보단, 역시 행동으로 보여주는 성향
못말립니다ㅋㅋ"
ISFJ,"예쁘지 않다고 하면서 자꾸 영상통화
하자고 하니까 부끄러움 + 민망함이
몰려 왔어요😂
예전 여자친구랑은 영상통화도
잘 안했다고 하던데😵‍💫
소개시켜 주고 싶은 마음은
본인 마음을 이렇게 표현해
주는거라구 생각해야겠네요🫠"
ISFJ,"예쁜모습일 때 영통 하자 하면 괜찮은데,,,
뛰고 하필 폐인인 모습일 때 하니 더 부끄럽네요😂
표현은 없어도 영통 걸어서 소개 해주는거 보니
말하지 않아도 내 마음은 요래~ 하고 표현해
주는거 같아서 더 찡한듯 해요😌"
ISFJ,"받아 들이는거에 따라 다르지만,
술먹음 사람 기분이 업이 되기 때문에
귀엽게 봐주는거죠;"
ISFJ,사람마다 생각 하는게 다르니까요;
ISFP,"신나고 재밌는 감정에 있는거 같아요
이거 봐라! 내 여자친구다! 인사해라!
얼마나 신나면 동네방네 다 보여줄까요
소개시켜줄 사람이 있어 마음 한켠이 든든하고 좋고 행복해 보이는거 같아요"
ISFJ,"늘 신나고 즐겁게 살려고 하는 사람 이예요😅
제대로된 사람을 만나보지 못해서
더 그러는거 같아요,
영통 걸어서 누구 보여준적 없다고
하더라구요"
ISFJ,"ㅋㅋ 제 남자친구보니 유튜브 보고,
카톡은 쌓아둬서 알지요😅
에너지 소모가 크군요🫠"
ENFJ,실제론 누워서 하루종일 핸드폰 보더라구요... 핸드폰은 보지만 연락 잘안받고 잘 안하고
ISFJ,"제 남자친구는 유튜브 보고, 핸드폰
멀리두고 잘 안보더라구요,
신기했어요😵‍💫"
ISFJ,"으잇 남자친구도 할일 없고 약속 없으니
계속 잔다고 그러던데ㅋㅋㅋ
잠은 자라고 있는거라고 그러구요😅
잠 깊이 주무시는건 너무 부럽습니다😄"
ISFP,주말에는 빨리 일어나면 아침8시에 일어나서 폰2시간 만지닥 거리다가 다시자고 2시 쯤에 일어나서 냉장고에서 간단한거 먹고 1~2시간 게임이나 폰하다가 5시쯤 되면 또 잠자요 그리고 밤10시나 11시에 일어나서 세수하고 편의점 갔다가 야식먹고 새벽5시 까지 초롱초롱하고 6시쯤 되면 잠자요 이게 무한 반복
ISFJ,"신기하네요,
제 남자친구도 대부분 그런거 같아서요😅
그냥 편하게 혼자만의 시간 보내도록
해주는데 쉬면 텐션은 올라 가더라구요ㅋㅋ"
ISFP,"잇프피 삶은 침대에서 일생을 보내기 때문에 햇빛 약간 덜 들어오는 아늑한 방에 냉장고,인덕션,과자 진열대,침대 퀸사이즈,배드 테이블,컴퓨터,아이패드,티비,콘솔게임기 이렇게만 있으면되요"
ISFJ,"에너지 충전을 혼자 쉬는걸로 하는거 같아서
존중해 줍니다ㅎㅎ
남자친구도 그러더라구요,,,
연락 없어도 당신에 대한 마음은 식은게
아니라구요,
식었으면 왜 만나겠냐구 그래요ㅎㅎ"
ISFJ,"주말에 쉴때를 말하는 겁니다,
주말은 거의 자더라구요,
뭐 전화는 잘하니 괜찮습니다~"
ISFP,"글에서도 수다력이 느껴집니다!
저도 상대적으로 저보다 말이 많은
어릴때부터 알고지내는 친구가 있어서 생각나네요
멀리 횡단보도 건너편에 서있는거 보기만해도 웃음이 터지는 그런 사이
친구는 마음맞는 사람 한명 두명이면 족해요"
ISFP,ISFP가 연봉 제일 높아요
INTJ,AI인줄 ㅋㅋ
ISTP,둘이 만나서 논거나 그냥 둘만 아는 재밌는얘기 테그한거만 아니면 그냥 그러려니 할거같아요
ISFP,여사친분이 제 남자친구랑 알바하는데 밥먹는걸 굳이 올렸어야 했나해서요..
ISFP,"네 ㅎ,, 알바하는데 밥먹는걸 굳이 태그해서 올리는 이유를 모르겠고 그걸 태그한걸 받아주는 남자친구가 이해가 안대소,,"
ENTJ,쏘 큐트.. ♡
ESFP,낮선사람 아니고서야 가능하죠
INFJ,"사실...저도 동감합니다.
당장 여기에서만 해도 MBTI와 관련이 없는 문제에 대한 질문을 누가 올리면, 자신의 경험상 '특정 유형이 이랬더라'로 댓글이 주르륵 달리니까요. 특히 바람이라거나, 기타 19금 요소가 달린 질문들이라거나...답답합니다.

물론 8가지 심리 기능 중 Se(외향 감각)에 여러가지 요소가 있고, 그 중 오감을 통한 자극 추구라는 특성이 있는데, 성적 자극은 단지 지엽적인 한 갈래일 뿐, 그게 한 사람의 인성이나 가치관에 절대적인 영향을 주는 게 아니니까요.

그리고 7번 유형이 많은 ENTP가 쾌락에 취약하다고들 말하는 것도, 사실 개인차가 있고요.
저도 7번입니다...그런데 무성애자예요. 와중에 하위유형은 또 성본 1차입니다.

무엇보다도 그 사람이 성장한 환경이 주는 영향을 절대 무시할 수 없기 때문에, 같은 MBTI에 같은 에니어그램인 사람 둘, 아니, 아예 일란성 쌍둥이 아기 둘이 각각 완전히 다른 환경에서 자란다고 해도 두 사람의 성격적 특성, 가치관, 그리고 인성 문제나 여러 특징들은 동일할 수 없으리라고 봅니다. 동일한 건 기질뿐이겠죠.

이렇게나 고려할 게 많은데도 여전히 단편적인 지식들로 특정 유형이라 바람기가 많네 어쩌네 하는 글을 보면...에휴.
동지를 만나 반가운 마음에 주절주절 해 봤습니다 )"
INFJ,애초에 완전한 이론이라는 게 세상 어디에 있을까요 (
ISFP,"귀차니즘을 잊을 정도로 사랑하기 때문이예요
저는 가벼운 사랑은 안합니다!"
ISFP,"저는 자만추라 그런거 안해요..
아마 그만큼 연애가 고파서 그런걸거예요
충동적인 행동일 가능성이 높아요"
ISFP,"가벼운 연애 안해요! 이별 후 현타가 와서 가벼워지고 싶어도 결국 누군가를 좋아하게되면 연애 감정에 아주 풍덩 빠지는 스타일이라 가벼워지기가 불가능

그리고 워낙 혼자만의 시간을 좋아해서 가벼운 연애의 필요성과 가치를 아예 못느껴요 진심인 상대 한정으로만 침대를 벗어날 의지를 주기때무네...."
ISFP,혼자 누워있는걸 그렇게 좋아하면서 왜 연애를 하느냐 생각해본다면.... 영혼의 짝꿍 딱 1명을 원하는 것 같아요 일상을 시시콜콜하게 나누고 추억 쌓을 수 있는!
INTJ,"저도 처음엔 이해안됬는데 상대한테 맞춰주는게 본인들이 맘 편하데요
인티제들은 뭐든 호불호가 강한데 비해서 그들은 그런게 약하다고 합니다
맞춰주고 상대가 만족하는걸 보면서 만족한다고 하네요
다만 진짜 싫은건 싫다고 하니까 크게 걱정하지 마시고 배려에 고마움만 표시해주시면 됩니다

사실 우리 입장에선 본인이 맞춰주고 싶어서 맞춰준거면 상대에게 고마움표시도 바라지 말아야하는거 아닌가 싶지만 그래도 감정적인 만족이 중요한 유형이니까 고맙다고 해줘보세요ㅎㅎ"
INTJ,"2222
당신이 이렇게 해주니 나 행복해 이런 말 엄청 좋아해요."
INTJ,"저는 이런 if유형들 보면 신기해서 그들의 오리지널 본투비 취향을 알아내려고 막 물어봤는데 그 자체를 추궁당한다고 느끼고 불편해하더라고요
인티제의 패시브는 추궁인듯 ㅋㅋ
알고싶다!"
INTJ,"2222
뭐 좋아하냐고 물어봐도 자신을 잘 모르더군요. ㅋㅋㅋㅋ"
ESTJ,술 마실땐 그래도 한시간에서 10분 칼답하긴 했는데.. 더 가까워져야겠죠?
ESTJ,혹시 밀당하는 편인지 알고 싶어요 절 친근하게 생각하는 건 맞는데 그 이상으로 생각하는지는 잘 모르겠어요
ESTJ,어제 상대가 술마시고 연락이 13시간째 안되는데.. 자고있는걸까 호감이 없는걸까 벌써부터 심장이 벌렁거리네요
ESTJ,ㅠㅠ 알겠습니당..
ESTJ,숙취가 심했다고 미안하다구 하네요 지금보면 늦어도 세시간 안에는 하고 평균 1시간 반? 정도인데 이건 이성적인 게 아니라 인간적인 호감으로도 가능한거죠??
ESTJ,더 두고보고 가까워지도록 노력해야겠네요.. 감사합니당!
ESTJ,ㅠㅠ 만나자고 얘기를 하려고 해도 답장이 늦어서 계속 못보고 그래서 포기했어요.. 미련이 남는데 미치겠네요 하하하하하ㅏ..
ISFP,저는 속상하지 않아요 다른거 하고 있겠구나 생각합니다
ISFP,용건이나 대화 주제 있을땐 바로바로 오는게 좋고(흐름이란게 있으니) 해당 용건 끝나면 서로 마무리 지은 담에(ex. 오후도 화이팅하자) 퇴근했거나 잘때쯤 대화 나누는 요정도 텀이 좋더라고여
ISFP,"저도 제 엣티제 남친이 카톡을 쭉 이어나가기보다는 일상 중간보고(?)랑 통화를 더 선호하는 타입이라 패턴이 저랑 잘맞아서 좋은 것 같아요!

그나저나 신경써달라고 하다니 너무 기여워요 남친분 ㅋㅋㅋㅋ"
ISFP,"당연히 다들 좋아하지않으면 안사귄다고 하죠
MBTI로 구분짓지보단 그사람의 문제인데 상대방의 조건만보고 일단사겨보는 부류들이있어요... 그리고 모솔이신분들이 한번사귀어볼까하고 사귀는경우도 있고요
대부분 얼마못가 헤어지더라구요"
ISTJ,제 말이 후련해보이는군요... 이미 앞에 한번 만나자는거 거절당해서... 알겠습니다.ㅠ
ISTJ,그죠...
ISFP,"네.. 한두번 까지는 괜찮은데
매번 반복해서 물어보는거라면 싫어요"
ISFP,"일년정도...면 싫어요....!!!!!!
확실한 대답이 궁금하면 확실하게 말해달라고 해보시고, 그래도 애매한 대답만 한다면 잇프피 성향상 대답하기 싫거나 곤란한데 단호하게 거절하는 것도 못해서 그러는거니까 그냥 얘기하기 싫구나, 하고 더 이상 안물어보는거 추천드려요!
답을 확실하게 하면 하는거고, 말해주기 싫으면 확실하게 거절하면 되는걸 왜 애매하게 말하지?? 하고 이해가 잘 안될 수 있는데.. 인팁과는 달리 잇프피들은 오히려 친구던 지인이던 애인이던 회사사람이던 관계를 더 유지해야하는 사람들에게는 매몰찬 거절을 못해 돌려말해요~"
ISFP,네 친한 남사친이고 제가 솔로라면 단둘이 만나는거 가능해요. 근데 안지 얼마 안된 사람이라면... 호감 없으면 단둘이는 좀 힘들어요
ISFP,정말 친하다고 생각해도 그럴 수 있어요! 단둘이 만나는거 여부 말고도 다른 것들도(연락 등등) 도 다 종합적으로 보고 생각해봐야할 것 같아요!
ISFP,"그럼 그냥 친하다고 생각하는거 아닐까 싶어요ㅠㅠ 제 기준 썸남, 짝남, 남친 한정 바쁠때 아니면 거의 칼답이고 선톡도 많이 합니당.."
ISFP,"안읽씹은 귀찮아서... 다른 것에 집중하느라 바빠서 하는 경우가 많고( 이런 경우 늦게라도 답을 합니다)
노잼이거나 딱히 답을 할 말이 생각나지 않거나 할때도 미리보기로 보고 안읽씹 합니다.
읽씹은 더 이상 연락하기 싫을때, 정말 할 말 없을때, 그냥 심심해서 연락하다가 이제 안심심해졌을때요!
제 기준입니다!"
ISFP,"안읽씹 기간 중 밖에서 마주쳐서 얘기까지 했는데도 계속 안읽씹이라면 ㅠㅠ 죄송하지만 호감 없는거 같아요.
잇프피가 다른 것에 집중하느라 바쁠 시기가 아니라 갑자기 그런거면, 개인적으로 저는 대화가 재미가 없거나, 할말도 없고, 귀찮으면 안읽씹해요.
호감이 있다는걸 어느 부분에서 느끼셨는지 모르지만.. 저는 호감 없는 상대도 제가 심심하거나 제가 관심있는 분야거나 대화내용 재밌으면 빠르게 합니다..
참고로 저는 아무리 연락 귀찮고 재미 없어도 썸남, 남친 한정 칼답이고 안읽씹 안해요!
심지어 몇일씩은 더더욱이요!!!!!"
INFP,잇프피남자도...질문해도될까요..? 잇프피여자도 잠수를 좋아하시나요..? 잠수중일땐 무슨생각을 하시나요...?? (ㅎ ㅏ..)
ISFP,저는 잠수를 타본적은 없긴 한데ㅠㅠ 무슨 생각을 하는지는 상황마다 좀 다를거같아요.
ENFP,"맞아요.. 너무 관계에 진전이 없어서요... 그렇담 상대를 생각하면 역시
안하는게 좋겠군요
의견 감사합니다!"
ENFP,"그렇군요.. 진전이 없다보니..
그리고 이미 제가 좋다 다 표현해놔서
어장을 하나까지 생각이들어서..
임팩트를 주고싶었는데 역시
도움이 전혀 안되는거군요!!
그냥 지금처럼 꾸준히 두드려보겠습니다! 바쁘신데 답변 감사합니다!!"
ENFP,"고구마 스틱님 말씀대로 질투이런것보단 제라 좀더 적극적으로 하는게
더 도움이 될거같긴 하네요!!

제가 더 표현하고 다가가 보겠습니다!
바쁘실텐데 답변달아주셔서 감사합니다!"
ENFP,
