comments,comments_writer
동생이 isfp인데 겉으로 보이는 행동양식은 거의 똑같거든요ㅋㅋㅋㅋ 근데 거기까지 가는 프로세스가 전혀 다르단걸 알게되고 정말 놀랐어요 isfp가 t 언행에 익숙하고 무던하면 잘 지내는거 같아요!,ISTP 얍스
"전혀 아니라고 봐요.. 저 데이트도 못할 정도로 두달정도 열이 계속 났는데 하루도 빠짐없이 몸은 어떠냐, 괜찮냐가 하루 시작 질문이였고 늘 달려와서 괜찮은지 확인하고 병원 데려가던데요.. 저도 그렇겐 못할 듯해요",isfj인데충동적
그렇군요 댓글감사해요!! 덕분에 안심됩니당🥺 안그래도 장거린데 제가 맨날 우당탕탕하느라 혼자 다쳐와서 비밀로 해야하나 고민했었거든요🥺 항상 걱정하면서 자기가 옆에 없어서 미안하다는말 굳게 믿고 감사한마음으로 사랑받을게요 댓글 다시한번 감자합니다!!,고양이가최고 INFP
전남친이랑 연락하면서 미련가지는거 할게못됩니다..저도 불과 한달전쯤만 해도 전남친과 친구로 지내던 사람인데 저는 그냥 수많은 여자들 중 한명일뿐이더라구요 힘드시더라도 놓으시는게 맞는거같습니다,엠비티아이과몰입녀
"사실 이게 맞는데 미련때문에 지금까지도 못놨던 것 같아요 ㅎ휴ㅠㅠ
댓글 감사합니다!! ㅎㅎ 어차피 멀어진 상황이니 이번 기회에 마음 정리나 해야겠어요 ㅎㅎ..",유니콘콘 infp
연락한다했으니 손절의미는 아니고 연락올거 같아요,나는누구이고여긴어디
"댓글 감사합니다!! ㅎㅎ
말씀해주신대로 그냥 언젠가 필요하면 연락 오겠거니 하고 좀 힘들지만 잊고 지내야겠어요 ㅎㅎ",유니콘콘 infp
걷기 귀찮음(모든게 요약됨),쌈무 ISFP
운동만 안좋아하는게아니라 걷는것도 귀찮아하는군요ㅋㅋ,플래티
저는 걷는거 좋아해요 ㅋㅋㅋ 노래 빠밤 하면서 신나게 산책합니다.! 사바사인거 같아요.,I와E중간어느SFP
찐친 잇프피여성 4명 보유자로서 잇프피 의도한건 아니지만 쉬거나 약속중이거나 개인시간 보내고 하다보면 연락텀이 길어져서 밀당을 한다고 상대방은 느낄수 있습니다. 하지만 찐호감이상이묜 그런거 없어요 끼고살아요 폰.,ENFPjjj
남자 isfp랑 비슷한거같네요!,플래티
추가로 누워있는거 좋아하고 잔소리 싫어하고 같은소리 여러번 하는것도 싫어합니다. 찐친이나 정말 편한사람이랑 있으면 도라이 기질이 낭낭합니다(욕아님) 엔프피 활기 뛰어넘는경우 많이 봤어요 텐션 쭉 올라갔다가 바로 고갈되긴 하지만ㅋㅋㅋㅋㅋㅋㅋ,ENFPjjj
ㅋㅋㅋㅋ 누워있는거는 진짜 다좋아하네요 남사친도 많은 편인가요?,플래티
아뇨 잘 없는거 같아요 거의 0에 수렴합니다! 한명은 직장모임으로 남녀 같이 보는 경우 있던데 만나는 일이 1년에 1-2번 있을까 말까 한 정도요!,ENFPjjj
"내가 호감을 표현한 사람이 나한테 호감이 없어 보이면 좋아해도 서서히 연락이 줄어듬을 볼 수 있습니다.
(그게 밀당으로 보일 수도 있을 거 같아서ㅎㅎ)
자기가 좋아하고 자기한테 호감을 표현하는 사람한테 연락은 잘해요.
좋아하는 사람 생기면 하루 종일 그 사람 생각만 하기 때문에 연락을 안 할 수가 없어요 ㅋㅋㅋ
온 세상이 그 사람뿐인걸요..그 만큼 짝사랑하면 스트레스 많이 받는 편.
솔직히 귀찮아서 양다리 못해요 여러 사람 사랑하기 불가능.. 한 사람한테 정 주기도 바빠요.
가끔 삘 받아서 모임이나 여행도 가는 편인데 갔다 오면 에너지가 부족해서 집에서 다음 날은 무조건 쉽니다.
만남을 연달아 이어서 못해요. 가끔 모임에서 한참 재밌게 놀다가 멍 때리고 있는데
그거 화난 거 아니고 기 빨려서 그래요 ㅋㅋㅋㅋㅋ",I와E중간어느SFP
아 그리고 좋아하는 사람 생기면 선물도 많이 주고 간이고 쓸개고 다 빼줍니다.,I와E중간어느SFP
"해소법은 없고
걍 그런가보다 그런가보지 어떤 사유가 있었겠지 하고 그 이후 생각을 안합니다.
누가 날 싫어하는 상황이라면
그러든지 말든지~하고 넘기고 생각을 안해요",화이팅ISFPa
저도 약간 이런거 같긴한데 그 일이 마무리가 안되면 계속 쌓이더라구여 휴...ㅠㅠ 단순해서 금방 까먹는거 같긴한데,큐티잇프피
마무리가 안되면 될대로 되든지 말든지 이 상황에서 내가 배우는게 있겠지 합니다ㅎㅎ,화이팅ISFPa
"마인드 컨트롤이 중요하군요!
되게 현명한 방법인거 같아요ㅎㅎ 스트레스에서 배울점을 한 번 찾아봐야겠네용👍",큐티잇프피
항상 파도가 몰아치고 간 자리에 제가 얻는게 있더라고요. 단단해지고 같은 문제를 반복하지 않겠죠. 어차피 해결 안되는 것은 시간이 해결해줄 겁니다.,화이팅ISFPa
마음이 한결 편해졌어요! 감사합니다,큐티잇프피
제 잇프피는 스트레스 받으면 운동을 빡세게 합니다 ㅋㅋ운동하면 잡생각이 안든대요,내맴엣팁
운동은 하기까지가 귀차니즘이 너무 심해서 대청소를 했더니 잡념이 좀 사라졌어요! ㅎㅎ,큐티잇프피
좀 그런거 느껴요 친구도 계산적으로 따져가며 사귀는 느낌 그래도 귀여운 매력이 있는 그들이죠 ㅎ,운동하기싫음eintj
"가끔 간보고 재는게 보이면 정떨어지는데, 사소한 말도 배려하는 부분은 좋은 거 같아요",fh
Isfx들이 그런경향이 있더라구요,나는누구이고여긴어디
22222,달intj
3333,ISTP꼬부기
"흠 때로 속으로만 생각하는게 있긴한데 그렇다고 계산적인거랑은 거리가 있는 편이라고 생각해요. 이게 말이 애매하긴 한데ㅋㅋㅋ예를들어 어느 모임을 나갈지말지, 누가 오느냐에 따라 각을 재기도 해서 간잽이라고 불릴 때도 있고, 사람들한테 열려있지만 진짜 속마음까지 다 열어서 보여주는 사람은 엄청 드물어요. 하지만 계산적인 거랑은 거리가 먼 편이라고 생각해요, 애초에 자신의 신념에 어긋나는걸 못해서 진정성을 중시하고 가식적으로 행동을 못하고, 무언갈 한다 안한다, 친하게 지낸다 안지낸다 등을 그 느낌이 가는대로 행동하기 때문에 하나하나 따져보고 의도적으로 행동하는거랑은 다른 것 같아요",잇픕히
잇프피 남친이 짜놓은 판에서 노는 느낌이 들때가 종종 있어욬ㅋㅋㅋ 자신한테 유리한쪽으로? 그래서 계산적이다~ 생각했던거같아요,엔푸피
자기 손해보는거 시러해요 ㅋㅋ,내맴엣팁
약간 이런느낌?이에욬ㅋㅋ,엔푸피
좀그런듯요,도티도티
"유형을 떠나서 누구나 본인의 기준을 가지고 친구나 사람을 사귀지않나요?isfx만 그런거였어요??
싫은사람,별로인사람,안친한사람과는 굳이 친해지고 싶지않고 굳이 손해보고싶지않은게 사람마음 아닐까싶어요

아니다 isfx만 그런거다라고 생각하신다면 어쩔수없지만요🤷🏻‍♀️",isfpi
"공감요.. 잇프피는 진짜 계산적이지 않은 편이라고 생각해요, 굳이 따지자면 사람 누구나 계산적인 면이 있다고도 생각하구요. 근데 또 그렇게 느낀 부분이 있다면 어쩔 수 없구요, 잇프피도 사람마다 다르고 받아들이는 것도 사람마다 다른거니깐요. 또 그렇게 느꼈다는데 제 의견을 강요할 생각도 없구요 🙂",잇픕히
"그렇게 느끼셨다면 죄송해요😢😢
이런식의 글은 지양하도록 하겠습니다:)
알려주셔서 감사해요",엔푸피
mbti연구유튜브보면 infp랑 isfp가 젤 덜 계산적이라고 하세요ㅠㅠ그다음은 enfp esfp…저 스스로도 그렇게 생각하고있구요. 나같은 친구 만나고 싶음!!!그치만 인간이다보니 계산적인 부분이 아예 없을순없겠죠?,자가비
어떻게 바뀌게되신건가요?,인픕
22…거의정반대 아닌가요…?,ENFP였네
사회생활을 해서 바뀌게된것 같아요!! +불건강한 infj남자를 2년간 사귀었는데 옆에서 답답한점을 많이 봐서 제성격자체가 많이 바뀌기도 한것같아요!,윤서
아하~~,인픕
사람들과 시간을 보내면 에너지가 생기시나요,나절INFJ
네네 완전요 ㅠㅠ 너무 행복해요!!! 그리구 확실히 혼자있을때 잡생각이 사라졌어요! 내면보다 바깥에 집중되는느낌이 확들어요,윤서
"와 어떻게 그렇게 변하죠 신기하네요
인프제였을땐 사람들과 오래 있었을때 힘드셨나요",나절INFJ
네 ㅠㅠ 진짜 너무 힘들었고 빨리 집에가고싶었어요.. 그리고 사람들만날때 진짜 그상황에 집중하고 빠진다는느낌보다는 진정한 나의삶은 따로있다?? 이런생각으로 임했었어요! ㅠ 지금은 사람들만날때 그상황에 빠져들고 즐겨요!,윤서
진짜 변하셨네용ㅋㅋㅋ저는 아무리 E가 되보려 해도 안되더라구요,나절INFJ
아하.. 나절님도 제가 infj였을때 느꼈던걸 비슷하게 느끼시나요?!,윤서
넹ㅋㅋㅋㅋㅋ완전 똑같아요,나절INFJ
헐 우와 진짜 신기해요!! ㅋㅋㅋㅋ,윤서
"J에서 P로 바뀌었는데...
J의 특징 중 기본적인 생활습관 (물건정리, 정해진 위치 등) 자체가 바뀐건가요?
또 여행갈떄 계획세우는게 즉흥적으로 바뀐건지요? ㅎ
(J에서 P로 바뀐게 신기해서요~)",ENFP봄날
"네네 ㅎㅎ 생활습관도 조금 바뀌었고.. 여행갈때 계획은 사실 원래 즉흥적인 편이기는 했어요! infj결과 나왔을때 j랑 p가 비슷하기는 했는데
요즘은 좀더 나를 내려놓고 좋은게 좋은거지~~ 이런식으로 편하게 살려고 하니까 p의비중이 늘은것갗아요 ㅎㅎ",윤서
ESFP에게 ENFJ 친구는 어떤 존재인가요?,도애 ENFJ
이건 잘 모르겠어요 ㅠㅠ 너무 케바케인것같아요 ㅠㅠ!,윤서
"맞아요 ㅎㅎ근데 그 공감도 저희가 직접 겪었거나 우리한테 와닿는 포인트라는게 특징인 것 같아요, 내향 감정이라는게 내 내면의 감정을 기준으로 둔거라 지극히 개인적이고 지극히 주관적인 나라는 사람의 감정이 중점인거 ㅎㅎ저도 레몬쥬스님이 쓰신 부분들 공감가요",잇픕히
직접 경혐에 의해 올라오는 감정이 제일 크다고 생각해요ㅠ 저는 잇프피에서 엣프피가 되었지만 진짜 내 경험과 똑같다 비슷하다 나도 저 기분 알지... 하는거에서 많이 울컥합니당ㅠ,앳프티피
"그쳐 저도 저랑 같은 경험이나 심리를 느낀 사람, 그리고 제 마음에 공감해주는 사람한테 정말 확 울컥하는 것 같아요ㅠ 물론 진정성이 느껴져야 해요, 영혼없이 반응해준다는 느낌이 들면 와닿지 않거든요 ㅎ",잇픕히
진짜 귀여우셔요ㅠㅠㅠㅋㅋㅋㅋ,앳프티피
"ㅋㅋㅋ 42살인데,,, 질투도, 장난끼도 많아요😅",ISFJ 잇프제16
ㅠㅠ저랑 비슷하시네요 공감됩니다ㅜㅠ저도 그래서 퇴사 고민하고 있어요,구름 ISFP
"ㅠㅠ,,, 몇달 차 되셨나욤???",쩜isfp
10개월이니 1년 다되갑니다ㅜㅠ몇 달 되셨나요?!,구름 ISFP
"저 이제 6개월 되는거 같아요.....!!!!! ㅠㅠ 아직더 혹시 힘드신건가요?? 나아지는
느낌은 안드세오..????",쩜isfp
"아하 그러시군요ㅜ6개월이면 그래도 꽤 다니셨네요! 저는 제가 기획력이 없어서 기획업무를 하지않지만 기획이 필요한 회사라 정말 존재감도 없어지고 그냥 한계가 보이는
것 같네요ㅜㅜㅜ",구름 ISFP
엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 갑자기 기억나서 아 여기 가면 되겠다!! 하고 막상 말했는데 곤란해 하는 것 같으면 가지말까? 하는 ... 저 보는 줄 알았네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,빙띵 ISFtP
"잇프피님이 가자고할때 묻고따지지말고 고! 외쳐보세용
은근히 기억에남는 일들이 생겨요ㅋ
제가 그렇습니다ㅋㅋ",InFj냥냥
잇프피는 배려가 몸에 배어잇어서 상대가 싫어하는것 같으면 바로 상대가 하자는대로 해쥬ㅓ요,내맴엣팁
인프피랑도 비슷한 면이네욬ㅋㅋㅋㅋㅋㅋㅋ,mindful
"음 상대방이 조금이라도 걱정하는 모습 보이면 바로 접어요~ 잇프피가 뭐 하자고 제안하는거 자체가 큰 에너지로 용기내서 한거거든요. 그냥 잇프피가 뭔가 하자~ 어디 가자~고 할때 반대의견이나 걱정되는 의견 내지말구 한번쯤 그냥 가보는 편이 좋을 거 같아용

뭔가 준비도 안되어있고 무계획적인 모습에 불안하시겠지만.. 잇프피는 의외로 임기응변과 실전에 강합니다... 닥치면 엄청 생각보다 효율적으로 행동력있게 잘해용",isfp 호흡
"ㅠㅠㅠㅠㅠ맞아요..괜히 제가 이해받는 느낌이 들어서 울컥했네요🥺 상대방한테 막 강요하거나 푸쉬하는 편이 아니라 제안했는데 좋다고 하면 가는거고~ 인프제분이 좀 불편해하는 거 같으면 또 그것도 이해하지 접은걸거예요. 근데 호흡님이 말씀하신 것처럼 잇프피들은 실전에 강해서 문제대처능력도 좋고, 무엇보다 즉흥적인걸 같이 하면서 엄청 즐거워할거예요, 일이 틀어져도 잘 헤쳐나가구요 ㅎㅎ",잇픕히
아 나 보는 줄 알았네 ㅋㅋㅋㅋㅋㅋㅋㅋ 즉흥적 금방 포기~!,쵸빵isfp
좋게 이별했으니까요? 저도 전남친이랑 좋게 헤어지고 그랬었어요. 현재는 전남친이 여친이 생겨서 차단당했..ㅋㅋㅋ,엥뿌삐댕댕
그럼 좋아요 누르고 그러실때 재회 하고 싶은 생각도 없고 그냥 미련도 제로이셨던거죠? 지금은 저렇다가도 나중엔 연락올 가능성있는지 궁금해요,esfj씩씩
사람마다 정말 다르겟지만.. 100프로 없다고 할 순 없겠네요.씩씩님은 이렇게 글 올리시고 말씀하시는 거 보면 다시 잘 해보고싶은 마음도 있으신 것 같은데.. 대화 한번 해보세요!,엥뿌삐댕댕
좋게 헤어지면 그럴걸요...? 왜냐면 헤어졌고 아무런 미련이 없기 때문입니다.,앳프티피
그 이후로 연락같은건 안오셨나요..? 저도 지금 당했는데 제 머리론 이해가 안되는 행동이라... 전 좋게 마무리 하지도 않았습니당..ㅎㅎㅎ,ESFP뀽
"상대방이 밀당한다고 밀어버리면 우주밖까지 밀려서,,,?상대방이 흥미가 떨어진거같으면 상처받기 전에 미리 정리해서,,?🥹 아니면 내가 관심이 사라져서거나 난 썸이라 생각안했다 였던거 같아유",EsfptH
한 줄 요약 정확합니당,EsfptH
"허어억 그렇군요…
상대방이 절 좋아한다는 확신이 들때까지 마음 표현을 잘 안하는데 ㅠㅜ 더 노력해야겠군요",윤임
상대방이 엣프피시군욯ㅎㅎㅎ? 윤임님이 많이 표현해주시면 엣프피도 표현 많이 해줄겁니당 ☺️,EsfptH
제 기준 썸까지의 진입 장벽은 상당히 낮은 편인데 연애 시작은 너무 심사숙고.. 아마도 연애시작(진지한관계)하면 최대한 상대방한테 맞춰주는 편이라 스트레스를 생각보다 많이 받아요. 그래서 내가 과연 이사람과의 연애에 그정도 각오가 되어있는지 많이 고민하게되더라구여,ESFP커브
"으으으으음 저랑 달라서 신기하네요
근데 연애하다가 별루면 헤어지면 되지 않나요?",윤임
썸타는 단계에서 거슬리는 언행보이면 빠르게 손절해요. 그 짧지않은 기간동안 걸러지지않고 남친이 된 사람이면 이제 맞춰나가는 단계인거죠~ 근데 워낙 싸우는걸 싫어해서 웬만하면 제가 참고 맞춰주는 편이에요,ESFP커브
2222!,구름 ESFP
"지나가다가 공감되어서 댓글답니다 3333
간이고 쓸개고 다 빼주고 싶을 정도로 잘해주고 싶어서 시작하기전에 상대방의 인성을 유심히 보는 것 같아요",엥뿌릿
전 엣프피남친 고백 대놓고 엄청 깠는데 2개월간 해바라기해서 만났어요 썸이 아니었어서 가능했나..,ENTJ 7w8 SX 블링
"제 남자친구는 ""이유가 어디있어~ 그냥 ㅇㅇ니까 좋은거야"" 이런식으로 뭉뚱그려서 얘기하더라구요",뚱 ISFJ
"제 남친도 ""그냥 좋으니까""이런 대답만 해욬ㅋㅋ",ESTJ녀
"단순해서 그런거같아요. 그냥 감정자체가 좋으니까 만난다고 생각하더라구요 ㅎㅎ
제 남친도 그냥 좋으니까 좋은거지 뭔 이유가 있나? 라고 답하더라구요. 어디가 좋고 뭐가 좋고 부연설명 거의 없어요.",이롯ENTJ
제 전남친(isfp)도 좋은게 좋은거지~ 식이라... 이뻐서 만나는거야. 그냥 좋아~ 이런 식이었던거 같네여,야들타로 esfp
어떤 부분이 잘 안 맞는다고 생각하세요?!,구름 ESFP
미래에 대한 것들을 구체적으로 생각하지 않는 느낌? 제 이상형이 이과 너드남인데 항상 엣프피는 운동 인싸남 이더라구요 ㅠㅜㅜㅠㅠ,윤임
"아 그쵸 이과 너드남이랑은 거리가 너무 먼 느낌이긴 해요! 그리고 미래보단 현실에 조금 더 초점을 두고 사는 오늘이 행복하고 잘 살아야, 내일, 미래가 행복하다는 주의랔ㅋㅋㅋ 근데 운동 인싸남에 끌리는 스타일 이신가봐요",구름 ESFP
"어떤 부분이 안맞으세요? 솔직히 저는 어느 무리를 가든 친구들이랑 두루두루 잘지냈고 성격이 진짜 모났거나 인성이 터진 사람 아니면 다 잘지냈거든요,,, 엣프피가 또 잘맞춰주잖아요?!",엣쁘삥
뭔가 기빨리는 느낌? ㅋㅋㅋㅋㅋㅋ,윤임
이싱하게 꼭 안맞으면서도 그런사람이 끌리게 되더라구여 ㅜㅜ 파국이다!!,INTPuu
너드면 NT쪽으로 가셔야 할텐데 하핳..,ENTJ 7w8 SX 블링
하 맞져… 심지어 저 소문자 e라 i 좋아해용..,윤임
"제 남자친구는 처음에도 연락이 많이 없어서
저는 조금씩 적응 된거 같아요😵‍💫
초반엔, 성향을 모를 땐,,
다들 연락으로 사랑을 확인 하는거
아니냐구 했었는데...
남자친구는,
연락에 좋은 기억도 많이 없어서
트라우마를 굳이 제가 건드리고
싶지 않아서,,,
이젠 바쁘겠구나, 요러면서
제 할일 하고, 퇴근하면 연락
하니까 저도 마음 편해요
제 남자친구 처럼 연락 없는
사람도 없을듯 합니다😂",ISFJ 잇프제16
저는 불안형이라 그런지 쓰니님 처럼 연락에 해탈하기 넘 어렵네요,나나INTJ
"저도 불안형인데,,, 저 자신에게 집중하니
좀 낫던걸요😌",ISFJ 잇프제16
"넘 좋은 글이네용 ㅎㅎ 지우지 말아 주세요 ㅠㅠ ㅎㅎㅎ
혹시 연락을 매일 하시나요..? 의무감으로 들때가 있는지
그리고 주로 어떤 대화하시는지 궁금ㅎ ㅐ요 ㅎㅎ",ISNTFJ 뭐징
"남자친구랑
출근할때 퇴근할 때 카톡, 전화,
틈틈히 전화하고, 주말엔 혼자 쉬라고
연락 안해요
밤에 한번 살아있어? 하고 전화 하거나
월요일 출근길에 연락 합니다~

다른 커플들에 비하면, 연락 진짜
살아 있는지 확인 하는 정도예요ㅋㅋ
어떻게 이러지? 그러지만,
서로 믿으니 가능한거 같아요
남자친구가 잇프피라 잠이 많기도
하고, 일이 힘들어서 주말엔
쉬게 냅두는 편입니다,,
실제로 집밖에 안나와요🫠
그런 성향 존중하고 이해 하니까
남자친구도 가끔 일요일에
나오기 싫어도 나와서 시간 내어주고,,,
이렇게 하니 의무감 없어요🙂

대화는,
하루에 힘든건 없었는지,
밥은 잘 먹고 다녔는지,
소소한 일상, 금요일 마다 만나는데
목요일엔 내일 뭐먹지? 요런거
이야기 하고, 영화 개봉 이야기도 하고
일주일에 한번,
서운하게 했던거 없었는지,
요런거 주로 이야기해요~
거의 다들 비슷 하지 않으실까요😅",ISFJ 잇프제16
진짜 잇프피들은 너무 똑같은거같아요 복사붙여넣기한것처럼....제 마음을 읽은 것같아서 댓글씁니다ㅠㅠ 저도 연락=애정이라고 생각했는데 반대로 잇프피는 많이 부담스러웠겠다 생각들어라구요..어제 제가 퇴근길에 전화했는데 ‘왜 전화했어?’ 라고하길래 너무 서운해서 엉엉 울었어요ㅠ 근데 다시 마인드바꾸고 혼자노는중이에요...ㅋㅋ 이게 맞나싶지만...이런사람도 있다고 말해주고싶었숨니다...ㅎ,INFP보살
"제 잇프피도 퇴근하고 전화하면
왜전화했어 라고 이야기 합니다ㅋㅋ
여보 목소리 듣고 싶어서 했지~
요러면 웃으면서 고생했다고,
집에가서 쉬라고 그래요🫠
저는 이제 서운하지 않고, 표현을
못하는 사람이니 내가 더 표현하면 되지
요럽니당ㅎㅎ",ISFJ 잇프제16
ㅠㅠㅠㅠㅠㅠ우와 댓글감사합니다ㅠㅠ 저는 인프피라그런지 이생각저생각 다 들고 구렁텅이로 빠지기 직전이었가든요ㅠㅠㅠ ㅎ ㅏ..오늘도 한층 더 보살이 됩니다...ㅜㅜ,INFP보살
"말은 그렇게 해도, 연락은 뜸해도
좋으니 만나는거지,,
싫으면 절대 안만나더라구요
그냥 냅두고, 우리 할일 해요ㅋㅋ
저는 나한테 자유시간 많이 주는구나
생각 하고 있어요😅",ISFJ 잇프제16
"저희는 연락은 진짜 자주 하지만 애정표현은 잘 안 하는 편이라 제가 한 번씩 물어보면 본인은 관심 없는 사람한테 절대 시간 안 쓴다는데 사실 맞는 말이기도 하고.. 제가 잇픕한테 사실 성향상 넌 돈이랑 게임이랑 유튜브랑 침대만 있음 외로움도 딱히 못 느끼고 살 사람 아니냐 그랬더니 맞다고 그만큼 널 좋아한다고 말하는 거 보고 뭉클해지더라고요ㅠㅠㅠㅠㅠ
잇픕 연락 문제 다들 힘들어하시던데 그냥 먼저 연락 때리면 또 잘 받아주는 성향 같아요..ㅠㅠㅠ",isfj인데충동적
"연락에 좋은기억이 없는 사람이기에
강요하지 않아요, 처음엔 뭐지 싶었지만,
이젠 저도 저 혼자만의 시간 가지고
그러니 좋은거 같기도해요
전화하면 잘 받아주니, 그걸로 예쁘다
하구요ㅎㅎ",ISFJ 잇프제16
"이거좋져 ㅋㅋ ㅠㅠㅠ 저두 엣프피가 전남친이고 현남친도 엣프피인데 전남친은 엣프피지만 출퇴근 카톡마저도 잊고 잘안하는모습을 보고 정이떨어졌어요 쓰니님처럼 기본적인연락이라도 하자고 수백번말해도 고쳐지지않아서 헤어짐을 택했는데 현남친은 같은 엣프피인데도 연락의 중요성이 높은 가치관을 가져서 엠비티아이와 별개로 저랑 너무잘맞더라구요ㅠ,,
저렇게 기준정해서 잘 지켜나가는 커플이셔서 가능했던 일 같아요 !! 저도 저렇게 해보려다 상대방이지키지않아
새사람을 만났지만ㅜㅜ 저렇게 해보고도 안되는 사람이랑은 정리하는것도 맞는거같네요 ㅠㅠ 넘 좋은 마인드에요 저거 !!! ㅋㅋ",플플플 enfj
