comments,comments_writer
"전 저렇게 칭얼거린 적이 없어요 근데 자존심 버리고 칭얼거리는 거 보니깐 사랑인데요? 원래 저렇게 약한 모습 잘 안 보여주는데,,",리치몬
막내라서 애교는 많다했고 손 많이갈꺼라고 언지는줬어요. 직장에선 가장 형이라...일할때는 안 그럴꺼같은데 모닝콜도 그렇고 현타왔다고도 하고 저를 많이 믿는건가 생각들기도하고...항상 보고식으로 저렇게 남겨두긴하는데 오늘은 정말 바쁜가봐요,Istjjjjjjjjjjjjjjiii
저도 막내랍니다 네 인티제가 많이 믿고 의지하는 것 같아요 저라면 상상도 못할 일이죠 저렇게 보고 형식으로 남겨놓는 것도 좋아하니깐 남겨두는 거예요 너무 바쁘고 정신 없어서 연락을 못 하는 것 같아요 전 일하느라 바쁘기도 한데 연락 자체가 너무 귀찮아서 연락 안 하고 안 보는 게 일상이에요,리치몬
"아하 애교는 술먹음 나온다고 했고 편한사람한테는 보여주는거같아요.평소엔 뭐 먹는다 톡 하는데 얼마전에 아프기도했구 걱정스럽다고나 할까요
괜한 걱정이겠죠? 리치몬님 조언대로 퇴근하고 뭐먹는지 사진이랑 밥 챙겨먹으라고 톡 남겨뒀어요 ㅋㅋ",Istjjjjjjjjjjjjjjiii
"약한 모습 보여줘도 괜찮을 정도로 신뢰하는 사람한테만 보여주는듯해요 걱정해 주면 엔티제는 좋아하죠 하지만 금방 괜찮아져요 Istj 님처럼 보고 형식으로 톡 보내놓으면 귀엽다 날 생각해주는구나 싶어서 좋아요 물론 좋아하는 사람 한정^^ ㅋㅋㅋㅋㅋㅋ 엔티제가 저렇게 뭐 한다고 알려주는 게 신기하네요,, 전 말해도 대충 말하거든요,, 사랑을 하면 저렇게 바뀌나,,",리치몬
첨부터 항상 저렇게 연락해서 엔티제분들은 보고를 표현으로 생각하나했어요!원래 저분 스탈일수도있어요 전화할때도 오늘 하루일과 주변사람들 다 말해주는 스탈이거든요. 엔티제 특징인줄 알았어요 ㅋㅋ,Istjjjjjjjjjjjjjjiii
"전 엔팁에 가까운 엔티제긴 한데 전 연락은 잘 안 보고 보고 형식도 안 말하거나 대충 말하거나 이래서 신기할 따름이에요 ㅋㅋㅋㅋㅋ 그 대신 만나면 잘해주는 편이지만요 보고를 표현이라고 생각하셔도 무방해요 엔티제가 Istj님이 너무 좋은가봐요,,, 칭얼거리고,,,일과를 다 얘기하고,,ㅋㅋㅋㅋㅋ",리치몬
"아! 엔티제는 첨에 꽂혀야 연애가 가능한가요?
보고는 첨부터 그랬는데 엔티제특징인줄 알았어요
지금은 질문은 없고 보고를 주로해요~
처음 카톡과 오늘 아침 카톡인데...진짜 절 의지하고 싶은건가...이제껏 나이차 많은 연하 만났다고했어요",Istjjjjjjjjjjjjjjiii
"네 처음에 꽂혀야 연애 가능해요 아마 처음부터 마음에 들어서 그런 것 같아요 처음이랑 오늘 아침이랑 별로 차이점이 없는데요,, 칭얼거림이 더 생겼다 정도? 정말 변한 게 없네요 연락에 소홀하지도 않고 보고도 잘해주고요 그리고 진짜 의지해도 될 정도로 믿어서 저런 약한 모습을 보여주고 칭얼거리는 거예요 나이 차이는 중요치 않아요",리치몬
저도 연하긴한데..아! 제가 비형인데 비형한텐 진다고..다른 혈액형은 다 이긴다고 하길래 저한테 의지하고 싶나 하긴 했어요 ㅋㅋ리치몬님 덕분에 정말 엔티제 이해 많이 할 수 있게 됐어요🙂,Istjjjjjjjjjjjjjjiii
연하인 너랑 사귀고 싶다고 플러팅한 거고 Istj님이 연상이면 이제껏 나이차 많은 연상만 만났다고 바뀔 내용이에요 ^^ 그냥 플러팅이다 이거죠 ㅋㅋㅋㅋ 비형한텐 진다 X 너한텐 진다 O 이 말이에요 플러팅한 거죠 ㅋㅋㅋㅋㅋㅋㅋ,리치몬
헛 그런거구나..친한친구들 얘기하면서 비형한텐 다 진다고 해서 플러팅인줄 몰랐어요 ㅋㅋ 다른혈액형은 씹어 먹지만 져주는거라고 해서 나한테 의지하고싶나?만 생각했어요 ㅋㅋㅋㅋ,Istjjjjjjjjjjjjjjiii
그래서 손 많이가는데 괜찮겟냐고 한거구나...이상형 물어봤는데 작고 (저는 큰편) 하얗고 잘웃고 연락잘되고 (이건저랑 부합) 똑똑하진않아도 현명하거나 어머님같은분이 이상형이라고해서....아 전 작지않은데 했거든요,Istjjjjjjjjjjjjjjiii
Istj님이 비형인 거 아니깐 얘기한 게 아닐까 싶은데요 ㅋㅋㅋㅋ 저도 그런 적이 있어서 알죠 의지하고싶은 것도 있지만 좋아서 져주고 싶고 그런 거죠,리치몬
아하 그냥 다 져주고싶단거구나! 플러팅인것도 몰랐어요 ㅋㅋ저 바부탱이네요 ㅠㅠ,Istjjjjjjjjjjjjjjiii
이런 나를 책임질 수 있겠냐 감당할 수 있겠냐고 물어본 거죠 이상형은 작은 키가 좋지만 큰 키인 너는 좋다~ 이 정도로 내가 널 좋아한다 이런 거죠,리치몬
"제가 전 키큰데 하니까 근데 이상하게 큰 사람이랑 엮였다했나?했어요ㅋㅋ 그리고 어린여자 조아하나봐 했더니 그게뭐 지금은 너가좋은데 술먹고전화로 그말은했어요 ㅋㅋ
그리고 게임 얘기하다가 갑자기 우리결혼할래? 라고 해서 잉 게임얘기하면 다 결혼하자 할꺼야?하니까 네가 처음이야 라고했는데 제가 다 장난으로 생각했나봐요",Istjjjjjjjjjjjjjjiii
전 연애에 물어보거나 하면 안되겠죠?,Istjjjjjjjjjjjjjjiii
전애인에 대해 물어봐도 돼요 물어봐달라고 엔티제도 얘기한 것 같은데요? 엔티제 친구분이 그런 말을 할 정도면 지금 결혼 전제하에 연애 중이신 것 같은데 현재 사귀는 건 아니신가요..? 좀 헷갈리는데 ㅋㅋㅋㅋ,리치몬
"아니 게임이든 뭐든 장난으로 결혼 얘기는 절대 안 해요 진심으로 ㅋㅋㅋㅋㅋ 그냥 엔티제는 진심으로 결혼하고싶어하는 것 같은데요,,",리치몬
"아 뭔 말인지 이해했어요 근데 뭐 친구 걱정은 할 수 있는데 잘 알지도 못하는데 왜 그런 말을 하는 거죠? 아마 좀 위험하다고 생각했나? 잘생긴 9살 연하에 눈 높고 능력자라 좀 위험하다고 생각했나 싶기도 하네요 ㅋㅋㅋㅋㅋ 근데 처음 봤을 때부터 엔티제가 봤을 때 Istj님이 마음에 들어서 ㅋㅋㅋㅋㅋ 저렇게 플러팅을 한 거네요 ㅋㅋㅋㅋ 근데 사귀는 사이보다 더 한데요,,",리치몬
근데 엔티제분은 전혀 신경안쓰는거같아요.결혼할래가 진심이라니 저 놀래는중입니당ㅋㅋㅋ,Istjjjjjjjjjjjjjjiii
저한테는 힘든소리 다 하는거보면 정말 의지하는걸루 생각하면되죠?,Istjjjjjjjjjjjjjjiii
진짜 신기한데요? 약한 소리를 잘 안 할 뿐더러 저렇게 자세히 말도 안 하는데 엔티제는 자세하게 얘기해주고 적자라고 솔직하게 얘기해주네요 ㅋㅋㅋㅋ 진심으로 결혼하려고 서슴없이 오픈하는 건가 싶은데요,리치몬
아픈날 제가 약 챙겨주고 모닝콜시작으로 어제 오늘 힘든거 오픈하기 시작했어요! 그전엔 다 괜찮다 했던거같아요,Istjjjjjjjjjjjjjjiii
"아마 정말 괜찮아서 괜찮다고 했을텐데 힘들어도 괜찮다고 할 확률이 살짝 있긴한데 그마저도 그냥 서슴없이 오픈하네요 ㅋㅋㅋㅋ Istj님은 결혼하실 생각 있으신가요? ㅋㅋㅋ 엔티제는 결혼할 생각 있는 게 분명한데요 약 챙겨줘서 감동먹었나,,",리치몬
정말요???결혼생각 있는거에요??????저는 아직 사귀는사이가 아니라 결혼까지는 생각안해봤는데ㅋㅋ,Istjjjjjjjjjjjjjjiii
아니 애초에 빈말을 안해요 저렇게 오픈을 하는 건 믿어서 그런 거죠 나의 밑바닥?을 보여줘도 되겠다 싶어서 얘기해주는 거죠 전 아직까지 저렇게 의지하고 믿고 좋아하는 사람은 안 만나봤네요 그런데 왜 안 사귀시는 거죠? 미스터리한데요,리치몬
아직 사귀잔말이 없었는데....말없이 사귀는걸로 항상 만나셨나...일욜에 보기로했는데 말해보려규용!,Istjjjjjjjjjjjjjjiii
"결혼할래? 멘트 치시는 거 보니 결혼해도 되겠다 아기 몇명 낳을지 노후 자금이나 미래에 관한 거 생각했을 것 같은데요… 엔티제도 일단 n이라서 상상력이 풍부하거든요 사귀는 건 맞는 것 같으니 결혼할지 말지 쇼부를 보세요 ㅋㅋㅋㅋㅋㅋㅋ 엔티제의 결혼할래? 쉽지 않네,, 저랑 성향이 좀 다른 것 같기도 하고 신기하네요",리치몬
"전 정말로 게임얘기하는 여자가 첨인가보다 했는뎅..그게 그렇게 큰 의미인지 지금 알았는걸요
사귀는지 확인은 어찌하죠?ㅠㅠ",Istjjjjjjjjjjjjjjiii
음 직접적이게 물어보는 게 가장 좋아요,리치몬
어제도 새벽에 퇴근했는데 낼 같이 힐링하자하면 좋겠죠? 계속 힘들어보여서 쉬고싶은걸까 싶기도하고ㅠㅠ,Istjjjjjjjjjjjjjjiii
보고싶지만<강조 엔티제 힘들면 내일 만나지말고 다음에 만날까? 엔티제 너무 힘들어보여 쉬어야하는 거 아냐? 라고 물어보세요,리치몬
일단 낼 맛난거먹자고 한 상태고 저는 보고싶긴한데...ㅠㅠ가 자꾸 신경쓰이네용,Istjjjjjjjjjjjjjjiii
"아파서 밥 카페 한2시간보고 헤어졌거든요
엔티제분도 아쉬운거겠죠? 일어나면 물어보께용ㅋㅋ너무 늦게끝나서 통화를 못했는데 일어나면 해볼께용",Istjjjjjjjjjjjjjjiii
상당히 아쉬워보이네요 ㅋㅋㅋㅋㅋㅋㅋ 엔티제가 되게 좋아한가봐요 저렇게 연락으로 말이 많을 수가 있구나 싶어요 ㅋㅋㅋㅋㅋㅋ 저런 멘트 날려주면 감동먹을 거예요,리치몬
오늘 기절해서 늦잠잤나봐요..그냥 기다려야할거같은데 낼 보자고한건 지키겠죠 리치몬님 제가 김칫국드링킹일까봐 걱정돼요ㅋㅋㅋ,Istjjjjjjjjjjjjjjiii
낼 보자고 한 건 지키죠 ㅋㅋㅋㅋㅋ 제 기준에서 말씀드린 거라 참고만 하세요 근데 빈말 못하는 사람은 맞아요 비즈니스적인 사이도 아닌데 ㅋㅋㅋㅋ,리치몬
"새벽에 들어가서 기절했나봐요.모닝콜 해줄까 하다가 오바일까봐 안했는뎅ㅠㅠ 엔티제 나름 표현은 많이 한거같은데 피로누적에 넘 바쁜게 겹쳐서 걱정이에요
제가 일욜에 쉬었음 좋겠다해서 낼 쉰다고한다하긴했는데 ..정해지면 댓글남겨볼께용ㅎㅎ일단 축의금 넣어두세요",Istjjjjjjjjjjjjjjiii
"기절할만하네요 저도 사업해서 바쁜데 Istj님 얘기는 재밌어서 카페 자주 들어와요 모닝콜해주면 좋아할 거예요 음 그래도 Istj님 만나는 게 힐링, 쉬는 걸 수도 있어서 잘 얘기해보세요 축의금은 넣어둘게요 ㅋㅋㅋㅋㅋㅋㅋ",리치몬
"아 정말요?! 진짜 신기하게 엔티제남자분들 사업하시네요!!일단 연락이 되야하는데 오늘 제일 바쁜날이라 연락이 언제올지..친구들도 저랑 연락한거보고 엄청 진중하고 표현한거라고는..대리설레더라구요
제가 오빠 목소리듣고싶었다니까 지금많이들어요~ 애교뿜뿜 설렘 가득이라며 잘됏음좋겠다하는데ㅠㅠ살짝 답답해요....",Istjjjjjjjjjjjjjjiii
"그러게요 ㅋㅋㅋㅋ 맞아요 주말이기도 하고 이래저래 바쁜 날이죠 전 체계화가 되어있어서 5시엔 퇴근하고 직원들은 야근해요 ㅋㅋㅋㅋㅋ 하지만 할 일이 많아서 바빠요 바쁜날에 연락은 기대 안 하시는 게 좋아요 친구분들도 사람 볼 줄 아시네요 ㅋㅋㅋㅋㅋㅋㅋ 애교요,,? 애교뿜뿜,,애교라,,ㅋㅋㅋㅋㅋㅋ 음 구체적으로 어떤 게 답답하신가요?",리치몬
"날짜 이것만 정해진거구 시간장소는 몰라서 답답..
앉아서 쉬고싶고 영화보고싶대서 전 시간별로 예매해놨는데..이런게 답답이용 ㅋㅋㅋㅋ
저랑 톡이나 옆에서 통화한거 들은 칭구들은 설렌대요 엔티제 콧소리애교뿜뿜 듣고 놀래더라구요",Istjjjjjjjjjjjjjjiii
음 답답하시면 물어보세요 일하느라 바쁘니깐 구체적인 건 생각 안 해뒀을 수도 있어요 아니면 신경쓸 정신이 없던가요 엔티제의 애교는.. 황당스럽지만 많이 좋아하니깐 그럴 수 있다고 생각해요 애교부릴 수 있죠 뭐 ㅋㅋㅋㅋㅋ 그냥 대놓고 넌 내꺼라고 플러팅을 하네요 저도 썸타는 분 있는데 온도차이가 ㅋㅋㅋㅋㅋㅋ,리치몬
출근햇냐고 물어봤는데 아직 안읽는데...또 물어봐도 되나여?ㅋㅋ새벽에 하나 늦잠자서 하나 와서 ㅠㅜ어렵네요ㅠㅠ표현은 다 하신거같은데 이거원...,Istjjjjjjjjjjjjjjiii
오늘톡이에요 ㅠㅠ흐엉,Istjjjjjjjjjjjjjjiii
음 바빠서 답장을 못하시는 것 같은데요 엔티제가 일할 시간이죠? 일하는 중인가보네 많이 바쁘겠다고 오구구멘트 보내놓으셔도 좋을 것 같아요 엔티제는 표현 열심히 해주려고 하는 게 눈에 보이네요 ㅋㅋㅋㅋㅋㅋ,리치몬
아정말요? 오늘 젤 바쁜날에 밥도 못먹고 일중일텐데.. 오구구멘트 보내놓을께용! ㅎㅎ 리치몬님은 썸녀께 연락 잘하시나용?,Istjjjjjjjjjjjjjjiii
그래서 지각하기도 하고 바쁘게 일 하시는 중이라 연락 못 하는 것 같아요 저는 연락 잘 안 해요 ㅋㅋㅋㅋㅋㅋ 연락 안 한지 2~3일정도 된 것 같아요 썸붕이 아니라 전 일도 바쁘지만 원래 연락 잘 안 하고 썸타는 분은 공부하느라 바빠서 연락 잘 안 해요 그대신 전 만나면 잘해줘요,리치몬
"일 못하는 직원있음 힘들대요
낼 몸보신하러 가야겠다구 좀만 더 힘내라구 보내놨어요",Istjjjjjjjjjjjjjjiii
"그럼 만날 날 정할때만 연락하시나용??
첨부터 엔티제분 연락 잘해주셨고 너무바쁜데 이것저것 겹쳐서 지금...힘든거같아요. 저랑 연락한지 한 3주 됐는데 젤 바빠보여요..그래서 몸살도나구ㅠㅠ엔티제는 걱정 배려해주는게 느껴지면..부담일지도 궁금해요.",Istjjjjjjjjjjjjjjiii
일 못하는 직원은 자르는 게 상책인데 말이죠 엔티제가 불태우고 퇴근하는 길에 연락온 거 보면 좋아라하면서 Istj님한테 칭얼거리는 미래가 그려지네요 ㅋㅋㅋㅋㅋㅋ 연락 독촉하는 게 아닌 그런식으로 보내놓으면 좋아요,리치몬
"동업이라...인사권이 없어서..본인가게면 바로 자른다고했어요!
일 못하면 겸상도 안한다구하기도ㅋㅋ
저랑 통화하면 부모님 친구 일 얘기등등 다 해주고
약간 저를 엄마랑 비슷한느낌을 받나 라는 생각도 들었어요ㅋㅋ",Istjjjjjjjjjjjjjjiii
"네 주로 만나는 날 정할 때, 썸타는 분이 뭐 하냐고 보고싶다고 할 때, 엄청 한가할 때나 연락해요 연락을 잘해주는 이유는 너무 좋아서 그런 거고 바빠서 힘들지만 좋으시긴 할 거예요 ㅋㅋㅋㅋㅋ 워낙 엔티제가 일하는 걸 좋아하기도 하니깐요 그래서 회복이 빨라요 걱정해주고 배려해주면 부담 안 되고 오히려 좋아요 날 생각해주는구나 싶어서요",리치몬
진짜 워커홀릭이라고 느끼는게..첨에 아예 쉬는날없이하다 링겔맞고 재미는있는데 현타라고..정말 일에 기계같아요...전 제가 부담이면 어떡하지 싶어서 걱정했거든용,Istjjjjjjjjjjjjjjiii
아 동업이셔서 참는 중이군요 ㅋㅋㅋㅋㅋㅋㅋㅋ 어쩐지 엔티제면 바로 자르는데 안 자르고 놔두는 게 의아했어요 본인 얘기를 해준다는 건 그만큼 신뢰를 해서 그래요 의지하는 거죠 제가 장담하는데 본인 엄마한테도 그런 얘기 안 할 거예요 ㅋㅋㅋㅋㅋㅋ Istj님이라서 얘기해주는 거죠 ㅋㅋㅋㅋ 전 제 얘기를 잘 안 하는 편이라서요,리치몬
동질감이 느껴지네요 링겔 ㅋㅋㅋㅋ 전 그이후로 약 잘 챙겨먹어요 일도 건강해야지 할 수 있으니깐요 ㅋㅋㅋㅋ 전혀 부담 안 돼요 부담되면 부담된다고 티 팍팍내던가 얘기를 해요 ㅋㅋㅋㅋ,리치몬
"아픈날 보고서 부탁이 있다 했어요
뭘 해도 괜찮은데 아프지만 말라구ㅠㅠ 그래야 저랑도 놀 수 있다고 했거든요
저 이렇게 톡했는데 괜찮겠죠? 저는 엔티제가 잘자고 잘먹고 아프지않고 그랬음 좋겠어요",Istjjjjjjjjjjjjjjiii
"4시에 오픈인데 3시 22분에 일어났으니 신속하게 오픈 준비하느라 멘붕올만하네요 유산균은 챙겨줬으니깐 먹으려고 노력은 할 거예요 잘 보내셨어요 독촉하는 연락은 안 좋아요 저렇게 걱정하면서 귀엽게 보내는 게 좋아요 그냥 서로 사랑에 빠지셨네요,,",리치몬
"원래 전담 필때 하나씩 톡하는뎅 오늘은 안 할거 같아요
가장 형이기도 하고...이분이 아프지않고 정말 하고싶은거하고 그랬음 좋겠거든요. 친구들이 껴있어서 친구한텐 이런말 못하지만요",Istjjjjjjjjjjjjjjiii
혹시 리치몬님 몸이 넘 아프고 힘든데 약속이있음 지키려고하시나요? 쉬라고했을때 가정하면요!,Istjjjjjjjjjjjjjjiii
바빠서 전담 필 시간도 없을 거예요 Istj님이 이렇게 본인을 생각해주는 거 알면 또 결혼할래? 이러시겠네요 ㅋㅋㅋㅋ 근데 연락하실 때 말투나 표현 그런 것만 봐도 생각해주시는 게 느껴져서 엔티제도 알 거예요 그래서 엔티제도 Istj님을 더 좋아하고 의지하는 것 같고요,리치몬
"엔티제도 분명 알겠죠??? 오늘 뭔가 문제가 있는거같아요ㅠㅠ
그래서 폰 안보나봐요
이제 전 기다리면 되겠죠?",Istjjjjjjjjjjjjjjiii
음 우선 제 몸이 먼저기 때문에 건강상 문제가 있으면 약속은 미루고 병원을 가요 상대가 배려해줘서 쉬라고 하면 안 만나고 쉴 것 같아요 근데 몸 아프고 힘든데 만나고 싶으면 그냥 집으로 부르죠,리치몬
아픈데도 쉬라니까 밥이라도먹자 하길래...약속이라 지킨건가했어용,Istjjjjjjjjjjjjjjiii
엔티제도 알죠 근데 너무 바빠서 정신이 없을 거예요 내일 일정 없으시면 무리는 안 하시는 선에서 할 일하시면서 기다리는 게 좋긴해요,리치몬
전 제가 그럴 정도로 좋아하는 사람은 안 만나봐서 모르겠지만 엔티제는 약속이기도 한데 아픈데도 보고싶으니깐 밥이라도 먹자고 한 것 같네요,리치몬
"정말요???한번도 없으시구나
원래 보통 무슨일있어도 톡 하는사람인데..이런적이 첨이라 당황스럽긴해요ㅠㅠ 이제 저는 그냥 기다리면 되는거죠? 저 엄마같은 맘이 들어요 ㅋㅋ무슨일이 생긴걸까 밥은먹었나 이런거요",Istjjjjjjjjjjjjjjiii
제 기준에선 원래 보통 무슨 일 있어도 톡 하는 게 쉬운 일이 아니에요 엔티제님이 좋아하니깐 그러는 거죠 얼마나 바쁘길래 연락 한통 없을까 하고 이해를 해주셔야 돼요 연락 답장오면 힘들어죽겠다고 칭얼거리실 거예요 Istj님이 워낙 엔티제님을 생각하시고 좋아하셔서 걱정하시고 안절부절하는 건 좋은 거죠 엔티제가 꼭 알았으면 좋겠네요 ㅋㅋㅋ 근데 톡 내용은 봐도 봐도 적응이 좀 안 되네요 저게 엔티제가 맞나 저랑 너무 대조되는데요 ㅋㅋㅋ,리치몬
"항상 저렇게 연락해서 제가 걱정하나봐요ㅠㅠ리치몬님 말씀대로 잘 기다리고있겠습니다!
리치몬님 아니었음 저 걱정 한바가지했을꺼에용 ㅠ",Istjjjjjjjjjjjjjjiii
저랑 같은 유형인데도 너무 다르네요 좋아하면 저렇게 자세히 얘기해주고 항상 저렇게 연락을 해주는구나하고 신기하기도 하고 재밌기도 하네요 무리하지 않는 선에서 할 일하면서 기다리고 있는 게 좋습니다 또 얘기할 거 생기시면 댓 남기세요 재밌어요,리치몬
어떤 말을 해도 자기가 판단한대로 행동하거나 생각할때..! 싫다고 하는 행동에 개의치 않게 행동할때! 헤어지고 싶더라구요,ENNNNFJ
"법을 위반하거나 폭력 바람등 사회적으로 금기시 되어있는 행동 할때 무조건 이별

애인에게 욕설사용하거나 분노를 주체 못하는 모습, 막말 등 사랑하는 사람에게 하지 못할 행동들을 한다고 생각되면 이별을 가장 크게 생각하는 것 같아요

개인적으로 클럽 다니거나 문신한 사람도 안만납니당!",돌고돌아서엔프피
같이 하는 미래가 긍정적으로 안보일때요,세이 ISTP
22,긍정Enfj
"이 사람에게 미래가 안보이고
다른 상대에 대한 예의, 배려가 없는 행동이 많이 보인다면 이별을 생각할거 같아요

그리고 뭐가 되었던 제가 싫다는 행동을 반복적으로 하면 어쩔 수 없이 질리고 맘이 식는거 같아요",IoIo
전부여,S가 좋은 잇티제쟈나
"내가 이 사람을 더 이상 사랑하지 않거나
이 사람이 나를 사랑하지 않는다는 것을 깨달았을때",리르 INFJ 1w2
"인격이 떨어지는 사람
신뢰를 떨어트리는 행동
일관성 없는 모습
배울 점 없고 한심하게 보일 때",조이 ENFP
"상대방 탓할 때

서로 잘못있는거면 인정하고 그 다음 사과인데
사과는 안하고 인정만하고 근데 너 탓이야 하는 사람도 있습니다..
만약 한쪽에서든 상대방쪽에서든 잘멋하더라도 그렇습니다 ㅠ",별난우유estp
"-상대가 한 약속을 여러 번 안 지킬 때
-이성 관련 거짓말 할 때
-이 사람과의 미래가 안 그려질 때",그럴수도 있지
"엔티제가 항상 안바쁨을 보냈을 때
아! 난 바쁜 줄 알아서 저렇게 말한거였는데 그럼 언제언제 갈까요? 하거나 이번주에 갈까요?라는 식으로라도 말하는게 좋긴해요.
그리고 만나자는 말이 따로 없어서 계속 바쁜 줄 알았다고 말을 하거나....?",IoIo
