comments,comments_writer
소외되는(?) 사람 없이 다함께 어울리는 걸 좋아하는 유형이긴 하죠. 소외되는 게 아니라 자발적인 사람도 있다는 사실을 이해할 필요가 있을 것 같아요.,돼지꿈 ENTP 7w68sxso
"네 자동으로 눈에 밟히고 관찰하게 돼요
아무도 말 안거는고 같음 제가 먼저 걸어요",토토ENFJ 3w4
네 엄청 신경쓰는 편.. 지금은 그정도는 아닌데 학창시절에는 혼자 급식 먹는 친구 있으면 일부러 옆에 앉아서 먹는다거나.. 계속 그러지 못하면 일부러 친구가 혼자 먹는 모습 제가 안 보도록 피했던 것 같아요,엔푸젱
ㅠㅠㅠㅠㅠ 넘 따숩다.....,시토 ISTJ
"저도 조용하게 지넀으면서 혼자있거나 겉도는 친구있으면 제가 말걸고 같이 다니고 그랬어요ㅋㅋㅋ
mbti가 유명하지 않을 적엔 그냥 내가 좀 이타적이구나 생각했었었는데 ㅋㅋㅋㅋ",ENFJ확정
네,흑화된막스ENFJ T 1w2
"따뜻한 엔푸제
전 생각만 하고 소심해서 시도조차 못하는뎈ㅋㅋㅋㅋ 역시 엔프제ㅠㅠㅠㅠ 제 워너비에오",리타 ISFJ
"엔프제와 친구되는 법 제1단계
: 혼자서 쭈구려 있는다.",Arte
ㅇㄱㄹㅇ,eisnftj
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,istp에서infp로
아직 시작도 안하셨는데 지레 접을 건...,F가 높은 ENTP
"저 말은 부정의 뜻이 맞는데 아주 철벽도 아닌거같아서 이대로 지내시되 너무 호감티는 내지마시구요
인프제남도 추측이지 확실히 아는건 아니니 호감표시 안하심 내가 착각했나 할거거든요
그러다보면 잘될수도 있는거니깐요 장기전으로 가셔야할듯요",iINFJ A 4w5
아직 완전 접을 필요는 없다고 생각해요!! 저도 가능성 아예 없는거 아니라고 생각합니당,갸브 INFJ
얘기 들은거 티나게 어색해지시는거 피하면 좋을거 같아요,헤이즌 INFJ a 9w1
"좋아하는 사람 내치지 않아요 인프제는

고마운거잖아요 날 좋아해준다는건.

부담 안주시면 될듯하고, 먼저 다가올때까지 기다리시고

많은 대화를 해보시면 될듯해요 ^^",케모INFJ
"인프제는 상대가 '불편'해하는 순간 본인은 더 불편해져요.
그냥 고백까여도 다시 친구로 자연스럽게 지낼 수 있다는 생각으로 들이받아야지,
계속 그렇게 행동하시면 친구로도 못 지냅니다..

또한 글쓴이님이 상황 모면하려고 하시려는 그 행동이, 인프제 상대로는 더 안 좋은 방법이고요.
이미 상대방이 다 눈치채고, 사람들에게 감정에 대해 잘 말하지 않는 인프제가
타인에게 말할 정도면 이미 다 느끼고 있다는 건데 이제 와서 숨기신들...

옷에 흙탕물이 묻어서 젖고 있는데 물 짜낸다고 하얘지나요.
옷 버릴 거 아닌 이상 그냥 확실하게 세탁기에 돌려야죠..",Arte
웰시님께서 쓰신 글 보면 엔프제 유형을 잘 대변해주시죠.. ㅎㅎㅎ 아직도 현역으로 카페에서 활동합니다.,흑화된막스ENFJ T 1w2
"네 알고 있습니다 ^^
어떻게 이렇게 논리적이고 엔프제의 마음이나 심리를 잘파악하고 표현할까 싶어요 :)",솜뭉치 ENFJ
정말 글을 잘쓰셨네요~!,울랄랄 ISTP
긍정적인 미래를 그려주시고 잘 극복할 수 있는 사람이라고 용기를 주시면 어떨까요?,돼지꿈 ENTP 7w68sxso
오.. 되려 용기를 주는 위로법두 있군요 😂 뭔가 지금 너무 힘들어보여서 더 잘할 수 있다구 말하는게 어렵더라구요..,아무리해도ISTJ
"N은, 특히 NJ는 현재보다는 현재로부터 파생될 미래를 그려보는 경향이 있습니다. 현재에 집중하는 SJ와는 확연히 다른 느낌이예요. 고로 긍정적인 미래, 비전이 중요하고 또 필요합니다.",돼지꿈 ENTP 7w68sxso
완전 다르네요 사고가 저는 지금 당장이 중요하거든요 .. 감사합니다 ㅜㅜ,아무리해도ISTJ
아 그리고 내적 가치를 인정받는 것도 좋아해요. 잘 극복할 수 있는 사람이라는 설명을 깜빡 했네요.,돼지꿈 ENTP 7w68sxso
잘 극복할 수 있다구 응원해주기.. 기억할게여..!,아무리해도ISTJ
'잘 극복할 수 있다' 라기보다 잘 극복할 수 있는 '내적인 힘을 가진 사람이다' 가 포인트입니다!,돼지꿈 ENTP 7w68sxso
앗..넵..🫠🫠🫠,아무리해도ISTJ
"""지금 많이 힘들어보이는데 당신이 괜찮다고 하니까 믿고 곁에 있어줄게. 혹시라도 마음이 바뀌어서 나한테 말하고 싶은게 생기면 그때 꼭 천천히 이야기 해줘. 언제나 옆에 내가 있다는거 잊지 않았으면 좋겠어. 힘들때 내게 기대! 알았지?!"" 제가 엔프제 친구나, 남편한테 했던 말들이에요.",노드 ENTP
오오…따뜻한 말이네요 정말 ! 뭔가 주변사람에게 힘들단 말 진짜 안하는 거 같아요 걱정시키는 것도 싫어하는 거 같구.. 참고하겠습니다 감사해요 ^^,아무리해도ISTJ
"엔프제들이 되게 긍정적이고 밝은면만 있을것 같은데 그게 아니라 내사람들 고생시키고 싶지 않아서 왠만하면 자기가 안고간다 하는 스타일들이라서 그래요. 그래서 어떻게든 혼자 이겨내보려고 하는 편이라 옆에서 보면 많이 안쓰럽고 짠하죠.

그럴때 어떻게든 해결해줄려고 하는것보다는 지금 엔프제들이 겪고 있는 마음 상태에 대해서 묵묵히 옆에 있어줄께 라는 차원에서 말씀해주시면 더 감동받고 좋아해요. 엔프제들이 원하는건 힘내!할수있어!라는 말도 좋지만 이런 상태의 자기 자신을 떠나지 않고, 이런 모습의 자신까지 받아들여주는 사람들인것 같더라구요. 엔프제를 진심으로 믿고 기다려주는 사람들을 좋아해요.",노드 ENTP
맞아여.. 딱 그래여.. 진짜 안쓰럽고 짠해요 왜그렇게 스스로를 혹사시킬까? 생각두 들고 하..🫠 넘 짠해서 속상한데 뭐 해줄 수 있는 거두 없구.. 어찌할까요😭😭 안그래도 그냥 옆에만 붙어있으라고 말한적이 있었는데 그게 진짜인가보네요 노드님 댓글을 보니 문득 떠올랐어요..! 믿고 기다려주기 기억할게요,아무리해도ISTJ
본인이 인프제라고 했나요 ㄷㄷ 안그래도 저도 궁금했는데 어디서 밝혔나요,킹왕짱
앗 오해를 드려 죄송합니다 오피셜은 아니에요 그냥 추측이에요 제목을 수정하였습니다 어디서 밝히시지는않았어요,헤이즌 INFJ a 9w1
영자 혹은 영숙은 아니시죠?,작전명ENFJ
ㅎㅎ 아닙니다,헤이즌 INFJ a 9w1
아니 추측하시길래 🥲🤣 기분 나쁘셨다면 죄송합니다!,작전명ENFJ
우왕 맞췄어요 !!!!,키키ESTP
앗 오해를 드려 죄송합니다 오피셜은 아니에요 그냥 추측이에요 제목을 수정하였습니다그런데 맞는거 같아요,헤이즌 INFJ a 9w1
"INFJ-t 라면 16Personalities 무료검사 하신 것 같은데 그건 MBTI 검사가 아니에요. MBTI가 궁금하시면 정식검사를 해보시는 것도 추천드려요
INFJ가 아닐지도..",ENTJ 7w8 SX 블링
정식검사는 사이트가 따로있는거죠?저도 한번 해봐야겠군요,썸데이
그러게요 참 힘든 부분이네요 ㅜㅜ,꼬꼬밥
ㅜㅜ받아들이기 어렵네요 공감없는 연애는 어려워용,썸데이
흔치 않은 경우네욤 본인 이야기가 흔치 않은 일이라 숨기고 싶을 수도 있고 그래서 현실에 숨는 것일 수도 있을 가능성이 있습니다 윗 분 말처럼 인프제가 아닐 수도 있구요,20대 INFJ 보라돌이
정식검사를 해봐야하나...저도 아닌거같다는 생각이들어요,썸데이
합니다 대신 오래걸려요 한달은 디폴드입니다,썸데이
"평생 한번도 안해봤어요.
고백공격 1번 빼고.
상대방 마음 100% 확인되면
형식상 합니다.",케모INFJ
엣프제로 왔다갔다 하는분 본듯요 아무래도 현실적이 되어갈수밖에 없는 세상이라 이상적인걸 추구하기엔 제약이 많죠 ..,솜뭉치
"답변 감사합니다 ㅎㅎ
변하시는 분들 신기해서 적어봤어요
계속 똑같은거만 나오던데 신기합니다 ㅋㅋㅋ",ufc좋아하는 enfj
"제 친구는 관계에 있어서 상처를 받더니 istj로 바뀌었다고 듣긴했어요.
아마 회복중이라서 그런게 아닐까싶긴해요.",ENFJ 콜드브레인
"ㅜㅜ그렇군요..
상처받아서 i로 잠깐 바뀐건가봐요",ufc좋아하는 enfj
"현생에 치여서 entj, esfj로 변하는 경우는 많이 봤는데,
결국 다시 정신이 맑아지면 돌아오죠~ mbti는 쉬이 변하는 게 아니니.
보통 저럴 때 '하.. 요즘 인류애 상실..' 이럽니다.",Arte
"그렇군요!!
답변 감사합니다
enfj에서 안바뀌면 좋겠어요 ㅎㅎ",ufc좋아하는 enfj
저도 졸업하고 취업하고 그러니까 esfj도 자주 나와요ㅎㅎ,엔프제임다
오 포기...,iiistpe
저도 끝이요 !,몽쉘ENFJ
"와우.,.. 흥미진진...🧐🧐
잘 안 될 확률이 높다고 하신 건 어떠한 이유 때문이신 건가요.",Arte
저에게 빠졌다고 생각했는데 통화나 만남은 좀 미루는 것에서 뭔가 자신감이 떨어지네요 ^^; 거기다 카페와서 infj와 썸타는 글 몇 개 읽어보니 단순 친절...? 인지 다정한 것인지 구분하는 것을 보니 더 어려워집니다. INFP 특유의 자신감 없음 상황 발생이요 ^^;;;,Infp인가
"같은 mbti라 해도 국가마다 나타나는 모습도 차이가 있고,
무엇보다 글쓴이님이 일본에 있는 상황이 아닌, 여행 갔다 만난 잠깐의 인연이라
이걸 마냥 인프제 사연으로만 해석하면 안 된다 생각해서요~

가벼운 인연 잘 맺지 않는 인프제이긴 하지만,
i형분들 특징 중 자주 보는 사이가 아닐 경우나 안면이 없던 사람들에게
더 자신을 오픈하는 경우가 제법 보이기도 하고요.

인간적 호감은 확실한데, 조건이 조건인지라 오히려 시작부터 '이 사람과는 연애는 불가능하다'라는
마음가짐이었으면 저런 행동이 이해 못할 만한 행동도 아닌지라. 그리고 일본에서는 키스 정도는 뭐...

어차피 당장 가서 만날 수 있는 상황도 아니니 지금 하고 계신 공부 꾸준히 하시고
대화하면서 스며드는 방법 말고는 딱히 더 할 수 무언가가 있지는 않아 보여요.
다만, 상대방은 이성적 관계로 발전될 사이가 아니라는 방점이 이미 찍혀있는데
글쓴이님이 마음 커져서 힘들어지시는 건 아닐까 걱정이 되네요.
아무리 인프제라 해도 통화나 만남을 저렇게까지 미루지는 않으니.",Arte
그럴수도 있겠군요 ㅠ 같이 어디 놀러가자 이런 이야기는 하는데 정확한 시점은 언급이 없긴 합니다. 사실 저는 당장 가서 만날 수 있는 상황이에요. 그리고 저 학생 아닙니다 ^^; 직장 생활 10년차 넘었습니다 ^^;;;;; 지금은 여자 분이 12월까지는 많이 바쁘다고 하네요. 일단은 지금처럼 스며들어 봐야겠어요. 저도 가능성 반반으로 보고 오픈엔딩으로 생각은 하고 있긴 한데 할 수 있는 것은 해보고 싶군요.,Infp인가
"아~ 제가 말씀드린 공부는 일본어 공부 말씀드린 거예요ㅎ
자세한 사정까지 아는 건 아니라, 상대분도 나름의 무언가 있을 테니
딱 그 스탠스 유지하신 뒤, '그냥 안 되면 안 되는 거지'라는 마인드 갖고 계시는 게 중요하실 것 같아요.
다만 인프피 특성상 '적당히' 마음 주는 게 잘 안 되는 경우를 많이 봐서.
너무 본인이 끌려가는 것 같으시면 마음의 대답 정도는 들어보셨으면 하네요~",Arte
아하 넵. 맞아요. 인프피는 그렇습니다. 한번에 쑥 빠져들고 못빠져나오져 😢 덕분에 고삐 한번 잡고 다음에는 진지한 대답도 들어봐야겠네요 ㅎ,Infp인가
"넵! 행동력은 있으신 분 같으니 답은 들려주실 것 같아요.
최근에 심형탁님의 결혼을 감명 깊게 봐서 그런지 잘 되셨으면 좋겠습니다☺☺",Arte
"음.. 뭔가 글쓴이가 좋지만 국제연애니까, 나이차이두 10살이상차이가나구.. 또 미래를 생각하면 복잡해서 저렇게 할 수도 있다고 생각해요!",INFJ조아조아
3일뒤에 카톡했는데 아무렇지도 않게 대답해줬다는건 이미 마음 떠난거나 다름 없는거 같네요. 인프제가 단호한 감정표현을 했다는 것도 앞서 말한걸 뒷받침 하구요.. ㅜ,123456
그런가요?ㅜㅜ하...저는 오히려 의외로 차가운 모습이 많은 사람이라 처음에 ㅇㅇ야 불럿을때 우웅 ㅇㅇ야~ 하길래 맘이 좀 풀렸나 싶었는데 아니였어요,ESTJLLLLL
보통 인프제들은 본인의 부정적인 감정을 표출 할때 부정적인 부분과 긍정적인 부분을 같이 말해요. 대충 부정적인 부분만 꼽아서 보면.. 더 이상 만날 자신이 없다. 지금으로썬 생각이 바뀔거 같진 않고 얼굴 보는건 힘들다.. 곰곰히 생각해보고 결단 내렸다. 정도가 되겠네요,123456
이경우는 재회 가능성 매우 낮을 거 같아요,INTJ A 제시
"엔프제이지만, 제가 보기에도 가능성이 희박해 보입니다.",흑화된막스ENFJ T 1w2
전부다 애매하기도 하고..확실히 좋아하는 맘을 알수있는건 안느껴지고 약간 알고싶은맘+정보전달 같아요,iINFJ A 4w5
"아 이분이 저 좋아하는건 확실히 알고있는데 결혼까지 생각하는건지 그게 궁금해서…
답 감사합니다 !!",zxmncb
"인프제는 좋아하면 대부분 인생결말까지 생각하고 미래를 그려요
그런의미로 한 얘기같네요",iINFJ A 4w5
사귀긱도 전에 저런식 결혼+아이 등등 지속 언급하면 (질릴거 같아여.....),aruui
"https://cafe.naver.com/mbticafe/864595
n형 특유의 질문을 통한 정보 습득이요~
이 게시물 3번 특성이라 보시면 돼요.
어지간해선 의미 없는 질문 따위 하지 않습니다.
저런 질문하면서 진짜 연인으로서(더 나아가 반려로서) 괜찮은지 파악 중.",Arte
의미있다고 보여요 탐색같은 느낌이네요,헤이즌 INFJ a 9w1
짐짜 한번도 못만나봐서 넘 궁금해요 앵뿌제남자~~! 지인으로만 봤는데 지인에게도 너뮤 친절하고 계속 챙겨주더라구요 (남자에게도) 골든 리트리버 그 잡채ㅋㅋㅋㅋ,시토 ISTJ
다정한 남자 말 이쁘게 하는 남자 나 소중히 대하는 남자 진짜 최고!! 공감합니다 ㅋㅋ,유자맛에일 istp
원래 자기남자가 다 최고에여.....,aruui
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞죠,하무이ENTP
그쵸 내가 가진걸 소중히하쟈!😊,셀레네 INFJ
"셀레네님, 내가 진정으로 최고라 느낄때 그때 가장 소중히 하는거죠...",aruui
맞아요ㅋㅋㅋㅋ 그럴 가치가 있을때 소중히하자,셀레네 INFJ
대놓고 다정한 남자가 최고에요 ㄹㅇ.... 이쁜 사랑 하시길!_!,개썅엔프제 2w1
친한언니 남친이 엔프제인데 진짜 세상 이런남자가 있나 싶을정도로 다정하고 위해주고 너무 대단하다 싶을정도더라구요 첨에만 그런줄 알았는데 지금 1년됐는데도 첨이랑 똑같이 잘해요 그언니 주변사람까지 다 챙길정도로요,단지잇프제
어떤 유형이던 다정한 사람이 최고인거같습니다…!!,긍정Enfj
"의외로 esfp, enfj 조합 좋아요 ㅎ",흑화된막스ENFJ T 1w2
엔프제 최고!!!!! 불도저+ 표현을 너무 잘하죠😘,잇티제 istj 2
진짜 불도저+표현 그잡채 입니다 ><,ESFP엠네글자러버
"진짜,,, 저랑 동갑이신데 엔프제 남친 만나서 하루하루 행복하네요 항상 다정하구 예쁘게 말해주고 ㅠㅠㅠ 오늘도 퇴근하고 만나는데 빨리 보고싶네요 ㅠㅠㅠ 제 남친도 매일 이런 말들을 너무 아무렇지않게(?) 해용 ㅋㅋㅋㅋㅋㅋ 최공🙊🙊",따뜻한ESFJ
저희랑 비슷하네요 ㅎㅎ 진짜 표현잘해주고 진짜 스윗하고 사랑꾼 그잡채 ㅠㅠ 얼마나 되셨어용?! 저도오늘 퇴근하고 만나는데 ㅎㅎㅎㅎㅎ 그것까지 똑같네용 ㅋㅋㅋㅋㅋㅋㅋㅋ,ESFP엠네글자러버
"저 이제,,!!46일째에용 ㅎㅎㅎ 아직 얼마 안되었는데도 잘 사귀면 결혼할 수도 있겠다 싶을정도네요 ㅎㅎ 이런 감정까지 느낀 사람은 없었는데 ㅎㅎ 인생에 또 다시 다정한 사람 만나기는 힘들겠다 싶었는데 만난 것 같아 너무 행복해요 ㅎㅎ",따뜻한ESFJ
헐 저도요......ㅋㅋㅋㅋㅋㅋㅋ 너무신기해요 저희는 만난지 3주됐는데 내년 2월에 예비신행이라면서 취소불가한 해외항공권도 끊었어요....ㅎ ㅠㅠ 둘다 잘 만났으면 좋겠네요오,ESFP엠네글자러버
엔프제엔프피 나오는 남자친구라 그런지 첫 과정부터 다 공감요 ㅎㅎ 3년차인데 한결같은 편이에요 ~,INTJ A 제시
우와 INTJ와ENFJ의 조합이라 뭔가 안맞을 것 같은데 인연이 또 있나봐요 ㅎㅎ 제옆에있는 분도 한결같으면 좋겠네요 ㅎㅎ,ESFP엠네글자러버
ENFP>ENFJ이긴 해요 ㅎㅎㅎㅎㅎㅎㅎㅎㅎ JP 다른 조합이 더 좋은 거 같아요 ㅎㅎ,INTJ A 제시
저도 주변에 엔프제 친구들 많은데 친구들만 봐도 참 성격좋다 느껴요 ㅋㅋㅋㅋ 저도 엔프제 만나보고 싶어요 부러워요~!,jun99
저도 엔프제남친 완전 비슷하게 사겼고 결혼준비 중이랍니다❣️이쁜 사랑하세요!,ENTJ YAY
계속 올려주세요!!!!!!!!!!+_+,유자맛에일 istp
꺄 알겠습니다!! 먼가 관계에 진전이 있다면 꼬옥 올릴게용 ㅎㅎ,INFP 일개미
헐.. 저거 왜 안 받으셨지..,Arte
머를용??,INFP 일개미
"'넌 어떡하고 싶냐고, 사귀고 싶은 거냐고요'
이 간접 고백이요~",Arte
다른 말 다 종합해 봤을 땨 제가 느끼기엔 간접 고백 같진 않았어요 ㅠ 토요일에 만나기로 해서 다시 말 해보려고요,INFP 일개미
"인프제 특성상 누군가를 좋아해도 상대방이 나를 정말 좋아하는 게 맞는지
확인하는 과정이 들어가는데 저게 딱 그 상황이라서요~
괜히 선택지 많이 주면 고민만 더하는지라 저기서 확실하게 직진하셨던 게 좋기도 하고요.
뭐 글쓴이님도 글쓴이님만의 타이밍이 있긴 하겠지만요.
그래도 저렇게 대답해준 정도면 나름 회피하지 않은 거니 좋은 결과 있으시길 바라요 :)",Arte
넵 감사해요!!!,INFP 일개미
헤헤좋네요~~,ENFJ확정
좋아해주시니 다행이네요 ㅎㅎ 앞으로도 자주 올려볼게용!!,INFP 일개미
고백햇을때 저리 나오면 일단 냅두는게 맞는거 같아요 아침에 자잘한 인사는 미안해서인듯,infj 수세미
제가 더 호감을 표현하거나 그럴 생각은 없어요 ! ㅎㅎ 이러다 제 맘이 금방 팍식 해버리겠지만 의미부여 안하고 그냥 지내야겠네요 !,뚝딱거리는엣팁
네 그게 나으실듯 ㅠㅠ 자기가 아쉬우면 다가올거에요,infj 수세미
"호감이 1-10로 가정할수 있을때 사귈 호감까지가 8이라고하면 아직 5-6정도로 사귈만큼의 호감이나, 신뢰감(확신)은 들지않아서 아닐까요? 저라면 저는 잘해준 후 같이 거리둘것 같아요. 생각할시간 충분히 주고 내가 이렇게 잘했지만 너가 아직 만나고 싶지 않으면 어쩔수없지 이런마음으로요!!",entp윤아
"오홍,, 그럴 수도 있겠네요 ! 이런 부분은 처음이여서 신기하네요 ㅎㅎ 저는 아 좋다 맘에든다 그러면 직진 해버리거든요!! 어제 저렇게 답을 듣고 제가 거리 둘려고 하는데 인프남은 평소랑 똑같이 하고있어서 얘는 무슨생각을 하고있는거지? 라는 생각이 막 뿅뿅 나타는 중 입니다 !!",뚝딱거리는엣팁
"책임감이 있는 편이라 사귀기전에 고민을 많이하는듯해요 지금 긴가 민가 한 상태인것 같은데
안읽씹 할거같아요 나를 좋아하는쥴 알고 고민중이였는데 연락이없네..?̊̈ 뭐지? 이런 생각들게요 ㅋ̊̈",entp윤아
ㅋㅋㅋㅋ 안그래도 평소보다 연락텀 두고있어요 남사친으로 그냥 연락 더 해보고 그래도 얘는 친구도 안되겠다 싶으면 끊어내려구요 ㅎㅎ,뚝딱거리는엣팁
카톡 하나 더 남기고 하는게 받는 입장에선 조금 의문스럽지만 꼭 호감이 아니더라도 신경쓰고 있는 관계이기 때문에 보냈을수도 있을 거 같아요 호감일 땐 어느정도 확실한 티가 나더라구요 남자친구가 인프제인데 사귀기전에 관계정립에 대해 먼저 나서서 얘기 꺼내고 그랬어요 남자분 행동에 큰 의미 두지 마시고 흘러가는대로 두시는게 좋을 거 같아요!,Ea
아하 큰 의미부여 안하고 그냥 그런 사람인가보다 하고 맘편하게 지내야겠네요 ㅎㅎ 감사합니다 !!! 제 행동에도 변화가 생길거같아용 !!,뚝딱거리는엣팁
상대가 호감표시하면 거부의사일때 확실히 끊어주는게 인프제인데 저분은 거부하면서 연락한다니 연애는 하기싫고 썸은 타고싶은건지...좋은느낌은 아니네요;;;,iINFJ A 4w5
