comments,comments_writer
"저는 제가 아껴쓰자고 말하는 입장인데여 ㅋㅋㅋ ㅎㅎ
아무래도 제가 여자라 그런지... 남친이 저한테 돈을 너무 많이 쓰는 입장!(엣팁이 좋아하면 돈 1도 안아낀다드라구여)
그래서 제가 늘 아껴쓰자고 말하는 입장이여",S가 좋은 잇티제쟈나
오호! 그럼 아껴쓰자고 하면 기분 안나쁘겠죠?! 본인이 정해둔 선에서 쓰는거라 괜찮다고 할거 같아서요,삐뚤어진 잇프제
"기분 나쁠게 전혀 없어보이는데여 ㅋㅋㅋㅋㅎㅎ 저는 걍 제가 대놓고 선을 정해놔요 ㅋㅋㅋㅋ 이정돈 안돼~ 너무 투머치야~ 거긴 너무 비싸니까 열로 가자 여기가 더 난거 같아~ 하면서 제가 리드해여 ㅋㅋㅋ 남친 입장에서도 가격도 더 합리적인데 장소도 더 나은데 여친까지 더 만족하면 1석 몇조여~~!

아 이건 제 남친이 잘 따라주는 p라 가능한건가 ㅋㅋㅋ
잇티제인 제 입장에선 기분 나쁠게 1도 없음!",S가 좋은 잇티제쟈나
아뉘 제가 요렇게 고민하는 이유가 맨날 저보고 괜찮다고 화내여!ㅠㅠ잔소리도 엄청 하고ㅋㅋㅋ저도 고냥 넉살부리면서 에헤이! 비싸비싸! 딴거! 해야겠네여,삐뚤어진 잇프제
제 잇티제두 “너한테 쓰는건 하나두 안 아까워 !!” 하면서 펑펑 쓰고 사고싶은거 그냥 사구하길래 제가 “오빠 나가서 힘들게 번 돈인데 막 쓰고싶지 않아” 했더니 오히려 감동받더라구요 🤭 그뒤로 저흰 제가 조절가능한 선에서 ’소고기 2주에 1번만 먹기‘ 이런식으로 줄였어요 !,잇티비야
오! 힘들게 번돈 막쓰고싶지 않다! 메모장에 끄적끄적...되게 감동적이네용!ㅠㅠ 저는 소고기까지는 사달라구 못하겠어용ㅋㅋㅋ,삐뚤어진 잇프제
애인한정 돈 아깝단 생각안하고 쓰는편이긴합니다..,잇Pt제
저도 돈 많이 써요… 사귀면 제가 남자처럼 돈 쓰려하고 리드해요ㅋㅋ..,istj여자S2enfp남자
"왜해요 안해요
전 회피하는 찌질이 스탈 싫어해서요; ㅋㅋ",S가 좋은 잇티제쟈나
"앗 잇티제님 잘지내셧어요?
정말 회피에 피말라는죽는줄알았어요ㅜ
물론저도잘한건없지만..^^; 못한말이 너무많다보니 울컥울컥하네요ㅎㅎㅎ",구름ISFP
어차피 회피형들은 들을 준비도 안되어있을걸요 ㅋㅋ,S가 좋은 잇티제쟈나
"헉 그런가요??근데왜차단을왜푼걸까요
회피형남자를 처음만나봐서 어질어질하네요",구름ISFP
차단 푼거는 차단목록에서조차 지우기용일 수 있죠 ㅋㅋㅋ 차단은 풀고 연락은 안온거면 뭐... 그냥 정리한 거 같은데요,S가 좋은 잇티제쟈나
그러겠죠? 저도 정리는 다했는데 못한말이많아 ㅜㅜ 억울합니다ㅜㅠ큐유...ㅜㅜ답글 감사드려요! 좋은하루보내세용😀,구름ISFP
하지마세용ㅇ 차단 풀고 후회한거면 먼저 연락 올거예여 상대가 대화 피해놓고 또 먼저 말 걸길 바라는 심보는 너무 못됐잖아요!,isTTjp 5w6
"감사드려요! 헤헤 회피형을 처음만나봐서 어질어질하네요@,@",구름ISFP
"연애든 결혼이든 싸우지않는것보다 싸우고 어떻게 푸느냐가 가장 중요하다고 생각하는데 회피하는 방식은 제일 좋지못하다고 생각해요
크게 다퉈서 타협점을 찾든 조근조근 대화를 하든 접점이 있어야하는데 자기 힘들다고 연락끊는것만큼 무례한건 없다고 생각되요 만나도 힘드실것같고 관계발전이 없을것같아서 안하시는게 좋을것같아요..ㅠ",iiillllllliilinfj
"맞아요 저도 님이랑 같은 생각이에요 지지고볶고싸우든 풀던안풀던 중간이있어야한다고봐요 자꾸회피하길래 몇번이나 회피하는 성향은 별로좋지않다했었구요
저도물론관계에서잘한건 없지요
헤어짐을반복했으니 일단 좋은댓글감사합니다😀",구름ISFP
"으악 ㅜ 진짜 회피 넘 짱나용,, 저는 연락했어요 제가 답답해서 할말은 다 해야겠더라구요",마킴ENTP
헉....잘푸셩나요ㅜㅜ?,구름ISFP
넹 얘기는 잘 했어요!,마킴ENTP
"엘버님의 따뜻한 마음이 느껴집니다.
연애 상대였던 ESTJ분은 어떤 분이셨나요?
제가 겪었던 ESTJ는 차갑고 정 없고 성격이 모난 분이었는데",요시야 INTJ
"엄청 다정했고 배려심이 많았던 사람이였어요.
뭐랄까 뚝딱뚝딱 했지만 그래도 표현력은 대단했죠",엘버
"다정하게 먼저 해주니 본인도 같이 다정한 사람이 되었죠? 근데 제가 말귀를 못 알아 먹는 게 좀 커서 상대방이 많이 힘들어했었어요
일 때문에 바빠서 많이 만나지도 못했고.. 그게 아쉬움이 젤 크네요",엘버
"제가 만났던 ESTJ분도 차갑긴 했어도 책임감과 속정은 매우 깊으신 분이었습니다. 똑똑하고 재주도 많으셨죠.
그분과 지내면서 힘든 순간도 많았지만 그래도 그분과 만나서 다행이었다고 생각해요.",요시야 INTJ
말귀를 못 알아 들어서 화를 내거나 하진 않았었나요? 제가 만난 ESTJ분은 화와 짜증을 많이 내셨었어요 ㅎ;,요시야 INTJ
"짜증은 내지는 않았고
여러번 설명을 해줬어요!",엘버
맞죠 맞죠 저도 엄청 다행이라고 생각해요,엘버
좋은 추억이었다고 생각하시고 다음에 만날 다른 만남을 기대하셨으면 합니다. 분명 더 좋은 만남이 있을겁니다!,요시야 INTJ
네네. 근데 아직은 그분에 대한 감정이 어느정도는 있어서 다 없어질때까진 마음이 열진 않을 거 같아요. ㅋㅋ 감사합니다!,엘버
허허 무슨일 있으셨어요?,엘버
헐 저랑 비슷했네여,엘버
그러면 물어보세요..,엘버
솔직하게 말해줄겁니다,엘버
에헤이 아닙니다,엘버
estj 와 이별을 고민하고 있는 1인입니다 ㅠㅠ,리트리버 엔프제
헐.. 왜여..,엘버
와..이렇게 정신적으로 성숙하고 멋진 분이라니!!!! 저도 엘버님같은 마인드를 갖고 싶네요 ^^,꿈동산isftj
허호 아닙니다.. 전 어린앤데요,엘버
저보다도 한참 어리신데 이런 성숙한 마인드를 가지셔서 부러워서 그래요 ^^,꿈동산isftj
예? 저 20대후반입니다..,엘버
"ㅠㅠ보기만해도 예쁜 커플이네요!!
오래오래 행복하게 만나시길 바래요 :)",누구를
"남편되면 더좋습니다
13년차 한결같은 아니 연애때보다 더 잘해줘요",별림잇팁
잇엣티제와 썸 중인데 부디 저도ㅜㅜㅜㅜ,인픕6w5
저도 estj 남친이랑 만나고 있는데 말씀하시는 내용에 공감하면서 봤어요 ㅎㅎ 그런데 중간에 한 번 헤어지신 이유가 궁금한데 알 수 있을까요??,INFP봄이
"표현직진은 엣티제가 최고에요
꽂히면앞뒤안가리고 그냥저지름
그리고 금사식되거나 자기일하러갑니다
상대가 F면 T한테 상처많이받게되요~",따뜻한커피
"맞아요ㅜㅜ 썸탈 때는 맨날 보고싶다 하고 귀엽다 하고 완전 직진 불도저 였는데 지금은 안정기? 가 돼서 그런가 차분해진 느낌!
말로 하는 표햔이 딱히 없어요ㅜㅜ 보고싶다 귀엽다 라는 말도 이젠 안 하구
그래더 카톡 답장 일할 때 빼고는 15분 이내로 다정하게 오고 가끔 선물도 주고 꼭 제가 먹고싶어하는 거 먹고 저범에 샤인머스켓 먹고싶다했는데 오늘 집에서 챙겨나왔더라구요 말로는 표현안 해도 이런게 다 표현인가요..?
만나면 애교도 부리구 엄청 장난치구 그러는데 장난치는게 친구같기도 하네요,,",쿼카 insfp
"제 엣티제는 오히려 처음에 무뚝뚝하다가 지금은 애교랑 애정표현 엄청나요..! 제가 하다보니까 느는 것 같아요 쿼카님도 더 표현하다보면 배우시지 않을까요 ㅎㅎ
서운한 건 공감하는 게 본인이 싫어하는 부분 (남사친, 술자리 문제) 아니면 타유형 남자들보다 진짜 안 서운해하는듯 .. 신기해요",쓰동쓰 enfp
"그쵸ㅠㅠㅠㅠ 무뚝뚝하지는 않은데 썸탈때보다 말로하는 표현이 줄어서,,ㅎㅎ확실히 안정기가 되니까 만났을 때 애교가 엄청 많구 다정하구 여러모로 조아요 재미두있구 ㅎㅎ",쿼카 insfp
"연인에게 서운한거 있죠!
내맘 몰라줄때 근데 f라면 알아줘서 서운한게 없을수도 있어요
글고 말로는 표현을 진짜 안해요..
말보단 행동으로 하는편이라
애정쵸현도 행동으로 한다고 보면되요
잘해주고 챙겨주고 도와주고 그런행동이요!",estj티
"오옹 다 그렇군용...만났을 때는 진짜 애정표현 많기는 해요!
근데 저는 덤벙?거리는 타입임데 이런 거 싫어한다그래서ㅜㅠ
가끔 딸 키우는 거 같다고 하면서 이리저리 다 챙겨주는데 그런거에 정 떨어질까봐 걱정되네요",쿼카 insfp
장난치는것도 애정표현인가요..? 놀리고 괴롭?히는거..,쿼카 insfp
"덤벙거리면 좀 답답한면ㅇㅣ 잇지만 그런건 관찮아요ㅋㅋㅋ챙겨주면 되니까
근데 ""아 이건좀 아니잖아..이거까진 못맞쳐줘 이건 너가고쳐"" 싶은걸 안고치면 정떨...이죠
누구나 다하는 기본적인 것들! 그런거요ㅋㅋㅋ
장난치는건 한번해봤는데 반응이 귀엽다던지 재밋어서 계속하는것일걸요",estj티
오오 다행히 아직은 고치라고 하는 건 없내요 ㅎㅎ,쿼카 insfp
ㅠㅠ 그게 다 애정표현인가봐요 ㅎㅎ,쿼카 insfp
선물 준 걸로만 판단하긴 힘들 거 같아요! 지금 남친이 estj인데 썸탈 때 선물도 선물이지만 계속 둘이 만나려고 하고 맛있는 거 사주고 보고싶다하고 음 자기의 생활패턴을 깨고 보더라구요!,쿼카 insfp
"루틴을 바꾼다, 이건 백퍼인데요?",tutti
"저것만으로는 모르겠는데여
저는 이성적 호감은 질문과 연락이라 ㅎㅎ
선물만으론 모르겠고 어떤 상황에 왜 준건지도 중요할 것 같고...",S가 좋은 잇티제쟈나
"일단 다른 사람들의 시선을 신경쓸 수 밖에 없는 직장에서이고, 같은 팀인데
제가 일찍 출근하는 거 알고 비슷한 시간에 미리 와서 취저 향수 선물을 주고 갔.....어요",tutti
그럼 호감 아닌가엿?!?,S가 좋은 잇티제쟈나
"호감은 맞는 것 같은데, A.인지 B인지 구분이 애매하다면 확실한 포인트가 있을까요?",tutti
"음.. 근데 인간적 호감으로 굳이 취저 향수 줄 이유가 있나..... 확실한 포인트는 아무래도 위에 말한 것처럼 질문도 많이 하고, 데이트 약속 잡는거요 ㅎㅎ",S가 좋은 잇티제쟈나
챙겨준거 말고 뭐 없다면 인간적 호감이라고 생각하셔야 할듯요,S가 좋은 잇티제쟈나
??향수를 왜...ㅋㅋㅋㅋㅋㅋㅋㅋ향수무엇...??,국산마늘 INTP
"그냥......은 아닌 듯 해요. 품목이 향수라 취향에 맞는 것으로 선물하는 것도 센스가 좀 필요한건데, 일단은 좋은 의미로 두고 잘 써줬으면 좋겠다해서 잘 받았어요
평소에 미리 정보가 오고 가기는 했는데, 은연 중에 말했던 것을 기억해둔것 같은데 말이죠",tutti
"근데 STJ들은 목적과 달성이 명확한 사람들 아님니까? ㅋㅋㅋ
선물이란 자고로 상대방의 행복을 위한 것,,,,,,,><",tutti
"저도 이성적 호감은 질문과 연락이고 연인이 된후에는 주고싶은걸 다 줘요. 다만 선은 있음. 어제는 집앞에 있는 꽃 몇개 꺾어서 꽃집가서 꽃다발 만들어서 줬어요. 기념일이라 준거 아니고 그냥 그 분홍색 꽃을 봤는데, 주고싶어서 그랬죠. 마음가는대로 행동하거든요.

그리고 연인 사이 아닌데 준거면 그냥 물어보세요. 물어보면 답해주거든요 ㅋㅋㅋㅋㅋ",리톨 ISTJ A
집 앞에 이렇게 아름다운 꽃이 있어요? 그런데 정말 로맨틱하십니다 여자친구가 정말 감동하셨을 것 같네요. 우아.....,tutti
"생각 = 행동, 주로 STJ들은 감각적이고 클리어하고 복잡하지 않은 편이어서 그냥 그자리에서 솔직하게 물어보았으면 좋았을 것 같다는 생각이 드는데 다른 이들도 곧 출근시간이라 그럴 틈 없이 말도 짧고 간결하게 전해주고 갔거든요,
저도 고마워서 부담되지 않게 작은 보답을 했는데, 이성적 호감이면 또 기회가 생기겠죠?",tutti
"그렇긴한데, 너무 오래 끌진 말아주세요. 혼자 잘못된 상상으로 체념하는 경우도 종종 있어서요. 확신을 주셔야되요. 그러니까 가장 좋은 방법은 돌직구로 물어보는 방법이죠.",리톨 ISTJ A
"전 인간적 호감일때도 선물 주는데요! 워낙 관찰을 잘하는 타입이다보니 그사람 취향선물을 줄때도 많구요! 감사함만큼 가격대 있는거 드리구요
저는 오히려 진짜 좋아할때는 작고 소듕한 선물을 줄 때가 많아용 초콜렛이라던가 부담가질까봐 더 조심하는거 같아요",ISTJ별별
관심이 있든 없든 무논리는 못참아요,S가 좋은 잇티제쟈나
2 무논리가 계속 되면 관심이 식지만 그래도 듣는 척은 해 줘요... 어어 그렇구나 까지가 한계,에치엣치엣팁
어어 그렇구나 근데 이건 이렇지 아늠?,S가 좋은 잇티제쟈나
역시 T는 T끼리 군요,tutti
ㄹㅇ ㅋㅋ 동감이요,intp 삼다수
"맞아요. 관심상대라도 무논리는 못참아요 ㅋ
정말 무논리 지속되면 관심 식음.. 그렇게 되면 무논리로 떠들거나 말거나 노관심..(안듣기)",ENTJ 7w8 SX 블링
짜게 식어갈 수 있음 주의....포인트,tutti
"1. 동의
2. 부분 동의 (상대 편한게 우선시)
3. 동의

그리고 좋아하면 무논리도 무논리로 같이 놀아줍니당",Is할미손TP
전반적 공감이시네요 리스닝 후 스피킹 어바웃 솔루션 ㅋㅋㅋㅋ,tutti
엔티제가 썼다 생각했는데 역시! 너무 존똑이에요 저는 t지만 잘 안물어보는데 ㅋㅋ 논리도 없구여,잇팁과엣팁사이
엔티제분이 격공하셨으니 신뢰할만한 포인트인데요?,tutti
무논리는 정이 떨어지는 포인트입니다. 입을 닫고 듣기만 한다는건 안좋은 증세네요. 저에게는 상종을 안하고 싶다는 의미입니다.,l1stjj
정떨어지는 포인트...메모.,tutti
"질문이 많다? 무조건입니다
관심없으면 왜 질문해요",민초피스타치오 ENTJ
"자기 주관이 강할 것 같지만, 은근 다 들어주고 은근 다 받아준다고 느끼는 중입니다",tutti
"진짜 신기할 정도로 카톡을 나눠서 보내는데 다 물음표가 있어서 머부터 말해야할지 대답 못해줄때도 있었어여 ㅋㅋ 그것도 계획이에요?,질문도?? 답장 오게끔?",잇팁과엣팁사이
계획을 짜기 위한 정보수집이라고 생각하시면 되요 ㅋㅋㅋㅋ,민초피스타치오 ENTJ
3번 진짜 동의요,ESTP인간
"상대가 논리있게 논쟁하는거에서 반했는데
논리 없으면 곤란하죠",귀찮 and XNTP
"사실 이것은 F도 마찬가지라고,,,보는 F입니다",tutti
헉 저도 엔티제 인데 다 맞아욬ㅋㅋ,ENTJ 토리
좀비바이러스가 세상을 지배하는 스토리를 끝까지 들어주고 있는걸 보면...,잇토끼ISTJP
"글씨 형광처리 때매 안보이는거 저만 그러나요..? 1,2 는 읽엇는데 3은 머라쓴거에요ㅜㅜ?",군고구마균
연속질문 공감입니다 ㅎㅎㅎ 그 사람에 대해 더 알고 싶어서 계속 물어보게 됩니다,eeentp민트라떼
다 공감되는데 1. 싸울땐 무논리 버티기가 힘들더라구요 그래도 버티는거 보면 사랑이겠죠 ㅠ,엔티피제이꽃
무논리면 있던 관심도 떨....,넹 INTJ 5w6
"그냥 시덥지 않은 무논리면 가볍게 음 그래?하고 살짝 이해안간다고 하고 넘기는데, 다툼 상황에서 무논리로 나오면 진짜 이해불가",huaaaaaaa
미치겠다ㅋㅋㅋㅋㅋ처음부터 끝까지 싹 다 저네요,소운하 ENTJ 5w4
천천히 당겨보세요,스톡 istj
어떤식으로 하는게 좋을까요..???,징징 enfj
서서히 알아간다는 마인드로 접근해보세요. 취미 같은거요. 처음부터 tmi 남발하고 너무 적극적이면 속으로 싫어할거에요. 신뢰를 느낄 수 있게 하는게 중요합니다.,스톡 istj
헉 그렇군요ㅠㅠㅠ… 감사합니다!!! 🥹🙏🎀,징징 enfj
직설적으로요!!,콩콩냠
"몇시에 만날까가 좋은거 같아요 잇티제 약속 기억 잘하는 편인데 친한 친구 아니면 그냥 상대방은 던지는 말이였나보다 하고 넘어가는 경우 많거든요 저는 친구들은 하루 전날 내일 장소/시간 안까먹었지?ˀ 하고 항상 미리 한번 더 확정 느낌으로 연락합니다! 평소 연락 잘 안하는 편이라 2주전 대화로 약속 잡고 2주동안 연락 없다가 약속 전날 저렇게 연락 해요 ㅋㅋ 캘박은 꼭 해놓는 스타일이라,,",isTTjp 5w6
제가 좋아하는 중이라서 괜히 거절하긴 미안하니까 내일을 얘기했나싶기도 하고... 그냥 동생인가 싶고 ㅜ 어렵네요,초록이 ESTJ
아녜용 일단 확실하게 물어보세여 근데 아 까먹었다 근데 나 뭐 하기로 해서 내일은 힘들거 같아 라는 식의 핑계거리 찾으면 음.... 관심 없는게 맞긴해요,isTTjp 5w6
본인은 아무때나 괜찮다고 연락와서 만나기로 했어요!! 근데 휴가라서 호의인지 호감인지 애매모호해요,초록이 ESTJ
"진짜 편한 동생 아니면 호감일 거 같아요! 편하지도 않는데 시간 내서 둘이 만나기는 불편하거든요 여러명이 보는거 아니면요 근데 호감 있어도 티 절대 안내고 상대한테 호감 표시가 좀 확실하게 나야 그때부터 티내는 스타일이라,, 애매하네용",isTTjp 5w6
일단 제가 먼저 만나자고 하고 아프다고 해서 약이랑 죽 사서 가져다주긴했었거든요...ㅎㅎ 지인들 술자리에서 2-3번정도 보긴했었고 따로는 잠깐 1번 만났었어요!연락은 계속하고 있고 편한 동생일수도 있겠죠 ㅎㅎ 확 호감가게 하는 방법이 없을까요?,초록이 ESTJ
움.. 저도 제 이상형을 잘 모르겠어여 주변 사람들이 눈 높다하는데 솔직히 맘에 들면 그냥 끌림으로 만나는 편이라 근데 오히려 나쁜 사람한테 많이 끌려요 좀 튕기는?ˀ,isTTjp 5w6
"그래도 좋으신거예여? 좋은사람아니에여
저래도될만하니까 저렇게 말하는거같구 그래도 될 만한 상대만 만났든가.. 그간 살아온 인생이 험난했나싶어여",도깨ㅂINTP
좋은추억이있어서 좋게생각하고싶었나봐요ㅎㅎ 추억으로만...간직해야겠어요,파니파니
"뭐든 자기위주라그래요
첫사랑이면 좋은기억으로 묻고가심이..
나중에 괜히또 들이대도 받아주지마시고요",따뜻한커피
"진짜심각한자기위주.
넵 좋은기억으로만간직해야겠어요",파니파니
남자든여자든 mbti 고 나발이고 지입에서 자기좋아하지마라 하는말 나오는 것들은 좋은것들이아님,남다름 infp
네거르도록할게요,파니파니
"엣티제라서 그런 게 아니라 그 사람이 그냥 그런 거 같은 게..
딱 저 나이 때에 엣티제 만났었는데 일상 보고는 제가 성가실 정도로 해댔고 표현 역시 완전 직진이었어요. 이런 건 케바케의 영역이 아닐까요. 마음이 애매하던가 진중하게 연애할 자신이 없던가.",하양 ENTP
222,IiiiiIill
아.. 애매하거나 자신없거나.. 그런거같네요!!!,파니파니
그런말 할때 착각하지마라 그냥 연락하는거가지고 별 난리다 이런말 해보죠 ㅋㅋㅋㅋㅋ,난나나나난나나나나나
말발에밀리다보니ㅎㅎ 연락와서또그러면 한번해봐야겠어요,파니파니
ㅋㅋㅋ 연락에 별 의미 안두는 st같네요,드메르
남친이 estj인데 그동안 인프피 별로 안 좋아해ㅆ는데 저랑은 잘 맞는다고 좋아해요! 사바사,쿼카 insfp
오 그건 엣티제와 다른 거 같아요,엘버
"서로 싫어합니다
연애할땐 잘모를수있습니다",따뜻한커피
저두 인프피여 엣티제남인데 뭔가 상호보완되서 넘 좋은것같아요.. 그건 남자가 사회생활도 오래햇구 이기적이지 않아서 가능한것같기두하구 저두 최대한 넘 감정적으로 닥달하지않으려해요.!,IiiiiIill
읽씹하고 내일 일어나서 보낼 수도 있어요!,ENFP생간
헉 그런가요!.. 감사합니당,징징 enfj
썸남? 애인? 아니면 자러간다고하니까 그런가보다 하고 .. 답안한거같은데용,IJ
어쩔ㅋㅋ 자러간다고 하니 그런거죠~,카이렌
저라면 잘자 라던지 좋은꿈꿔 라든지 나도 잘려고 잘자~ 라든지 했을거 같네요. 읽씹이면 보고 뭐라 보내야될지 말지 고민하다 잠든거 같은데요?,리톨 ISTJ A
"자러가나보다~ 그렇구나 일거예요
관심 있으면 잘자라고 인사했을 듯요",돌돌 istj
저는 잇티제는 아니지만 잇티제사람과 교제중이에용~ 사람마다 다 같을 순 없지만 저의 잇티제의 경우 썸단계에서도 선톡도 잘하고 자연스럽게 어디가자 약속을 잡았었어요. 지금도 비슷해요. 글을보니 선톡이나 만남조율을 보니 남자분이 적극적이지 않은것들과 만나긴 하지만 연락텀도 길고 한거보니... 현재는 조그마한 호기심 정도로만 보여요. 아직은.. 잇티제는 본인이 좋아서 막 움직여야 될거같은데 그게 아닌것 같아요ㅠ 잇티제도 사람이라 잘해보고 싶은사람에게는 돌진 잘하는거 같아요...,ISFJ 잇뿌젱
그쵸ㅠㅠㅠ 저도 만나면 느껴지는게..저한테 반했다 좋다 이런느낌보단..따로 만나는 사람 없고..나쁘지 않으니 그냥 만나나 보자 이런 느낌같애서요ㅠㅠㅠㅠ 흑흑 이걸 근데 발전시킬수있을까 싶네용 ㅠㅠ,ISFJ쑤우블링
잇티제남들은 본인이 좋아야 적극적이게 되는거 같아서... 음.. 전 쑤우님이 지금도 충분히 잘하고계셔서 더 멀 하는것도 아닌거같아요. 장거리라 하셔서 잘못본다 하셔가지공..2-3개월 내에 별다른 진전 없으면 포기하셔야할거 같아요.. 저 같은경우는 멀지는 않았는데 한달정도 썸기간 같고 고백받았어요..우선은 좀 지켜봐보세용. 너무 이남자분한테 올인마시고,ISFJ 잇뿌젱
진심어린 조언 감사드려용🥹🥹 저도 뭔가 현타오지만...이러다 안되면 인연 아니라 생각하구 그냥 만나면 최선 다하구 나머지 시간엔 제 할일 열심히해야겠어용 깊게 생각않구 ㅎㅎㅎ,ISFJ쑤우블링
"적당히 궁금하고 알아가고싶은 그런 상태인 것 같아요! 잇티제도 좋으면 직진하고 효율 비효율 안따지고 만나러가요. 몇달째인지는 모르겠지만, 인연이면 만나고 아님 말고의 마음가짐으로 대하시는게 좋을 것 같아요",돌돌 istj
그쵸! 제 직감도 반했다 직진이다 이런느낌은 아니고 그냥 호감 더알아보자 정도인거같아요..! ㅎㅎㅎ 저도 제감정에 최선을 다하되 그쪽 감정은 그쪽거라고 생각해야겠어요 ㅎㅎㅎ감사합니다!!,ISFJ쑤우블링
호감같아용!,개그천재양락
전화나 번호교환은 따로 안해서...,초록이 ESTJ
잇티제가 일단 먼저 어디갈래? 해서 진짜로 간다는 건 호감이에요! 전화나 번호교환은 부담스러우실까봐 조금 조심스러워 하는 것 같은데요?,나도내가궁그매
본인이 살게있다고 같이 간거라서...ㅎㅎ 다음약속은 제가 일단 잡았고 지인들이랑 같이 만나는걸 물어봤어요!,초록이 ESTJ
100호감이용,ISTJ나먕이
어느 부분이요?,초록이 ESTJ
호의보단 거기에 호감이 살짝 섞인 ? 상태같네요 ㅎㅎ. 나한테 잘해주네 ? 나랑 자꾸 어딜 가자고하네 ? 하고 조금씩 상대를 의식하고 있는 단계같아요 !,잇티제 dori
여기서 제가 어떻게 하면 관계가 조금 더 진전될 수 있을까요??,초록이 ESTJ
"조금 더 둘만 있는 상황을 늘리시면 좋을 것 같아요 ! 꼭 단둘이 으슥하게 있어라 이런게 아니라 , 같이 밥을 먹고 산책을 하면서 얘기를 나눈다거나 하는 서로에 집중할 수 있고 약간은 간질거릴만한 상황을 만드시면 크게 의식될 것 같아요 ㅎㅎ",잇티제 dori
일단 수요일에 만나기로 했는데 밤에 야경보고 카페가기로 했어서 조금 진전되면 좋을 거 같아요!!,초록이 ESTJ
얘기 나누실때 질문을 좀 많이 해보세요 ㅎㅎ 장소가 분위기가 좋은 곳들이라 상대에게 너가 궁금해 라는 느낌을 심어주심 좋을 것 같아요 !! 화이팅입니다 💪🏻 !!,잇티제 dori
예시로 다음에 다같이 또 오자 라는 식으로 얘기가 나온다면 다음에도 너만 괜찮으면 둘이 또 오자. 라거나 음식을 먹을때 너는 어떤걸 좋아해 ? 평소엔 어떤걸 자주 먹어 ? 라던가 ..! ㅎㅎ 에휴 주책맞게 제가 쓰고 제가 설레네요 🤣 다음엔 더 좋은 글이 올라오면 좋겠습니다 !,잇티제 dori
