comments,comments_writer
와우 인프피분들은 그냥 로맨티스트군요. 완전신기하네요 ㅋㅋㅋㅋ,도도한조르디isfp
인프피는 그런거같은데 +섬세함 본인도 사랑받고싶음 긴장문의 톡 인거같아요 엔프피는 궁금해요,라라랜드으
사랑이 1순위인 로맨티스트입니다 굳이 사생활에 간섭안하고 방목형이에요,멜로냥 인픞
오... 댓글 다신분들이 하나같이 같은 얘기해서 신기,도도한조르디isfp
고장난 로맨티스트 ㄷㄷ,도도한조르디isfp
"상대가 1순위가 되는거 완전 공감해요 ㅋㅋㅋㅋ
상대방이 싫다는 건 절대 안 하려고 합니당

저는 친구들을 너무 좋아하기도 하고 남사친이 많은데다가 술자리가 잦았고
전 애인은 술을 못 마시기도 하고 남녀 사이에 친구는 없다 라는 마인드가 강해서
제가 친구들이랑 술 마시는걸 싫어해서 거의 4년동안 술을 끊었어요
친구들을 간간히 만나면 커피 마셨구용

애정표현 완전 많이하고 그만큼 받기도 원해요 !
저는 개인적으로 좀 극T성향의 남자랑 잘 맞았어요 ST랑은 좀 상극이였고 NT !",enfp윰
엔프피도 로맨티스트!? 여기 멜로천국이였구만!,도도한조르디isfp
"댓글에 인프피는 최근 만나서 알겠는데 섬세함, 로맨티스트 맞는데 엔프피는 좀 다르지않아요???",라라랜드으
"엔프피는 어떨거 같으세요?
뭔가 방정 맞은 애교 부리는 사랑꾼이려나",도도한조르디isfp
사랑 1순위에 헌신적연애해요 인프피와 다른건 방목형은 아닌거같아요,뿌린
"사랑이 일순위 이긴 한데 여기저기 펼쳐놓은 게 많아서 신경쓰느라 바쁜 엔프피입니다.
상대가 나를 소중하게 여긴다고 느낄 때 충만함을 느끼고 나도 상대가 싫어하는 행동 절대 안하려고 노력해요.
그치만 너무 통제 억압하면 벗어나고 싶어요 답답하고요. 적정선의 질투, 개입은 괜찮아요.
안정적인 연애를 추구합니다.",조이 ENFP
"본문과 관련 없지만 장문인 만큼 글에 문단좀 나눠주세요
보기 넘 불편해서 안읽히네요,,ㅎㅋ",S가 좋은 잇티제쟈나
2 약간의 요약도 필요합니다,무정 ESTJ
3...진짜 읽어보고 공감 조언드리고픈데 눈에 안들어와요 ㅠ,eStj로니
엔터 필수,INTP매직
"여러 잇티제 엣티제들은 이 글을 본다면 초장문에 눈이 침침하여 뒤로가기를 누를 것입니다,,,",S가 좋은 잇티제쟈나
죄송해요ㅠㅠㅠ 글 다시 수정했어요!!!,엔프피 계란말잉
한 5줄 읽다가 아 진짜 ㅋㅋㅋㅋㅋ 열받음 ㅋㅋㅋㅋ,ESTP지만 ISFJ와 함께
힝 죄송합니다 🥺 글 다시 수정했어요!!,엔프피 계란말잉
미친 ㄸㄹㅇ네요 저런 인간이랑 한시라도 덜엮이는게 좋겠어요....,요즘안늦는 ISTJ
여태 사귀면서 걔를 믿었던 모든 순간이 부정당한 것 같아요 ㅎㅎ…,엔프피 계란말잉
음 근데 죄송한데요... 저분이 아주 멀쩡하시다 저 한순간에만 저런것도 아니고 원래 이상한 행동 많이 하셨잖아요...? 그걸 아시면서도 계속 헤붙하시고 믿으신건 본인이니까...믿었던 순간이 부정당했다기보단 저런 놈을 믿으셨다고요..? 란 생각이 전 드네요...이번애도 헤붙하지 마시고 차단 갈기고 다움에는 좋은 사람 만나시면서 저런 질떨어지는 놈인거 같다하면 믿지 마세요...,요즘안늦는 ISTJ
맞아요 그럼에도 불구하고 믿었던 저도 바보죠 ㅎㅎ 연애건 뭐건 싸그리 생각 없어지네요 하핫 감사합니다 ㅜㅜ,엔프피 계란말잉
이제라도 정신차리고 헤어졌으니 정말 다행이라 생각하셔요... ㅁㅊㄴ 탈출 축하드려요,요즘안늦는 ISTJ
맞아요 ㅋㅋㅋㅋㅋㅋ 차라리 정 털리게 해 줘서 고맙네요 ㅎㅎㅎ 홀가분해요,엔프피 계란말잉
"본문은 대충 봤고 제목에 대한 답을 드리자면 쉬운 관계로 정립한것 같아요
앞뒤 다 자르고 작성자님께 한 것들만 봐도 이해불가....
철저하게 연락 끊으시는게 좋을것같습니다.
왜냐면.....또 연락오면 받으실거 같거든요..
상대는 아쉬울때 또 할걸로 보이고요..",iINFJ T 4w5
맞아요 헤어지자는 말이 무기였으니까요 제가 어디까지나 잡을 거라 생각해서 이번 역시 쉽게 내뱉은 것 같아요 습관화 된 걸 안 이상 저도 기대에 부응하는 행동 안 하려고요 이제 감사합니다!!,엔프피 계란말잉
"맘고생 많이하셨겠네요 ㅠㅠ
지금 당장은 힘드실 수 있지만 좋은 경험이라 생각하시구 잘 극복하시고 다음 연애 하실때 좋은 분 만나시길 바래요 ^^*",도애 EXFJ
ㅎㅎ 이상하게도 하나도 안 힘드네요 볼장 다 봐서 그런가 봐요 너무 감사합니다!!!🥺,엔프피 계란말잉
"와… 왜이렇게 철 안든 어린 엣티제 느낌이죠.. 고생 많으셨겠오요 ㅠㅠ
진짜 어장이었네요.. 2개월 전부터 좋아했던거면 2개월동안 두 사람을 좋아했던거잖아요… 아 생각만으로도 속상하고 화나고 토나오네요.. 제 남친이랑 같은 엠탸이라 더 속상해요.. 힘내시구 더 좋은 인연이 찾아올거에요ㅠㅠ 응원하겠습니다 계란말잉님 🥲",ENFJ양양
친구가 취해서 말실수한 거라며 2개월 전부터 좋아하는 사람이 있었다면 너랑 진작 헤어지고 걔랑 사귀었을 거라는데 이미 다른 여사친도 거기 같이 있었던 마당에 제가 그 말을 믿을 리 없죠 ㅎㅎㅎㅎㅎ 감사해요 양양님 ㅠㅠㅠ❤️,엔프피 계란말잉
술 취했을때 말한게 진짜인데.. 말실수는 무슨..! 이미 신뢰깨진 마당에 그런 말을 어떻게 믿을수가 있을까요.. 이해합니다 ㅠㅠ 신뢰가 정말 중요하네요..,ENFJ양양
"아오 그 엣티제가 계란말이님에게 어떻게 하고 싶은건지 궁금해하지도 마세요 보는 제가 열받는데 말이님은 도대체 어케 참으셨죠ㅋㅋㅋㅋㅋㅋ
조상이 나 도와주려고 하나보다 하고 이별 축하파티 여세요 진짜 고생많으셨어요",이엔에프제잇
으흑 ㅠㅠㅠㅠㅠ 감사합니다 정말 힘들었는데 지금은 아쉽다는 마음보다는 홀가분한 마음이 더 크네요!!! 파티해야겎어요 야호~~😋,엔프피 계란말잉
"엥??!! 계란말이님 그새 이게 또 무슨ㅋㅋㅋㅋㅋㅋ
하아.. 저도 엣티제 잠깐 만나봤지만
갑자기 태도 돌변해서 헤어지자 하는거는
온전히 질투심 때문에 그랬어요.
제가 만났던 엣티제 한해서는!

그냥 질투나고 짜증난다고 얘기하면 되는데,
그것조차 자존심 상해서 그냥 헤어지자고 하는 그런 엣티제였습니다..
엣티제한테 휘둘리지 마시고 그냥 정리하는게 어떨까해요 ㅠㅠ",말랑뀨
맞아요 ㅋㅋㅋㅋㅋㅋㅋ 아니 서운한 감정을 담아두고 있다가 혼자 정리하고 통보해요 ㅋㅋㅋㅋ 이별은 일방적이라더니 받아들이긴 힘든가 보죠? 책임감도 없고 너무 어이없었어요 ㅎㅎㅎ 감사합니다!!!🤭,엔프피 계란말잉
"엣티제..,,,맞아요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄,,,,제가 아는 엣티제는 우선 거짓말을 절대 안하고 (못한다) +티가난다 ,,그리고 절대 좋아하는 사람이 있었다면 못숨긴다; ......",화띠꾸ENTJ
그러니까요 ㅋㅋㅋㅋ 저도 그렇게 생각했는데 거짓말을 했네요? ㅋㅋㅋㅋㅋ 같은 유형이라고 모두가 똑같지는 않나 봐요 역시 ㅎㅎ,엔프피 계란말잉
"너무 애기다.....
내 시간은 소중하니 차단 박으셔요 ㅜㅜ",조이 ENFP
여자인프피입장에서 보면 관심이있다면 만나기는 할 것 같아용 ㅋㅋ 나가기전부터 만반의 준비를하고 엄청 떨면서요ㅋㅋㅋㅋ,난냐난인프피
"연애경험 적은 인프피 남동생을 가진 누나의 관점에서, 호감이 있다면 나갈 놈입니다. 남자는 다 그렇지 않을까요? 멍석 깔아놨는데 마다할 사람이 많을까요?",조이 ENFP
억지로 끼워맞춘 자리라면 피할 것 같아용 ㅜㅜ 상대가 알 것 가타서,뿌삐뿌삐잉
심리는 당사자가 아니면 잘 모르기 때문에 연락하시면서 서로 대화하는 게 중요할듯 합니다.,Benjamin
혹시 오랜만의 연락을 부담스러워할까봐서요. 그런거면 안하려구요,ENFP독특한그녀
연락하길 원하신다면 일단 연락을 하고 불쾌해하시는 것 같을 때 대화를 그만둬도 괜찮지 않을까요?,Benjamin
"어디까지나 추측 입니다.
인간적으로는 잘 지냈으나 업무 스타일이 맞지 않다고 느꼈을 때, 후임자가 와 있을 때 정확히 하는 모습으로 시작을 하고 싶었던 마음이 아닐지.

단톡에서 번호 찾아서 연락 부탁해 가 아니고
00로 연락 해주세요.
02-000-0000

일은 공적으로 정확하게 해줬으면 하는 것 (후임자도 볼 수 있으므로 더더욱)",조이 ENFP
나중에 생각해보니 그런거같다고 느꼈어요. 근데 그런 의도였다면 둘이 있을때 미리 말해줬음 좋았을텐데..라는 생각이 들었다면 제 욕심일까요.,ENFP독특한그녀
상황이 늘 이상적으로 흘러가지는 않으니까요. 앞으로 만날 사람이라면 허심탄회하게 이야기 해보시고 만날 일 없다 하면 그냥 마음에서 털어버리세요!,조이 ENFP
댓글 감사합니다^^,ENFP독특한그녀
"대입해서 생각해보니까 인프피는 그냥 정말 별 생각 없이 그렇게 해줬으면 싶어서 한 말이고 후임자 앞에 두고 창피주려고 한 행동 같지는 않아요
저는 싫으면 오히려 싫은 소리 안하고 무관심 혹은 무시하거든요
그리고 정말 최악으로 끝나지 않은 이상 시간 지나면 금방 풀리는 성격이라(저는 그래요)
아마 인프피는 글쓴님이 연락없는거에 서운해하고 있을지도..몰라요",iiinfppp
댓글 감사합니다^^제가 좀 감정적으로 욱하는 경향이 있어서 오해한걸수도 있겠네요. infp 동생이 먼저 연락이 안오네 하는 서운함도 있었는데. 그만둔 사람에게 연락하기 그래서 그럴수도 있겠다 싶기도하구요.. 제가 먼저 한번 연락해봐야겠네요 ㅎ,ENFP독특한그녀
인프피는 먼저 잘 다가가지않죠..ㅎㅎ..그래도 글쓴님처럼 그런 서운함이 있었음에도 나를 좋아해주는거 알면 미안하기도 하면서 고맙구 기분 넘 좋을 것 같아요 연말+추석 핑계 겸 연락해보세요~~,iiinfppp
"히야~! 숙소가 너 닮아서 기깔난다~!
일타쌍피 어떨까요",냐냐냐냐
ㅋㅋㅋㅋㅋ 생각도 못했어요 ㅋㅋ,ENTJ큐큐QQ
ㅋㅋㅋㅋㅋ앜 너무 웃겨요,ENFP독특한그녀
저같은경우에는 그냥 우아 너 놀러갔구나~ 재밌게 놀아~~ 이런 말만해줘도 기분 좋아요!,ENFP재이
"그렇군요 ㅋㅋ
음..놀러 간데가 좋아보여서 나도 가고 싶다고 부럽다고 했거든요 ㅎㅎ",ENTJ큐큐QQ
전 전자요 ㅋㅋㅋ,ENFP독특한그녀
"그렇군요 ㅋㅋㅋㅋㅋ
저는 장소밖에 안찍으니까 당연히 1번 반응이 좋은데
자기 사진 찍어서 올리면 어떤 반응을 원하는 건지 궁금했어요",ENTJ큐큐QQ
ㅋㅋㅋㅋㅋ나 좋은데 놀러와써 부럽징? 이런느낌이랄까요. 그래서 부럽다하거나 . 너 사진 잘나왔다. 너 엄청 좋아하는 표정인데? 등등 어느 반응이든 좋은 피드백이면되요,ENFP독특한그녀
"전 좋은데 간 사진보면 완전 좋다 나도 가고 싶다 그러고 명품백 가지고 오면 선물받았냐고 좋겠다고 하고 그런 편이에요.
별로 질투가 나진 않거든요 😶😶
제가 속이 없는 건지...
근데 보통 질투하나요???
인프피랑 인프제 친구는 일부러 모르는척 하더라구요..;;
인프제 친구는 자긴 일부러 모른척 할때도 있다고 했구요..
너무 잘난척 하는거 아니면 뭐 좋은게 좋은거 아닌가 해요",ENTJ큐큐QQ
"굳이 딱히 어떠한 반응을 바라지는 않아도(더 좋은 반응은 있겠지만)
일상 공유하면서 조잘조잘 대는 거예요~
f형들은 그냥 대화 자체가 재미있습니다ㅎㅎ
어떠한 원하는 반응이 있는 게 아니에요. 대화 자체가 목적.",Arte
"음... 그렇군요 ㅋㅋㅋ
역시 많이 다른것 같아요",ENTJ큐큐QQ
전 감정의 소용돌이가 잘쳐요. 그래서 감정이 평온하고. 그걸 기다려주는 사람이 좋아요. 그리고 무시하는 거 싫어해요. (특히 다른사람앞에서 타박주고 쪽주는거요). 그리고 글적어주셨듯 계획적인 사람 너무 좋아요. 전 까다롭지않아서 무지 싫다그런거 아니면 따르기만 하니까요. 대신 싫다고하면 적용만 해주면 됩니다 ㅎ 전 츤츤츤츤데레입니다.. 괴롭히구요 . 말도 툭툭해요. 너무 좋아서 나조차도 컨트롤 안되서 하는겁니다..,ENFP독특한그녀
"윗댓분 말씀처럼 감정에 기복이 있어요 기분이 안 좋다가도 단순해서 금방 좋아지지만용
또 밝을 땐 누구보다 밝은 편이라 저보다 텐션이 높은 사람은
제가 감당하기 힘들어서 늘 잔잔하고 평온한 사람이 좋더라구요 !
츤데레 기질도 있는 것 같아요 ㅋㅋㅋㅋ근데 보통 친구들한테 그런 편이고
제가 좋아하는 사람한테는 애정표현을 정말 많이 하는 편이고 장난도 많이 쳐요
항상 상대방에게 관심이 많고 챙겨주고 싶어하고 자잘한 선물을 하고 싶어해요 !
상처도 잘 받고 정도 많아서 눈물도 많은거같아욤",enfp윰
"맞아용 감정기복이 있긴한데 조금만 이쁜 말 해주고 공감해주면 금방 풀려요! 생각보다 단순해서 풀어주기 쉽구요
또 한번 진지하게 만나면 그 사람만 보고 의리도 엄청나답니당",엥뿌삥삥 ENFP
"엔프피 어렵지 않습니당~
이미 그분이 님의 호감을 눈치챈거라면 여자분 나름의 밀당을 하고 있으신게 아닐까싶은데, 엔프피가 주로 직진이긴하지만 눈치도 많이 봐서 한쪽에서 루즈해진다며 카톡 줄이먼 호감식은줄 알고 불안해하고 혼자 소설쓰다가 썸붕해요... 대놓고 잘해주세영",크리스천디올샬롬
사내 같은 팀이다보니 조심스럽게 둘이 있을때만 잘 해주는 중입니다! 맨날 보면 설렘이 올라갑니다,똑딱거리는 잇프피
연락 촘촘히 잘 해주세용ㅎ 사소한거에 쉽게 감동받는게 또 엔프피에요😊,크리스천디올샬롬
말하는거 최대한 다 기억하려고 노력하고 있습니다!,똑딱거리는 잇프피
저는 어느정도는 확실하게 표현하는거 좋아합니다 ㅎㅎㅎ몇번 개인적으로 만나셨다면.. 고백해보셔요 ㅎㅎㅎ계속 느낌만 주고 질질끌면 저는 싫더라구요.,ENFP독특한그녀
썸단계를 조금 더 거쳐야 하지 않을까요??,똑딱거리는 잇프피
잇프피님만 썸이라고 생각하시는거아닌가요.. 여자가 반응이 그렇다면 좋은 신호는 아니거든요. 다른 매력을 보여주서서 호감을 끌어올리던지. 아니면 여자가 걸려하는게 있어서 고민하는걸수도 있어요,ENFP독특한그녀
저도 사실 같은 사무실이라는게 걸리는데 그걸 뛰어 넘을 정도로 호감이 생겨버렸네요.. 둘이 있을때 의지된다고 하는것도 깊은 이야기를 꽤 많이 나누거든요 어렵네요 역시,똑딱거리는 잇프피
이건 모아니면 도방식도 방법인데.. 대놓고 물어보는거요. 어느정도 관심있다고 표현해보시고 계속 그런 반응이시면. 아실지모르겠지만 당신에게 관심이 있는데. 내가 그런표현을 할때마다 머뭇거리는 둣한 느낌을 받는다고 혹시 부담스러워 싫어서 그러는건지 무슨 이유가 있는지 ... 말이예요.전 사실 그렇게 물어봐주길 바랬을때가 있었거든요. 어느부분이 마음에 안들어서(걱정되서) 애매한 썸?사이로 지내다가 다른남자랑 얼마안있어서 바로 사귄적있어요.,ENFP독특한그녀
엔프피는 확실한 호감이나 적극적인 표현을 좋아해요 !,enfp윰
"부담스럽지 않게
다가가는 방법은 어떤게 있을까요??",똑딱거리는 잇프피
"적극적이고 안정적으로, 그리고 연애 하면서도 변하지 않을 정도로 본인 선에서 너무 힘쓰지 않고 해주세용!",조이 ENFP
대견하다고 말하는 것은 호감있는 이성한테 하는 이야기일까요??,똑딱거리는 잇프피
말 그대로 대견하다고 느끼니까 하는 말이겠죠? 호감있는 이성에게도 충분히 할 수 있고요. 조금 더 호감 표시를 해도 좋을 것 같아요.,조이 ENFP
"다음주 지인과 술자리에
같이 갈래라고 하는데 호감표시일까요??",똑딱거리는 잇프피
호감 없는데 부르진 않겠죠? 그 지인은 겹지인 일까요? 상대방의 지인일까요?,조이 ENFP
"겹지인과 상대방
지인 두명입니다",똑딱거리는 잇프피
호감이 없으면 부르지 않아요~ 완전 이성적인 호감인지는 두 분이 개인적인 만남을 가지면서 정확히 알아보셔야 할듯 합니다. 근데 호감표시 많이 해주세요. 그럼 빠져듭니다.,조이 ENFP
오늘 하루도 고마웠다고 하는데 참.. 사람 마음 설레게 하네요,똑딱거리는 잇프피
ㅋㅋㅋㅋ 직진하세요. 직진남이 주는 안정감이 최고입니다.,조이 ENFP
내가 좋아하는 사람이랑 사귀어야한다고 말한적이 없어서 섣불리 못다가가겠습니다,똑딱거리는 잇프피
상대 여자분이 내가 좋아하는 사람괴 사귀어야 한다고 말한 적이 있다는거죠? 좋아하게 만들면 되죵,조이 ENFP
좋아하게 바꿀수는 있는거군요!,똑딱거리는 잇프피
스며들어야죠 ㅋㅋㅋ,조이 ENFP
은은하게 호감 표시는 해야는 군요,똑딱거리는 잇프피
"엔프피도 회사 내에서 남자랑 단둘이 퇴근후 시간을 보내지 않습니다!
퇴근 후에 같이 술을 마시고 시간을 보내는게 호감으로 보여요! :) 그리고, 연락도 꾸준히 한다면 더더욱 호감입니다. 엔프피가 재밌는 주제에 더 칼답하긴 하지만, 좋아하는 사람에게는 거의 칼답이예요.
그분과 서로 공통사가 있으몈 그 부분에 대해 얘기 하면서 대화 주제를 넓혀가 보세요!
제가 봤을땐 잇프피님이 지금처럼 잔잔히 다가가면서 그분에게 조금 더 호감 있는 모습을 보이면 충분히 좋은 관계가 될것 같습니다 :)",엔뽀삐22
조금 더 스며들어 보세요 ......😉🍀🍀🍀🍀🍀🍀🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈,lemonmint
파이팅!!,인프제좋아
토일 쉰다고 치면 금토 놀고 일요일 아무것도 안하고 쉬는 편인 거 같아요 주 내내 힘들었으면 하루만 친구랑 놀고 혼자 나가서 여유 즐길 때도 있구요!,필릴릴리
나가서 노는거 좋은데. 집에있는것도 좋아요 ㅋㅋㅋ토일 쉰다하면. 약속 둘다있음 재밌게 놀고 오긴하는데 피곤해서 쉬고싶어요. 그래서 왠만하면 연속으로 약속잡고싶진않습니다.. ㅜㅜ,ENFP독특한그녀
2번 : 네네,산골총각 INFP A 4w5
"훔,,,,상대 인프피분,,그닥,,,괜찮은 사람?같진 않아요;; (물론 제 기준) 그리고 아무래도 남사친/여사친 많으면 좀 신경쓰이는건 사실이죠;; 😅",수오재기 INFP A
"1. 썸까지는 몰라도 호감은 있어 보였네요
2. 혼자서 맘 접을 확률이 높습니다",카네기
아..다시 잘 될 가능성은 없을까요..ㅜ,Enfp 비비빅우
"1. 연애 생각이 없는데 오는 사람 막지는 않겠다? -> 이해 안 됨
자기는 고백 안 하는데 썸은 타고 싶다? -> 이기적 ㅠ
2. 맘 접을 정도는 아니고 선을 그어주면 괜찮아요 (내게만 더 특별하게 대한다던지, 연애 중에는 연락 자제 등)",아티 infp 9w1 spsx
상대가 고백 거절할까 봐 자기는 고백을 못하겠다고 하더라구요.. 저한테 고백하라고 눈치주는 건가 싶더라구요 핳..,Enfp 비비빅우
밀당할때 밀면 그대로 나가떨어질 확률 매우 높구요. 만약에 글쓴이분께 호감있다면 답장 빨리 했을때 오히려 좋아할거에요. 그게 아니라면 처음에 호응 하는척하다가 도망갑니다 ㅎㅎ,카네기
그럼 좋아하는만큼 마냥 표현해도 될까요??너무 좋아하는 티냈다가 저쪽에서 질려할까봐ㅠㅠ,낭만또라이
일단 좋아하는만큼 표현 해보면서 반응 보시길 추천 드릴게요.,카네기
초반에는 썸남이 좋아한다 보고싶다 저한테 표현했는데 연애하는듯하고 제가 좋아하다고 표현하기시작했는데 상대가 초반처럼 표현을 안하길래요ㅠ어떻게 해야할지모르겠어요..연애를 시작한거같긴하거든요..,낭만또라이
상대방 입장에서는 관계를 확실히 하길 원할수도 있겠네요. 썸인지 연애인지 모르는데 막 좋아한다는 표현을 하기에 애매하다라고 상대방분이 느껴서 선을 긋는거일지도 모르겠다라는 생각이 듭니다,카네기
"기빨리는 모습이 보이면 알아요 엔프피 눈치 엄청 빨라서 거의 다 알거에요 ㅋㅋㅋㅋㅋㅋ
근데 그 기빨려하는 모습이 너무 재밌고 귀여워요 ㅠㅠㅠ
그리고 엔프피들도 낯가리는 사람 많습니당 ㅋㅋㅋㅋㅋㅋㅋㅋ
후자의 경우엔 친해지면 엄청 활발하실 것 같아요 !",enfp윰
ㅋㅋㅋㅋㅋㅋ아 아는데 즐거워서 장난치는 거군요 !!! 저는 두눈을 질끈 감고 사람 여러명 모이면 티안나게 도망가거든요 ㅋㅋㅋㅋㅋㅋㅋㅋ,꼬부기ㅣisfj
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ넹넹 제 주위에도 그런 친구들 몇명있는데 그런 모습들이 너무 귀여워요 ㅠㅠ 보통 e성향들이 사람이 많으면 많을수록 좋아해서 그런 자리를 i성향들은 많이 힘들어하고 지쳐하더라구요 ㅋㅋㅋㅋㅋ근데 엔프피들은 사람 한명한명 잘 보고 챙기려고 해서 그런 자리에서 진짜 힘들어하고 하면 걱정하는데 저로 인해 막 싫어하는 것 보다 그냥 단지 '하..기빨린다 기빨려ㅋㅋ' 이런 느낌이면 너무 귀여워용 ㅠㅠ,enfp윰
