comments,comments_writer
"헉스,,앙겠습미다..명심하께요🥺🥺🥺 혹시 그러면 잇팁이 카톡을 못보는 상황이나 늦게 본 경우에
답장이 없는데
제가 또 거기서 왜 안읽어~?바빠?
이런식이아니라 다른말이든 뭐든 화재전환으로 말 덧붙이는건 갠찬나여?..
별 생각이 없으려나요?..제가 워낙
잇팁에비해 말이 넘 많아서리,,ㅋㅋㅋㅋㅋㅋㅋㅋ쿠ㅜㅜ",infj나야나
별 생각 없을 거 같아요 ㅎㅎ 넘 걱정하지마시구 지금 하시는대로 하세요!! 글 보니깐 잇팁도 호감 꽤 있어서 저렇게 하는 거 같으니까용 혼자 꿍하거나 밀당하려고 하는 거 아니면 다 괜찮을거같아요!,잇ㅌㅂ istp
"와와,,,👏🏻 정말 다행이에요ㅠㅠㅠ
자축중ㅋㅋㅋㅋ🥳🥳🥳🎉🎉🎉
그렇군요..?!🤔🤔 그럼 지금처럼..
처음처럼 한결같이 대해보겠습니다,,,
실례가 안된다면 잇티비씨는 혹시 T가 대충이라도 몇프로 되시는지 여쭈어봐도될가요?.. 저는 F가 거의 90%이상이라 IFJ는 절대절대 안바뀌드라구요..
어디서 본거같은데 잇팁들두..
연애하면 isfp 성향이 살짝 드러난다는 글을 본거같기두해요..
은근 그래도 공감을 잘 못할거같은데
공감을 해줄땐 해주더라구요?!!
그런모습조차도,,,,,,
하~매력있어버려,,☆★",infj나야나
앜ㅋㅋㅋㅋ 저는 t가 한 70~80정도? 나와요 근데 제가 주변에 1명 빼고 가족부터 친구 지인 동료까지 다 f라서 많이 배운 것도 있어요 ㅎㅎ 연애할 때 생각해보면 진짜 제 모습대로 해도 편하게 받아주는 사람이면 원래 제 모습대로 하는데 전남친들도 거의 다 f였어서 이해하려고 하다보니까 공감도 하게 되고 그러더라구요 소중한 사람이면 그 사람한테 맞춰주는 게 잇팁인듯합니다 ㅎㅎ 솔직히 좋아하는데 뭘 못 해주겠어요,잇ㅌㅂ istp
"왘씨😳옴메나,,🫢🫢🫢
어쩜 이렇게 말두 예쁘게 하시구 조리있게 말씀을 잘하시는지,,
배우고갑니다,,
아니 심쿵하고갑니댜..💘ㅋㅋㅋㅋㅋ

그쵸그쵸..저두 주변에 남녀 f,t
적절히 섞여잇는데 t라고 다 공감못하는것도아니고 이해와 공감도 잘해주고 오히려 f보다 t일때가 더 위로받았던적두있는거같네요..🥺ㅜㅜㅜ
소즁한 사람이면
그사람한테 맞춰준다라,,
캬~~~~~~~~저도 소즁한 사람으로
좋아하는 사람으로 각인되게끔
노력해야겟어여!! 히히>_<⭐️
답변 넘넘 감사합니다ㅠㅠ 전글도 댓글달아주셧던데 감동이에요🥺
잇팁씨들은 뭐랄까 은근
냉철하고 차가운 도도새같지만,,
알고보면 따듯하구 귀염뽀쨕한
오목눈이같달까,,🤍
제가 넘 말을 길게해서 답장은 안해주셔도대요!! 충분히 200% 도움되었어요..😤✨👍🏻👏🏻🩷",infj나야나
"밀당 절대 안됩니다!!!! 잇팁도 밀당 같은거 몰라요. 좋으면 좋은거고 싫으면 싫은거지 그걸 재고 어쩌고 아아 안됩니다. 그리고 뼛속까지 잇팁인 제 경우로 대입을 해보자면 … 일상 보고요?? 대단한 호감입니다 ㅎ 나야나님의 사랑
응원하겠습니다",유자맛에일 istp
"아,,,,그쵸..??!!.. 제가 넘 바보같앗나바요.. 자꾸 어디서 이상한 유튜브나 글들을 봐가지고🤦🏻‍♀️ 너무 잘해주면 매력업다는둥~ 잘해주지말라는 둥~
밀당을 하라는 둥~ 그런말들이
참,, 얇은 제 귀를 팔랑거리게 하드라고요..
진짜 잇팁님들의 댓글들을보니..
밀당이 정말 씨알도 안먹히는군요🫢밀당의 밀자도 하려고하면 안대겟어요.. 글 올리기 진짜진짜 잘했네요..👍🏻
ㅋㅋㅋㅋㅋㅋ아낰ㅋㅋㅋㅋㅋㅋㅋ
뼛속까지 잇팁이시라니 너무 좋숩니다🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻
유자님 넘 귀여우세요ㅎㅎㅎ저듀 유자님의 인퓨제씨와 사랑 응원하고 축복과 행복한 결말만 응원하고 기다리겟습니다!! 저도 댓글 달러갑미다 😤😤
기다리세욧❣️❣️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️",infj나야나
잇팁 밀당 진짜 싫어하는 걸로 알아요😵,쿨쿨냥냥이 est프p
"그리고 제 전남친 istp이었는데 사귀기 전에 일상보고?,같은 연락 엄청 해왔어요 선톡도 엄청 보내주고",쿨쿨냥냥이 est프p
"악ㅠㅠ 정말 감사해요 🥺🥺👍🏻🫶🏻
마음에 머리에 새길게요..📝🤣🤣
혹ㅅㅣ 잇팁들도 안읽씹 같은걸 하나여?..ㅠㅁㅠ…",infj나야나
"헐~~~잇팁들의 의외인 모습들이
많아 놀라워요..🫢🫢🫢🫢🫢
제가 너무 생각햇던거랑 달라요..😲
ㅋㅋㅋㅋㅋ 잇팁들을 너무 냉정하구 차가운사람이라 생각햇나바요,,,😳😳
진짜 다시봤어요,,여기 잇팁님들두 긍렇구..생각 기대 이상이상으로
너무나도 따듯하신,,🔥🔥🔥❤️",infj나야나
좋아하면 한없이 다정해지는 사람이 istp이었던 것 같아요. 근데 사귀고 나서는 안읽씹도 자주하긴 했어요🤔 원래 연락에 그닥 큰 신경을 쓰는 스타일이 아니었어서 (뮬론 제가 신경써서 연락해달라 몇 번 계속 말하니까 그 뒤로는 잘 해주더라고요),쿨쿨냥냥이 est프p
"호오,,그렇군요..🤔🤔
매우매우 흥미로워요…👍🏻👍🏻👍🏻
알면 알수록 신기하고 더 빠져드네여..
진짜 출구없다…🛂🏃🏻‍♀️🏃🏻‍♀️
그렇군요..!ㅠ 역시나🤣🤣
저도 연락에는 그만 연연해야겟네요..ㅠㅠ 전 관심과 사랑의 표시가
연락이라 생각해서 자꾸 그렇게 생각하나봐요..ㅎㅎㅎ
쿨냥씨는 엣팁과 엣프피를 왓다갓다하시는곤가요?!!ㅎㅁㅎ?!🤔🤔",infj나야나
대부분의 성향이 다 중간지점이 나와서 엣팁으로 1년 살다가 f 한 스푼 담궈지는 중이에요,쿨쿨냥냥이 est프p
"오호라,, 중간지점도 넘 신기해요😳
전 거의 70%이상이 넘어가더라거요..ㅜㅜ F가 90%인게 참,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 전 T로 좀 살고싶더라고요..
뭔가 속 편해보인달까나,,ㅎㅎㅎㅎ",infj나야나
잇팁한테 밀당하면 바로 끝임 모든일에 에너지낭비를 싫어하고 효율중심인데 감정소모 싫죠 그리고 단순해서 미지근하면 나도 그렇게됨,알아서할게istp
"아악,,,..바로 끝이란 말이 제 맘을후벼파네여..🥺 진짜 조심해야겍네여..
혹시 잇팁님의 생각하는 밀당의 기준이 대충 멀가요?..ㅠㅠ 단답하ㄱㅣ?..
답 느리게하기? ㅜㅡㅜ
저는 상대방 텐션을보고
거기에 맞출려고 노력하는데
제가 너무 나댓다싶으면 좀 가만히잇고
그러거든여..ㅋㅋㅋ진짜 아우🤦🏻‍♀️..
저 혼자만 이래저래 별별 생각이많을걸가욬ㅋㅋㅋㅋ
진짜 진짜 좋아해서 그런가바요..🥲",infj나야나
비슷하게 맞춰가면 좋은거같아요 잇팁들도그래서 느린게 밀당 단답은;; 할말없어요,알아서할게istp
"앗,,🤣그쵸그쵸..?!
비슷하게,,유연하게..덤덤하게,,☆★
저라두 밀당 단답은 할말없게하드라구요..😔그래도 포기는 안하지만(?)ㅋㅋㅋㅋ૮꒰˶ฅ́ ˘ฅ̀˶꒱ა 포기못해 잇팁🥺💘",infj나야나
이미 근데 텐션엄청높으시다 ㅋㅋ,알아서할게istp
앜ㅋㅋㅋㅋ저 랜선에서만 좀 나대는거좋아해욬ㅋㅋㅋ ㅠㅠㅠ실제로눈 이렇게까지 높지않아서 좀 낯가림+수줍수줍열매입니다용🥰🥰🥰,infj나야나
"이게... 친한동생이 잇팁인데 ㅋㅋ 자신감있게 넉살 부리면 진짜 좋아하드라구요 ㅋㅋㅋ 세상 웃긴 사람 좋아하구 ㅋㅋ 예의 있고, 뭔가 배울점있으면 더더더더 좋아하드라구요",ESTP지만 ISFJ와 함께
"n을 좀 맞지 않다고 생각하던걸요. 주저리주저리 하고, 구구절절 싫어해서요. ㅠ",ESTP지만 ISFJ와 함께
"아~~ E랑 S를 좀 세뇌적으로 머리에 박아봐야겟네요,,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 찐친앞에서는
🐶 또라이 중 개 돌아이 완전 Eeeeee인데..ㅠㅠ,,,ㅋㅋㅋㅋ
좋아하는 사람앞에선 세상 상냥하고
순한 양마냥 그르케대네여..(?)ㅋㅋㅋ
좀 더 편하고 친구아닌 친구처럼 대해봐야겟어요 너무 이성적으로 대햇나바여..😂😂ㅋㅋㅋㅋㅋㅋㅋㅋ

구구절절 너무 찔려서 아파버려~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋ",infj나야나
esfj를 배우세요 ㅋㅋㅋㅋㅋㅋㅋ,ESTP지만 ISFJ와 함께
"아놔 슬프게도 주변에 esfj가 음슴ㅠㅠㅠㅠ여기서 몰래몰래 염탐하며 배워야겟어요 esfj 연예인 찾아보니

방탄소년단 제이홉
걸스데이 혜리
슈퍼주니어 규현
블랙핑크 리사
ITZY 예지
에이핑크 박초롱
오마이걸 효정
뉴이스트 민현
비투비 서은광
신화 앤디
박보검 이이경 황광희 정도가잇네요..오우 보기만해도 기가 벌써 쫙 빨리네요..아마 따라잡기는 오래걸릴거같네요..🤦🏻‍♀️ㅋㅋㅋㅋ앜ㅋㅋ케",infj나야나
밀당 노노 내가 좋아하는 사람이 같이 티키타카 해주면 너무 좋아요ㅋㅋ 밀당하면 연락하기 싫어서 제가 안만나요ㅋ,마이웨이 EISTP
"헉..저 완전!!! 당기고만잇어요..!!😤
이게 맞는가 싶으면서도 그냥 일단 맘가는대로 직진해보려구요ㅠㅁㅠ*
혼자 줄다리기 하는 기분으로다가🥺
티키타카는 진짜 생각보다 잘되는편이더라고요..잇팁이 의외로 다정다감하규 리액션도 잘 받아쳐주더라고요ㅠㅠ
근데 제가 카톡에선 완전 E고 말도 많고 그런데 실제로만나면 약간 꿀먹은벙어리가 되서 그게 잇팁한테 답답해보이진않을가 걱정이에요 흐흐😭😭",infj나야나
잇프제여,인생은 타이밍
잇프제 저는 개인적으로 안맞았어요ㅠㅠ,IS티P
전 제 찐친 다 잇프제구 딱 제가 원하는 워너비에여 ㅜㅜ,인생은 타이밍
아하 친구로는 좋은가봐요!!,IS티P
저도 isfj는 좀..,실버문 istp 5w6
엣프제요 ㅋㅋ 너무잘지내고있어서 신기해요 ~ 지인중에,잇팁과엣팁사이
저두 엣프제가 제일 잘맞았던것 같아요~~ 제일 오래 만났던 유형이에요,IS티P
저도 엣프제 만나보고싶네여 ㅋㅋ,잇팁과엣팁사이
ㅎㅎ지인분이랑은 전혀 그런사이가 아닌가용????,IS티P
,Arte
ㅋㅅㅋㅋㅅㅋㅎㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋ,인생은 타이밍
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃프네요,IS티P
"유형비하 아니니까 감안하고 봐주세요!!ㅋㅋㅋㅋ
잇팁 앞뒤가 같아서 엄~청 좋아해요ㅎㅎ",Arte
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,잇티비야
ㅋㅋㅋㅋㅋ전혀 비하로 안느꼈어요ㅎㅎ 앞뒤 완전 똑같죵,IS티P
맞네요 ㅋ 동물하고 맞는듯요. 동물도 생긴것부터 귀여운 애들,실버문 istp 5w6
베프가 인팁 잇프제 엣프피 연인이 엔팁입니당,잇팁여자
와 저는 n유형은 좀 힘든것같아요...,IS티P
엣프제 잘맞아요 텐션이 높아서 이끌어주고 전 따라가고 하는게 좋더라구요 같이 있을 때 대화가 편안한건 s나 t 둘 중에 하나라도 있어야 해요 !,잇티비야
"맞아요 엣프제 좋아요ㅎㅎ에너지가 생기는 느낌..? 저는 t,f는 상관 없는데 n은 뭔가 대화하는게 안맞는거같아여 ㅋㅋㅋㅋㅋ",IS티P
공감!! s나 t,잇팁과엣팁사이
맞아요 ㅋㅋㅋ n은 대화가 겉돌고 f는 전 개인적으로 조심스러워져서 편하진 않더라구요 🥲 덧붙이자면 s는 꽃을 얘기하면 n은 꽃이 엄청나게 핀 화단을 얘기하는 느낌(?),잇티비야
맞아요 ㅋㅋㅋㅋㅋㅋf는 제가 생각지도 못한 포인트에서 상처받더라구요ㅠㅠ,IS티P
진짜 표현력이 좋으시네요 !,esfjii
"istj estp intp estj 정도라고 생각합니다 ㅎ.ㅎ
저는 istp유형과 나쁘지 않아요. 저랑 istp유형이 있으면 istp유형이 더 말이 많아서 그런지,,,",닷지 ISFtJ 3w4 spsx
전부 t유형이네요 ㅎㅎisfj이시면 잇팁이랑 얘기할 때 상처받는게 많지 않나요???,IS티P
"가끔씩 제가 한 말을 자주 잊거나, 혹은 불필요한 말을 한마디 더 얹어서 절 당혹스럽케 하는 경우가 있긴 있는데요!
그거 빼고는 괜찮았어요. 직장인 istp 상사분들이나, 제 아랫 직원 istp 유형이나, 제 어머니도 istp이구요, 간간히 연락하고 지내는 친구 istp도 다 괜찮아요. 제가 원하는 답을 내리면 딱 그 답에 맞게 답하는 것도 재밌구요(istp분들은 오히려 간결해서 불편해하진 않더라구요),가끔 블랙 유머 하는 것도 웃기구요.(위 대댓글 사진 내용처럼요) 제가 만나는 istp유형분들은 저보단 istp유형 분들이 대화할때 더 말이 많았는데 제 기준에선 지루하거나 하진 않았어요. 워낙 다양한 주제로 얘기하는 걸 좋아해서 그런지 저는 좋았습니다 현실 istp분들은요 ㅋㅋ ㅎ.ㅎ",닷지 ISFtJ 3w4 spsx
istp들이 저를 좀 더 많이 좋아해주는 느낌이예요. 만나는 istp유형분들마다 다툰 분들 한명도 없이 저를 좀 많이 좋아해주셔서 고맙더라구요 :),닷지 ISFtJ 3w4 spsx
케바케 인가봐요 ㅎㅎ 저는 isfj랑은 너무 지루했었어요ㅠㅠ 싸울일도 없었는데 안맞는 부분이 많아서 금방 헤어졌네요..ㅜ,IS티P
"제가 본 istp분들이나 극 istp 어머니 봤을때 확실히 성숙하신 분들을 좋아하더라구요. 그게 아닌 이상 다 안맞고 그랬어요. 보편적인 이미지로 볼땐 istp유형과 isfj유형이 아주 잘 맞는 케미까진 아닌건 맞긴 한데 저 같은 경우엔 어릴때부터 지금까지나 istp유형들을 워낙 많이 ㅋㅋ 마주하다보니 서로 조심해야 할게 뭔지 알 것 같더라구요. 이런 배경 환경이 없으면 서로 낯설게 볼것 같긴 합니다!
전 아무쪼록 istp유형 나쁘지 않고 좋았어요. 제 말 잘 따라와줘서요! ㅎㅎ",닷지 ISFtJ 3w4 spsx
그렇군여 ㅎㅎ 혹시 잔소리 많이 하시는 편인가여???!,IS티P
"네, 저랑 어머니 경우엔 서로 좀 5:5로 하는 편이구요. 어머니 아닌 경우엔 제가 istp유형에게 더 많이 하는 것 같아요.
istp유형분들은 별 말씀 없더라구요. 불만도 없고, 짜증도 없구요. 아마 평소에 대화 시작 할땐 istp분들이 더 열띄게 토론?을 더 많이 하고 저는 주로 대부분 경청하는 입장이니 서로 쌓이는건 없는 구조인 것 같습니다 ㅋㅋ",닷지 ISFtJ 3w4 spsx
ㅋㅋㅋㅋ저는 첨에는 내생각 해서 저러는구나 싶었는데 날이 갈수록 더해져서 스트레스가 되더라구요 정말 사소한거 하나하나 얘기해서.. 머릿속으로 니가뭔데라는 생각이 들어서 얼마못가 헤어졌어요ㅠㅋㅋㅋ,IS티P
"아하 만나면 만날수록 힘들어지면 그건 누구라도 괴로워질 것 같네요 ㅠ istp분들은 제 기준 확실한 건 아예 처음부터 확실히 서로 의견을 나누고 공통된 합의를 찾아 선을 만들고 그 선을 잘 지켜주면 아무 문제 없더라구요. istj isfj만 선이 많은게 아니라 istp들도 확실히 자기만의 양보 못할 각자만의 선이 확고하더라구요. 상대방이 그걸 지켜주면 굉장히 사이가 좋구요, 안지켜지면 istp의 입장에선 파국이지 않을까 싶네요 ㅠ istp입장에서 한번 작성해봤습니다 ㅎ.ㅎ",닷지 ISFtJ 3w4 spsx
맞아요~~ 합의해서 서로 잘 지키면 문제 없죠 ㅎㅎ 편안할 것 같아요 ㅋㅋㅋㅋ,IS티P
인팁이 좋은거같아여 j들어가면 좀 안맞고 tj는 상극 너무 틀에박혀있고 답정너라..expf는 텐션 차이 ㅠ,알아서할게istp
엔팁은 봤어도 인팁은 못만나봤어요 ㅎㅎ 궁금하네용,IS티P
아 잇팁이시구나 엔팁엣팁은 모 soso한듯 인팁이 좋은게 텐션패턴화법들 비슷하고 은근 대화잘통함 그리고 n이라 이사람들 이상해서 호기심이감 ㅋㅋ,알아서할게istp
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ약간 생각하는게 신선하다고 해야되나 그런게 있어요 근데 계속 듣다 보면 기빨리는 느낌..???,IS티P
저 인팁인데 istp랑 너무 안맞았어요 ㅋㅋ 단점보완이 안되고 n이랑 s차이가 진짜 커요,INTP 찐
엔팁 인팁 엣팁 같이 놀면 진짜 개꿀잼이었구 엣프제들이 뭔가 저한테 도움도 주고 배우고 싶은 점이 많아서 좋았어요,잇ㅌㅂ istp
동성은 intp intj 이성은 esfp esfj,ISNTP 리아
전 FJ는 그닥..안좋아합니다;,아키 ISTP 3w4
"지난번 댓글 달았던 것처럼 실수에요. 실수.
아무 것도 없지만 혹시나 카스나, 배경이나, 아니면 아무 것도 없는 것으로 위장한 프로필 사진일 수도 있고, 이전 프로필을 볼 수도 있는거고요.
그냥 카톡 친구 리스트 훑어보다가 실수한 것 같아요.",INTP매직
네.. 이제 카톡까지 차단하기로 맘먹었어요,온도
"이거 보이스톡 실수로 눌러본 사람만 알아요. 식은땀 나요......;;
왜 보이스톡은 터치 반응이 느려서 이런 실수를 만드는건지 모르겠어요.ㅠ",INTP매직
에구... 그때 괜히 저까지 설레발 쳐가지고 부채질해서 죄송해요,DoD INFJa 6w5
술 김에 외로워서 연락했다가 영 아닌 것 같아서 차단한 거 아닐까용..,몰랑이 INFJ
술 취해서 충동적으로 연락했다가 현실로 돌아와서 정신차린거같아요,잇ㅌㅂ istp
22,meme
저녁 뭐드실거에요,INTP 그잡채 7w8
저 오늘 진짜 개바삭바삭한 후라이드치킨집 갈거에요 거따가 반주도 마실거에요 아니 반주말고 진짜 꽐라될거에요 아아 저녁이요? 후라이드 치킨이요,화안났음
주량이 얼마나 되세요,INTP 그잡채 7w8
저 한병반 두병이요,화안났음
엣팁인데 글쓴님도 화날때 욱하는 편인지 궁그매여 전 그럼 ㅋㅋㅋ,ESTP밍멩몽
저 진짜 욱!!!!!!!!!했다가 몇분후면 ㅎㅎ 이렇게 바껴요ㅋㅋ,화안났음
지금 여기 본문 쓴 것 봐도 욱 할 것 같아요.ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,INTP매직
아진자요? 어떤부분이요?,화안났음
"간ㄴ만에 무뮬ㄹ
이거 보고요.......급하시구나.....ㅋㅋㅋㅋㅋ",INTP매직
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앗 들켰다,화안났음
"배고프면
옆 사람에게 짜증을 내는 편인가요?",INTP매직
아니요???,화안났음
"엣팁들은 춤이나 노래, 공연을 즐기는 편인가요?

제주변에 ES_P들은 야외활동, 춤, 공연, 축구 좋아하는 사람들 많더라고요!",ISFJ 남자 6w5
흐음 공연 좋아해요 근데 찾아다니는 정도는 아니에요!,화안났음
"남자친구도 잇팁인디요
ㅇㅇ인줄 알았는데 ㅁㅁ이구나 라고 생각했어!하는 말에 와 진짜~? 그렇넹 이라고 안하고 아 근데 ㅇㅇ도 맞긴 해 라고 ST적 발언 하는거 은근 서운해하더라구요
그리고 애정표현에 돌아오는거 없는 것도 서운해하구요
저도 꽤 여기저기서 서운해해요",ISTP 얍스
그러려니 하는게 많아서 좀 덜 느끼긴하지만 잇팁도 사람인데 서운함 느끼죠 ㅋㅋ 본인보다 더 독립적인 성향의 상대에게서 느껴지는 외로움에서 오는 서운함도 느끼는 것 같고...은근 맘여린 잇팁들도 많아용 ㅎ 티를 좀 덜 낼뿐...,eStj로니
"잇팁이한테
다른여자 생기면 말해~ 언제든지 널 보낼준비 하고 있을테니까 << 라고 하니 섭섭하다고 하던데요 ㅋㅋ

잇팁& 잇프제에서 잇티제 넘어가는 커플인데 제가 더 많이 좋아하고 더 표현 많이 한다는거 ㅋㅋ",잇프제에서잇티제
두꺼비 내려간게 쓰니님 잘못이 아닌데 왜그러지,라이이언ISTP
ㅆㄴㅅㄲ 중2 아들도 아니고 자기집 치워주는 여자친구한테 저런다고요?,요즘안늦는 ISTJ
"게임이 나간 건 빡치지만 작성자분 잘못이 아닌데
걍 남친분이 애송이",댕구
아마 다시들어가면 미안하다 할거에여 중요한 순간에 꺼져서 돌아서 그래요,넬랑
"흐음 빡칠만 하긴한데
잘못을 탓하는건 아님 ㅡㅡ
빡치는건 본인 감정이지만
그렇다고 연인을 몰아세우는 건 좀..아닌거같아요 ㅠㅠ",별난우유estp
"저! 전남친 잇팁이라서 똑같은 경우 있었어요!!

과전력 때문에 두꺼비 집이 내려가긴 해서 청소기땜에 내려갈수도 있어요!

전남친은 한숨 쉬다가 제가 당황한 표정 지을까봐 아무말 안하던데.. 제가 미안하다고 하니깐 괜찮다면서

자기가 그전에 안쓰는 선을 미리 다 뽑아놓을걸 말하더라구요 ㅠㅠ",별홍 ISFP
"아니 쓰니님이 뭔잘못..
컴터전원을 손으로 뉼러서 끈것도아닌데...",istp댕이
"저런 상황이 반복되는 집인데 말 없이 그러셨다면 글쓴이님도 어느 정도 귀책이 있는데,
이번 일이 처음이면 딱히 잘못은 없죠.
전자레인지나 에어프라이어도 아니고
청소기 코드 꽂는다고 전기가 나갈 거라는 생각을 누가 할까요..ㅎ",Arte
"정신 상태가 제대로 어른이 안된 사람 인거 같은데요
그게 그집이 이상한 탓이지.. 왜 엉뚱한 사람 한테 화풀이??
근데 .. 남친 집에서 왜 설거지 밥하고 청소 까지 하시는지??..
저런 남친이라면 해 줘도 고마운줄 모르는거 같은데 하지 마세요 왜 해요 ?",루나러브굿istp
"...?? 아니 꺼진거 자체는 빡칠 수 있다 생각하긴 하는데 그걸 작성자님 탓하면서
청소기 꽂아서 전원 나가게 한 너때매 빡쳤다 하는건 인성 쓰레기예요. 어이없네... 청소고 설거지고 해주지 마세요.",ISSUE
청소를 해달라고한게 아닌데 잘못건들여서 다 꺼지면 화나긴해요..게임에 진심이고 청소는 안해주는게 도와주는거임 !,알아서할게istp
"본인은 여친이 청소하는걸 원하지 않았다고 해도, 두꺼비집 내려간걸 여친 탓을 할순 없죠. 청소기 정도로 내려가는 집인줄 누가 알겠어요ㅜ 속으로 순간 짜증이 나더라도 그걸 엄청 짜증내면서 표출하는건 mbti 유형 관계없이 인성문제인듯...",잇티프피사우루스
사과하는지 안하는지 봐야할것 같아요. 먼저 그냥 넘어가진 마세용...,잇티프피사우루스
만약 세탁기+식기세척기+청소기 이렇게 동시에 과전력 쓰면 차단되서 전정날 수 있어요 근데 잇팁은 언젠간 알아서 치우는편이라 자기가 바란것도 아니라 선의로 도와주는건 딱히 고맙지 않을듯요…,쌈무 ISFP
남친집에 신혼방 꾸미고 하려고 같이 하나하나 정리중이라서 바닥 너무 더러워서 청소 하려다 보니 그래됐네요 ㅠㅠ,istp의 연인enfj
다음 부터는 게임중일땐 청소하지마시고 같이 청소하세요 남친 성격이 딱 철 안드는 성격인지라 나중에 나이 50먹어도 징징거리고 저럴껄요ㅎㅎ,쌈무 ISFP
네 ㅠㅠ 같이 청소하는게 젤 최선의 방법일듯하네요 후.. 물론 사바사겠지만 저는 두번다시는 잇팁 못만날듯요 ㅠㅠㅠㅠ,istp의 연인enfj
..님 글 하나하나 다읽고있는데 넘 별로인거같아요 ㅜㅜ 도망쳐요,찌롱 ISTJ A
생각할 시간좀 가지기로했어요… 저도 뭐가뭔지 참 모르겠어요…..,istp의 연인enfj
자연스럽게 외모 눈치센스느낌이 끌리는게 아니고선 호감을 만들긴 힘든거같아여 왜 간택당한다하자나요,알아서할게istp
결혼생활 말하는거 아닌가욤?!,별난우유estp
애기한테 꽂혀있다자나요 딱히 방법없을거같아서요,알아서할게istp
