comments,comments_writer
"저러한 인프제라면 연락 올 걸요...ㅎ
에휴... 그래도 일찍 끊어내셔서 다행입니다.
지지부진하게 저러한 관계 반 년도 넘게 끌 사람이니.

즐긴 거 맞을 거예요.
남자는 관심 없는 여자에게 지속적으로 연락하지 않습니다.
마음 약해지셔서 손편지 진짜 제발 주지마시고요.
저분이 글쓴이님과의 관계에서 제일 받고 싶어하는 게 진심을 담은 손편지일 테니까요.",Arte
아우 욕나오네요,엠비티아
엣프제 여기있어요 손 번쩍!!,엣뿌제예요
마 마 마 마 마 자요...맛점하세요,엣뿌제예요
"네 저도 맛있게먹었습니당
오후도 화이팅!!!",엣뿌제예요
"제 주변에 ISTP가 없어서 모르겠어요 지금 처음 뵀습니다! 신기해요 ㅎㅎㅎㅎ

ISTJ 친구들은 몇명있거든요! 근데 저 P인 친구든이랑도 잘 맞아서 뭔가 제가 이거하자고할때 잘 따라주고 저는 계획세우는게좋고
ㅋㅋㅋ 그래서 잘맞을것같아요!",엣뿌제예요
저 궁합표 안 믿는데 호불호가 갈리는 건 어느정도 맞는거 같아요 ㅋㅋㅋㅋ,도레미 ENFJ
"저 궁합표 유명하죠
저는 저궁합표 완전히 맞아떨어지는 거 같아요",S가 좋은 잇티제쟈나
"궁합이랑 애정이랑은 또 별개인 것 같아요
지나가는 인프제였으나 인티제가 되어버린 여자입니다",리르 INFJ
오 전 인티제 였다가 인프제 되었어요,헤이즌 INFJ
"저는 좋아하는 사람이 인티제라서, 인티제에 대한 정보 수집을 하다가 인티제가 되어버렸어요...",리르 INFJ
오오 신기 하네요,헤이즌 INFJ
저도 어느정도 맞아요 ㅎㅎㅎ,키키ESTP
아하하하하 인프제와 전 최악이네요 하하하하하 그저 웃는다 하하하,유자맛에일 istp
"그냥 재미로 보는거죠 표랑 다르게 잘 지내는분도 많아요
저기 나오는 다비치 분들이 예죠 최악으로 나오시는데 진짜 합이 잘맞으시잖아요",헤이즌 INFJ
st와 nf는 거의 파국이네요 ㅋㅋ 😂,잇티비야
sj랑 파국인거같아요 아마그럴듯요..,ENTP캡틴8w7
"원래 연애 초기 때 약간 무슨 공황 비스무리한 패닉 시기가 있는거 같아요 😂😂😂 그냥 귀엽게 봐주시고 안정감 있게 걱정마 내가 옆에 계속 있을게 ~ 오구오구 그렇구나 우쭈쭈쭈 하고 귀엽게 품어 주세요 ......😅 아마도??!!! 님이 많이 편하고 많이 좋은가봐여 ......🤭ㅎㅎㅎㅎㅎ

그냥 감정이 너무 홍수처럼 밀려온 상태에서 혼자 처리할 시간은 턱없이 부족하고 너무 불안하고 겁나고 가 쓰리콤보로 합쳐진 상태라 아무말 대잔치 중이라고 보시면 될거 같아요 🙈🐒",lemonmint
아무리그래도 미성숙하신듯.. 의도적인게 아니더라도 갑의 위치에 있으시려는거같아여,뿌린
저도 약간 편안하고 따뜻한? 믿어도 될거 같은? 믿고싶은?? 사람에게 나도 모르게 속 다 꺼내놓게 되는 경향이 좀 있는거 같아요 ...... 불안할 때 일수록 더 그런거 같구요 ......... 🥲,lemonmint
"아니 진짜 무슨 ... 전남친이랑 비교하는 것부터 답이 없는 사람인데 저런 사람한테 무슨 확신을 주겠다고 이런 글까지 써가면서 행복회로 돌리려고 하세요?...
지난번 글부터 쎄하더니... 저거는 연애하자는게 아니라 님 상대로 갑질하는겁니다. 글쓴이님한테 확신이 없는게 아니라 그냥 만만하게 보는거예요.

infj 특징이라서가 아니라 인성에 문제가 있어보이네요.
감정기복 심한걸 떠나서 쉽게 이별 이야기 내뱉고, 전남친이랑 비교하는 행동들에 대해서 아닌건 아니라고 단호하게 말씀하세요.
글쓴이님을 더 나은 사람으로 만드는 사람을 만나세요. '나는 왜 이럴까' 자책하게 만드는 사람 말구요.",DoD INFJa 6w5
추측이지만 지금 저 여자분 아마 딴남자나 전남친 한테 연락 온듯요 저런 행동 전부다 바람필려고 각 잡는건데 비교하는것 부터가 지금 쓰니님 갑질하는거고 헤어지면 헤어질 수 있다니깐 바로 전남친한테 환승할꺼 같아요 그냥 쓰레기랑 연애하는거라 쓰니님이 아깝고 돈이나 시간 마음도 다 아까운거 같아요,쌈무 ISFP
"뭐가 예의인지 모를 정도의 수준이거나 환승각 재고 있는거 맞아요. 애매하니까 그냥 정서적으로 충족해주는 사람 옆에 붙잡아두고 기분 조금이라도 상하면 전남친이랑 비교까지 해가면서 상처주고... 제가 다 화나네요. 😡
이런 글쓴이님한테 이렇게 이렇게해서 잘 만나보라고 하는 사람이 제일 나쁜 사람이네요",DoD INFJa 6w5
제가 예전에 딱 저런 콩깍지 싀여진 여자 만났었는데요 쓰니님이 연애경험 부족해서 잘 모르시는거 같지만 입에서 이별이 노래하듯이 붙어있고 내일도 당장 헤어질꺼 같다는 말보면 여자분인 쓰니님 1도 사랑하지 않고 지금 여자분도 쓰니님 옆에 있는게 불편하니 빨리 헤어지자 말 나오길 기다리고 있어요 아무튼 저 여자분은 기생충 마냥 쓰니님이 투자한거 쪽쪽 빨면서 붙어있는 사람이에요ㅎㅎ 제 옆에 저런 여자 붙어있으면 썅욕 박고 바로 쿨하게 헤어질듯요 먼저 헤어지는쪽이 타격 없어요 진짜,쌈무 ISFP
"인프제가 원래 좀 복잡하고.. 특히 감정적으로 막 정리가 안 되고 그렇긴 하거든요. 생각이 지이이이이인짜 많아요.
그리고 전남친 얘기는, 그냥 아무 생각없이(진짜 정말 아무 생각 없이. 자기는 그냥 그렇게 생각하니까) 꺼낸 것 같긴 한데....
그건 인프제 사정이고, 기분이 나쁜건 나쁜거죠 ㅎㅎㅎㅎ...
저라면 얘기할 것 같아요.
사귄지 16일밖에 안 됐는데, 뭐 하는 짓이냐고 ㅎㅎㅎ...",리르 INFJ
제가 느낀 인프제는 감정기복 심해요 ..,INTJ 서라
"연애 막시작했는데 여자쪽에서 이별 시그널 멘트 나오면 100일도 못 가는 연애라는 것

조언하자면 여자쪽에서 너무 무책임한데 이별이 뻔하게 보이는 연애에 마음이랑 돈 쓰지마세요 그냥 남자쪽에서 이별 마음잡고 먼저 차는게 그나마 더 후유증 타격 적을꺼에요",쌈무 ISFP
너무 끌려다니시는것도 매력포인트 떨어질거 같아요 원래 자기 성격으로 하세요,헤이즌 INFJ
"제가 INFJ친구가 있는데 연애사를 보면 그닥 오래 못가더라고요 옆에서 봤을때는 감정기복이 심하기도하고 자기가 싫어하더라도 내색하지않고 있다가 그런게 쌓이면 나는 이렇게 배려해주는데 넌 날 왜 배려하지않아? 이러면서 힘들어하다가 잠수를 타더라고요(저랑 친구남친한테) 근데 원래 그래서 저는 별생각 없긴했는데 남친입장에서는 정말 힘들겠더라고요
먼가 infj친구가 기복이 심해서 오르락 내리락할때 딱 중간수치로 옆에서 계속 있어주면서 안정감을 주면 좋아하더라고요 화이팅하세용! 좋은친구에요 아직 안정감을 제대로 못받아서 그래요 16일 이자나요 아직 화이팅~!",도시적인피라냐intp
인프제는 감정기복도 너무 심하고 왈가닥 하는게 힘들어요.,F가좋은잇티제
윗분들이 잘 말씀해주셨는데 감정기복으로 이해해줄 문제가 아닌것 같아요ㅜ,잇티프피사우루스
본인 이상과 다를 때 극단적으로 생각하는 경향이 있어요 매우..,노랑체크
저도 극단적으로 생각하는게 심한 편인데 실제로 행동으로 옮기거나 티를 내지는 않아요. 아직 미성숙하신 분 같습니다.,INFTJ 사탕
제가 밖에 나가서 있을 때 모습과 집에서 체력이 회복되어서 쉴때 텐션이 좀 많이 달라서 그다지 조용할지 않을수도 ㅋㅋㅋㅋ...,Hesenberg INTP
아 그러고보니 둘다 밖에서랑 집에서 모습이 다른듯하네요…ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,달고나커핑
시끄럽진 않을거 같고 성격은 잘 맞을거 같네요. 저랑 제 베프가 두개라서 ㅎㅎ,보라보라intp
정말요…?엄청 티격태격하긴해요..😭😭,달고나커핑
입양해주세요..,sky like ocean
이유가 궁금해요..😗,달고나커핑
아 그냥 그만큼 좋을거같다는 말이었어요!,sky like ocean
"집에서 같이 넷플, 애니 보고 게임 관련해서는 자식이 닌텐도 플스 사달라고 하면 이미 집에 있어서 사달라고 할 일이 없거나 부모님 둘이 어 그러게 그게 없었네? 싶어서 언젠간 반드시 사서 같이 게임하고 여름 피서는... 수영장 딸린 독채 빌려서 놀거나 안 가고^^ 어딘가 이상한데 둘이서 잘 노는 집안일 거 같은데요",도시적인피라냐intp
"저 인프제 남편 잇인팁인데 집에서 각자 핸드폰으로 아주 열심히??!?! 잘 놀아요😆🤣ㅋㅋㅋㅋㅋ

남편은 영화, 드라마 끊임없이 보고 몇 년째 꾸준히 애청하는 채널이 있고 저는 꾸준히 커뮤하고 제작년쯤부터 게임도 하고😁",lemonmint
인팁 하기에 달려있을 것 같네요 ㅋㅋ,Intp qtnI
밖에선 조용하고 깔끔한 동선과 군더더기 없는 시민질서ㅋㅋㅋ 안에서는 또 다릅니다. 실내형 취미가 오조 오억개라 사부작사부작 바쁘지만 조잘조잘 편안한 텐션ㅋㅋㅋㅋ,전설의intp을잡은infj
환상의 궁합,infjaa
우리 집이라서 잘 아는데 ㅋㅋㅋㅋ (엄마가 INTJ라 약간 차이는 있음) 엄마가 아빠의 장황한 설명과 다양한 관점을 잘 받아주는 느낌? INTJ는 자물쇠 가끔씩은 걸던데 INFJ는 상관없이 막 웃을 것 같아요,루이지ENFP4w3성사
미련이 있는건 확실해 보이네요....,리르 INFJ
"정말 미련이라니,,,ㅎㅎ…. 오늘 먹은 저녁이 소화가 안되는 기분…..",은ENTJ
"이 집 진짜 사연 맛집이네요...
영업 오래해주세요..🙏",Arte
"이러다가 폐업 못하는 게 아닐까 싶어요..^___^
오늘도 저희 집 찾아와주셔서 감사해요😇🙏🏻

ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이고 두야…",은ENTJ
어떤 마음이신지는 잘 모르겠으나 남자분 입장에서는 여지 준다고 느끼실 수 있을 것 같아서..맘 없으시면 딱 잘라 정리하는 것도 좋을 듯요.. 헤어졌는데 감정소비 하시는 것 같아서요ㅠ,몰랑이 INFJ
쓰니님이 여지를 줬다기보다니 연락이 계속 통하는 상황이라 말씀 드린거였어요! 너무 오해할 소지있게 말씀 드렸네용..,몰랑이 INFJ
"휴우,,ㅠㅠ 맞죠
제가 관계를 끊어냈던 이유는
마음이 남아있는 상태였는데 현실적으로 다시 만나기에는 조금 어려운 상황 + 그래서 친구로라도 지내기를 바라는 인프제 
친구든 뭐든 애매한 관계를 이어가기 싫어서 이건 아닌거 같다 얘기했고 서로 동의하에 연락 끊었었는데
확실한 인프제의 마음을 도저히 알 수가 없어서
계속 갈팡질팡 찾아오는 이 사람이 신경쓰이긴 해요,,ㅎㅎ",은ENTJ
아이고..그렇군요..남자분이 미련은 확실히 흘러넘치네요…기운 내세요!!,몰랑이 INFJ
"감사합니닷!!! 서로 그냥 행복했으면 좋겠어요 ☺️
주신 조언 감사해요 :) 때가 되면,,, 완전히 어느식으로든 정리가 되길 ,,",은ENTJ
저도 저렇게 연락 꾸준히 왔었어요././.ㅠ/....ㅜ.....,ESNTP멘붕
지금은 어떻게 되셨나요???????,은ENTJ
저는 좋아하는 마음이 컸고 아직도 크고 ㅋㅋㅋㅋ 얘는 6년째 연락와서 어느순간부터 그냥 받아주고 있어요 ㅋㅋㅋ 둘 다 짝이 없어서요 ㅋㅋㅋㅋㅋ 즁간에 저 빡쳐서 꺼지라고 한 적도 여러번 있는데 연락 오는 텀이 처음에는 헤어지고 1년 후였는데 제가 빡쳐서 꺼지라한거 후에도 몇달만에 다시 왔어요,ESNTP멘붕
"6년이요…????????
그정도면 사귀거나 손절하거나 진작 결판이 났을거 같은데 세상에,,
인프제가 다시 만날 생각은 없다고 하나요??",은ENTJ
처음에눈 저도 ㅋㅋㅋㅋㅋ 똑바로 하자 다시 만날 맘 없으면 아닌거 같다 햤는데도 연애할 상황이 아니래요 진짜 연애를 걔가 안 하기도 했고요 둘 다 헤어지고 만난사람 2명? 정도 일걸요 6년동안 그것도 1달안에 헤어진ㅋㅋㅋㅋㅋㅋㅋ그래서 제가 5년안에 아무도 없으면 둘이 결혼하자했어요 그냥 ㅠ 저도 결판이 냤음 좋겠는데 ㅋㅋㅋㅋㅋ 사귈때보다 더 잘하긴 해요 골때리게도요ㅠ,ESNTP멘붕
"이정도면 그냥 지금 연애중인거나 다름 없지않아요? ㅋㅋㅋㅋㅋㅋ큐ㅠㅠ
사귀자고 하면 더 깔끔할것을… 도저히 그 속을 모르겠네요,,,,😇 결혼이라니… 오와,,",은ENTJ
"제가 전에 보여드린 짤 중에서
'누군가를 좋아하기는 해야 한다'라는 게 딱 이런 경우예요..ㅎ
마음의 안식처가 필요해요.",Arte
"ㅋㅋㅋㅋㅋ 제가 돈 벌어서 너 일안하게 해줄게!!! 했어요 저는 사업을 하거든요ㅠㅠ 걔가 맴날 출근하면서 스트레스 받는 거 넘 맘쓰여요ㅠㅠ 흑흑 ㅋㅋㅋㅋㅋㅋ 모르겠어요 휴 사귀는 거 마냥 다 하긴 해요... ㅠㅠ 밖에서도 손잡고 길에 다니고,, 맛있는거 먹으면 꼭 저 먹여주고 숟가락에 얹어주고요ㅠㅠ..",ESNTP멘붕
안식처? 이말이 근데 진짜 맞는거 같아요... 진짜 자기 속 이야기를 하거든요 주변 사람 이야기도 하고... 얼마전에는 너랑 이렇게 맛있는거먹고 이야기하눈 이런 순간이 너무 좋다 라고 하더라고요ㅠㅠ 저 연락같은거로 스트레스 짐짜 하나도 안줘요!!!,ESNTP멘붕
"오마이갓……쉽지 않네요 정말…
헐 근데 저한테 제가 안식처라고 하긴 했었어요 전에
헐 ..",은ENTJ
"외향적인 사람들과는 달리 인프제는 i형 중에서 생각이 워낙 많고 복잡한 유형이라
새로운 사람을 잘 사귀지 못해요. 연인 뿐만 아니라 친구도요.
물이 넘치면 그걸 받아줄 또 다른 컵이 필요하듯,
본인의 그 많은 생각과 감정을 받아줄 누군가가 필요한 거죠.
이게 의식의 영역이 아닌 무의식의 영역에서 작동하는 겁니다.

그러한 자신이 일생일대의 용기를 내서 만난 사람이 지난 연인이었으니 못 놓는 거죠.
본인 성격상 그런 사람들 어차피 만나기 쉽지 않으니까.
그리고 진짜 찐친 아닌 이상 친구보다 깊은 관계가 연인이잖아요.",Arte
"네??????!??
이건 그냥 연애잖아요퓨ㅜㅠㅠㅠㅠㅠ",은ENTJ
"알아서 잘 대처하시겠고 인간관계에 정답은 없다지만
스킨쉽까지는 쉽게 허용하지 마세요.
그래도 남성이라고 본능 작용해서 관계까지 가지면 진짜 fwb 되는 거예요..
물론 멘붕님이 원하시면 상관없지만요.
저러다 더 좋은 사람 만나서 떠난 사연들 꽤 봤어요.
저는 회피형 인프제들이 추구하는 가장 궁극적인 형태가 fwb라 생각해요.
스트레스 같은 거 없이 언제든 떠나도 되거든요.",Arte
ㅋㅋㅋㅋㅋ저도 어느정도는 그거 생각하고 그렇게 대하고 있어요ㅠ 근데 제가 달려드는게 크기도 하거든요ㅠㅠㅠㅋㅋ큐ㅠㅠㅠㅠㅠ 전 제가 당한다 생각은 아니라서 ㅋㅋㅋㅋㅋㅋ,ESNTP멘붕
네네. 끌려다니지만 마세요~ 내가 갑이라고 생각하세요.,Arte
ㅋㅋㅋㅋ그러게요 그랬ㅇ면 좋겠어요 근데언제든지 또 빡치게하면 제가 꺼지라해요ㅠ... 참지않긔,ESNTP멘붕
마자요 ㅋㅋㅌㅌ그리고 항상 제가 저 빡치게하면 하고싶은 말 다 쏘아붙이고 연락하지말라하고 짜증내거든요 ㅋㅋㅋㅋㅋㅋ,ESNTP멘붕
"코카젤리님이 그 인프제를 좋아하는걸 인프제는 아나요...???
모르는것 같은데요.....
인프제가 그걸 안다면 그렇게 행동할 수 있을 리 없어요🤔
표현을 받기만 하고 안 하신건 아닌가... 싶어요",리르 INFJ
저도 제가 좋아하면 좀 뚝딱 거리는 면이 있어서 티를 안 냈다고 생각할 수도 있겠는데 지금으로써는 제가 백수라서 연애할 상황도 아니라 지금 마음 표현하는게 무슨 의미가 있나 싶어서 적극적으로 표현 안 한 것도 있는 거 같아요 ㅠㅠ 그래도 눈치 빨라서 알 수도 있을텐데ㅠㅠ,코카젤리
공감합니다... 관심이 있는 이성이 있으면 절대 다른 이성과 약속을 잡을리 없어요...,야미 INFJ P 6w5
"인프제는.. 눈치 빨라서 알 수 있는 정도로는 안 돼요.
인프제 입장에선 티라는 티는 다 낸거 같은데요....
너 나 좋아하는거 아니었어? 라고 물어보시는게 젤 나을 것 같아요.
(그 분한테 뺏겨도 상관없는게 아니라면요.)
왜냐면 인프제 관점에선 고백 빼고는 다 한 거거든요...
만약에 그렇게 물었는데 아니었다고 대답하면,
아 그래? 난 또 나 좋아하는 줄~ ㅎㅎㅎㅎ
하고 말면 됩니다..",리르 INFJ
오늘 안 그래도 얘기는 해야할 거 같아서 얘기하기 전에 글을 쓴건데 답변 해주셔서 감사합니다 ㅠㅠㅠㅠ,코카젤리
네넹 댓글 수정했으니 ㅎㅎ 참고하셔요,리르 INFJ
저라면 호감 있는 사람에게 연애안할거라는 말은 안할것같긴하네요..,iINFJ T 4w5
"이걸 글쓴이님 입장에서 말씀드려야 하나,
최대한 인프제 입장을 변호하고 대변하면서 말씀드려야 하나
타 유형 입장에서는 그냥 어장일 뿐인데... 어질어질한 사연이네요...",Arte
저는 둘 다 듣고싶네요.....ㅠ 지난 번에 제 글에 댓글 남겨주셨던 분이네요,코카젤리
"자기객관화를 올바르게 해서 나온 결과가 인프제가 맞고(엔프제라면 저런 행동이 생각보다는 흔하다고 생각해서)
진짜 어장은 아니라는 가정하에.

시간이 꽤 지나기도 했고 내용이 펑 되어 있어서 정확히 어떠한 사연인지는 기억이 안 나지만,
인프제는 상대방이 본인에게 확신을 주면서 다가와 주기를 바라는데
'상대방이 느끼기에' 글쓴이님이 그 정도의 확신을 주지는 못했기에 본인도 더 관계를 발전시킬 생각은 없는 상황.
저런 행동하면서 무슨 이성적 호감이 하나도 없다고 하는 건 핑계이고,
단지 연인 관계로 발전시킬 정도는 아니라는 거죠.
친구로서의 관계가 더 편한 사이 생각하시면 될 겁니다.

당연히 딱 그 정도의 관계이니 '본인 기준'에서 글쓴이님과의 관계는 썸이 아니고(자기 최면이든 뭐든)
타 이성을 만나도 딱히 글쓴이님에게 숨길 필요가 없겠죠. 그래서 그냥 얘기한 겁니다.

다만, 조금 더 본인에게 다가와 주기를 원해서 질투 유발식으로 한 것일 수도 있고,
그냥 본인이 이렇게 인기있다는 걸 자랑하고 싶어서 으스대려고 한 것일 수도 있고요.
그 또한 아니라면 작정하고 선을 긋는 행동이거나. 차라리 이쪽인 게 예의는 좀 더 있겠네요.
타 유형도 아닌 인프제라면 이런 얘기를 함에 있어 의도가 마냥 없을 거라고 생각지는 않아요.

적어도 저런 행동을 스스럼 없이 하는 인프제라면
글쓴이님이 지금 작정하고 들이댄다 해도 이 관계가 연애로 이어지기는 쉽지 않을 것 같네요.
냉정하게 말해 1년 뒤도 쉽지 않을 것 같아요. 어지까지나 개인 의견이고 확률적으로 말씀드린 거예요.",Arte
음..기분 많이 나쁘실거 같으니 일단 좋은말로 약속은 없애고 반응 살펴보세요. 쓴이님도 지금 연애할 상황이 아니라고 하시니 적당히 감정 컨트롤 하시면서요. 의도야 어떻든 이성관계에서 저렇게 연막치는거 쫌 별로에요ㅜㅜ,Lijulyou
"제가 인프제이긴 한데...
이 지역 처음 왔으니 여행 왔다고 생각해라 << 부터 쫌 아닌것 같아요
제가 호감 있는 상대였다면,
이 지역에 여기 여기 여기 맛있고, 그래서 나는 (너랑 같이) 여기 여기 를 가보고 싶어
라고 계획을 짜 왔을거예요....",리르 INFJ
"예전에 저 영상 봤었을 때 이성한테 '예쁘다, 귀엽다, 착하다'라는 말을 편하게 한다는 거 보고
말이 좋아 유죄인간이지, 저러니까 엔프제들이 욕 먹는 거 아닌가 싶었네요..
엔프제 기준에서 그렇게 느껴서 말한 것이라 한들, 결국 타 유형과 같이 살아가야 하고
저런 말이 상대방으로 하여금 어떠한 의미로 받아들여질지 생각해 볼 줄 아는 게 사회성이 아닌가 싶네요.
회사에서 이성 직장 상사한테 하지 못할 행동이라면 사회에서도 지양해야죠. 상대방이 오해하니까.
이성적 호감이 없는데 한두 번도 아니고 이성이랑 4~5시간씩 통화하고 저런 식의 외모 칭찬을 반복한다면
엔프제인 걸 떠나 그냥 사회성도 개념도 없는 사람일 뿐이니.",Arte
처음부터 이성으로써의 감정이 없었던것같은데요.. ?,ENFJ94
알아요.. 굳이 팩폭할 필요는..ㅠ,ISFJ잇푸제
죄송해요..그럴 의도는없었는데,ENFJ94
뚝딱거려서 그런거라고 봅니다...,또로로infj
그런걸까요…? 오늘 만남 제가 동네형인줄 .. ㅠ,유자맛에일 istp
"그 인프제에게 호감 표시 하셨나요..?
너 나 좋아해? 라고 돌직구 던져 보세요
그 정도는 힘들면, 고백 빼고는 다 한다 싶을 정도로 확신을 줘야 해요.",리르 INFJ
만날때마다 영양제 챙겨주고 오늘도 아주 작은거지만 선물도 주고.. ㅠ 나름 호감표시 했다고 생각했는데 ㅠㅠ 제가 더 적극적으로 다가가야겠네요 어렵다 힘들다 인프제,유자맛에일 istp
"선물 자주 주는거는, 그냥 평소에 그런 사람인가보다 하고 말 수 있어요.
이번 주말에 시간 되면 만나서 밥 먹자고 하는게 가장 빨라요",리르 INFJ
"아.. 이 사연 응원하고 싶었지만 뭔가 쎄하네요...
인프제 뿐만 아니라 카톡과 오프라인이 다른 분들은 꽤나 있으니 너무 걱정하지는 마세요.
막상 얼굴 보면 부끄러우니까요.
물론 글쓴이님 생각처럼 살짝 부담스러워서 텐션 조절 중일 수도 있지만 이건 글로서 판단이 불가하니.
힘내보세요~~ 인프제 상대로는 거절 당할 거 두려워 하시면 아무 것도 못해요.",Arte
오늘 밥 먹다가 제 눈을 뚫어지게 쳐다보길래 저도 안 피하고 똑같이 봤거든요… 눈을 피했어야 했나 별별 생각이 다 드네요 더 적극적으로 표현해야겠죠?,유자맛에일 istp
"인프제가 왜 어렵냐면
적극적으로 다가와줬으면 하는데, 그게 본인이 원하는 속도와 크기여야 해요.
샤워물 온도 33.4도 이렇게 미세하게 맞춰야 합니다. 33.5도만 되어도 뭔가 불편해요.
그래서 옆에서 직접 보면서 인프제의 표정과 행동을 보지 않는 이상 답을 못 드려요...",Arte
부끄러워서 그러는거 같아요,iINFJ T 4w5
부끄러워해서 그러는거면 좋겠는데……. 뭔가 오늘 대차게 꼬인거 같습니다 ㅠㅠ,유자맛에일 istp
직접 물어보시는것도 좋을거같은데 쓰신 댓글 봐도 뚝딱이는거 같아요,iINFJ T 4w5
"앞으로 카톡 하시면서 예전보다 텀이 길어지거나 톡이 줄거나 하는지 보세요.
모든 사람이 다 그렇지만 인프제 또한 이걸로 호감도 알아볼 수 있는 유형이니.
괜히 걱정하지 마시고 일단 마음은 놓고 계셔요.",Arte
네…. 제가 사서 걱정하는 스타일이 아닌데 참 인프제씨만 얽히면 오만가지 걱정이 다 생기네요 일단 조금 더 지내봐야겠죠 늘 감사합니다,유자맛에일 istp
저도 지금 남친 너무 좋아하지만 카톡으론 사랑해 많이해도 직접 말로 한건 한번뿐이예요 약간 오글거리는..?만나서도 다정하거나 스킨쉽 많이하거나 그러지도 않구요 그리고 내감정 너무 많이 보였다싶음 약간 밀당하기도 하거든요 나만 표현했나싶을때...제가 보기엔 그런거같아보이네요,iINFJ T 4w5
