comments,comments_writer
일단 관심없는 사람에겐 연락 온지 조차 모를 정도로 관심을 두지않아요. 질문해도 사적인 질문 잘 안하구요.호감있는 분에게는 사소한것도 잘 질문하게 되더라고요 . 정말 관심없는 상대에게는 밥 먹었냐는 말도 잘 안합니다 그 뒤에 이어질 말이 귀찮아서.. 구지랄까,intp정착하기
오타가 있네요. 굳이 입니다,intp정착하기
필요없는 연락 안 하고 / 좋아하는 상대랑 연락하는 거면 어떻게든 말을 하면서 이어나가려고 하고 / 식으면 아예 안읽씹을 하거나 점점 빈도수를 줄여 나가요 핑계 대면서 연락을 안 하려고도 하죠,Ientfp
꼭 엔팁이라서 그런 거는 아닌데 혼자만 묵혀둘 고민인지 아니면 남들한테 얘기해도 되는 고민인지는 이성적으로 판단해보면 바로 딱 나오긴 하죠. 남들앞에 털어놓는 고민은 전체고민 중에서도 거르고 걸러서 밝힌 겁니다. 아직 엔팁의 머릿속에는 말 못할 고민들이 무수히 있는,F가 높은 ENTP
헉 말못할 고민 있는 거 어찌 아셨나요.,겨울이오기전
그래도 제가 떠벌이 같아요. 남들은 야무지게 혼자 고민하고 혼자 해결하는 느낌. 특히 S들이요.,겨울이오기전
간혹 필요이상으로 털어놓았다고 생각해서 급후회 할 때도 있지만 어차피 상대가 기억력이 그리 좋은 편이 아니란 걸 알아서 애써 태연하게...,F가 높은 ENTP
"혼자 결정하는 건 맞는데, 결정을 내리기까지 다양한 정보를 수집하고 합리성을 얻기 위해 남들의 의견을 구할 수 있죠. 
Mbti 유형과 성격 기질 다 떠나서 저렇게 조언을 구하는 게 저는 오히려 좋은 것 같은데요? 
직업이면 진지하게 고민해볼 문제가 맞아서 딱히 징징거리는 걸로도 안 느껴지고요. 
그냥 글쓴님이 직업 문제라 신중해지고 고민을 진지하게 하는구나 정도만 생각이 들 것 같아요.",큣캩
제 주변 엔팁들은 고민 잘 안 말해요 저는 더 말 안하고요 사바사인듯요,도토르리 infj
저는 무조건 가족이랑 연인한테만 얘기해요 친구한테도 아무리 친해도 그런 얘기 안꺼내는편...,샤카 enfp
"전 그냥 말해요
이게 치부인가 솔직히 잘 모르겠어요
진짜 핵폭탄급 아니면
별생각 없어요",닉넴짓기귀찮INFP
고민을 말하기보다는 고민과정을 말하는 경우가 더 많은 듯?,드메르
결정은 내가 하지만 그결정에 확신을 갖기 위해 고민을 얘기하신게 아니실까 하는 생각도 들어요..,솜뭉치
좋아하는 사람 앞에서 돌 되는게 전데요 살짝이라도 여지를 보이면 바로 직진해요. 가망있는지 없는지 궁금하시면 한번 들이대보세요. 아니면 바로 벽칠거고 기면 잘될거예요.,백ENTP
오오 제 눈에 엔팁은 완전 부끄러움이란 1도 모르는 핵인싸인데 좋아하는 사람 앞에서는 또 반전이 있네요 조언 감사합니다,aeiou
"사바사이긴 한데 대체로 좋아하는 사람앞에 서면 고장나요. 근데 상대가 i다 이러면 미쳐요.
잘 안 됐을 때 곤란해지는 사이(같은 직장 동료)가 아니라면 용기내보세요.",F가 높은 ENTP
오 그렇군요 기회보다가 한번 용기내볼게요 감사합니다,aeiou
"엔팁은 복잡하지 않아서 한달안에 결정나요. 밀땅도 없고요. 만나고 데이트 하고 고백을 하거나 유도하거나 여튼, 바로 결론 나요.",겨울이오기전
"아 이런게 엔팁의 직진인가봐요,, 전 이미 그른거 같긴한데 그렇다고 관심없는 사람이 작은 간식 하나 주는거에 너무 부담을 느끼고 멀어지진 않겠죠? 깊은 사이까진 아니더라도 친해지고 싶네요 사람이 좋아서..",aeiou
"ㅋㅋㅋ좋아하는..사람앞에선.. 뭐라말해야할지 모르겠어요.. 머리가 고장나버리더라구요. 그나마 할수있는건 리액션 과하게 하기랑. 얘기 잘들어주기. 대화나눌때 눈 뚫어지게 쳐다보고, 그 분한테 먹을거 주기랑.. 잘웃어주기.. 만나고온날 프뮤바꾸기; i가 되버려서.. 신호주면 불도저로 다가갈겁니다ㅎ",센잉
와 딱 i인 제가 하는 행동인데 너무 신기해요 그럼 먼저 말 거는것도 쑥쓰러워서 잘 못하나요?,aeiou
"ㅋㅋㅋ 네... 잘 못걸어요ㅎㅎ주변에 티날까봐요ㅋㅋ 대신 사적얘기는 중간중간 용기내고. 그 외에는 비지니스관련 말 많이 겁니다ㅎ(굳이 안물어도 되는것 같은거 물어봄)솔직히 플러팅 과하게해도 상관없는 자리면 최대한 용기내보겠는데. 사회라면.. 주변 시선들도 있고하니, i처럼 하게되는거같네요ㅎㅎ
팀내에서 엔팁이 다른이성한테 어떻게 하는지 보면 정확한 답을 얻을수있으세요ㅋㅋ
Ex:) 나한텐 묻지도 따지지도 않고 먹을거 줌.
다른 이성한테는 그 이성이 먼저 달라해야만 그때 줌.",센잉
꿀팁 감사해요!ㅎㅎ 엔팁이 i 같아진다면 제가 한번 e가 되어보죠..(덜덜...),aeiou
우선 전 여자인데도 제가 좋아하는 사람을 제가 꼬셔서 사겨야 하는 타입입니다. 내가 관심이 아예 없는 사람이 나 좋다고 해도 내 스타일이 아니면 전혀 눈길도 관심 1도 안가고 부담스러워서 상대 안하는 타입이고요. 제가 꼬시면서도 좋아하는 사람앞은 부끄러워서 로봇이 되기도 하지만 일단 직진이에요. 좋아하는 마음 안숨겨요. 먼저 만나자고도 하고 연락도 잘하고요. 아무리 늦어도 2주안에 결판 냅니다ㅎ ㅎ 사귀면 완전 로봇에 애교도 많아지고 친구같이 장난도 잘쳐요. 관심없는 사람에겐 스스럼없이 행동 잘해요 ㅎ 하지만 따로 만나거나 톡을 주고받지않죠 ㅋㅋ 사람햇갈리게 잘 하지않는 타입. 내 애정은 내가 좋아하는 사람에게만~,ENTP레이라
진짜 매너 개똥이네요! 무조건 연락 와요 언젠가든.. 그때 똑같이 해줍시다!,시토 ISTJ
"얼른 왔으면 좋겠네요 똑같이 해주고 지금보다는 그래도 맘편히 지내고 싶어요,,,,",대충사는듯아닌듯entj
"저도 intp이지만 뭐라 해야할까.... xnxp 들 중에 좀 지멋대로하는 사람들이 많아요. 거기에 f가 비교적 높으면 정병(우울증, 혼자 땅굴파기) 같은 것도 잘 걸리고.
불건강인 경우 intp은 진짜 힘들죠. 차라리 잘 걸렀다고 생각하심이 좋겠어요ㅠ...",민스키Intp
"그렇군요,, 최소한의 예의는 있는 사람일거라고 생각했는데... 너무 많이 아쉽네요",대충사는듯아닌듯entj
으으 넘 답답하시겠어요ㅜㅜ 근데 진짜 계속 연락때문에 스트레스받을바에 헤어지게 된것이 잘된거라고 보는게 좋겠네요ㅜㅜ,하히루으
맞아요. 지금 당장힘든게 문제죠ㅠㅠ....ㅎ,대충사는듯아닌듯entj
... ㅠㅠ 인팁에게 제대로 데셨겠네요 잘 해결되고 이후에는 좋은 분 만나 행복한 기억 쌓아가길 바랍니다,뜨거운인팁
"감사해요,,",대충사는듯아닌듯entj
아 왜 인팁이 장난치는거 같지 ㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ,Ililililililililili
앜 그래요..? 잔소리 듣기 귀찮아서 해달라는대로 해주는줄 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋ,쿠키ESFJ
ㅋㅋㅋㅋㅋ 저라면 저 상황에 이렇게 말하니까 좋아하네? 하면서 재밌어할 것 같아요,Ililililililililili
ㅋㅋㅋㅋㅋ 그런데 저 이모티콘 강아지 이름도 깜자 아닌가요? 인팁분 별명도 깜자시네,제논 INTJ
맞아요!!!! ㅋㅋㅋㅋㅋ 쟤 귀엽다고 좋아하길래 그냥 깜자라고 해놨어요 ㅋㅋㅋ 피부 까매서 감자 같기도 하고^^...,쿠키ESFJ
ㅋㅋㅋ 엄청 달달이네영~ ㅋㅋ,하히루으
강아지 귀여워용 ㅋㅋ 저도 해주고 싶을 것 같네요,SPACE INTP
근데 곰방도 애교 아닌가요 ㅋㅋ,SPACE INTP
오눌 웨 어린이날이죠,INTP 그잡채 7w8
저번주 금요일 부로 큰 프로젝트가 끝났고 팀장이 출장 가서요. 주변에 저보다 높은 사람이 안 보이네요.,돼지꿈 ENTP 7w68sxso
아 다른분도 오늘 어린이날이라길래 저 몰래 어린이날 생긴줄 ..,INTP 그잡채 7w8
아ㅋㅋㅋ 혹시 나이가 대략 어떻게 되시는지 물어봐도 될까요?,돼지꿈 ENTP 7w68sxso
ㅍ 요,INTP 그잡채 7w8
혹시 회사에 다니시나요? 저도 회사에 다니면서 어린이날이 무슨 의미인지 알게 되었거든요ㅎ,돼지꿈 ENTP 7w68sxso
"움 ,, 부모님도 자영업 쪽이고 저도 개인사업 준비중이라 ,, 그래서 잘 모르뎃서요 어늘은 할로윈인줄 알아슨ㄴ데.... 회사 넝담인가요,,",INTP 그잡채 7w8
네 회사에서 보통 상사들이 하루종일 자리를 비우는 등 평소보다 굉장히 너프한 업무환경이 만들어지는 날을 어린이날이라고 많이들 부르더라고요! 회사농담인 셈입니다ㅋ,돼지꿈 ENTP 7w68sxso
막줄 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,시토 ISTJ
ㅋㅋㅋㅋㅋㅋ급하게 막 올리다보니...,돼지꿈 ENTP 7w68sxso
ㅋㅋㅋ,aruui
저 원래 자존감 높은 엔팁인데 모르는 일 하고 있어서 초큼 우울합니다. 저도 오늘 어린이날이라 엠헬 들락날락,겨울이오기전
"언젠가 잘 하게 되든, 그전에 더 좋은 일을 하게 되든 잘 해결될 거예요. 언제나처럼 본인을 믿으십쇼",돼지꿈 ENTP 7w68sxso
"저도 항상
ㅋㅋ응 아직멀었어~
헐 ㅈ됐다
를 반복하며 살고 있습니다..",828Entp
저도 이제 슬슬 해야 하는데 손에 안 잡히네요ㅋㅋㅋ,돼지꿈 ENTP 7w68sxso
이해합니다. 십분.,entp 쓸모없음의쓸모
쓸모없음의 쓸모님 닉네임을 저번에 처음 보고 뭔가 글이 떠올라 몇 글자 끄적여둔 게 있습니다. 언젠가 글로 완성되면 좋겠네요ㅎ,돼지꿈 ENTP 7w68sxso
오 많은 기대 시작합니다,entp 쓸모없음의쓸모
"그래요, 솔직히 무언가 무거워보이시긴 했어요-
아니야, 글을 되게 좋아하시는거 같아요..
어릴때 글못지은게 한이라도 되신건가..?
ㅎㅎ",aruui
그냥 글을 좋아해요ㅎㅎㅎ 어릴때는 오히려 글 쓰는 게 싫었어요!,돼지꿈 ENTP 7w68sxso
저는 누가 뭐라해도 제가 좋아요ㅋㅋㅋㅋ,entp러버
어떻게 안맞으세요?,828Entp
전날밤 보낸톡 아침에 읽씹하고 퇴근하고 선톡하는게 결정적인 이유에요ㅠ 답장텀느린건 이해할수있는데 읽씹은 정말…이해불가능이라ㅠㅠ 저한테 관심없다고 느껴져요,쉽게가는법
그루개요... 읽씹.. 왜죠? 따끔하게 한마디 하세요,828Entp
고치려고 노력해요 나름대로,엔팁 7w8
어느정도 안맞는거면 노력하는데 너무 안맞아서 노력해도 안되겠다 싶으면 끝내요,냠냐밍 entp
꼭 잡고 싶다면 고치려고 하겠지요,돼지꿈 ENTP 7w68sxso
읽씹하는 엔팁 자발적으로 혼나겠습니다,하무이ENTP
호감이 잇어도 읽씹을하시나용?,쉽게가는법
네!!! 읽씹은 정말 아무한테나 합니다ㅜㅜㅜ 정말로요!!,하무이ENTP
"저 읽씹이나 칼답은 호감 유무와 별로 상관이 없구,,, 저는 전화가 중요합니다 내가 먼저 전화 건다? 극호감",하무이ENTP
님에 대한 마음이 크다면 고치려고 노력 할거에요. 근데 전 썸탈땐 읽씹 잘 안하는데 ㅠㅠ.. 차라리 안읽씹을 하지..,뿡냐 ENTP 4w5
저도.. 읽씹잘하는데.ㅎㅋ.. 좋아해도 읽씹해욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엣팁이 저한테 연락좀잘하라고 할정됴^.^... 확실하게 좀 쎄게 연락좀잘하라고 말하면 고치긴합니당 아마.. 삼일에서 일주일정도..,보보ENTP
"일단은 죄송합니다
엔팁으로써 읽씹은 문제가 안돼요
읽었다는건 무슨 말을한건지 궁금은 해서 읽는거거든요 ㅋ
싫으면 안읽씹이 생활이라...
연인 한정 칼답입니다
서운하다고하면 고치려고 노력합니다 ㅎ",entp러버
긍정적이다.,돼지꿈 ENTP 7w68sxso
인팁도 질수없어서 일단 들어왔습미다.,INTP 그잡채 7w8
아 그럼 NTP로 옮겨야겠다.,돼지꿈 ENTP 7w68sxso
휴 일단 아주 얼렁뚱땅 잘 삽니다.,INTP 그잡채 7w8
안사랑스러운 엔팁분들은 모이면 안되나요?,에단INTJ 5w6
안 사랑스러우면 엔팁이 아닙니다.,돼지꿈 ENTP 7w68sxso
과연 그렇군요,에단INTJ 5w6
문제해결을 잘하는 편?이에요!,여자 INTP 4w5
"엔프피인줄 알고 왔더니
안되겠네요 ㅋㅋㅋ",비움 ENFP 4w5 7w6
그러면 저는 돼지꿈님께서 _NTP의 의견을 묻는 글을 INFP ♧ ENFP 게시판에 올리셨다는 흉을 보겠습니다,그물
아놬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,INTP 그잡채 7w8
미쳐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얼른 바꿔야지,돼지꿈 ENTP 7w68sxso
추진력!!!!!!!! 발싸아아아ㅏㅏㅏ!!!!!!!!!!!!!!!!!!!!🔥🔥🔥🔥🔥,828Entp
사랑스러운 잇팁도 끼고싶읍니다.... 😎,ISTP네네
오신 김에 아무 거나 댓글 한 말씀!,돼지꿈 ENTP 7w68sxso
잇팁 츤데레 개매력적임미다 간택 당하신분들 축하드려여,ISTP네네
가장 좋아하는 유형이 엔팁/인팁이라 그냥 끼어들고 싶어서 왔습니다.,제논 INTJ
오신 김에 아무 거나 댓글 한 말씀!,돼지꿈 ENTP 7w68sxso
전 귀엽습니다!🫶🏻,냠냐밍 entp
편견 별로 없는 편이고 그냥저냥 삽니다,chew월 INTP
자존감이 높드아앙앙~~!!,엔팁 7w8
잉 띱 조 앙,intp냐냐냐냐 5w6
넘 무 조 앙,아이 INTP i
순수결정체 크하하,노랑숲 INTP
"전 사랑스럽다기보다 멋진 편이라 지나가려했으나..

못참고 하나 떨구자면- 가장 스스로에게 자랑스러운 부분은 인간의 불완전함을 사랑하는 마음, 편견없이 사고하는 습관입니다.",entp 쓸모없음의쓸모
재미있다.,nhp
잉뿌삐는 못 오나용,소심한 코뿔소 INFP
,aruui
질리지가 않는다,클클
"사람들의 호감을 쉽게 얻는다 (ㅋㅋ) 뭘하든 10점 만점에 7-8점 정도는 받을수있다

맛집 잘찾음 요리 잘함 비율 좋음 수요가 있는 외모를 가졌음 밥 잘사줌 어디든 어떤 상황이든 적응 빨리함 궁지에 몰렸을 때 두뇌풀가동 해서 탈출 잘 함 (단점: 궁지에 잘 몰림)

+ 그럴수도 있지를 잘해줍니다 (ㅋㅋ)",cherryade ENTP
저는ㅋㅋㅋㅋ엔팁과 거리가먼데 엔팁으로 하루만 살고싶어요,잇티젯
그래서 저는 제가 쓴 글이 좋아요 크흣ㅋㅋ,828Entp
소름 저 알고리즘 에이뿔,겨울이오기전
잘 보았습니다 글적어주신거를 토대로 엔팁분들 글을 봐봐야겠네요,헤이즌 INFJ a 9w1
제글도 그런가효?🥲 의식의 흐름대로 적는것같은데,밍뚜니 ENTP 7W8
"구구절절 맞는말씀. 서로 타협할 가치와 의지가 없는 사람은 연락강요, 공감강요, 가르치려고듦, 무논리 감정호소 등등 대부분 이런 요소들 때문에 엔팁이 나가 떨어지든 그사람이 나가 떨어지든 둘중 하나가 되는것 같아요. 👍",노드 ENTP
"공감이 되셨다니 뿌듯하네요
맞습니다
보충 설명을 잘 해주셨네요 👍🏻
저는 그중에서 가장 눈에 띄는 게 무논리 감정호소이네요 제발 그러지마…. 그리고 편견과 넘겨짚기

저는 사람의 가치도 보지만 우리 관계의 가치에
대해서도 고려합니다",entpio
저도 완전 공감이요… 처음부터 잘 맞으면 좋겠지만 그런 사람이 얼마나 되나요..타협하는 과정을 갈등으로 받아들이기보다 즐길 수 있는 사람이여야 잘 맞는 것 같습니다. 전 애초에 우린 다르다는 마음으로 시작하는데 상대방은 왜 다르지? 라고 의문을 제기하면서 힘들어하면 오래 못가더라구요…둘중에 한명이 일방적으로 맞출 수 있는 상황은 많이 없는 것 같습니다.,클클
"맞습니다
타협을 즐길 수 있는 사람..
한쪽이 일방적으로 맞추는 관계를 원하지도 않고요 엔팁이 손절하는 이유 중 하나이기도 한 것 같아요",entpio
"ENTP 추진력 정말 자주듣고요
혼자 해외여행 고딩때부터 했고
발표 정말 잘하고 전공도 아닌데 연극도 했고
총대도 맞아요ㅋㅋㅋ
근데 전 불확실성을 싫어하고 전형적인 삶의 안정감을 좋아해서
진로는 그렇지 못하네요ㅜㅜ",하무이ENTP
저는 안정적인게 재미가 없어서 자꾸 변화를 주려는 거 같아요 근데 역시 추진력은 entp의 특징인가보네요,노랑숲 INTP
에니어그램이 어케되세여?? 저도 일이 진행이 안되고 답답하면 총대맵니다 ㅠㅠㅠ 긍데 오래유지는 뮷함 ㅎ 항상 새로운거 좋아해서 도전 많이하고 안쳐다보기도 하고 흥미가 금방 사라질때도있아용,INTP 그잡채 7w8
"제 애니어를 잘 모르겠어요 검사하는 사이트마다 다르게 나오더라구요 보통 1, 4, 5 높게 떠요 어떤 자칭 애니어전문가 분께서는 절 7번 같다고 하셨는데 그것도 모르겠고요. 유독 애니어가 딱 맞는게 없네요",노랑숲 INTP
잘하는거 같은데.. 전 사업하는데 사업이 체질이긴해요,ENTP 1W9 캥거루
오 사업 체질이라니 부럽네요 저는 사업 잠깐 발 댔다가 에너지 딸려서 그만 뒀거든요.,노랑숲 INTP
저도 비슷해요! 혼밥도 잘하고 혼자 잘놀고 외로움도 안타고 발표 할거 있으면 딱딱 할말 정해서 하고 특히 조별 과제할때 말씀하신것처럼 어쩌다보면 제가 리더되서 이끌어가는데 답답한거 못견뎌 하는 편이에요! 그런데 여행은 워낙 사건사고가 많고 불확실성이 많아서 혼자가는걸 선호하진 않는것 같아요! 진로나 전공도 하고싶은 꿈이 확실해서 확확 바꾸지는 않는거 같은데...그럼에도 이것저것 찝적대는 성격은 맞는것 같아요ㅋㅋ 대학때 교직이수 했으나 지금은 그쪽으로 안갔어요.,노드 ENTP
entp분들이 그런 점이 많이 있으신가보네요 근데 불확실성을 기피하시는건 약간 의외인거 같아요 저는 entp 분들이라면 저보다 더 변화무쌍하고 불도저 같은 삶을 살고 계시지 않나 생각했거든요,노랑숲 INTP
"확실히 변화무쌍하기는 해요ㅋㅋ특히 제 입맛에 안맞으면 바로 뱉어버리고 관둬버리고 아주 난리 변덕 부르스라 어릴때랑 20대 초반에는 정말 힘들었어요. 저 스스로도 이런 성격이 좋긴 한데 넘 피곤하다 해야하나..근데 나이먹으면서 나 자신에 대한 고찰 시간을 갖고 나니 조금 괜찮아졌어요!

새로운걸 도전하는걸 좋아해서 뭐든 새로운거!를 외치고 온갖 다양한 세계음식을 먹는것도 좋아하는 편이지만, 제가 진짜 엄청 아픈적이 있었는데 그뒤로는 조금 뭔가 불확실한 상황이나 제가 통제불가능한 상황일때 혼자 있으면 확실히 힘들더라구요! 그런 점에서 경계하는 차원에서 다른건 다 괜찮은데 여행만큼은 제가 감당못할 상황이 일어나는게 싫어서 특히 해외여행일 경우는 혼자 어딜 간다는건 별로 안좋아하는거 같아요ㅋㅋ",노드 ENTP
"생체에너지가 부족해서 할 수 있는게 얼마 안대는 느낌인데 작성자분은 혹시 체력이 좋으신가요?
저도 발표 빼고는 비슷합니다. 딱히 나설 생각은 없는데 수동적인 사람들 꼴 보기 싫어서 총대 매고 나서게 되더라구요.
새로운거 좋아하고 연관성없는 일들을 종종 도전하긴 하지만 동선이 그렇게 넓진 않습니다.
용감하단 말은 잘 듣는 거 같아요. 사이비종교 따라가보고 할때요. 추진력은 ENTP분들이 있더라구요. 저는 놉",댕구
저 저질체력에 몸치에요. 생체 에너지는 누구보다 낮은 편이라고 생각합니다.. 오 사이비종교 저는 본거지까지 따라가보진 않고 일부러 낚인적은 있어요. 본거지 들어가는건 무섭 ㅠ,노랑숲 INTP
"아 예외적으로 빡치면 추진력이 생깁니다
근데 신기하네요 그럼에도 불구하고 움직일 수 있게 하는 동력이 무엇인가요?",댕구
그게 저도 궁금해서 글을 올린 것입니다ㅋ.ㅋ 대체 어디서 나오는 에너지일까요,노랑숲 INTP
"• MBTI적으로는
'혼자' 돌아다니신다는 점
E 성향이 강하셔서일 수도 있다는 점
P 성향 or 부기능 Ne 때문일 수도 있겠다는 점
주기능 Ti 또는 T 성향 때문일 수도 있다는 점
열등기능 Fe의 영향 때문일 수도 있겠다는 점
Form Q 결과상으로 나타나는 몇 가지 다면척도의 영향 때문일 수도 있다는 점
INTP 유형들이 생각만 많고 행동은 적은 '경향'이 있다는 거지, 반드시 그렇기만 한 것은 아니라는 점
INTP의 성향이 얼마나 강한 사람인지에 따라서 달라진다는 점

• MBTI 외적으로는
외성 내향인이셔서 그럴 수도 있겠다는 점
'하고 싶은 게 강하면 실행한다'는, 인류의 보편적인 특성 때문일 수도 있겠다는 점
신경성이나 개방성 등의 다른 요인들 때문일 수 있다는 점

지금 당장은 이런 것들이 떠오르네요",그물
가능한 요인들이 상당히 많네여 허허,노랑숲 INTP
