comments,comments_writer
ㅋㅋ재밌네요 역시 엔뿌삐!! 누가 봐도 엔프피그자체인 분을 봤는데 회식자리에서 다들 어색해서 먹기만하니깐 갑자기 혼자 노래를 부르세요 ㅋㅋ 저는 절대할 수 없는 행동이라 너무 신기하고 재밌고 좋았어요. 엠비티해보라고해서 시켰는데 내향나와서 구라치지말라 했더니 자긴 외향인게 싫대요 ㅋㅋ 보통 싫은모습이 본인모습맞다고 해줬더니 시무룩 ㅎㅎ 저는 엔프피가 저랑 달라서 젤 신기하고 재밌어요.,겨울빵 INTP
"댓글 넘 공감가요
엔프피만의 특유의 해맑음과 텐션이 있는거 같아요 ㅎㅎ",솜뭉치 ENFJ
그 분 찐 enfp이시네요 저는 나이 먹어서 그런지 조심스러워 지고 덜 나서는 편이거든요,행복 드림 ENFP 4w3
와 남들앞에서 춤추거나 노래하는 상황 너무 제 악몽 단골 레파토리인데....,시토 ISTJ
직업이 아닌 이상 춤추기 꺼려 하시더라구요,행복 드림 ENFP 4w3
"네!!!!!!!!!!!!!!!!!! 저는 쌉가능!!!!!
회식때 제가 거의 분위기 메이커에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",I가되고 싶은 ENFP
찐 enfp이시군요 저는 학창시절 때 그랬는데 요즘은 덜 그러거나 안 그러네요 ㅎ,행복 드림 ENFP 4w3
"거의 이어지고 있는거 같아요 저는 ㅎㅎ
회사에서도 좀 밝게 지내려고 하기도하고..
근데 좀 차분해진건 있는거같아요..친구들이랑 만날때빼고는..ㅋ;;ㅠ",I가되고 싶은 ENFP
"앜ㅋㅋㅋㅋ 제 엔프피 남자친구도 저랑 있을 때엔 수시로 춤춰요
근데 30대라 그런지 (?) 처음보는 사람이라거나 남들 앞에서는 멍석 깔아주면 못 출 듯 해요 ㅋㅋㅋㅋ",INTJ A 제시
"저는 나이 먹어서 텐션이 떨어진건지 눈치 잘 살피는 민감형이라서 그런지
극 e 처럼 못 할 거 같더라구요 ㅋㅋ
4w3 경우 내향성이 강하게 보일 때도 있다고 해서 ㅋ

옛날에 잘 했는데 이젠 용기도 안 나고 부끄럽고 이불킥 하고 싶어지네요
분명 enfp infp 성향 공감 되는데 예민한 enfp 같아요

앞에 나가서 이유 없이 춤추는 사람 보면 이런 표정이 나옵니다
적응하면 같이 춤추는 타입",행복 드림 ENFP 4w3
엔프피 늘 신나있고 춤 자동생성이던데요. 그냥 하고싶은대로 살아요~,esfp핫도그박사
"이유 없이 갑자기 충동적으로 실행할 때가 있곤 하더라구요
저도 옛날에 그랬는데 요즘은 덜한 거 같아요 살짝 이불킥 하고 싶더라구요",행복 드림 ENFP 4w3
"위로보단 같이 있어주는게 나은것 같아요
위로한다고 힘내라 이런말 하면
의도는 알아도
기분이 나쁘더라구요
어떤 위로도 안통할거예요",닉넴짓기귀찮INFP
"일단 혹시 만날래 라고 말꺼내는것
자체는 좋은것 같습니다",닉넴짓기귀찮INFP
"맞아요 저도 힘내 라는 말은 뭔가 잘안쓰는말이라…
일단 말을 아끼긴해야겠네용..",긍정Enfj
기분전환이요..??? 절대 아닙니다;;손절당할 수도 있는일이에요. 상중인거면 방문하시고 말은 조심이요.,홍대사과대추요정infp
"상끝나구 고향인데 고향에서 올라와서 일할때 물어볼 생각이었어요.
기분전환하러 가자! 이런느낌은 아니고 심적으로 힘든때니 혹시 술친구가 필요하거나 여행이라도 가고싶음 말하라고 얘기하고 싶었거든요.",긍정Enfj
먼저 연락온다면 모를까 최소 49일은 지나고가 좋아요. 안부 물으며 자연스럽게 만나서 인프피가 말하지 않는다면 먼저 말하지 않으면 좋을 거 같아요. 의도적인 전환은 좋아하지 않아서 전환하는 것을 못 참으시는 분들은 만나기에 좋은 시기는 아닌듯요,infp 온점
아하 그렇군요..! 의도적인 기분전환은 좋아하지않는다… 기억해야겠네요,긍정Enfj
괜찮아?란 말은 금물이요. 당연히 안 괜찮은데 괜찮냐고 물어보면 좋은 의도인건 알겠지만 굳이 왜 물어보나 싶을 수도 있고요. 그리고 왠만하면 이 사건에 대해선 언급하지 말고 아무 일도 없었단 듯이 그냥 편하게 대해주세요. 가끔가다 요즘은 그냥 어떻게 지내? 여기까지만.. 그냥 공간을 좀 주고 필요한 거 있음 언제든지 연락하란 말이라든지라도 충분할 것 같아요. 이런건 시간이 약입니다...,가든 ENTP
"당연히 저도 괜찮냐 힘내라 이런말은 전혀 안보낼생각이에요~
원래 힘든사람한테 괜찮냐고 하는거 싫어하는데, 심지어 부모님 돌아가셨는데 괜찮아 하는건 좀 사이코패스느낌인걸요 ㅠㅠ;

전 그런게 아니라 이친구가 지방에서 타지에 와서 같이 일하는 입장이라, 힘들텐데 기분전환하려고 맛있는거 사줄까 부를까.. 이게 부담스러울까. 저라면 타지에 만날사람없이 혼자있는것보다는 밖에서 술이나 한잔하고 그러면 더 조금이라도 힘낼거같아서 그거에 대해 물어본거였어요~",긍정Enfj
아하 타지에서 온 친구였군요! 제 위 댓글에도 언급했듯이 필요할때 부담갖지 말고 언제든지 연락달라는게 최선인것 같아요! 물론 본글엔 이 친구가 내향형이지만 그래도 사람들 많이 만나고 일정은 많아서 사람들과 같이 시간 보내는걸 좋아하는것 같은데 그래도 한편으론 타지에서 와서 외로울 수도 있으니까 어떻게 하는게 좋을지가 질문이였던거 같은데 아무래도 내향형이다 보니 평소에 사람들 많이 만나고 일정 많아도 거기에서 오는 번아웃이 올 수 있거든요. 그래서 혼자 시간 보내는걸 힘든 시간인만큼 더 선호할 수도 있지만 그 바운더리가 뭔지 애매할땐 그냥 그 친구 좋을때 연락 달라는 것 만으로도 충분한거 같아요!,가든 ENTP
"그렇군요. 혼자시간보내는걸 선호할수있으니 그냥 놔두는게 젤 좋다..
그게 맞는거같긴하네요. 감사합니다 답변!!",긍정Enfj
넵넵! 하지만 그냥 놔두기 이전에 너가 원한다면 스페이스는 주지만 그래도 내가 적어도 널 관심 밖으로 외면하지 않고 신경은 쓰고 있단 걸 표현하기 위해서 너 좋을때 언제든지 꼭 얘기하고 싶은거나 필요한거 있으면 편하게 알려달라고 미리 말해놓는게 좋은거 같아요! 그래도 적어도 그 친구가 님이 자기를 신경 써주고 있단걸 알 수는 있으니까요!,가든 ENTP
"엔팁은 이런일이있고, 친구들이 나오라고 술한잔 하자 연락오면 어떨거같나요? 저라면 고마운데(나가고 안나가는거랑 상관 없이)
인프피 글들 보니 부담인거같은데, 엔팁은 어때요~?",긍정Enfj
"저는 개인적으로 너무 좋을것 같습니다! 오히려 전 친구들이 저 힘들까봐 아무 말 없이 냅두면 ""어 나는 얘한테 관심 밖이구나 ㅜㅜ"" 하고 오해 할 가능성도 있을 것 같은데요? 제 답변은 혹시 모를 인프피를 향한 조심스런 답변이였지만 저 같으면 지속적으로 관심 가져주고 자주 만나주고 같이 시간보내주고 하면 위로가 되고 아주 좋은 친구로 남을것 같아요.
저는 아무튼 그렇지만 유형 따라 그걸 부담스러워 할 사람도 있을테니 가만히 냅두더라도 그 이전에 미리 그래도 내가 널 신경 써 주고 있다란걸 적어도 표현을 하고 편할때 연락해달라라고 알려주는게 최선 아닐까란 답변을 한 거였어요.",가든 ENTP
"저도 딱 이렇거든요! 역시 같은 e라서 그런가 ㅠㅠ 저라도 연락이 오면 진짜 너무 반갑고 고마울거같고,, 연락없으면 님처럼 그렇게 생각할거같더라구요…!!
근데 i분들은 정말 다른가봐요
아님 인프피는 다를까요?
I분들중에서도 고맙게 느껴질 사람도 있는지 궁금하네요…",긍정Enfj
"아 제가 위에 댓글 남기고 나서 댓글을 바로 약간 또 수정했거든요? 그 글을 여기서 더 디테일하게 말하자면 전 아무튼 이렇지만 인프피를 향한 조심스런 제 추측성 답변이였다 보니까 저렇게 쓴거였는데 그래도 사람인지라 누군가의 관심은 필요할거란 말이예요. 그래서 제가 인프피가 아니라 특정 유형에 대해서 잘 모를땐 모두에게 써도 기분 상하지 않게 먹힐 만한 방법을 써요. 예를 들면 인프피는 내향이라 이런 일이 있을 땐 혼자 있게 스페이스를 주는게 좋을 수도 있겠지만 또 관심을 바랄진 모르는 일이기 때문에 가만히 냅두더라도 이 전에 ""필요할때 연락해""라고 하면 적당히 스페이스도 주면서 한편으론 관심을 주는 행동이기도 하니까요. 이건 꼭 내향이 아닌 외향이라도 기분 안 나쁠 것 같은데요? 내가 외향이라도 이런 말 들었을 때 친구가 나한테 충분히 관심을 주는구나란게 느껴져서 자기 편할때 만나서 얘기 할 수도 있을거 같아서 기분 좋을것 같고요.

그리고 예외의 경우의 예시로 제 사촌동생은 얼마전에 엄마를 잃었는데 (저한텐 이모죠) 걔는 엔프피라 똑같은 e인 외향인데 저랑 반대로 뭔가 가만히 냅두는걸 더 선호하더라고요? 그래서 이것도 외향 내향을 떠나서 사바사이기 때문에 i 중에서도 물론 제가 선호하는 관심을 바라는 사람들도 물론 있겠죠? 솔직히 사바사라 구분하기 어려울땐 저 위에 방법을 쓰는게 최선이라고 저는 생각합니다!",가든 ENTP
"아하 그렇군요 ㅠㅠ 사바사인가보네요. 타지에서 일하러 서울에온친구라 좀더 신경이 쓰이기도 해서… 글써봤는데 좋은걸 안거같아요. 님말대로 누구던 적당히 거리두고 필요할때 연락하라고만 해야겠어요.
사실 필요할때연락하라고했는데 또 약속잡자고 연락할까해서 올린거였거든용! 무튼 이리 길게 답변 넘 감사합니다!!",긍정Enfj
오늘 하루는 행복하셨나요?,Ignite
이 따뜻한 댓글은 뭐죵 ㅎㅎ 그럭저럭 평소랑 비슷했어요,catt
"ㅎㅎ 다행이네여! 행복하지 않았다면, 아직 남은 하루의 끝을 소소한 행복으로나마 채우시길 바란다고 말씀드리려했습니당 ㅎㅎ",Ignite
왕 감사합니다 ㅎㅎ ignite님도 행복하세요,catt
좋은 아이디어를 떠올려야 할 때 찾는곳은 어디인가요??!,INTJmumu
음...일단 아이디어를 떠올려야 한다는 강박감을 버려야한다고 생각해요 이건 사람마다 차이가 있겠지만 저는 스트레스 없는 쫓기지 않는 상황에서 좋은 아이디어가 떠오르더라구요. 특별하기보다는 자연속에서 산책할때나 아이디어의 주제와 관련있는 장소요,catt
"ㅎㅎ 이번에 5년다이어리에서 나온 질문이라 해봤어요...! 생각보다 더 따뜻한 답변이 나와서 놀랐네요 :)
저란 사람은... 인터넷. 이렇게 써놨는데...",INTJmumu
인터넷 ㅋㅋ 인티제님 너무 귀여우시네요 ㅋㅋ,catt
"뭐 이런걸 물어봤어 싶었는데
catt님 답변을 보니까 저런 감성적인 답변을 생각하고 설정된 질문이었던것 같아요 ㅎㅎ...
내년에는 저도 감성을 넣어서 써볼수있길...!! 강박을 버릴것 정말 인상깊었어요 :)",INTJmumu
귀여우셔요 ㅎㅎ 오히려 뭔가를 떠올리려 하면 더 결과가 안나오더라구요 인티제님도 스트레스 받지 마시고 편안하게 하고싶은 거 하시면 좋은 아이디어 떠오르실거에요 ㅎㅎ,catt
동족 반갑습니다. 축축 쳐지구 텐션 떨어질 때 어떻게 하시나요? 텐션 올리는 방법있으신지 궁금해요.,홍대사과대추요정infp
오오 ㅎㅎ 저는 운동이요 몸이 피곤할수록 잡생각도 많아지더라구요,catt
역시 운동이군요ㅜㅜ감사합니다^^,홍대사과대추요정infp
가끔 친구만나는 것도 꽤 도움이 되긴해요 ㅎㅎ 근데 사람좋아하는데 동시에 사람만났을 때 피로도도 꽤 높아서요 ㅋㅋ 꼭 운동이렇게 정하고 꾸준히하기보다 취미생활이니까 수시로 바꿔가며 하는 것도 좋은 거 같아요 귀찮으면 쉬기도 하구요,catt
인프피 반가워요!! 운동이나 학원처럼 규칙적으로 하는 취미 생활 있나요?!!,INFP라구요
반가워요 ㅎㅎ 저는 영어공부는 짧은시간이라도 꾸준히하려고 노력하는 편이고 운동은 좀 쉬어가는 타이밍에는 가볍에 헬스장 다니다가 배우고싶은 것 있으면 그때그때 하는 편이에요 수영 댄스 등 취미니까 스트레스 안받고 하고싶은거요!,catt
"최근에 카페알바에서 관심있는 인프피 분이 생겼는데, 내일 그 분 생일이신데 소소한 간식 직접 주는게 나을까요? 아니면 카톡 기프티콘이 좋을까요!
알바 제외하고는 접점이 아예 없는데 카톡은 조금 갑작스러울까요?!ㅜ",heeee
평소에 아예 연락도 안하셨나요?,catt
네!,heeee
시그널이 없어서 좀 갑작스러울수도 있을 것 같긴한데 기프티콘 주면서 슬슬 연락이어가보는 것 괜찮을 것 같아요 너무 부담스럽지 않게 천천히요,catt
연락만 하고 아직 한번도 만난적없긴한데 연락은 10~20분이내로 무조건 답 오고요 자기가 먼저 만나자고 해서 조만간 만나기로 한 상태구요 티키타가 잘되고 장난도 저에게 되게 많이 치는데 플러팅인가요?.. 가끔 제가 답 안해도 뭐 출근한다고 얘기 남겨주고 그러던데 어떠신가요?... 어떨땐 엔프피가 된다고도 하더라구요..,쿠쿠쿠쿠1111
네 님이 엄청 맘에 든 것 같아요 근데 인프피보단 엔프피신 것 같아요 ㅋㅋㅋ 만나서 배려심있고 리드 잘해주시면 꽃길 걸으시겠네요 ㅎㅎ,catt
한다리 건너 아는사이인데 갑자기 이렇게 빠질수도 있는건가요?ㅋㅋㅋㅋㅋㅋ 어떤부분이 마음에 들어서 그런걸까요.. 급 소개받은 느낌으로 연락 주고받기 시작한거라..,쿠쿠쿠쿠1111
일단 외모 아닐까요 ㅋㅋ 거기다 카톡해보니 나쁘지않은것같고 확실히 인프피는 아니실것같아요 인프피는 초반에 저렇게 플러팅하기 힘들어요 한눈에 반하는 타입도 아니구요 ㅋㅋ,catt
"위에 내용 토대로 보시면 그 받기 힘든 e,infp 간택 받은게 거~의 확실하신가요?",쿠쿠쿠쿠1111
네 우선 만나면 다를 수도 있지만 만나기전부터 엄청 적극적이신거 보면 확실해요,catt
오호.. 만나서는 어떨거같으세요?? 좀 뚝딱 거릴려나 아니면 연락처럼 스무스하게 장난도 치고 하려나요.. 4일정도 뒤에 만나는데 저도 괜찮은 사람이라 생각들ㅇ어서 기대되네여 ㅋㅋㅋㅋ,쿠쿠쿠쿠1111
혹시 mbti가 뭐에요?,catt
잇팁이요!,쿠쿠쿠쿠1111
mbti가 다 맞진 않지만 쉽진 않을것같긴하네요 잇팁이면 ㅋㅋ 일단 님한테 엄청 호감있는 거 보면 오히려 만났을 때는 엄청 뚝딱거릴 확률이 높아요 ㅎㅎ 인프피라면 그래도 얘기 잘 들어주고 편하게 해주면 카톡이랑 비슷할수도 있어요 ㅎㅎ,catt
"p,j왔다갔다해서 뭐 잇팁 잇티제이긴한데 그건 별 차이없으니까..뭐.. 만나서 봐야겠죠!",쿠쿠쿠쿠1111
저는 대체적으로 처음에는 st들이 엄청 끌리긴했는데 서로 맞춰나가는데 힘들긴했어요 ㅎㅎ 맞아요 만나서 편하게 얘기해보고 아니면 말면돼죠 ㅎㅎ 화이팅요 ㅎㅎ,catt
늦은밤 감사해여!! 좋은밤 되세요!!,쿠쿠쿠쿠1111
강렬한 인상이었다는 이야기 아닐까요?,estp enjoy free
눈빛...아닐까요,intp 삼다수
ㅗㅜㅑ..,INTP 그잡채 7w8
무서워요..,성냥
후폭풍 왔나보네요,솜뭉치 ENFJ
한달지났는데 후폭풍이 왔을까요?,RiRii
미련낭낭이요..ㅎㅎ,엔픗피
붙잡아도 안붙잡아지고 한달이나 지났는데두요..?,RiRii
엔프피 충동적이라 미련 엄청 많더라구요 뒤늦게 찔러보기 장난아니엿어요,istp에서infp로
근데 엔프피는 시간 지나면 정리 된다던데.. 한달이나 지나서요,RiRii
"1년지나도 저러는사람 있습니다.
깔끔하게 포기했다가 그 뒤에 후폭풍이 씨게 와요",I가되고 싶은 ENFP
"음.. 후폭풍이 와서 저럴 확률이 높을까요?
아니면 다른 여자가 생겨서 사진 바꿔올린건지 싶기도 하더라구요",RiRii
다른여자 생겼는데 굳이 쓰니님이 찍어주신 사진을 하진 않을것같아요,I가되고 싶은 ENFP
그렇군요 그럼 엔프피 입장에서 미련없거나 후폭풍 없으면 프사를 하더라도 관련 없는 사진으로 올릴까요?,RiRii
네 아예 관련없는 사진으로 하죠ㅎㅎ,I가되고 싶은 ENFP
아아 글쿤여ㅎㅎ.. 전 엔프피들은 신경안쓰이면 자기가 하고싶은 사진 막 올릴줄 알았어요,RiRii
"엔프피들이 감정이 충실한 MBTI이기 때문에 지금 자신의 감정에 솔직한 편이에요.
만약 이런사진으로 했는데도 아무 표시없으면 다시 뚱해져서 다른사진으로 바꿀수도..? 있을것같아요",I가되고 싶은 ENFP
지금 보니까 하루전에 다른사람이 찍어준 제가 처음보는 사진 올렸다가 다음날 제가 찍어준걸로 바꿨네요~,RiRii
"엔프피남잔 아닙니다만
벌써 구매를 하신거군요.
우선 그신발이 남친분 취향이길 바라구요!
담부터 서프라이즈선물은 그냥 취향 안 타는 물건이나 교환 가능한 걸로 하시길..",홍대사과대추요정infp
컬러가 진짜 너무 내 취향이 아니다라던지 누가봐도 별로인 디자인이면 모르겠는데 왠만하면 전 엄청 기쁘게 받을 것 같아요ㅎㅎㅎ,ENFP 모카
"웃으면서 물어보면 호감
따지듯이물어보면 짜증난거임.
얼굴티나요",ENFP아름다운님
연락하는 INFP 분이 있는데 자주 연락은 하는데 매일 피곤하다는 말을 달고 살아서 뭔가 저까지 기빠지는 느낌이 들어요 ㅋㅋㅋㅋ ㅠㅠ,작전명ENFJ
"금사빠인데 아무나 한테 나는 아님 어떤 포인트에 빠졌는지 설명 못함 ㅋㅋㅋㅋ
네 맞아요!!!그 무언의 삘이 있어요!! 근데 설명 못함...",INFP잉푸피
공감해요 ㅎㅎ,인푸피입니다
헉 인프피 두 분이 공감하시다니 신기해요,1SFTP
"완전 좋아합니다! 특히 생각지도 못한 서프라이즈 선물 받는거에 감동 더 받는거 같아요.
그리고 '나를 생각했구나'하는 포인트에 감동 잘 받습니다!

작은거라도 감동 받아하실꺼에요!
거기다 가족들 같이 먹으라고 그런 생각까지?! 고마워 하실듯!",해삐eNfP 7w8 sx
선물 싫어하는 사람없죠 ㅎㅎㅎ,ENFP독특한그녀
완전 좋아하죵 ㅋㅋㅋㅋㅋㅋ,ENFP 사탕
호감이요.. 전화 매일 받는거부터..,히히헤헹ㅇ
헉 근데 왜 만나자고를 안 할까요 ㅜㅜㅜ,Xxtxjx
심지어 본인 입으로 그냥 남사친 여사친 사이 아닌 거 같다 라는 말까지 했는데..,Xxtxjx
인프피니까요ㅋㅋㅋㅋㅋ,홍대사과대추요정infp
인프피는 상대가 자기한테 들이대는걸 좋아해요ㅜㅜ먼저 만나자해요,히히헤헹ㅇ
진짜 몹시 공감합니다 ㅋㅋㅋ 남자친구한테 편해지기전까지 먼저 만나자고는 커녕 먼저 전화건적도 없어요. 오면 좋아라 받지만 ㅠ,INFP 지
전화하기도 하는데 만나자고를 안 해서 진짜 모르겠네요 ㅜㅜ,Xxtxjx
ㅎㅎㅎ 어렵네요 너무 ㅜㅠㅠ,Xxtxjx
제가 계속 만나자 하면 부담스럽지 않을까요 ㅜ 사실 지금 또 데이트 신청하면 두 번째에요,Xxtxjx
내가 호감있는 사람이 나한테 대시하는 느낌 너무 행복하죠!! 글 내용만 보면 의심의 여지 없이 데이트 신청 막 날려도 될거같은데요?,INFP라구요
매일 연락 전화 칭찬...매우 호감 아닌가여...? 저같은경우엔 상대방의 시간도 중요하다고 생각하기도 하고 상대가 부담스러울까봐 내가 너무 들이대는걸까봐 만나자고 못할때도 있어요 글로는 두분의 사이를 정확히 알수없어서 잘은 모르겠지만....만나자했을때 거절하지 않으면 매우 행복해하면서 만날 가능성 높다구 생각합니당,인프x대장
"저는 개인적으로 조용한 사람보다는 적당히 활발한 사람이 맞았던 거 같습니다!!
너무 높은 텐션은 기 빨리는 느낌이여서 부담스러워요 ㅋㅋ,,",기리보이1
아하!!감사합니당ㅎㅎㅎ,잇팁쓰
엔프피는 텐션 보다는 외모나 티키타카가 중요하다고 들었습니다 ㅋ,entp러버
맞아요!이상형 물어보니까 티키타카 잘 되는 사람이라 하긴 하더라구여ㅋㅋ결국 애프터 해서 성공했는데 잘 해보겠슴당☺️,잇팁쓰
"오.. 첫번째는 저는 해당 안되는거 같은데 주위 엔프피들 보면 맞는거 같아요!👍
저는 첫번째빼고는 다 해당됩니다!",해삐eNfP 7w8 sx
14번은 반복되면금방 기억해용...감정상햇던건 잘기억하고있어서...티를안낼뿐,영원한ENFP
ㅇㅇ 반복하면기억함. 안잊어요ㅋ,ENFP아름다운님
저는 다 맞아요 ㅠㅠㅠㅠㅠ쀼ㅠ엥,enfp윰
엔뿌피들은 일단계속보고싶어하는거같아요!,영원한ENFP
"ISTP인줄알았는데 ENFP였다는게 가능한가....?????
원래 ISTP인데 좋아하는 사람앞에서, 관심있는 사람앞에선 초반에 ENFP처럼 하긴합니다
제 남자친구가 그랬어요 플러팅쩔고 만나고 헤어질때마다 미리 언제만날지 정하고 (누구한테 뺏길까봐 첨엔 그런듯)
썸타고 삼프터때 고백 갈기고 저랑 같은 사람인 줄 알아서 ISTP가 이런사람인가? 했는데
역시는 역시..............
지금은 그냥 박명수 그 자체에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 편안해지면 원래대로 돌아오는거 같아요
귀찮음이 디폴트고 먼저 약속잡던 그 모습 온데간데 없습니다
ISTP는 첨에 자기스타일인데 재밌는사람한테 미칩니다 엄청 궁금해하고 항상 물음표가 붙어요
------------
ENFP 입장
만약 그분이 ENFP가 진짜 맞으시다면 ENFP는 금사빠에요 술취해서 여보라고 하는 말은 아무 생각없이 하는겁니다
하지만 보고싶다, 사랑한다고 말하는건 진짜에요 쉽게 사랑한다 안합니다
제가 여자라서 그렇지만 만약 남자라면 정말 맘에 드는 여자라면 첫날에 사귀자할 것 같아요
저도 20대땐 먼저 적극적으로 남자한테 첫만남에 만나자고했었는데 지금은 30대이고 여자라 참아요
그 남자분도 나이대를 고려하면 3번째정도에 고백할 확률이 있을 것 같아요 (근데 이렇다면 아마 첫번째 만났을 때부터 사귈맘은 있었을 겁니당)
그리고 ENFP는 선물 주는거 좋아해요 정말 좋아하면 선물줍니다 사귀기전에도 줘요 ㅋㅋ 아니면 뭐라도 잘해주려고 해요 데릴러간다든지 데려다준다던지 저는 차가있는데 남친이 없어서 대중교통끊겨서 두번째데이트하고 데려다줬었어요; 맘이없었으면 버스끊기기전에 진작에 가라했겠죠 ㅋㅋㅋ (근데 생각해보니 마음이 없어도 상대방이 나 맘에 들어하면 억지로 같이 있어주기도 합니다 걍 나 심심하니까 할거없을땐 같이 있어주는데, 내가 맘에없는데 너무 들이대는 상대면 심심해도 부담스러워서 걍 집가요)

다른 엔프피는 모르겠지만 저는 금사빠이지만 금사식은 아니더라구요 한번 빠지면 오래감
ISTP와 비슷하게 ENFP도 자기 스타일 아니면 만나기 힘듭니다 일단 외모가 내스타일아니면 관심없어요
상대가 아무리 잘해준다고해도 내스타일 아니면... 흐음 재밌는 사람이면 잘 놀순있고 정들긴하는데 자연스러운 애교따위 안나옴
심심한 상태라면 억지로 가짜플러팅해서 꼬실 수 있는데 얼마못가서 현타와서 관둬요 ㅎㅎ",나능야엥뿌삐
"일단 차로 데리러 오겠다는거 제가 하지 말라해서 집에 갈때만 데려다 줘요… 질문 폭격기고 뭐든 저한테 맞춰주고 매번 제가 기독교인데 종교관 배려를 엄청 해주면서 같이 관심 갖아주긴 해요…근데 막 먼저 언제 볼까 이런말은 안해주더라구용…
표현은 그냥 귀엽다라고 되게 자주 해주는것과 애기라고 부르는게 다인것 같네요🥹🥹

어제 두번째 봤는데 처음 봤을때랑은 또 다른 느낌이라며 더 밝고 리액션도 좋고 볼매 라고 말해주긴 했는데 마음에 걸리는건 조금 더 친숙해져서 좋았다 라고 하더라고요.. 전 벌써 친해진 느낌인데 상대방은 그 속도가ㅜ느린건지ㅡ제가ㅜ여자로ㅜ안느껴지는건지ㅠㅠ",Supa Esfj
"나이대가 어떤지 모르겠는데 아마 그럼 신중하신 것 같아요
좀 더 시간을 두고 자신의 감정을 지켜보고 하시려고하는거같은데
그분이 저랑 다를수도 있고 혹여나 상처받으실까봐… 근데 솔직하게 말씀드릴게요

엔프피는 너무 좋으면 직진입니다
여자인 저도 그러는데 남자엔프피가 애매하다? 라면.. ‘너무!!’까지가 아닌거에요
푹빠진게 아니라 음 이정도면 괜찮은데? 만나볼 마음은 드는데? 이정도요 그래도 호감은 있으니 만나시는건 맞아용!!
그냥 엔프피가 빠지면 시간되면 매일 만나고싶어요
끝나고 시간되고 보고프면 간다하고요
제가 남자고 초반이라면 보고싶으면 걍 갔을거에요
여자인데 저도 초반에 남친 보고싶으면 한시간 운전해서 보러갔었어요
여자가 그러면 넘 매력 떨어지니까 안하는거뿐 ㅠㅠ",나능야엥뿌삐
"상대방은 ISTP가 맞긴 한것 같아요...주변에서 절대 ENFP 성격은 아니라고 하시던데..밖에 나가는것도 안좋아하시고 하루종일 집에만 있는걸 좋아하긴 해요ㅠㅠ 밖에 나오는건 저랑 만날때만 나와요 ...ㅎㅎ 그래서 엔프피가 맞는지 저도 잘 모르겠어서 글을 한번 써본거에요ㅠㅠ

상대방분은 32이고 저는 28이에요. 저희 둘다 프리랜서이고요.",Supa Esfj
