mbti,text
ESTJ,엣티제 여자에게 질문을 주세용
ISFJ,잇티제 이성볼때 눈 높나요?
ISTJ,ST는 NF랑 상극인 것 같아요
ESFP,잇티제남분들
ENFJ,엣티제 남자분들!
ESTP,30대 잇티제 엣티제여성분들
ENFP,잇티제 좋으면서도 넘 계획적이라 놀라워요
ESTJ,일상에서 잇티제 찾기
ESTJ,연애의 결정권
ESTJ,엣티제+잇티제가 상대방이 자신에게 진짜 호감일때 나오는 말 세가지
ESFP,잇티제 여자분들은 소개팅 후
INFP,쿠쿡 잇티제랑 약속잡았닿
ISTJ,저의 사랑느끼는 포인트.. 좀 특이한가요..?
ISTJ,잇티제남자가 제가 어떤 사람인지 궁금하다고 둘이서 놀자는데
ENTJ,남자 엣티제 편지 좋아하나요?
ESFP,잇티제랑 드디어 오늘 처음 연락했는데 !!!
ESTJ,자기효능감 박살난 estj
ISTJ,istj 여자 질문 받아요~^^
ENFP,회식한다고 거짓말하고 술자리
ESFP,잇티제한테 연락하기 프로젝트 ㄷ ㄷㄷ ㄷㄷ
INFP,엣티제는 아주 좋아하는 연인에게 연락을 어떤 식으로 하나요?
INFJ,답답해서 적는 잇티제 이야기(긴글주의.펑예)
ESFJ,ISTJ 여성분이
ISTP,잇팁만 4년 넘게 나왔는데
ESTJ,엣티제 여자 무물 받습니당
ISFJ,엣티제분들 궁금증~
ISTJ,ISTJ는 당신에게 반하지 않았습니다
ISTJ,썸타다가 친구로 지낼 수 있으세요?
ISTP,Istj 남자분인데 모솔
ISTJ,I s T J 무 물 받을게요! (여자)
ESFP,잇티제 질문
ISFP,잇티제가 하는말 다 진심일까요?
ENTP,주기능과 부기능을 통해 보는 ISTJ의 특징 20가지
ESFJ,istj 이성적 호감 행동
ISFP,istj 와 estj의 연애스타일? 플러팅?
ENFP,잇티제 술먹으면 진심 나오나요
ISFP,잇티제 그냥 호의 일까요?
ENTJ,_ㅅ티제 분들 애인이 어떻게 하면 좋아하나용?
INTP,ESTJ는 내숭이 없어요?
ISFP,잇티제는 인스타스토리 확인안하나요?
ENFP,ISTJ ESTJ 이 짤 좀 찾아주실 수 있나요?😭
INTJ,istj분들~ 본인이 소심한 편이라고 생각하시나요?
ENFP,과거연인에 대한 얘기
INFJ,잇티제 남친 마음이 뭘까요?
ISTJ,나를 좋아하는 사람 vs 내가 좋아하는 사람
ISFJ,estj 엣티제분들 연락을 이어가야할까요ㅠ
ENTP,만나기로햇습니다
ENTP,이제 진짜 정리할때가된거같아요..
ESFP,ISTJ 잇티제 꼬시기 😵‍💫
ESTP,이런 성향인 istj분들 계신가요?
INFJ,ISTJ남친이 스트레스 받을때
ENFP,객관적으로 이야기해주세요 제가 과민 반응 인가요?
ENFJ,엣티제.. 이제 표현해주겠죠?? 💓
ISTJ,"유료 검사한 '잇티제ISTJ' 여 무물 받아요. 연애, 취업 고민 환영!"
INTP,잇티제는 정의라는 단어랑 가까운 유형인가요?
ENTP,ISTJ분들 직장동료한테 관심 있을때
ESTJ,화났을 때 화를 내야 풀리는 유형
ESTP,잇티제분들께 나이차이 질문
ISTP,잇티제 끊긴 관계엔 다시 연락 안하나요?
INTP,xSTJ들은 xNTJ처럼 인간 혐오가 강합니까?
ISTP,잇티제 남자는 어떤 행동에서 사랑을 느끼나요?
ENTJ,엣티제 남자친구 미련 남은 건가요...?
ISTJ,자기분석 결과
ENFJ,엣티제분들 편지 감동받나요?
ISTP,Istj 남자 고민..
ISTP,잇티제랑 싸울뻔요
ISTP,엣티제분들...
ISFJ,잇티제분들 알려주세요
ESTJ,엣티제 여자입니당ㅎㅎ
ENFP,is(n)tj 남자 궁금해요!
ENTJ,엣티제 남자친구••• 시간을 갖자고 하는 게 두번이나 그럴 수 있나요?
ENFJ,엣티제분들 저 질문이용
ISFJ,ESTJ에게 다시 연락해도 될까요?
ENTP,estj가 저에게 호감이 있어요
ISFP,자기전에 잔다고 연락 안하는 분들 계신가요?
INFJ,그래도 여전히 아끼는 사람이에요
ISFP,상대를 안달나게 하고싶어요ㅠㅠ
ESTJ,제가 호감가는 사람과 비호감의 유형
INFJ,ISTJ와 INFJ의 관점차이
ENFJ,ISTJ에게 고백받아서 연인이 되었습니다!
ENTJ,엣티제 남자친구가 생각할 시간을 가지자는데요...펑
INFP,쏘 갬동 잇티제
ENFP,Istj 여자분들께 여쭤봅니다!
ISTP,잇엣티제 전남친 재회편지 펑
ENTP,잇티제 왤케 어렵나여ㅠㅠㅠㅠ
ISTP,30대 중반 엣티제 남 심리 궁금햐요
ESTJ,엣티제들 실수 했을때 어떻게하나요
ISFJ,보고싶다고 말하면
ESTJ,엣티제는 어떤 유형이랑 제일 잘 맞나요?
INFP,내용 펑
ISFP,ESTJ 호의일까요..?
ESTJ,INFP에서ESTJ로 바뀐 분들
INFJ,ISTJ 남성분들 질문있어요
INFJ,ISTJ 넘 사랑스럽네요
INFJ,잇티제와 헤어질 각오로 대화를 했어요
ISTJ,찐 ISTJ 여 무물 받아요
ESTJ,Estj 무물! 질문 받습니당.
INFP,istj의 인정욕구?
INFP,istj 남성분들 질문이요!!
INFP,잇티제들 은근 잘 놀아줌
ENFJ,잇티제 너무 무서웠어요 (펑예)
INFJ,우리 ISTJ가 변했어요
ISTP,잇티제님들 매일 하는 루틴 뭐 있으세요?
ENFP,istj의 위로방식
ISTP,잇/엣티제 헤어지고 잘해주는 이유 (펑)
ISTJ,먼가 공감가서 주워온 잇티제짤
INFJ,잇티제가 데이트 비용을 아끼기 시작했어요
INFP,편지쓰기싫은이유가있나요!
INFP,Estj 전남친 왜이러는 거에요? (펑)
ENFJ,ESTJ 엣티제 남자
INFP,istj분들께 질문!
INFP,연락
ISFP,e(i)stj 남자분들 호감 있으면 어떻게 하세요?
INFP,잇티제님들 질문이용
INFP,istj X enfp 케미 너무 웃겨요
ESFP,직장에서 만난 ESTJ 들은 제가 본 사람들 중 제일 감정적인거 같은데 저만 그런가요?
INFP,엣티제 연락
ESTJ,estj x estj 개팅
INFJ,ISTJ 남친이 사랑한다고 했어요!(펑)
ENFJ,잇티제가 의지할수있다는건
ISTJ,연애할 땐 인티제스럽기도 한 잇티제 무물 해볼래요!
INFP,엣티제들은
ISTP,잇티제님들 거의 두 달에 한 번 꼴로 좋아하는거 서프라이즈로 주면 부담스러울까요?
ESTJ,T는 상대 분위기를 따라가나요
ESTP,엣티제 헤어지면 인스타
ESTP,ESTJ분들 후폭풍와도 연락 안하나요?
ISFJ,제가 겪었던 유형은
INFP,잇티제분의 새로운 만남추구 심리
INFJ,ISTJ에게 연인과의 만남이란
ENFJ,잇티제 호감 아닌건가요?
ENTJ,잇인티제남의 사랑한다는 말 궁금해요 (펑)
ISTJ,S/N 테스트 1번에서 막혀버렸어요
ESFJ,ISTJ .. 진짜 끝난거겠죠?
INTJ,ISTJ 아무런 이유없는데
ENFJ,이별 계기
ENFJ,자주보는 연애vs 간간히 텀 두고 보는 연애
ISTJ,밑에 엣팁 뚠냥이글 보고... 잇티제는 뭘ㄲㅏ여
ISTP,"좋아해 사랑해 라고 하면 “나도.” 라고만 대답하는 이유,,"
ISTJ,"심심해서 하는 istj 무물보, 고민상담"
ISTP,엣티제 연락 문제
INTJ,잇티제분들~
INFJ,잇티제분들 연인이 뜨뜨미지근하면
ENFJ,잇티제 남자 연인에게 뚝딱이는 이유?!
ESFJ,ISTJ남 꼬시는법…
ISTP,잇티제님들 이건 노력하고 있는건가요
ENTP,질렀는데 슬프네여(긴글) 펑
ISFP,엣티제랑 친구하고 싶은데..
ISFJ,엣티제분들 친해지면 연락 잘 안되나요?
ISFP,(약장문주의) 재회 톡 봐주세요 ㅠㅠ
ISFJ,잇티제한테 마음 접고 있는데 점점 안좋은 모습이 보네요ㅠ
ISTJ,ISTJ의 손절?
ISTJ,같은 ISTJ여도 플러팅 기준은 다르네요
ISTP,ㅍ
ISFP,재회 시기
ISFP,김 빠지네요
ESTJ,istj 여자분들 estj남자분들이랑 잘맞나요??
ENTP,ENTP가 본 ESTJ {내가사랑한모든친구들에게}
ENTJ,변종 잇티제 남친.. 파악중인데
ESTP,잇티제의매력🫶
ENFJ,엣티제분들 여친이 너무 계획적이면
INFP,잇티제분들 들어와주세요!(펑)
ENTJ,잇인티제분들 질문있어요 (내용펑)
ISFJ,estj 남자분께 질문
ESFJ,헤어진 여자친구 번호
ISTP,estj 남자 연락은 뜨문뜨문하다가
ISTJ,조금이라도 쉬면 제가 너무 한심하게 느껴져요
ISFJ,극 istj 남자분 계신가용.. 이별 고민 있어서요
ISFP,식은거같은데요 알다가모를 잇티제😥
ISFJ,물어보면 다 대답은 해주지만 질문은 없는 잇티제
ENTJ,잇티제분 저에게 관심이 없는 걸까요 ..ㅜㅠㅁ (펑)
ENFJ,엣티제분들 질문이용..
ESTJ,잇티제의 이상형
ISTP,istj의 플러팅이 궁금합니다. (펑)
ISFP,Nct dream ISTJ 노래 너무 좋아요.
ENFJ,가정사로 힘들어하는 잇티제 남자친구를 돕고싶어요
ENFJ,엣티제 전역 후
ISFP,잇티제와 잇프제와 짝사랑에 관한 고민이 있어요
ENTJ,estj 엣티제 남친 결혼생각이 없다는데..
ISTP,잇티제 남친 재회 펑
ISFJ,잇티제ㅠㅠㅠㅋㅋ 대화 어떻게 해야할까요??
INFJ,ㅍ)잇티제분들 생선에 대하여
ISTP,결혼에 대한 엣티제 심리가 뭘까요?
ESFJ,저를 딸처럼 생각하는걸까요 잇티제 남친
ENTJ,갑자기 180도 바뀐 ISTJ
ISFP,약속 안잡는 istj ㅠㅠ
ENFP,이분 왜 이러실까요?(펑예)
ISFP,잇티제와 재회했어요☺️
ENFP,엣티제 마음을 돌릴수 있나요?
ISFP,잇티제남 다시 만났어요
ENFJ,엣티제분들 !
ESTJ,ISTJ남자 호감 신호 맞나요?
ENFJ,엣티제는 바로바로 말하나요?
ENTJ,잇티제 분들 제3자 앞에서 애정과시 잘 하나요 ?
ENFP,잇티제..
INFJ,엣티제의 찐사랑?
ENFJ,ESTJ(남자)가 저랑 정리하자고 했는데.. 다시 만나고 싶어요
ESTJ,ENFP -> 확신의 ESTJ 인데 질문 받습니다.
ISTP,엣티제한테 스며들기..?
ESTJ,엣티제분들 연애기간 어떻게 되세요?
INFP,엣티제가 미련을 가질 확률은?
INFJ,잇티제 기억력
ISFJ,잇티제 선톡안하고 약속안잡는 심리..?!
ISFP,이거 재회신호에요.?(카톡사진추가)
ENFJ,"Istj 힘들다고 하면서 울었는데, 어떻게 도와줘야할까요..."
ESTJ,잇티제 짝사랑중인데 순간 설렜네요
ENFJ,Istj 잇티제 짝사랑중인데 공략법 알려주세요😭
ISFP,시간 갖자는 잇티제(댓글 부탁드려요 ㅠㅠ)
ENTP,보고싶어서 죽으면 어떡하냐는 말에 estj 남친 반응 2탄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISFP,헷갈려요
ENFJ,Istj잇티제 입발린말?플러팅?거짓말에 대하여..
ENTP,여친이 몸 아프다고 할때 estj 남친 반응 ㅋㅋㅋㅋ
ISTJ,"['지극히 제 경우이긴 하지만....', '', '1. 친목만을 위한 새 집단에 있는 경우는 없으므로, 그 집단의 본연의 목적(일, 스터디 등) 만 열심히 한다', '', '2. Istj는 사람들이 귀찮고 쓸데없는 사담 친목타임 아껴서 할일이나 하고 각자 집가면 좋겠다고 생각하는데,', '은근 사람들은(특히 여자들) istj를 좋아하고 친해지고 싶어한다 (아직도 의문임 왜??)', '', '3.그러나 istj의 그럴 시간에 일하자 태도 & 바싹 건조된 말투에 대부분 그냥 거리를 두고 지낸다', '', '4.오~래 보다보면 istj는 함께한 시간의 가치를 중시하는지라 조금씩 장벽이 허물어져 주변 사람들의 친목 분위기에 흡수된다. 근데 이러는 경우보단 5번이 더 많다', '', '5.3을 참지못한 ExFx에게 강제로 분양되어 친목 써클에 끌려간다. 3&5단계를 n번 반복한다', '6. 한번 장벽이 허물어지면 말랑한 속살이 슬슬 나오는 istj라 이젠 ‘내 사람들’이 된 그 집단/ 혹은 그 사람을 아끼고 챙기기 시작한다.', '', '7. “언니 첫인상은 무서웠는데 알고보니 귀엽다“ 를 n번째 듣는다. 끝.']"
INFP,['오늘 심심해서 검사를 해보니 인프피에서 잇티제로 바꼈네요;ㅎㅎ']
ESFP,"['남자친구가 사진보내면 왜케 해피하죠 ? 제가 남자친구 많이 사랑하나봐요 😍', '남친 눈이 - - 이로케 생겨서 사진찍으면 가끔 눈감았거나 실눈뜬것처럼 나와서 ㅋㅋㅋㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 눈뜨고 찍은 사진에 왜 실눈떠? 하는 나나 눈뜬거야~~ 하는 남자친구나ㅋㅋㅋ 나의 의도치않은 디스에 익숙해진 남자친궄ㅋㅋㅋ 뜬금 카톡 올려보다가 웃겨서 캡쳐했어여']"
ENTP,"['제가 entp라 거의 정반대의 성격인데', '썸타고 있는데 다툼? 좀 상기된 대화가 있어서 제가', '마지막 카톡 읽고 답을 안한 상황인데', '보통 이러면 istj들은 상대방을 좋아해도 마음이 식나요?']"
INTP,"['최근 썸남 3연타 엣티제입니다...', '', '근데 저 갠적으로 엣티제 이성 안좋아해요;;', '아주 옛날에도 엣티제 사귀다가 도저히 좋아하는 마음이 안생겨서 한달만에 헤어져버렸는데...', '', '최근 3썸남 중 1번타자', '진짜 인간적으로 여러모로 괜찮다 여겨서 옆에두고 노력하면 언젠가 설레겠지 하고 진짜 거의 열번가까이 만났는데 안설레...', '그래서 관두자했거든요', '', '2번타자는', '엣티제라는 말만듣고 제가 도망쳤어요 미안;;', '근데 과모립보단 진짜로, 1번타자랑 너무 비슷한 향기가 나서...', '그냥 기회를 안주고싶었어요', '', '3번타자도 엣티제네요', '근데 제가 몇마디만 나눠보고 바로 알았거든요 얘 엣티제구나', '그런데 아니나다를까 엣티제래...', '근데 나한테 이성적으로 호감이 있대...', '', '아니 저도 엣티제 좋아해요', '근데 친구로 좋아요', '이상하게 엣티제에게 설레지가 않아요', '', '그나마 3번타자를 지켜보고있는 이유는 비쥬얼이 나쁘지 않아서...', '', '근데,', '전 엣티제 이성과 만나면 아무리 말을 많이 섞고 시간을 함께 보내도 설레지가 않아요', '', '이유가 뭘까 고민해봤는데 그들은 재미가 없어요.........', '예능을 자꾸 다큐로 받아..', '안그래도 힘든세상 재미라도 있어야 하자나요', '', '그나저나 엣티제들은 왜 저를 자꾸 좋아해줄까요', '이유가 뭐지....', '카페에 활동하는 엣티제 몇 없을거같긴 하지만 엣티제님들', '인팁이 좋으시던가요??', '', '전 nf나 nt 남자를 만나고 싶은데', '정말 대한민국에 널린게 엣티제인겅가...']"
ENTP,"['안녕하세여 여러분 !', '이주 전에 남자친구랑 싸웠는데 남친이 삼일 넘게 잠수 중이라고 올렸었다 지웠는데 어제 술 먹고 연락해서 싸웠습니다 ....', '전 상황은 제가 전남자친구한테 서운한 걸 말했는데 남자친구가 삼일동안 보내는 톡 다 읽씹하다가 4일 째 되는 날 제 친구랑 제 인스타 차단을 하고 차단한 걸 제가 확인하고 화나서 카톡으로 잠수이별이 뭐냐 나잇값해라 라고 보낸 후 또 차단이 풀리더니 계정을 비공계로 바꾸더라구요 그러고 끝났었는데 어제 카톡으로 이유가 뭔지 궁금하다 라고 보내니 전남자친구는 잠수이별 아니었는데 너 혼자 단정 짓고 막말해놓고 이제와서 뭔 얘기를 하냐, 내가 바쁘다고 하지 않았냐 넌 내 상황 이해 못 해주냐, 생각 해 본 적 있냐, 연락하려 했다, 차단 기능이 있는 줄 몰랐다 할 줄 모른다 내가 왜 차단 하겠냐 그리고 너 같으면 나잇값해라 이따위 말을 들었는데 변명하고 싶겠냐 하면서 핑계만 대더라구요', '제 친구들은 이걸 보면서 가스라이팅 하는거 같다 + 너무 핑계만 댄다 라고 생각하고 저도 같은 생각인데', '너무 궁금한게 그냥 인정하면 되는건데 굳이 저렇게 티나는 변명을 하는 심리와 이유가 뭘까요 알려주세요 ISTJ 님들 ㅠㅠ']"
ENTP,"['살좀 찌면 그래두 운동도 하면서 관리했으면 좋겠구', '그런편인가요?!?']"
ESFP,"['잇티제 분들은 상대방에게 감정표현을 잘 하나요?', '좋으면 좋다, 싫으면 싫다 등! 자신이 느끼고 있는 감정을 상대방에게 표현을 하는지, 표현을 한다면 직설적으로 하는지 아니면 빙빙둘러 표현을 하는지 등 감정표현 방식에 대해서도 궁금합니다 🧐']"
ISTP,"['진짜 제가 잘못한 건지 궁금해서 여쭤봅니다', '1. 평소에 퇴근하고 항상 같은 시간대에 같이 게임함', '', '2. 남친이 게임에서 A라는 사람한테 간택 당해서 친추 당함', '', '3. 게임하는 중에 “나 게임 중에 A라는 사람한테 친추 와서 얘기했는데 게임 모드 중에 이런 것도 있다던데 같이 해볼래? A도 같이 하자해볼까” 라며 언급함', '여기까진 별 생각 없었음', '', '4. 며칠 뒤 게임하러 들어왔는데 A포함해서 여러 명이서 게임 중이었음 남친이 저보고 “A 그룹에 다른 사람들이랑 있는데 같이 할래?” 라고 물어봄. (원래 나랑 같이 하는 시간이었는데 같이 하자, 나갈게도 아니고 같이 할래?..)', '', '5. 결국 같이 하고 게임 끝났는데 A가 디코방 초대해줬음 (A는 여자인 거 대충 알고 있었는데 그 방이 다 A한테 간택 당한 사람들이 모여서 친목 다지고 노는 방이었음;; 근데 내 남자친구가? 그것도 모자라서 그냥 들어가있네)', '', '6. 그리고 며칠 뒤 퇴근하고 게임하러 들어왔는데 또 사람들이랑 같이 하고 있음 이번에도 “같이 할래?” 하길래 별로 안 하고 싶다 하니까 “..왜? ㅠ” 이래서 그냥 별로 다같이 하고 싶지 않다 하니까 아쉬워하고 같이 하고 싶어하는 거 같길래 같이 하게 됨', '', '7. 근데 갑자기 A가 머시기머시기 얘기하고 A가 방송한다던데? 하면서 궁금하지도 않은데 얘기함 ... 신기해서 얘기할 수 앗음. 아무런 나쁜 의도 없었다는 거 알지만 앞의 일들이 쌓여서 짜증남', '', '8. 기분 상해서 게임하는 1시간 동안 말 안 함', '', '', '물론 묵언한 거 잘못했죠 사과했어요 근데 이 부분에 대해 말하니까 자기는 뭐가 잘못인지 모르겠다고 왜 혼자 별 생각하면서 질투하냬요', '또 다투면 전화도 끊고 그냥 말없이 자러 가버리는 나쁜 습관을 가졌더라고요', '남친 말도 남친 입장에서 일리 잇고 납득가는데 저도 제 입장에서 기분 나빴거든요 근데 제 입장에서 왜 기분 나쁜건지 이해 못하더라고요', '', '제가 논리있게 말 안해서 그런걸까요 아님 애초에 잘못이 아닌걸까요']"
INTJ,"['istj가 마음을 열고 저에게 과거 이야기를 해줬는데요', '중학생 때부터 거의 혼자 지내며 우울증이 시작되었고 언어장애가 심했대요 (말을 아예 못했다고 함, 지금은 하긴 하는데 많이 더듬더듬...)', '그리고 가장 심각하다고 느끼는게 브레인 포그? 뇌에 안개가 낀 것 같다고 하는데 전날 있었던 일이 아주 옛 과거일처럼 흐릿하게 느껴지고 항상 멍한 것 같대요', '+ 당뇨, 우울증 등등...', '그리고 엄청 말라서 남자애가 키 160후반에 45키로예요 딱봐도 스켈레톤 같음....', '근데 돈이 거의 한 푼도 없어서 지금도 겨우겨우 살아가고 있기 때문에 병원 갈 생각조차 못하구요', '', '속사정을 듣고 나니 왜 이리 마음이 쓰이는지 ㅠㅠ 제가 뭐라도 해주고 싶지만 그 정도로 깊은 관계는 아니고 저도 돈이 많지 않아서 해줄 수 있는게 위로와 맛있는 밥 밖에 없네요', '어떻게 해야 좋을지.... 오지랖이 아닌지 걱정도 되네요 ㅎ']"
INFJ,"['불만을 속에 쌓아두기 힘들어서', '헤어지는 시뮬레이션 돌리고', '어렵게 얘기 꺼냈는데', '결국 싸움도 안되고', '조곤조곤 잇티제 남친의 상황설명에', '또 이해되고 서로 미안하다', '서로 이해한다하고 대화 마무리했어요', '', '잇티제는 현재', '너무 힘들어', '연애가 사치인가', '내가 누굴 책임질 상황인가 싶다면서', '하지만 그만큼 소중한 사람이라', '본인의 지금 상황과 마음을 설명해주는거라고', '이 나이에 만나고 헤어지고', '할 수 있다고 생각하는데', '자기는 내맘 알고싶어하고 그게 문제인거같으니', '설명해주는거라고', '다른사람이면 서로 다 알아야하는건 아니다', '모르고 넘어가는 부분도 있는거다하고', '말았을거라는데', '전', '그 말들에 또 맘을 몰라준게 미안해지기도 하고', '저도 헤어지는게 맞나', '계속 가는게 맞나', '아직도 잘 모르겠지만', '', '오늘도 싸움은 되질않고', '먼저 사랑한다고 말해주는 잇티제가 고맙네요..', '힘든거 털어놓아달라니깐', '잇티제는', '강해지려고만 했지 어릴때부터', '그런거 털어놓으면서 흐트러지고싶지않았다고', '저랑은 다른생각을 가진 잇티제이지만', '뭐 이렇게 얘기해주면', '다 이해가 되는데...', '', '이런 얘길 나누면서', '잇티제의 마음도 변화가 있겠지만', '저도 너무 애쓰지말자는 생각과', '그러려니하자는 생각이 공존하네요', '', '힘든 잇티제 반찬도 해다주고', '픽업도 해주고', '제가 많이 베풀다보니', '저도 사람인지라', '난 이정도 하는데', '이런 작은것도 못해주냐해서', '문제가 생긴거랍니다..', '알아듣게 말해주면 다 이해하는데', '잇티제는 힘든거 꺼내면', '꾹꾹 눌러놨던게 올라와서', '더 힘들어진다고 하네요', '털어놓음 낫던데 그렇지않더라고 합니다..', '', '인프제에게 잇티제는 너무 어려운 존재입니다']"
ESFP,"['저희 엄마가 istj 이신데', '엄마에게 사랑한다는 말 들어본 적 없어요', '대신 주무시고 계실때든 새벽이든 전화하면', '바로 달려오시고 어디가든 다 데려다주시고', '이사하면 몇시간이 걸리든지 청소해주시고', '개인 차로 여러번 왔다갔다하더라도 짐 다 옮겨주시고,', '짜증 한마디없이 뭐든 해주셔요', '소소한 간식도 매번 챙겨주세용 용돈도 아직도 주세용', '엄마가 빨래 설거지 청소 다 하시려고하고', '하지말래도 엄마가 할테니까 두라고 하셔영', '저 울고 슬프면 왜그러냐고 해결해주려고 하시고', '어린시절 짜증내도 다 들어주시고', '물론 공감이 아니고 해결책 제시지만 들어주고 해결해주려는 마음은 다 알G요', '찐 사랑을 느낍니당\U0001faf6🏻', '', '남친도 istj인데', '제가 요리해주고싶다고 만들고있으면 옆에서 도와주고 서성거리고 분리수거 해주라 쓰레기버리고와라 오는길에 뭐 사와주라 고양이 밥주라 크리스마스때 이거하고싶당 해외여행 여기가자 등 요구사항은 다 해주더라구요 여행 계획은 본인이 다 짜고 저는 하라는대로만 합니다(약간의반성)', '가끔 실용적이지 못한 요구는 안해줄때도 있는데 삐지면 결국 해줘요 (감동)', '말로 표현은 사실 거의 없긴한데 제가 먼저 하면 나도 해야겠다 싶다고 가끔 해줘요', '대신 소소한 선물을 생각날때마다 보내줍니다 ㅜ ㅜ 이게표현이 아니면 뭐람 ..!!', '제가 하는 활동에 뭐든 응원해주고 같이 짜증내주고 본인이 행동으로 해결할 수 있는 문제는 방법 찾아서 해결해주려고 하고 도와주려고 하고', '예전에 취업 전에 알바하는데', '힘들거같다고 팔걷고와서 일까지 도와줘요 .. ㅠ ㅠ', '만날때마다 뭐먹고싶은지 뭐하고싶은지 물어보구', '뭐든 제가 하고싶은걸로 맞춰주려고합니당 . . .', '무엇보다 귀찮음이 없고 실행력이 대단한 것 같아요', '엠비티아이가 다는 아니겠지만 말료표현이 없는 것에 대해서는 본인이 먼저 많이 해주는게 어떨가요 ? 💛', '저는 남친 만나면 거의 코알라마냥 붙어만 있네요', '나름의 표현 ^.^']"
ISTP,"['잇티제남에게 호감이 있어서 차근차근 친해지려고 노력중인데요.. 이분이 성격도 성격이겠지만 본인이 편해하는 사람 외엔 잘 안어울릴려고 하는 성격이에요 (이것도 잇티제의 특징인가요?)', '저하고 잇티제남이랑 밀어주려는 조력자가 한분 계신데 저번에 조력자남하고 잇티제남과 둘이만나는자리에 저를 껴줘서 셋이서 같이 시간을 보낸적이 있었어요. 조력자남한테 듣기론 만나기전엔 매우 불편한데 막상 만나면 잘 논다는 얘기를 들었어서 처음 저랑 조력자남 잇티제남 셋이 만났을때도 같이 만나는거 좀 안편해했다고 하더라구용. 근데 그때 나름 잘 놀았고 저랑 좀 가까워진거같아서 좋았다는 말도 했었다고해서 전 약간 사이가 편해졌다고 생각했는데 제가 잘못생각했나봐요', '', '이번에도 같이 시간보낼 자리를 마련하려고 조력자남이 계획(?)을 짜는중에 당연히 셋이 만나겠거니 했는데 잇티제남이 조력자남한테 둘이보는거냐고 되물었고, 남 끼는거 피곤하다고 선을 확 그어버렸더라구요 .. (참고로 저한테 선그었다기보단 저 포함 그냥 제3자가 끼질 않았으면 하는 뉘앙스가 큰거)', '', '그래서 만나는 당일날에 제가 직접 연락해서 보는걸로 하면 거절못할거다, 그렇게해서 만나자고 하긴하는데....저는 또 성격이 남이 내켜하지않는데 내가 굳이 그래야하나..? 라는 성향이거든요. 제가 알기론 잇티제남한텐 이럴때 치대야한다는 말을 들었엇는데.. 이런상황에 제가 더 적극적으로 다가가야할까요 아님 일단 일보후퇴를 해야할까요...', '', '어렵네요 잇티제....']"
ESTP,"['(펑)', '', '(사진마다 다 다른날입니다)', '마지막 사진은 전화하다가 톡으로 넘어온거라 앞 부분 내용이 잘렸어요!', '', '큼직큼직하게 호감을 표현하는거 같긴한데 첫 번째사진에서 아직 확신이 없다 신중하다고 얘기하는 부분이 좀 걸려서요 어떤거 때문에 확신이 없는지도 모르겠고ㅠ', '은은하게 티를 내서 어렵네요ㅠ_ㅠ', '', '보셨을 때 어떠신가욤']"
