mbti,text
ENTJ,ISTP&ISTJ들 여기를 봐주세요! 남자친구 생일선물 고르기 도와주세요 ㅠ 사실 MBTI 상관없어요 그냥 도와줘요
ENFP,잇팁 남편이 좋다는 여학생...ㅡㅡ;;;
ISTP,잇팁이
ISTP,잇팁녀 무물용
ESTP,아 일하기 싫으니까 엣팁남 무물받읍니다
ISTP,사생활 침해가 싫은이유? 물어보는데 뭐라고 대답하죠
ENTP,나를 반겨주는 잇팁
INFJ,인스타에서 잇팁 설명 보고 투척~~
INFJ,잇팁 여자 재회
INFJ,잇팁분들 헤어지고 인스타 스토리
ISTJ,드디어 잇팁과 밥을 먹었습니다.
ESTP,엣팁 무물
ENTP,자기를 어떻게 보는 지 궁금하다는 잇팁 남자 심리!
ISTP,공능제
INFJ,ISTP녀와 끝
ISTP,잇팁이 바라본 다른 mbti들 (재미로 봐주기)
ISTP,잇팁여자는 어떤유형과 잘맞을까요?
INFJ,"엣팁,잇팁은 좋아하는 사람한텐 더 말이 없나요..?"
ISFJ,잇팁이 못생겼다하면
ESTJ,잇팁 전남친 이제 진짜 끄읏!!!(사진펑예)
ISTP,"엣팁 여자분들 도움요청드려요,,"
ESTP,측근들이 다 F인 내가 본 F별 성향 차이
ESTP,ISTP 들의 힐링 방법은 ???
ENTP,이제는 부르는대로 나오는 잇팁남
ESTJ,ISTP 여자 느낌 어떤가요!?
ENTP,istp 남자의 호감표현이 뭔가요?
ISFJ,ESTP 위로 방법 추첨 점여 ..
ESTJ,ISTP한테 계속 대시 할지 멈출지 알려주세요!
ENTP,잇팁 쁠러팅
ESTJ,잇팁 이별 1주차
ISFJ,잇팁 5년전 연락 끊긴 후 최근 ... (긴글)
ESFJ,두 사람은 각자의 자리에서 서로 응원하기로 했다
ISTP,잇팁의매력
ISFJ,엣팁(여자)분들 궁금한 게 있어요!!!
ESTP,엣팁의 장점은 뭘까요
ENFP,엣팁!!
ISFJ,엣팁(여자)분들 궁금한 게 있어요!!!
ESTP,엣팁의 장점은 뭘까요
ENFP,엣팁!!
ENTP,엣팁 자석인 나..
ENTP,잇팁이랑 1시간동안 실시간 채팅했어요
INFJ,그냥 잇팁 좋다고 쓰는 글
ESTJ,헤어진 잇팁 남친 심리? 재회? 어우 내가 이런 글을 쓸 줄이야
ENFP,고백성공했습니당ㅎㅎㅎ
ESTP,연애를 오래 쉬니깐 만사가 귀찮습니다
ENTP,잇팁 그리고 연락
ESTJ,잇팁과 이별 허허
ISTJ,잇팁남 질문요
ISFP,Istp 남자 연락
ENTP,잇팁은 빼지 않네요
ISTP,잇팁분들
ENTP,잇팁 오늘 귀여웠던것
ESTP,엣팁 무물
ENTJ,"잇엣팁 분들 ""관심만"" 있는 상대한테 어떻게 행동하세요?"
ENTP,잇팁길들이기 1% 완료
INFJ,잇팁녀분들 질문이요 ~~
ENTP,잇팁남 길들이기로 맘먹었습니다
ESTP,꽁해진 사람 보면 답답해 죽을거 같음 ㅠ
ESTP,잠못자서 심심한 엣팁 무물받아요
ISTJ,엣팁분들 이거 썸 끝인가유 (긴글)
ENTP,잇팁친구 이제와서 미련이 있는걸까요
ESFJ,잇팁분들은 맘에드는 이성은 처음에 정해지나요?
ESTP,저 엣팁 아닌것 같아요 허허
ENFP,"잇팁 파해치기(잇팁짝사랑,잇팁썸유용글)"
ISFP,전남친한테 카톡 보낼까요..?
INTJ,너무 나도 잡고 싶은 잇팁
ENTJ,잇팁이 바라보는 엔티제는 어떻습니까?
ENFP,엣팁 본인이 잘못했을때
ESFJ,엣팁에게 헤어지자고 했는데 답장이 왔어요
ESTP,잇팁 '귀찮아' 뜻
ISTJ,잇팁...이해해보려 하는데요...
ESFJ,엣팁에게 헤어지자고 했는데 답장이 왔어요
ESTP,잇팁 '귀찮아' 뜻
ISTJ,잇팁...이해해보려 하는데요...
INTJ,"['잇팁녀를 좋아하는 인티제인데요', '1년반전에 제가 섣부른 급발진으로 인해서', '고백공격 하는 바람에 거절당했고', '그뒤로 서먹서먹해지면서 잇팁이 저를 1년 넘게 거리 두었어요 그리고 3-4개월전에 어찌하다보니 다시 친해진 사이가 되었는데 잇팁이 저를 대하는 태도가 좀 달라졌다고 느껴지네요', '', '첫번째로 달라졌다고 느낀건 그전에는 먼저 꺼낸적도 없었던 먼저 연애 이야기를 자주 꺼내면서 저의 연애 가치관을 알고 싶어한다는 느낌이 강했고 저를 특징잡아서 ‘난 ~~이러한 사람이 이상형이야 이런말도 했던거 같아요’ 종종 저에 대해 궁금해는것도 조금씩 있는거 같아요', '', '두번째는 잇팁이 자기 친구고민 들어줬던 썰 풀어주는데', '그게 저랑 잇팁의 관계성이랑 매우 흡사한 이야기라서', '들으면서도 떠보는건가 라는 느낌이 매우 강했네요', '', '세 번째는 옷차림이랑 말투인데요 그전에는 정말 편한 일상복을 주로 입고 나왔는데 최근 들어 진짜 꾸미고 나온 느낌이 강했고 말투도 많이 상냥해졌다고 느껴져요', '', '그렇지만 또 이건 단순히 호감이 아닐 수 있다고 생각 든 점은', '', '그리 자주 만나진 않는거 같아요 서로 취업준비, 아르바이트 병행하느라 바뻐서 탓도 있지만 평균적으로 2-3주에 한번 보네요', '', '잇팁님들 글 읽어보면 한번 아닌 상대는 영원히 아니라는 말을 너무 자주 봐서 더 의기소침해지는것도 있는거같네요', '', '여기서 어떻게 풀어나가는게 좋을까요 조언 부탁드립니다', '', '']"
ESTP,"['무물받음', '', '알림오면 댓글 달아드려요']"
INTP,"['일단 저에게 하는 거', '', '1. 계속 쳐다보고 내 눈치봄', '2. 저한테 쓸데없는걸로 가끔 연락', '3. 제가 둘이 만나자고 햇을때 만남', '4. 자기가 계산하고 다음에 나보고 사라함', '5. 만낫을때 자기얘기 많이함(자기자랑+어필)', '6. 나 놀리고 장난침', '7. 선톡와서 다음에 또보자고 함', '8. 연락시 항상 칼답', '', '저는 저한테 호감있는거 같은데', '뭔가 딱부러지는 액션이 없어서', '답답해요 ㅠㅠ', '근데 잇팁은 본인이 호감잇으면 선연락, 고백도 하나요?', '저한테 호감있는걸까요? ㅠㅠ']"
ISTP,"['전 istp이고 정화사주인데,', '성격적으로나 직업적으로나 mbti만큼 신기하게 잘 맞아떨어지더라구요 ㅋㅋ', '', '불이긴 한데 에너지 넘치게 타오르는 불꽃이 아니라', '은은하게 주변을 밝히고 제련하는 문명의 불빛이래요.', '', '과몰입하면 안 되는데 신기하네요 ㅋㅋㅋㅋ', '']"
INTJ,"['잇팁남이 요즘 체력 떨어져서 힘들다그러면서', '저더러 자기좀 챙겨달라그러길래', '제가 그럼 장어먹으러갈까? 아님 백숙이나 전복??', '이랬더니', '그런가? 그냥 운동부족같애.. 이러는데', '말로 챙겨달라는건지 뭔지 모르겠어요..']"
ISTJ,"['', '오히려 전남친이었던 엔프제가 훨씬 불도저에 직진이라서 안 헷갈렸는데 이번 엣팁은 헷갈리는걸 보니 그 정도 마음이 아닌거겠죠 ㅋㅋㅋ 답장텀도 느리고 친구들이랑 놀면 연락두절 ㅎ', '명백한 썸도 아니고 서로 심심해서 하는 카톡친구 + 이성적 호감은 있는 정도 같아요', '저는 외모가 맘에 들긴 해서 신경 쓰이는데 어쩌는게 좋을까요', '']"
ENTP,"['잇팁인 친구가 세명 있는데 저희가 친한게 맞는지 헷갈리네요', '', '1. 개인적인 연애사를 나에게 이야기 했음', '2. 반려 고양이 이야기 나눔', '3. 개인적인 시간을 내서 나랑 밖에서 놀았다.', '4. 같이 술먹고 신나서 나에게 앵겼음(', '', '저는 친하다고 생각하는데 친한게 맞나요?ㅠ']"
ESTP,"['퇴근시켜주세요 제발!!!!!!!!!', '', '', '엣팁 아닌 것 같은데 자꾸 엣팁이라 나와서 엣팁으로 살고있읍니다']"
ESTP,"['s라고 들은 것 같은데 맞나요?', '전 극s라서 n이 이상한 소리(상상 공상)하면 맘이 어려워지는 듯해요', 'e때문에 t가 조금 완화되서', '', 'istp보다는 친절한 느낌', 'istp는 i+t가 제일 강해보이구요 ㅎㅎ', '', 'enfp들은 다 개성이 다른 것 같은데 p가 진짜 커보이고요 ㅎㅎㅎ', '', 'isfp isfj는 f가 강해보이구여', '', '걍 저의 느낌입니다 ㅎㅎ', '', '', '']"
INTJ,"['그냥 안읽씹이나 읽씹하면 저도 마음이 거기까지 인가보다 생각하고 편할텐데 어쩌자는건지 모르겠어요...ㅎㅎㅜㅜ', '먼저 씹기 싫어서 씹어달라는건가요?ㅋㅋㅋㅋㅋㅋ 자기는 관심 없거나 싫으면 안읽씹하고 채팅방 나간다고 했으면서 제가 적극적으로 밀어붙이는건 비추인가요']"
ISTP,"['ISTP가 P 중에서 제일 계획적이라 그런걸까요', 'ISTP / ISTJ 번갈아 나오는데', '저 같은 분 많으신지 궁굼해요', '', '사적인 시간에는 귀차니즘의 대명사인 ISTP 그자체인데', '(침대와 쇼파에 붙어있고 핸드폰만 함)', '', '시험 앞두거나 회사 내에서는 계획 짜고', '그대로 하는 편이거든요', '무조건 순서대로 그날 끝내려 하구요', '', '저와 같은 분 계실까요…']"
ESTP,"['내일 출근 싫으니까 무물~~~~₩', '']"
ESTP,"['엠비티아이 과몰입하다가 등업까지 한 기념으루 무물받아용', '어떤 테스트를 해도 항상 엣팁', '가끔 세상이 귀찮아질때 잇팁 나옵니당']"
ESFP,"['엣팁은 헤어지고나서 한번 차단하면 절대 안푸나요?', '차단 하기 전에 계속 카톡 프로필뮤직을 바꿨었는데', '다 이별노래였고 제가 프로필뮤직을 바꾸면 또', '그 가사에 대답(?) 하는듯한 프뮤로 다시 바꿔놓고 하다가', '너무 보고싶어서 카톡 남겨놨는데 읽고 차단 하더라고요..', '절대절대 가능성 없을까요? 전에 별 말도 안되는 이유들로 헤어졌다가 엣팁이 먼저 연락와서 얘기 하자고 하고', '다시 만났었는데 ㅜ 하루만에 또 싸워서 헤어진거거든요', '지금 다시 헤어진지 12일째입니다..']"
ESTP,"['잇팁이랑 헤어진지 3달째인데요', '왜 제꺼 팔로우 안끊나요 저는 헤어지자마자 끊었는데 좋게 헤어진것도 아니고 ..', '첨엔 제가 끊었으니 전 안보이기도 하고 끊겠거니 했는데', '3달이나 되었는데 지금 제가 끊어버리기엔 뭔가 미련있어보일까봐 좀 그래서 놔뒀거든요..', '잇팁님들은 자기 피드에 전연인 새 업로드게시물이 뜰텐데 괜찮나요.?', '', '헤붙한번 했는데 자기는 그때 제 사진도 다 냅뒀었대요', '제가 다시 보내달라니까 싫은데 그러길래 누가 지우래? 이러는데.. 다른잇팁님들도 귀찮아서 사진 냅두시고 그러마요']"
ISTJ,"['저는 ISTJ인데, 제가 보는 ESTP는 되게 자유롭고 유머스럽고 여유로워 보이는게 매력적으로 느껴져서', '최근에 연락하고 있는 상대가 있습니다.', '', '제 성격에 반해 이것 저것 따지거나 재지않고 적극적인 모습도 좋고 그런데 반대로 그런 성향을 가진 사람이 저를 봤을때 좀 답답해 할 것 같아서요.. 맨날 귀엽다고 놀리고 그러는데 뭐가 귀여운건지도 잘 모르겠고.......', '', '궁합적으로 봤을땐 되게 긍정적이던데 ESTP분들이 생각하는 ISTJ의 이미지가 어떤지 궁금해요!', '']"
ESTP,"['지난번 회피형에 이어 짧은 핵망 연애 이후 스무명이 넘는 사람들을 거절하다 근 8개월만에 연애 시작입니다', '', '연애는 모르겠고 놀기나 실컷놀자고 나간 모임에서 몇번이나 마주친 잇티제', '', '그때까지만해도 관심 크게없다가 어느날 모임에서 철두철미하게 계획세우고 내가 사용할 주차장까지 알아봐놓은 잇티제에게 관심 생기기 시작', '가만히보니 피부도 뽀얗고 옆모습도 잘생김', '', '그 다음의 캠핑 모임에서 더워서 짜증나있는 나를 따로 시원한곳에 데려가 맛난거 사주면서 기분전환 시켜주는 배려있는 다정한 모습에 심쿵', '', '그래서 먼저 관심표현하고 이후에 계속 연락하다가 예의있고 바른모습에 반해 제가 사귀자고 직진해서 잇티제를 겟 했습니다', '', 'mbti상 최고궁합이라는 잇티제와 엣팁!', '짧은 기간동안의 잇티제 엣팁연애 장점 단점 이야기해볼께요', '', 'ㅡistj x estp 연애 장점', '1. 선비와 망나니? 의외의 너무 다른 조합에서 서로 매력을 느낌', '2. 잇티제의 계획력에 엣팁이 놓치는 부분이 보완됨', '3. 엣팁의 적극적인 애정표현에 잇티제가 안정감 느낌', '4. 둘다 현실적이고 직설적인 화법으로 감정적이지 않은 대화로 타협에 이를수 있음', '5. 잇티제의 계획력과 엣팁의 추진력이 만나 시너지 뿜뿜', '6. 엣팁의 모험에 잇티제가 참여하여 새로운 세상을 경험할수 있음', '7. 엣팁은 생각이 깊은 잇티제에게 차분하게 생각할수있는 기회를 가질수있음', '8. 엣팁의 긍정적이고 심플한 생각에 잇티제는 좀더 쉽게 긍정적인 결론에 이르는 법을 배움', '', '', 'ㅡistj x estp 연애 단점', '1. 무계획 충동적인 엣팁을 잇티제가 지쳐할수 있음', '2. 잇티제의 생각 많음을 엣팁이 답답해하거나 공감 못할수 있음', '3. 엣팁에 인싸력이나 유흥에 잇티제가 실망할수있음ㅡ 엣팁을 만나려면 엣팁의 자제력있고 성숙한 마인드가 중요함 / 엣팁의 자제력과 성숙도에 연애 흥망성쇠가 달려있음', '4. 잇티제가 잔소리하거나 구속하려고하면 엣팁의 마음이 식을수도 있음', '5. 선택적 기억력으로 놓치는부분이 많은 엣팁에게 잇티제가 서운함을 느낄수 있음', '', '극히 주관적인 의견이니 태클은 사양합니다', '아직 연애 초반이라 이후는 어떻게 될지 모르지만 엣팁잇티제는 순항하며 잘 만나고 있습니다♡']"
ISFJ,"['이전글의 댓글을 통해 스스로 반성하고 되돌아보았어요', '자꾸 회피하는 거 같다는 말을 들었는데, 생각해보니 맞는 거 같아서 아까 저녁 6시에 전화해보았습니다.', '언제나처럼 밥 먹었는지 어딘지 묻고는, 우선 사과를 했어요', '말을 심하게 한 건 미안하다고, 꿈이 크고 웅장한 건 좋은데 엄마는 너가 실망할까 걱정되었다고, 그 꿈 이루게 도와주려던 게 많이 버겁게 했던 거 같다고 제 진심을 말했어요', '조리있게 해보려 고민했던 게 무색하게 제가 사과하니 바로 이어 딸 역시 사과하더군요. 소리쳐서 미안하다고요 섭섭해서 그랬다고요. 그 말 듣고 미안해져서 자취방은 괜찮은 지 뭐 부족한 거 없는지 묻고, 오늘 학교는 어땠는지 물으니, 자기 동기 얘기랑 자주 만나 공부하는 선배 얘기 해주더군요', '이렇게 쉬운게 왜 매번 어렵게만 느껴졌는지, 항상 시간이 지나면 아무렇지 않은 척 지냈어서 별 생각없이 살았구나 싶었네요', '조언해주신 분들께 감사합니다.']"
ISFJ,['']
ISTP,"['남친한테 핸폰에 내가 뭐로 저장되어있냐고 물어봤어요 .', '대답을 계속 피하더라고요', '제가이름이 예를 들어 김영희 예요', '남친은 이철수 라고 해요', ""제 핸폰에는 '하트 철수양이 ' 요런식으로 되어 있어요."", '거짓말을 정말 못하는 남친의 특성상 계속 물어봤더니', '아니나 다를까..', '김영희라고 되어 있더군요.', '제가 서운하다고 했어요 저장이 뭐로 되어 있는지가 왜 중요하녜요.', '그럼 엄마도 이름으로 해놓지 왜 !!', '엄마는 이름이 엄마래요', '', '', '며칠전에는 칭구가 가자고 가자고 그래서 사주잘보는곳을 갔다온 얘기를 했어요', '남친한테 얘기를 하면서...', '거기서 ""지금 남친이 너한테 관심이 없는데 왜 만나고 있냐?""', '나 너무 속상하다 했더니', '""아..."" 하고 끝이예요', '그게 다야? 뭐라고 말좀 해봐....', '""안믿으면 되는거지... 왜 신경을 써?""', '그말이 듣고 싶은게 아닌데.... 내마음을 너무 몰라주는 남친이 좀 그래요', '공감해주는 사람을 만나야 되나... 여기서 정리해야 되는건가 싶으네요.', '']"
ISFJ,"['안녕하세요 20살 엣팁 딸과 16살 잇티제 아들 둔 잇프제맘입니다', '', '엠비티아이를 모르던 시절엔 유독 아들은 정서적으로 잘 맞는, 그리고 딸과는 시도때도 없이 부딪히며 살았는데', '딸이 엠비티아이 검사지 들고 가족 전체 불러 모아 시험 본 뒤로, 좀더 이해가 쉬워져서 한편으론 다행이라 생각해요.', '', '다름 아니라 20살 엣팁 딸과 오늘 전화로 시험 불합격 얘기하다가 갑자기 그대로 울더군요', '', '어릴 때부터 자신감 많고, 사람들 좋아하던 아이였는데, 저나 남편이나 둘다 집안에서 사회로 스스로 독립하였던 케이스라서, 첫째인 딸도 독립적으로 자라길 바래서, 어릴 때부터 격려와 현실적인 조언을 많이 했더니, 사람이 좋으면서도 경계하는 아이로 자랐더군요. 그래서 대인관계에 스트레스가 많다고 토로할 때마다 미안하기도 했습니다.', '', '역사에 대해서는 유난히 관심이 많던 아이라, 교재 하나 던져주니, 초등학교 3~4학년 때 한국사 시험 5급을 따오고, 중1때 3급까지 따왔죠. 그러다 잠시 학업을 집중적으로 다루다, 스무살 되서 제가 닦달하자 그제야 알겠다며, 자긴 잘 볼테니 걱정말라고 자신감 있게 시험장에 갔는데, 5점이 부족해서 떨어졌다고 하더군요.', '', '원최도 시험 점수가 자기에게 만족 못하는 점수여도, 다음에 잘 보면 된다고, 성공한 사람들도 다 실패는 겪어본다며 제게 당차게 말하는 탓에 골머리 썩힌 적 여럿 있었는데, 이번에도 덤덤하게 말하는 거 보니, 제가 울화가 치밀어 딸아이 자존심에 스크레치 내는 말을 뱉어버렸어요', '', '매번 말만 번지르르 하지, 또 떨어졌니?', '이런식으로 말했던 거 같아요. 근데 전화 너머로 딸아이가 왜 말을 그렇게 하냐며 우네요.', '제가 모진 말 해도 화를 내면 화를 냈지 서럽다고 울던 아이가 아니라 저도 모르게 틀린 말 했냐며 아이 자존심을 무너트렸어요. 아무래도 자기가 가장 자신 있던 분야에서 떨어진 게 꽤 충격이었나봐요', '', '그러자 시험 떨어져 제일 슬픈 건 나고, 서러운 것도 난데, 왜 엄마는 맨날 그런 식으로 말하냐며, 제게 울분을 토하더군요. 엄마도 아빠도 주위 사람들도 하물며 어린 동생도 자기 자존심 무너트리려 애쓰는데 나까지 내게 모진 말 할 필요 없으니 스스로 다독인 건데 뭘 그리 잘 알아서 매번 자길 평가하냐며 우는데 할 말이 없어서, 어릴 때부터... 이런 얘길 꺼내려다 전화 너머로 눈물 콧물 다 빼며 우는 소리에 나중에 전화하겠다고 끊었네요', '', '저희 딸이 어릴 때부터 유독 다양한 분야로 재능이 있어 참 기대를 많이 받았는데, 어째 꾸준함이 없고 깊이도 없어 점점 성장하면서 남편과 제가 못내 실망한 적이 있었고, 그러다보니 또 딸과는 여러번 부딪힌 적 있었어요. 동생같은 경우는 반대로 아무런 재능도 없다가 점점 좋아지고 있다보니 더더욱 비교가 되었던 것도 사실이고요.', '남편이 좀 강하게 훈육해서 어릴 땐 둘이 서로 사이가 안 좋았다가 남편이 제 잔소리를 빌어 고치면서 다시 둘 사이가 회복되는 듯 했어요. 근데 어째 저와는 자꾸 멀어지는 듯 하네요', '', '엣팁 딸과 어떻게 화해하면 좋을까요?', '서울로 대학을 가서 혼자 자취하고 사는데, 아무래도 혼자 지내다보니, 여러모로 외로움과 스트레스가 많았던 거 같은데, 제가 감안하지 못한 거 같아 너무 미안해요..', '근데 또 얼굴보면 괜히 못난 말만 나올 거 같네요.', '어떻게 하면 좋을까요?']"
ISTP,"['밤이 늦어서 질문이 있을지도 미지수네요', 'ㅋㅋㅋ나중에라도 댓글이 달리면', '답변 드리겠음다', '요즘 싱숭생숭해서 괜히 해보고 싶네요']"
ESTP,['무물도 받읍니다']
ESTP,"['제 지인들 위주로 보았던 것이고, 일반화는 아니에요', '이유는 없는데, 그냥 정리해 보고 싶었어요', '', '1. 잘맞던 유형', 'esfp (놀 때)', 'estp (외교적으로 만났을 때)', 'entp (외교적으로 만났을 때)', 'intj (친구, 사업)', 'intp (진득한 친구로 만났을 때)', 'estj (팀플할 때 잘 맞았고, 같이 공부하기도 좋던 사람)', 'entj (개인적으로 주장 강한 게 멋있던 유형)', '', '2. 무난무난 하던 유형', 'isfp (언니 동생 사이일때 괜찮은 듯, 동갑은...)', 'isfj (적당히 서로 편할 때까지 친해진 뒤면 괜찮, 근데 가끔은 답답한..)', 'infj (사람 자체는 나빠 보이진 않았는데, 내면이 좀 어두워서 힘든 적 있음, 물론 내 지인들 한에서)', 'esfj (난 좋은데, 얜 내가 괜찮은지..)', 'enfp (가끔 무례하던 데, 그건 사람 인성 문제일 수도 있음, 근데 주위 엔프피 4명이 다 공통적으로 그랬어서,,, 그러나 금세 잘 지내게 되던 유형)', 'istp (나쁘진 않은데, 뭔가 조용조용해서 같이 놀기엔 재미는 없던,,, 근데 주위에 가장 많은 유형)', 'istj (istp와 같은 의미로 어울려 놀기는 심심하지만, 사람은 꽤 착하고 좋았음)', '', '3. 진짜 어렵고 안 맞던 유형', 'infp (불건강 건강 다 만나봤지만, 어느쪽이든 버거웠음. 건강 유형은 뭔가 조심해야할 거 같아 장난을 못 치겠고, 불건강은 쎄하거나 이기적이고 혼자 귀엽다에 빠져 살아서 힘듦)', 'enfj (3명 만나보았는데, 여러모로 잘 안 맞았던, 뭐 하나 꼽기가 좀 애매해서 대면대면 했던 기억이 있다)', '', '', '', '', '', '']"
ISFJ,"['일요일에 친구들 만나고 온 뒤로 답장 텀도 굉장히 느려지고 .. 대답도 건성이에요 대답만 함 .. 물어보는 거 업음 ..', '', '뭔 대화를 했는지도 모르고 거기에 여자가 있었는지도 암 것도 몰라서', '그냥 넘 불안한데 .. 냅둘까여 ..?', '엣팁은 기분 안 좋을 때 물어보는 게 더 독이라는 거 같아서 ㅠㅠ']"
ENTP,"['잇팁이가 저한테 너무길들여졌는지 자꾸불러서', '커피도마시고 밥도먹고', '카톡도 매일했어요 ㄷ ㄷ', '', '토요일에 잇팁이가 보초운전인 저와 고속도로도 같이 가주었는데', '화도 안내고 잘 알려주는 훌륭한인성을 보여주었어요', '고마워서 국밥사줬더니 너무 행벅해했지모에요(ㅋㅋ)', '', '금욜에 피곤해서 일찍 가겠다고 하니 자기도 일찍 가겠다고 저 따라서 버스타러 오기도 하구', '', '맨날 언제가는지 서로 물어보고 퇴근각맞으면 같이 건물 탈출했어여 ㅋㅋㅋ', '', '오늘은 늦게 일할게 있어서 집들렸다가 차 가지고와서', '잇팁이한테 버스놓치면 데려다줄까 근데 늦게까지 기다려야 한다고 했거든요', '중간에 버스 하나 더 있었는데 잇팁이가 저를 기다려주었어요!', '제가 잘 모셔드렸읍니다 ㅋㅋ', '', '애정표현과 강력한플러팅같은건 없지만', '다정하긴 한 것 같은데', '이랬는데 갑자기 우린 친구다 하진 않겠죠?!!', '두렵읍니다…']"
ENFJ,"['상대방이 너무 인싸(?)에 외모도 ㄱㅊ으면 오히려 연애대상으로 안보시나요?', '', '제 주변에 그런 애들이 좀 있는 것 같아서']"
ESTJ,"['안녕하세요.', '', '딱 한 달 전 이별했어요 ㅋㅋㅋ', '일방적으로 헤어짐 당하고 제 생활 보내고 있었는데 오늘 아침에', '미안하다고 연락이 왔네요', '', '잇팁 남자들도 헤어지고 후회스러워서 이렇게 잡아본 적 있으신가요?', '전혀 예상치 못한 스토리라 너무 당황스러워요', '그런 경험 있으시면 제발 알려주세요............']"
ENTP,"['프사 자주 안바꿀 것 같은 잇팁님들', '어떨 때 바꾸는지 궁금합니다!']"
INFJ,"['제 주변 잇팁들이 대체로 술자리나 스포츠를 좋아하던데', '쾌락주의자가 많은 편인가요?', '', '본인이 술도 잘 안 마시면서 주구장창 앉아있다가 거기서 자는 경우도 있고', '일주일 내내 그러기도 하고', '', '남녀 다 그러더라고요', '', '너무 현재만 살아보려는 경향이 보이는데 저랑 생각이 많이 다른거 같더라고요', '', '근데 또 살아가는데는 문제 없고 ㅋㅋㅋ 회사도 잘 다니고 ㅋㅋㅋ 맡은건 다 알아서 하는 듯하고 ㅋㅋㅋ']"
ESTP,['ㅋㅋㅋㅋㅋ퇴근해야지']
ENTP,"['제가', '오늘 첨으로 혼자 운전을 할수있게되었거든요!', '집-일터 반복연습해서 자신감 좀 생겼어요 ㅋㅋ', '', '집에 데려다주는 셔틀버스가 있는데 시간표가 좀 오락가락하거든요', '잇팁이가 집에간대서 버스 놓치면 연락하랬는데', '진짜 놓쳐서 연락와있더라구요', '그래서 제가 운전연습도할겸 데려다주겠다고 했어요', '', '착한잇팁이가 다음버스 타도 된다고 했는데', '따라오라고 해서 데려다줬어요 희희,,', '', '너무고마워해서 참 부듯한 하루였어요☺️', '이제 주말마다 데리고 놀러갈꺼에요 ㅋㅋ', '', '그리구 잇팁이가 일하는도중 저의 헛소리가 떠올라서 쪼갰대여..', '거의다 길들여진거 아닐까요(!!)', '', '(절망편: 그냥 너무 웃긴소리였던거 저는 재밌는 사람이니까여\U0001fae5)', '', '(', '카톡펑', ')', '']"
