mbti,text
ENFP,인프제인지 인티제인지 남친.. 다툰 내용입니다(엄청.. 길어요)
INFJ,인프제 무물2 받아요
ISTP,인프제분이 저보다 한참 연하지만 가끔은 연상인 거처럼 혼내줘서 좋아요
ENFP,인프제 남자는 눈치가 빠른가요?
ISTP,인프제남의 지극정성에 져버렸어요.
ENFP,인프제 궁금합니다!
ISTP,인프제들 음?
ESFJ,엔프제 남자친구 불건강 유형일까요?
ENFP,인프제랑 처음 연락을 하게 되었는데요!
INFJ,INFJ 무물 받아봅니다
INFJ,인프제의 또는 저의 속마음
ISTP,인프제 남자분들 소개팅하고
ISFP,헤어지자고 습관처럼 말하는 엔프제 남자에게
ISTP,어제 인프제남자랑 소개팅했는데요
ISTP,인프제분들 궁금해요
ISTP,굿나잇톡이 너무 절절해서 그냥 웃기네요 ㅋㅋ
ISTJ,엔프제에게 사과
INTP,또 enfj 남친 자기 부모님이랑 밥먹자고 해서 거절하고 싸웠어요ㅠㅠ
ISTP,너무 잘해주던 인프제남
ENFJ,오랜만에 ENFJ 질문 소소하게 받아봐요.
ENFJ,"방금 다른분 글보고 깨달은 사실(내가남자라면, 엔프제플러팅)"
INFJ,인프제님들 대중교통에서..
INFJ,저와 맞는mbti
INTP,xNFJ는 얼굴 봅니까
ENTJ,인프제 남자친구 이야기(긴글주의)
ENFJ,ENFJ유형일수 밖에 없는 특징이 무엇이 있을까요?
INFJ,"isfp, esfp, istp랑 자주 엮이는데"
INFJ,인프제 인간관계
INFJ,인프제 sns
ENFJ,뼛속까지 엔프제 무물이요!
ISTJ,너무 사랑스러운 엔프제…
ISTP,인프제에게 좋아한다 하고 사귀자고 했어요.
ESFP,엔프제 싸우고 연락도 없네요..이건 어떤의미...
INFJ,진짜 심심하니까 아무거나 무물받아요
INFJ,인프제가 인프제를 만나면 어떤가요?
ISTP,엔프제남 ㅠㅠ
INFJ,인프제인데 주변에서 잉뿌삐로 대해지는 사람 있나용?
INFJ,인프제 남 궁금해요!
ENFP,인프제는 결정에 후회나 번복하지 않나요 ?
ENTP,-
ENFJ,오늘의 감정도 격양 그잡채네요
ISFP,엔프제 이남자 뭘까요?
ISTP,엔프제 남자들은
INTP,INFJ분들께 한마디
ISTP,엔프제 남자
ISTP,엔프제가 그냥 영화 같이보자 아니겠져?ㅋㅋ
INTJ,엔프제한테 “이성에게 밥먹자는 연락”의 의미란?
ENFP,인프제 가스라이팅
ISTP,인프제에게 1일1고백중입니다.
ENTJ,INFJ 직원 하나 때문에 머리 아파요! 어쩌면 좋을까요?
INFJ,제가 요새 향수에 빠져서요 여러분들 사용하시는 향수는 어떤향인가요?
ISFJ,인프제를 좋아하면 인프제의 반응은?
ENFJ,하 infj와 친구라도 될걸 그랬어~요
INFJ,술 취한김에 넋두리(반말 죄송합니다)
ISFP,불건강 엔프제 특징인가요?
ENFP,엔프제 남자친구 고집이 너무쎄요
INTP,엔프제분들
ESTP,엣팁 어때요 큭큭
INFP,인프제 전남친의 말 그냥 멈추는게 맞을까요?
ISTJ,오랜만에 엔프제 남 질문이요 ! 미래 관련
ENFJ,인프제 관련 인스타 피드를 보다가-
ENTJ,INFJ 남성분들 ENTJ 여성 어떻게 생각하세요?
ISFJ,INFJ 말의 의미..?
ISFP,INFJ & ENFJ 연애스타일 궁금합니다!!
ISTJ,엔프제 가스라이팅 탈출
INTJ,인프제와의 관계에 고민이 생기기 시작했어요
INTJ,infj 본인에 대해 너무 잘 아는 것 같으면
ESFP,인프제 여성분들 궁금해요
ISFJ,INFJ 호감일까요? 친구일까요?
ENTP,인프제가 맞춰주려 노력하는 의미?
ISFJ,자꾸 실수로 보이스톡 걸었다는 인프제…
ESFJ,인프제의 이상형
INFJ,INFJ 여자 호감 생기는 법 (9 steps)
ISFP,생각할 시간을 달라는 엔프제
ISFP,enfj 분들께 질문드려요
ISFP,인연(운명)이라는게 있는걸까요? (펑예)
INTJ,인프제의 플러팅 방법이 궁금합니다
INFP,infj 분들 재회관련 여쭤봅니다.
ISTP,사람이 참 유치해집니다.
ISTP,마음 없는데 손깍지 끼고 걷는거 가능한가요?
ENTP,인프제에게 필요한 사람
INFJ,인프제 무물 받아요 곤란한질문O
INFP,인프제는 마음 정리 한거 같이 쿨 한척 하면
ESFJ,인프제의 화남
ISTP,이젠 아침부터 휘몰아치는 인프제
ENTP,훈련소간 인프제 분에게 카톡에 무엇을 남겨야 할까요
ISTP,오늘따라 휘몰아치는 인프제의 표현
ENTJ,여성스러운 거 좋아하는 엔프제 여성분들!
ISTP,엔프제는 주변에서
ENTP,infj 남친은 왜 우리 부모한테 잘하는가..entp와의 차이(관찰자시점)
INFJ,인프제 여러분 남들이 만만하게 보지는 않나요?
ENFJ,INFJ 의 호감
INTJ,enfj랑 어떻게 친해지나요?
ISTP,나두요 세 글자에 심장이 떨어졌어요
ENFP,호감있는 인프제는 상당히 다르다는 걸 느껴버렸어요.
INFP,역시 어려운 인프제. 부정인가 긍정인가?? ㅠㅠ
INFJ,혼란스러운 INFJ
ENFJ,들이대는 사람은 너무 싫은데 엔프제특인가욤
ESTJ,엔프제 낯간지럽고 오글거리는 걸
ISFJ,나솔 광수 영수 같은 mbti 맞아요?
ENFJ,ENFJ(엔프제)와 친해지는 법(feat엔프제와 가까운 사이가 되는 방법)
ENFP,엔프제 남친과 헤어졌는데 연락하면 안되겠죠?
INFJ,INFJ 무물이 돌아왔습니다!! (금일 자정까지)
ISFJ,Infj는 가까이 다가가면 멀어지는 것 같아요
ISTP,인프제와의 데이트 (?)
ENFJ,너무 스윗한 인프제때문에 힘들어요..
INFJ,INFJ남이 궁금하신가요! 새벽 무물보
ENFP,엔프제 남친과 헤어졌는데 연락하면 안되겠죠?
INFJ,INFJ 무물이 돌아왔습니다!! (금일 자정까지)
ISFJ,Infj는 가까이 다가가면 멀어지는 것 같아요
ISTP,인프제와의 데이트 (?)
ENFJ,너무 스윗한 인프제때문에 힘들어요..
INFJ,INFJ남이 궁금하신가요! 새벽 무물보
INFJ,인프제 남자친구
ESTP,인프제는 이별통보 잘 안하는 편인가요 ?
ESTJ,인프제 남자분께 질문 ㅜㅜ 도와주세요
ESFJ,인프제의 표현
ESTJ,엔프제가 스트레스 받으면
INFJ,인프제님들 저 트랙킹 유튜브 보다가 제주도 추자도 트래킹 보는데
ISTP,-
ENFJ,흑화 엔프제 분들 계신가요?
ISTP,엔프젠
ISTP,엔프제 넘 좋아요 ㅋㅋ
INFJ,INFJ가 생각하는 예의
INFJ,인프제 / 주변에서 답답하대요
ENFJ,ENFJ 무엇이든 물어보세요~
INFJ,오늘 뭐 한것도 없는데 아침부터 기운이 쭉 빨리네요 <인프제 일기>
ENFP,Infj여성분과 썸 그리고 썸이 끝난후 너무 애매합니다
ENTP,이별
ESTP,인프제 왤케 귀엽읍니까?
ENTJ,인뿌제 이별 후
ISTP,뚝딱이는 인프제….. 귀엽네요…?
ISTJ,카톡 할 말 없을 때 ? 😂
INFJ,인프제님들 자만추 어떻게 해요?
ENFJ,enfj 무물받아보겠슴당
ISFJ,인프제남과 두번째 데이트 하고 왔슴당
ENFJ,인프제남 연락
ISFJ,감정기복이 심한가요?
ISFP,엔프제분들..
ENFP,Enfj가 마음식으면 어떤행동이 있나요????
ISFP,Enfj 플러팅 믿어도 될까요
ISTP,엔프제에게
ISTP,-
INFJ,질문이 있어요 나는솔로에 인프제 나오신분 있나요?
ENFJ,인프제 좋아하시는 분들 화이팅이요..!
ISTP,인프제남때문에 심쿵
INFJ,참 부모님에 대한 마음은 어렵네요
ENFJ,엔프제 여성분들 질문있습니다.
ISTP,엔프제
ISTP,Enfj 엔프제질문!
INFJ,나이먹을수록 사회성이 떨어지네요;
ENFP,인프제가 나중에보자는말은
ENTP,infj 남성분들 어디에 계신가요?
ESTJ,F가 우울할 때 위로
ISTP,-
ENFJ,인프제남 정말 어렵네요..
ENTP,인프제 인스타ㅠㅠ
INFP,인프제 분들은 얼마나 꼼꼼하다고 생각하시나요?
ESTJ,INFJ에게 끌리는데 실수한 게 아닐까 싶어요
ISFJ,enfj 잘 아시는분
ISFP,인프제 다혈질기질 있나요
ESTP,EN/STP가 보는 INFJ 장단점
ENFJ,인프제 남자한테 고백
INFJ,인프제분들 이거몇개해당되세요?
ISTJ,[ENFJ와의 썸붕 이후] 그녀의 선연락
ISTP,엔프제남자 가족 여행 간다는데요
ISTP,-
ISTP,엔프제의 호감은 어디서
ISTP,인프제님들 물음표살인마 어떤가요?
ISFP,INFJ 남자가 여자를 좋아할 때 하는 행동
ENTJ,Enfj 전남친 인스타 언팔 안하는 이유가 뭔가요?
ISTP,Enfj질문
ISTP,이런 성격은 어떤건가요
ISTP,Enfj 회사사람 남자
ISTP,-
INFJ,인프제 분들 가장 가까운 유형 어떤거라고 생각하세요
ESFJ,너무 고마운 인프제
ISTP,인프제남한테 그립다는 소리를 들었어요
ENFJ,저같은 엔프제 계시나요..????
ENFJ,남들 다하는 엔프제 무물 받습니다!! 뭐든지 가능!
ISFJ,인프제남 언능 보고싶어요ㅠㅠ
ESFJ,급)인프제 남들 생일선물 지갑또는신발중에서..
ISFJ,내가 느낀 엔프제 남친 좋은점 등등...
ESFJ,엔프제는 어떤 사람 좋아하나요?
ENFJ,ENFJ 여자 무물 받아용.
ENFJ,ENFJ 무물받아요!
ISTP,인프제남한테 그립다는 소리를 들었어요
ENFJ,저같은 엔프제 계시나요..????
ENFJ,남들 다하는 엔프제 무물 받습니다!! 뭐든지 가능!
ISFJ,인프제남 언능 보고싶어요ㅠㅠ
ESFJ,급)인프제 남들 생일선물 지갑또는신발중에서..
ISFJ,내가 느낀 엔프제 남친 좋은점 등등...
ESFJ,엔프제는 어떤 사람 좋아하나요?
ENFJ,ENFJ 여자 무물 받아용.
ENFJ,ENFJ 무물받아요!
INFP,"['예전에 좋아했던 인프제 여자분이 있었는데', '', '최근에 인사로 인해 서로 업무가 바뀌게 된 적이 있습니다.', '', '저는 지금 하고 있는 일이 예전에 했던 업무라 평소에 제일을 하면서', '', '인프제 분이 도움을 요청하면 업무를 도와주고 있는데', '', '인프제 분은 과거에 했던 제 업무를 이번에 처음 해본 업무라 어려워하다보니 퇴근 시간 이후에도 야근을 하더라고요.', '', '그런 열심히 일하는 모습 때문에 저도 같이 야근하고 있는데', '', '일로 인해 계속 도와주다보니까 조금씩 조금씩 친해져서 같이 퇴근도 하고 있습니다.', '', '근데 예전에는 이렇게 가까이 있지 않았다가 일 때문에 가깝게 있다보니', '', '인프제 분이 어느 정도 일에 익숙해지면 다시 좀 어색해질까봐 걱정도 되더라고요.', '', '인프제 분들은 이런 상황을 어떻게 판단하시는지 궁금해서 물어봅니다.', '', '', '', '']"
ISFJ,"['앤프제 남자후배랑 금요일에 조퇴한 김에 아쉬워서 둘이 드라이브 갓다온 적이 있는데', '(레알 둘이 사적으로 연락 아예 한번도 안함 ..직장에서 오다가다 우연히 마주치면 잠깐씩 복도나 직장 카페에서 수다떠는 정도)', '', '밤에 동네 돌아올때까지 하루종일', '뭔 평소에 하지도 않던 누나가 예뻐서 그런다 이런말을 계속 하고', '누나 넘 농협은행~~ 이러는ㄷㅔ 첨에는 그 밈이 넘 웃겨서 막 웃다가', '저 조수석에서 잠깐 졸앗어서 눈떳는데 음악소리 줄여놓고는 저 쳐다보고 잇어서 기절할뻔 햇거든요;;;', '저것때문인지 예쁘단 소리가 그때부터 장난으로 안들리고 좀 그래서ㅠ 그뒤로는 들어도 그냥 대답도안하고 무시햇는뎈ㅋㅋㅋㅋㅋㅋㅋ...', '', '장난이겟죠..??;?;?;;?;', '엔프제는 장난으로 예쁘단 말 잘 하는편인가요']"
ISTP,"['엔프제..', '그냥 동료인데', '오늘 갑자기 메신저로 ㅇ님 오늘 기분어떠싱가요 하면서 갑자기 챙겨주더라구요', '', '이런게 인프제 엔프제의 스며들기인가요 ?']"
ENTP,"['일 할때 estj 되는 인프제 분 있으신가요', '', '']"
INFP,['감사해용']
ISTJ,"['직장에서 부당하게(?)', '막내라고 짬 당하고 있는 엔프제 남친..', '넘 속상한거에여 진심으로 너무너무', '제가 다 화나구요', '', '본인은 괜찮다는데', '제가 넘 속상해요 ㅋㅋㅜㅜ', '', '속상하다고 하고 넘하는거 아니냐고', '제가 잘되게 기도해준다구 했는데', '', '상황이 바뀌는게 아니라서', '어떻게 위로하는게 좋을지 모르겠어요!', '', '엔프제 분들 어떤식으루 위로해주는게 좋으신가요? ?', '', '', '', '', '']"
INFJ,"['어제 방송보는데 그런거 같네요 뭔가 친근하고 그렇습니다', '', '확실히 인프제가 얼굴만 본다는게 아닌게 광수 선택한것도 그렇고 분위기랑 단정함을 보는거 같아요', '', '앗 오해를 드려 죄송합니다 오피셜은 아니에요 그냥 추측이에요 제목을 수정하였습니다']"
ENFP,['인프제 남자는 보통 먼저 고백을 못하는 편인가요?']
INFJ,"['무물을 받으니 결국엔 썸 질문이 많았다.', '', '보통 대부분의 문제는', '', 'MZ들의', '밀당, 기싸움, 주도권싸움 등등', '서로의 호감을 감추고 상대의 마음을 알고싶어하는', '문의가 많았다.', '', '내 개인적인 견해로 바라보는 성숙한 인프제 남자는', '', '운명같은 사랑을 꿈꾼다.', '그저그런 시덥잖은 사랑을 할 바에는 그냥', '혼자지낸다. 물론 가끔 외롭지만, 버텨낸다.', '그렇게 고행한다.', '', '적당한 밀당과 애태우기는 참 좋다.', '', '하지만, 마음이 그저그런상황에서 인프제 남자에게 접근하지 않는게 좋다.', '', '눈빛만봐도 통찰력을 써버려 다 파악해버린다.', '그리고 그런 대상을 경멸한다.', '', '모두가 예쁜 썸을 타면 좋겠다.']"
INFP,"['얼마전 일본 여행가서 술집에서 술마시다가 일본인 INFJ녀를 만난 INFP남입니다.', '', '둘다 술을 꽤 먹었고 여자분이 한국 좋아하고 한국어를 기본 적인 것은 할수 있어서(저도 일본어 아주쪼금 할수 있음) 어쩌다 보니 키스를 하게됐는데 놔주지를 않더라구요. 그냥 저의 느낌은 이 여자가 나에게 반했다... 라는 직감이 있었습니다(물론 저의 착각일 수도).', '', '저도 마음에 들어서 라인 물어보긴 했는데 나이를 물어보니 10살 이상 차이가 나더군요.', '', '일단 헤어지고 숙소 왔는데 조심히 들어가라고 먼저 연락이 오더라구요.', '', '저는 다음날 한국 와야해서 연락 끊기겠지 하고 한국 간다고 아쉽다고 했는데 정성스럽게 답변을 해주더라구요.', '', '그 후로 하루도 안빠지고 한달가량 매일 연락하고 있습니다.', '', 'MBTI 물어보니 테스트 해보겠다고 하더니 INFJ라고 하더라구요. 연락은 일어나면 일어났다, 잘때되면 잔다, 일하러 가면 일하러 간다, 씻으려 가면 씻으러 간다... 뭐 하나하나 다 연락을 해주더라구요. 저도 좋으니 연락은 서로 잘 하고 있어요. INFJ여서인지 일본인이어서인지 제가 몸이 좀 안좋고 하면 걱정도 많이 해주고 배려가 많이 느껴져요.', '', '그런데 그 친구에게 통화하자고 하니 11월에 하자고 하더라구요(10월 초에 만남). 만나러 간다고 하니 일이 바쁘다고 내년 1월에 여유가 생긴다고 하더라구요.... ^^;', '', '카톡 내용은 본인 힘든 것도 이야기하고(제가 좀 유도질문을 했지만) 저한테는 귀엽다, 재미있다 이러고 제가 연락 못해도 먼저 연락오고 하는데 거리나 나이, 언어(저는 일본어 약간 하고 공부하고 있음, INFJ녀는 한국 많이 좋아하고 채팅은 잘 하지만 통화할 정도는 아니어서 부담되는 듯 함) 문제도 있고... 사실 저는 다 상관없고 잘 해보고 싶은데 잘 안될 확률도 꽤 되어보여요. 어떻게 접근해야할 지 조언 좀 해주세요 ㅠ']"
ESTJ,"['서로 잦은 싸움에 예전에 한번 헤어졌다가 이틀만에 남자가 다시 잡아서 잘만났어요', '근데 몇달뒤 다시 서로 터졌네요...잘만나다가..', '서로 최근에 유난히 싸움도 잦고, 시간도 안맞아서 데이트도 잘 못하다가 제가 홧김에 헤어지자했고 남자도 생각해보더니 그만하는게 좋을거같다고 확답이 왔어요', '그 후로 3일뒤 제가 카톡했더니 처음엔 바로 아무렇지않게 대답해주더러고요? 진정성있게 사과하며 잡았고 다시 노력 해보고싶다했는데 상대방은 미안하다고 제 잘못이아니라 그냥 우리가 안맞는거같다고..더이상 자신이없대요 너는 정말 좋은사람이고 절만나서 영광이었다고..', '몇번 더 생각이라도 천천히 해달라고 그리고 만나서 마지막으로 얼굴보자했는데 시간이 더 지나도 생각이 바뀔거같지않고, 아직은 얼굴보기 힘드니 다음에 서로 괜찮아지면 웃으면서 보자고, 자기도 힘든 결심했으니 서로 잘 견뎌내보자고 해서 더이상 할말이없어서 알겠다고 했어요', '더이상 재회 가능성은 없겠죠? 너무 단호하면서도 단정한 그사람의 말들에 틈이 없더라고요...', '너무 보고싶고 한번만 더 해보고싶은데 이런경우 재회해본 사람있을까요??']"
ESFP,"['상대방이 저한테 첫눈에 반해서 세상 처음보는 불도저였어요', '만나기 전부터 결혼 이야기 할정도로(둘다 결혼적령기라,,,,)', '진짜 일단 결이 너무 잘맞고 연락 표현 모든면에서 터치할게 없고 항상 과하지않고 적당하고', '나를 소중한사람으로 만들어주고 대해주는게 보여서 진짜 이런사람이 있구나 싶을정도', '아직 연애 초반이긴하지만 한결같으면 좋겠네요 ㅎㅎ', '남자친구한테 너는 연락도 잘하고 표현도 잘하고 이것저것 진짜 잘하는것같다니까', '저보고 이상한 남자들만 만난거 같대요 어떤남자들을 만난거냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '사실 지금까지는 나쁜남자나 츤데레 스타일 좋아해서 항상 맘고생했었는데', '내가 여태 했던건 연애가 아니구나 생각이 잠시 들었어요', '30살이 되서야 깨닫습니다.......... 다정한남자 말이쁘게하는남자 나 소중하게 대해주는 남자 최고.....', '']"
INFP,"['어제 부끄러워서 글 다 지웠던 인프피 녀입니다...ㅎㅎ', '(인프제한테 너한테 호감 있다고 말했던 상황)', '제가 성미가 급하고 감정을 정말 못 숨겨서 만난 이후로 계속 연락 꾸준히 하고 있었어요', '인프제도 바쁜 와중에 폰 볼 때마다 연락 잘 해줬고요', '근데 어제 저녁에 인프제가 톡으로 그러더라고요', '', '넌 어떡하고 싶냐고, 사귀고 싶은 거냐고요', '', '그래서 아니다, 당장 사귀자는 말 아니었고 그냥 내 맘이 그렇다는 말이었다.', '네 말마따나 한 번 얼굴 본 사이에 깊은 관계도 아직 아닐 뿐더러 그냥 너라는 사람이 나한테 좋게 보여서 호감을 내비치고 싶다는 말이었다고 했어요', '', '그랬더니 인프제남이... ㅋㅋㅋㅋ 알겠다고 그럼 우리 더 많이 만나보자고 하더라고요', '너무 설레발이겠지만 아직은 이 관계로도 충분히 좋네용 ㅎㅎ', '이전에 조언 해주셨던 분들 너무 감사해요!! 드문드문 올릴 이야기 있으면 올릴게요!']"
ESTP,['']
INFJ,"['', '', '', '', '뭐든 좋아요 뭐든!', '어떤 내용으로 질문을 주시던', '성심성의껏 제 선에서 답변 드리겠습니다', '', '', '본인', '-20대 여자', '-엔티제와 연애중', '-웰시코기,코숏 반려중', '', '즐거운 저녁 되세요🤗']"
ISTP,"['휴우', '일단 저 진짜 대형사고 칠뻔 했는데 호되게 꾸짖어 주셔서 감사합니다 :)', '인프제분 관련 일이면 괜히 생각을 더 하고 더 하고 그러다 고장나고 ..', '', '얘기했습니다.', '15년 알고 지낸 막냇동생 같은 8살 터울의 남자후배가 있다. 요즘 일 때문에 고민인지 만나서 밥 먹자하더라.', '', '인프제분은 그렇게 오랫동안 지속된 인연이면 제가 좋은사람이라는 반증이라며 만나서 힘을 주고 오래요. 본인이 제 사람들까지 만나라 만나지마라 할 권리는 없다면서요. 얘기해줘서 고맙다고 했어요.', '', '재차 만나고 와도 되냐 되물었어요.', '', '”질투나“', '”나는 함께하지못한 15년의 시간을 알고있잖아요“', '”그때 누나는 얼마나 더 예뻤을까“', '', '… 어질어질합니다.', '', '', '', '']"
INFJ,"['답글있어서 보려고 했더니', '', '삭제되었다고 뜨네요', '', '인프제 새벽에 연락 안하냐 하는 글이였는데']"
ENTJ,[]
ISTP,"['안녕하세요.', '', '연하의 인프제남과 연애 삼일차인(..) 잇팁녀입니다.', '', '저희는 썸 중에도 통화는 거의 안 했는데요.', '', '이유는 단 하나. 제가 통화를 싫어해서요. 용건 없이 늘어지는 통화를 싫어해서.', '특히 일적으로 통화하는 일이 많다 보니 일을 안 할 때는 전화를 정말 병적으로 멀리하고 지냈어요.', '', '제가 인프제분께 언젠가 흘리듯 말한 적이 있었나 봐요. 전화가 너무 싫다고 하루 종일 통화하고 퇴근하는데 또 전화 붙들고 있기 싫다고 그랬나 봐요. 예.. 전 기억이 안 납니다…', '', '인프제분은 그 지나가는 말을 기억하고 ‘누나한테는 전화하면 안 됨’이렇게 각인시켜놨나 봐요.', '', '제가 어제 목소리 듣고싶다고 하니 “누나 나랑 전화해도돼?? 누나 전화 싫어하잖아 난 누나 목소리 매일 듣고 싶었는데“ (대충 여우가 떼쓰는 이모티콘을 함께 보내며)', '', '바로 전화걸었습니다. 물론 아주 길게는 못하고 금세 끊어버리긴 했지만 .. 전화하고 싶으면 전화하지 그랬어 하니 “누나가 싫어하고 힘들어하는 건 아예 안 할 거야. 난 내가 좋은거보다 누나가 평안한게 더 좋아“', '', '참 사랑스럽습니다. 그리고 다시 말해주었어요. 전화 싫어하지만 ㅇㅇ이랑은 하루 20분은 목소리 들으며 대화해도 좋을 거 같다고.', '', '통화 시간도 점점 늘려가겠지요.', '', '']"
ISFJ,"['', '일일히 의미부여를 안하고 싶은데...', '그냥 이 친구가 이성이란 이유로 좀 의미를 곱씹게 되네요..', '인프제분들 남녀간의 친구로 어디까지 상냥하신가요?', '기본적인 성향이 워낙 예의있고 선 잘 지키고', '이런 분들인것 같아서', '제가 이성으로 의미부여 안하려는데 요즘 제가 개인적인 일로 많이 다운되고 우울해서', '이 친구가 많이 안부나 위로 연락해주더라구요ㅜ', '고마운데 한편으로 원래 이런 친구인가?', '다른 이성이랑 비교할 그런 관계도 없어서 헷갈리네요', '나름 이 친구 주변으로 이성친구들은 좀 있는것 같은데... 무튼 문득 이 친구가 제가 생각한 것보다', '저를 챙겨주는것 같아 고맙다가도 뭐지? 싶은 생각이 들어서 궁금하네요', '']"
ISFP,"['지난번에 엔프제가 시간을 달라고했고', '딱 약속된 날이되니 연락이 오더라구요', '짧은 기간에 제가 두번이나 이별을 고했고', '자기는 솔직히 연인으로의 감정은 많이 사그러들었다고..', '근데 아직은 아무감정없는건 아니니', '연락하고 만나면서 다시 마음을 정해보자고', '하더라구요', '', '그친구 요즘 상황이 여유가없고 힘들어서', '제가 술사주러 가서 플러팅도 많이하고', '헤어질땐 제가 안기니까 마주 안아주기까지했어요', '그 후로 계속 아침 저녁마다 선톡 열심히해가면서', '응원해주고 하소연 받아주면서 노력했는데', '카톡텀은 기본3시간이고', '본인 힘들때만 연락오는 엔프제...', '이제는 저도 지치네요', '', '그친구가 지금 힘들고 여유가 없다는걸 알아서', '옆에서 계속 응원을 해주고 싶기도하지만', '이제는 저도 질질 끌려다니고싶지않은 마음도 반반..', '마음속으로는 백번천번 손절했는데', '연락이 오면 또 좋다고 연락 이어가고', '또 답장 하염없이 기다리고..', '', '저를 위해서라면 끊어내는게 맞는데', '그친구가 힘든 상황인거 생각하면 필요할때 기댈수있게', '옆에 있어주고도 싶고...', '제가 어떻게 하는게 좋을까요?']"
ISTJ,"['만난지 한달 조금 넘은 엔프제 분 이 있어요', '', '처음부터 적극적인 애정표현, 칭찬 등등 해주셔서', '너무 고맙고 좋거든요', '', '결혼 얘기도 장난인지 진심인지 하시길래', '만난지 얼마 안되었는데', '어떤 이유로 결혼을 생각하냐 라고 물어보니', '', '뭔가 저랑 연결되있는 느낌이 든대요', '저는 이 말이 사실 무슨 뜻인지 잘 모르겠어요 ㅜㅜㅋㅋ', '', '잇티제는 안정감과 신뢰를 중요시하는데', '이런것처럼', '', '엔프제에게 연결되어있는 느낌이란', '어떤걸까요?', '', '']"
ENTP,"['', ""엔프제 분들은 '왁싱'에 대해서"", '어떻게 생각하시나요?', '', '연인이나 배우자가 있는데 타인인 왁서분께서', '자신의 민감한곳을 제모하는것이', '다소 꺼려지시는지 궁금합니다.', '', '저는 저랑 같은 여자 왁서라면 상관 없는데요.', '엔프제 남편은 같은 남성왁서분이면 민망하고', '여성왁서분이면 사랑하지도 않는', '모르는 여자가 만지는게 싫다고해서요.', '', '물론 사바사고 개인 취향이 있겠지만', '너무 확고해서 다른 엔프제분들은', '어떻게 생각하시는지 궁금해서 여쭤봅니다!', '', ""애인이나 배우자가 '왁싱'을 제안하시면"", '거절하실 의향이 높으신가요??🥺', '', '', '', '', '']"
